step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,leaf_mean,leaf_open,light_intake,leaf_led,open_mean,per_cell,blocks_cell,shaded,grass_under,grass_free
1000,9212,6571,109226,609430,584188,492426,7778,54215,247,0,164621,3810791,144884.655,59545.607,0.9661,49605.197,0.254,0.272,0.251,0.223,0.603,0.357,372,0.0334,0.6648,0.099,19.0,50.0,90.6,47.27,3.76,6.12,2.00,30.73,7.71,1.063,0.132,0.068,0.069,19.507,0.648,0.0026,148,452,1582,5193,36,0,0.000,4628,2620,2765,3827,662,3117,5433,0.00,1.07,11835,9.9939,66727,8289,539871,2121.8,-0.0,471662,53.679,2631098.115,6.90e-15,0.00093,30.00,178233,84.594,3.033,80.954,0.607,84.599,7113,845,1254,0,0.3857,0.849,1.042,1.309,1.068,0.907,1.142,0.000,26681.237,8993.350,149983.725,28215.088,22247.757,0.000,6817.284,1696.402,1426.724,0.000,0.670,0.511,0.499,0.000,0.866,0.676,0.587,0.000,7751,44463,0.6992,0.5342,0.6131,0.0000,1.0000,0.0518,0.0606,0.0000,0.5342,0.8480,0.8300,0.0000,0.0901,0.0235,0.0267,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,13033,0.9999,0.8037,0.7587,0.0000,0.9992,0.0518,0.0606,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9868,4.8096,5.0506,0.0000,0.0879,0.1666,0.1489,0.226,0.345,0.301,0.285,8703,0.1703,0.0115,0.0151,0.0000,0.00236,0.00162,0.00152,0.00000,23.19,27.10,26.67,0.00,70.7137,0.0253,49.6993,33.7671,19.9117,1085882,1532730,0.7422,0.0065,1733.7,70.7137,21.62,0,0,0,0,0,0,3623,9940.410,9134.366,0.9840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,4.65,3.11,95.3075,0.060,27.59,1.018,10.12,0.832,0.1236,0.0998
2000,9802,2459,53455,107270,97242,52903,912,24920,108,0,181806,2074227,28504.689,19439.818,0.9384,8777.352,0.161,0.586,0.133,0.121,0.505,0.361,303,0.0711,0.6606,0.079,14.4,42.0,84.2,41.54,1.77,8.00,1.08,28.09,7.70,1.106,0.193,0.082,0.085,8.614,0.353,0.0039,103,808,768,8771,49,0,0.000,4589,715,2547,6540,456,821,8525,0.00,6.72,13755,12.9469,66828,8414,497067,3094.5,-0.0,525268,17.763,2631098.115,1.84e-14,0.00071,25.34,34993,26.024,2.992,22.615,0.417,26.027,2344,2121,5337,0,0.2848,0.911,1.088,1.341,1.112,0.924,1.176,0.000,11041.876,12410.743,8536.058,11614.270,19813.810,0.000,4131.268,2612.413,3918.785,0.000,0.474,0.472,0.537,0.000,0.474,0.476,0.520,0.000,11613,16403,0.5799,0.4530,0.4482,0.0000,0.9999,0.0414,0.0378,0.0000,0.5435,0.6981,0.7956,0.0000,0.1007,0.0179,0.0189,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5907,0.9983,0.6109,0.6418,0.0000,0.9990,0.0414,0.0378,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9637,5.1102,5.1061,0.0000,0.0521,0.1114,0.0834,0.112,0.180,0.128,0.151,1419,0.0890,0.0038,0.0028,0.0000,0.00240,0.00095,0.00073,0.00000,26.86,27.43,26.83,0.00,319.7692,0.0410,31.5244,10.0488,7.7142,1095018,1528850,1.5356,0.0573,2894.5,319.7692,26.00,0,0,0,0,0,0,4108,10662.466,9648.338,0.9711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,2.60,2.50,42.9136,0.171,29.05,1.058,10.63,0.814,0.1108,0.1264
3000,8478,1632,51787,95133,85377,42533,813,21193,159,0,212419,2115882,26329.669,20727.775,0.9803,7713.594,0.116,0.720,0.079,0.085,0.503,0.353,252,0.0889,0.6591,0.062,11.8,33.1,72.3,32.22,2.37,9.81,0.45,17.63,7.31,1.111,0.250,0.153,0.158,6.608,0.272,0.0039,87,370,614,9608,69,0,0.000,4488,24,1623,6831,263,1077,7138,0.25,9.61,13706,14.6883,66752,12286,464676,1584.2,-0.0,561737,11.402,2631098.115,1.24e-15,0.00159,14.43,30874,22.928,3.168,19.444,0.317,22.932,2947,2183,3348,0,0.3125,0.949,1.073,1.357,1.168,0.960,1.159,0.000,7005.500,10193.880,12662.082,7628.287,16279.570,0.000,6604.279,1983.549,4426.352,0.000,0.536,0.451,0.504,0.000,0.481,0.394,0.460,0.000,14340,19792,0.6854,0.4251,0.3680,0.0000,0.9996,0.0407,0.0511,0.0000,0.5675,1.0397,0.9727,0.0000,0.1399,0.0175,0.0181,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5779,0.9995,0.8507,0.7920,0.0000,0.9977,0.0407,0.0511,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.6912,5.0741,5.1024,0.0000,0.0508,0.0622,0.0552,0.078,0.099,0.073,0.091,1194,0.0749,0.0032,0.0050,0.0000,0.00230,0.00093,0.00085,0.00000,22.87,27.52,26.72,0.00,1306.1913,0.0728,24.1082,4.9255,6.4767,1096264,1529804,2.0619,0.1130,2970.3,1306.1913,22.38,0,0,0,0,0,0,4994,13014.180,11779.894,0.9555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.97,2.30,40.4268,0.209,25.86,1.082,9.50,0.799,0.0969,0.1281
4000,6610,1707,64769,116150,101981,50237,1144,27008,332,0,283774,2778816,26532.379,24621.010,0.8977,8699.343,0.073,0.762,0.110,0.054,0.512,0.341,406,0.1469,0.7097,0.073,11.6,36.9,78.0,31.96,3.03,9.75,0.57,16.79,7.43,1.172,0.243,0.225,0.229,7.583,0.305,0.0043,77,301,590,17466,74,0,0.000,3645,73,1544,4993,167,754,5689,4.25,12.66,17013,15.8124,66794,12652,439026,1257.9,0.0,589711,11.439,2631098.115,2.09e-14,0.00123,37.93,39876,24.160,3.019,20.909,0.232,24.167,2251,1390,2969,0,0.2510,0.954,1.148,1.453,1.200,0.946,1.257,0.000,8633.014,11165.208,9582.292,9278.941,18738.045,0.000,6092.873,3211.644,6617.149,0.000,0.511,0.469,0.536,0.000,0.383,0.397,0.481,0.000,17746,24645,0.7707,0.3878,0.3528,0.0000,0.9982,0.0262,0.0382,0.0000,0.5596,0.9734,0.8557,0.0000,0.1703,0.0590,0.0342,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3435,0.9986,0.8613,0.8067,0.0000,0.9978,0.0262,0.0384,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.7674,5.1628,5.0448,0.0000,0.0634,0.0664,0.0576,0.173,0.079,0.089,0.115,1045,0.0742,0.0047,0.0041,0.0000,0.00249,0.00085,0.00081,0.00000,26.63,26.34,26.99,0.00,1606.1513,0.0819,28.2495,4.0838,7.3553,1098136,1528664,2.1692,0.1295,2813.7,1606.1513,25.42,0,0,0,0,0,0,10172,15921.666,14085.891,0.9543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.82,2.35,37.8809,0.211,24.01,1.059,8.65,0.768,0.0766,0.1620
5000,8277,1855,62299,123189,111824,59734,1156,22891,212,0,214323,2722143,32163.879,21283.790,0.9870,8062.625,0.074,0.753,0.094,0.079,0.527,0.341,316,0.0998,0.6984,0.071,13.9,37.4,79.6,34.41,3.24,8.63,0.47,20.73,7.31,1.144,0.214,0.262,0.266,7.441,0.306,0.0037,80,316,621,10479,129,15,0.170,4451,92,1709,6476,367,1802,6108,3.25,11.09,17804,18.4088,66786,14107,416816,2698.6,-0.0,614364,10.843,2631098.115,4.11e-14,0.00049,12.68,41775,24.066,2.996,20.719,0.350,24.069,3881,1500,2896,0,0.2462,0.968,1.105,1.420,1.148,0.965,1.231,0.000,9000.783,12860.268,13344.434,9531.069,19357.670,0.000,6623.263,2074.108,4523.793,0.000,0.518,0.489,0.557,0.000,0.498,0.408,0.530,0.000,21449,26539,0.6238,0.2863,0.2953,0.0000,0.9982,0.0277,0.0501,0.0000,0.5753,1.0098,0.8910,0.0000,0.1405,0.0188,0.0387,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,2900,0.9987,0.8868,0.8048,0.0000,0.9977,0.0277,0.0503,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8527,5.1230,4.9260,0.0000,0.0551,0.0616,0.0482,0.070,0.095,0.101,0.069,1076,0.0650,0.0054,0.0033,0.0000,0.00259,0.00087,0.00096,0.00000,24.39,26.24,26.82,0.00,2000.2383,0.0821,29.0683,4.3255,6.5174,1098245,1527393,1.5254,0.0913,2359.0,2000.2383,23.03,0,0,0,0,0,0,7014,13221.164,11743.541,0.9591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.34,1.67,32.1067,0.185,25.00,1.051,9.16,0.790,0.1482,0.1638
6000,8156,1824,53375,98519,88069,44372,772,22215,109,0,194158,2427433,27668.147,20472.135,1.0542,7679.839,0.074,0.774,0.105,0.048,0.504,0.362,204,0.0942,0.6722,0.070,15.1,40.6,79.0,35.89,4.66,8.60,0.50,20.84,7.31,1.138,0.210,0.267,0.274,7.156,0.294,0.0039,86,361,583,10572,95,14,0.183,4424,265,1353,6538,1361,1157,5638,2.26,11.96,12876,14.1433,66797,18473,397949,1498.8,-0.0,651263,11.080,2631098.115,2.64e-14,0.00013,23.20,34500,22.521,2.964,19.217,0.341,22.525,3800,1515,2841,0,0.2869,0.914,1.101,1.472,1.137,0.944,1.243,0.000,6056.789,7765.342,18913.441,6330.850,11554.754,0.000,7973.795,1620.897,3197.604,0.000,0.508,0.485,0.513,0.000,0.564,0.296,0.396,0.000,32699,22002,0.4852,0.2476,0.3106,0.0000,0.9993,0.0309,0.0453,0.0000,0.4780,0.8262,0.9354,0.0000,0.2031,0.0254,0.0386,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2631,0.9988,0.6793,0.8214,0.0000,0.9987,0.0309,0.0457,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8941,5.1378,4.7904,0.0000,0.0462,0.0736,0.0672,0.066,0.125,0.129,0.096,975,0.0537,0.0059,0.0047,0.0000,0.00245,0.00057,0.00058,0.00000,22.06,27.10,26.73,0.00,1878.9597,0.0879,18.0718,5.4290,5.6512,1099148,1526681,0.8170,0.0298,2116.4,1878.9597,19.40,0,0,0,0,0,0,5564,12792.296,11502.511,0.9615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.28,1.41,23.2169,0.143,23.58,1.051,9.55,0.792,0.1087,0.1182
7000,6075,1419,52398,90896,80591,37856,642,21104,122,0,188229,2174109,25716.396,19268.625,1.0685,6698.905,0.052,0.800,0.110,0.038,0.480,0.379,155,0.1281,0.6664,0.079,14.0,40.9,81.2,34.41,3.35,9.11,0.61,20.14,7.27,1.209,0.220,0.253,0.254,6.527,0.318,0.0040,80,342,573,9022,144,13,0.112,3284,442,1026,4607,625,637,4813,5.50,14.23,15391,15.7156,66866,18777,375125,1407.8,-0.0,680695,10.735,2631098.115,1.73e-14,0.00058,24.47,32737,21.660,3.022,18.448,0.190,21.664,2221,1243,2611,0,0.2275,0.970,1.136,1.562,1.205,0.958,1.333,0.000,6343.949,11384.517,10671.153,6574.397,16124.421,0.000,6898.005,1437.914,4233.800,0.000,0.458,0.445,0.516,0.000,0.398,0.317,0.477,0.000,39625,24077,0.5700,0.1588,0.2206,0.0000,0.9999,0.0266,0.0455,0.0000,0.5192,0.8755,0.8665,0.0000,0.1779,0.0213,0.0398,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3354,0.9998,0.8254,0.7702,0.0000,0.9987,0.0266,0.0456,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8388,5.2835,4.7844,0.0000,0.0410,0.0729,0.0678,0.051,0.199,0.098,0.133,1105,0.0696,0.0053,0.0043,0.0000,0.00208,0.00066,0.00077,0.00000,26.86,26.41,26.46,0.00,1561.4488,0.0885,22.9538,5.5105,5.2245,1101321,1526103,0.6330,0.0136,2191.2,1561.4488,21.78,0,0,0,0,0,0,4717,12569.719,11296.777,0.9605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.21,1.49,15.2747,0.083,24.62,1.053,9.24,0.768,0.0507,0.1489
8000,7759,1303,57297,127719,116089,69366,1056,18464,134,0,213521,2045135,34251.083,21940.508,0.9927,8692.692,0.085,0.765,0.092,0.057,0.475,0.386,191,0.0915,0.6699,0.100,13.0,39.5,78.0,31.75,2.40,10.04,0.42,18.22,7.15,1.290,0.241,0.217,0.222,5.544,0.237,0.0035,72,308,542,8756,172,16,0.122,4415,295,745,6719,1394,1080,5285,6.25,15.34,14813,17.4356,66768,16893,352013,3030.6,-0.0,702865,9.315,2631098.115,5.66e-15,0.00060,7.77,47483,23.231,2.979,19.877,0.375,23.234,3546,787,3426,0,0.1384,0.996,1.266,1.633,1.256,0.966,1.400,0.000,7725.354,15428.486,14428.506,7878.730,21295.196,0.000,7066.122,953.732,5227.961,0.000,0.422,0.511,0.495,0.000,0.577,0.452,0.566,0.000,38883,26370,0.5000,0.1986,0.2218,0.0000,0.9998,0.0318,0.0430,0.0000,0.5810,1.0623,0.9972,0.0000,0.1066,0.0169,0.0346,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3675,0.9995,0.9056,0.8601,0.0000,0.9985,0.0318,0.0430,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8183,6.3016,4.6088,0.0000,0.0393,0.0537,0.0504,0.052,0.121,0.081,0.072,1179,0.0867,0.0039,0.0044,0.0000,0.00206,0.00077,0.00080,0.00000,23.43,27.03,27.60,0.00,1408.6607,0.0869,29.4885,4.1707,5.1448,1101560,1525162,1.1031,0.0978,2379.0,1408.6607,16.84,0,0,0,0,0,0,5791,13247.816,11895.750,0.9479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.67,0.81,10.5385,0.052,24.05,1.043,8.67,0.771,0.1501,0.1318
9000,6497,1400,63634,122663,108784,57922,1107,21403,123,0,278303,2036286,31599.444,25090.134,0.9677,8257.464,0.078,0.814,0.076,0.031,0.418,0.415,336,0.1502,0.6746,0.063,13.0,39.3,77.4,30.92,2.72,9.43,0.47,17.13,7.01,1.275,0.235,0.261,0.264,6.207,0.305,0.0039,68,289,398,15327,55,13,0.144,3629,20,972,5505,275,1159,5063,8.00,16.27,15077,15.8005,66759,15087,332814,3179.6,-0.0,723623,9.071,2631098.115,1.93e-14,0.00153,30.68,45623,23.074,2.954,19.849,0.270,23.077,2600,1100,2797,0,0.2058,0.975,1.157,1.730,1.245,0.960,1.427,0.000,7328.101,14558.250,13653.879,7499.157,19638.801,0.000,8716.868,1449.975,6665.828,0.000,0.438,0.439,0.396,0.000,0.514,0.425,0.473,0.000,38386,29957,0.5634,0.1530,0.1665,0.0000,0.9998,0.0306,0.0414,0.0000,0.5686,1.0467,0.8996,0.0000,0.1442,0.0172,0.0400,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2130,0.9987,0.9346,0.7723,0.0000,0.9981,0.0306,0.0414,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9171,6.3219,4.9059,0.0000,0.0418,0.0462,0.0414,0.062,0.078,0.076,0.055,1233,0.0816,0.0036,0.0041,0.0000,0.00255,0.00074,0.00078,0.00000,26.21,26.55,27.43,0.00,1709.7927,0.0991,27.4325,4.0038,5.0668,1103518,1523832,1.9943,0.1767,2275.9,1709.7927,18.95,0,0,0,0,0,0,10050,16832.670,14917.031,0.9534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.17,1.33,14.9589,0.091,23.40,1.046,8.57,0.762,0.1062,0.1400
10000,6934,1314,44364,77133,67981,32053,716,15620,65,0,147887,1607851,21349.783,14684.185,1.0264,5197.161,0.052,0.820,0.103,0.025,0.431,0.414,174,0.1012,0.6848,0.072,15.2,39.6,75.3,32.53,2.57,7.90,0.63,20.07,6.83,1.232,0.190,0.231,0.234,5.901,0.283,0.0037,70,328,301,8021,35,15,0.215,3661,17,1158,5759,182,968,5784,6.25,14.76,20433,17.9338,66778,18147,319595,1477.6,-0.0,735506,7.444,2631098.115,6.19e-15,0.00239,11.37,29536,19.122,3.253,15.537,0.333,19.126,2118,1497,3319,0,0.2302,0.954,1.136,1.735,1.270,0.925,1.345,0.000,4755.418,11119.548,7707.798,4937.254,14820.676,0.000,5001.787,913.908,3571.328,0.000,0.418,0.420,0.446,0.000,0.422,0.307,0.462,0.000,40749,20253,0.6809,0.1308,0.1976,0.0000,0.9997,0.0247,0.0454,0.0000,0.5485,0.8913,0.8448,0.0000,0.1836,0.0139,0.0271,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2581,0.9992,0.8254,0.7634,0.0000,0.9978,0.0247,0.0454,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.6842,5.6676,5.0513,0.0000,0.0375,0.0906,0.0753,0.050,0.150,0.058,0.100,882,0.0812,0.0030,0.0035,0.0000,0.00242,0.00040,0.00075,0.00000,26.74,27.77,27.80,0.00,1452.4322,0.0704,19.9955,3.2117,4.2318,1104522,1522592,2.4363,0.1825,2434.1,1452.4322,19.36,0,0,0,0,0,0,4526,9487.023,8451.575,0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,1.35,1.59,14.7005,0.078,24.42,1.060,9.62,0.784,0.1127,0.1918
