step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,leaf_mean,leaf_open,light_intake,leaf_led,open_mean,per_cell,blocks_cell,shaded,grass_under,grass_free
1000,8126,5884,130367,694888,662278,553067,11454,63475,695,1,246778,4847462,155900.414,72444.413,1.0383,56429.793,0.221,0.316,0.245,0.219,0.598,0.337,971,0.0786,0.6845,0.102,15.0,48.6,87.2,44.27,4.66,6.71,2.42,30.48,7.52,1.087,0.149,0.075,0.076,18.694,0.693,0.0028,131,436,1575,19921,43,0,0.000,4245,2673,2323,3130,588,2634,4904,0.00,2.60,9650,14.4348,66728,8176,537185,2048.7,-0.0,477012,55.464,2631002.543,2.44e-14,0.00093,30.00,205558,95.578,3.246,91.823,0.509,95.584,6479,430,1217,0,0.3421,0.862,1.074,1.335,1.082,0.930,1.172,0.000,28855.022,9294.445,158977.742,29398.728,23953.736,0.000,11474.294,2446.015,2094.311,0.000,0.657,0.556,0.480,0.000,0.855,0.681,0.582,0.000,6771,49453,0.7150,0.5096,0.6011,0.0000,0.9999,0.0483,0.0544,0.0000,0.5413,0.7953,0.8717,0.0000,0.1145,0.0805,0.0361,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,11956,0.9998,0.7443,0.8231,0.0000,0.9990,0.0483,0.0544,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0641,4.8614,4.9585,0.0000,0.0908,0.1856,0.1616,0.357,0.375,0.328,0.388,10335,0.1725,0.0107,0.0137,0.0000,0.00237,0.00173,0.00149,0.00000,23.11,26.23,26.38,0.00,81.8702,0.0329,52.4972,34.4397,21.0241,1087351,1533129,0.7819,0.0078,1723.5,81.8702,21.62,0,0,0,0,0,0,10302,16014.620,14314.413,0.9721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,25.90,1.014,9.72,0.606,0.1029,0.0816
2000,8450,1667,46042,89689,81170,42845,802,23797,87,0,157199,1842225,24398.731,16856.453,0.9958,7073.037,0.093,0.629,0.120,0.159,0.484,0.373,360,0.0808,0.6564,0.084,10.0,37.7,75.5,33.97,2.22,8.83,0.63,22.30,7.04,1.165,0.230,0.105,0.107,6.547,0.333,0.0043,117,897,597,9239,32,0,0.000,3950,875,2143,5432,391,879,7180,1.00,11.79,12474,12.7212,66830,11435,497278,1832.3,-0.0,529446,15.901,2631002.543,3.54e-16,0.00068,25.34,29136,22.987,3.205,19.460,0.323,22.991,2485,1353,4612,0,0.2153,0.939,1.171,1.394,1.185,0.943,1.219,0.000,9858.521,9621.857,6874.037,9881.595,14716.137,0.000,4876.448,1665.161,3241.806,0.000,0.472,0.480,0.494,0.000,0.478,0.482,0.483,0.000,14025,13063,0.6437,0.4302,0.5138,0.0000,0.9999,0.0353,0.0405,0.0000,0.5722,0.8742,0.9169,0.0000,0.1167,0.0562,0.0261,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,3950,0.9982,0.7463,0.7872,0.0000,0.9993,0.0353,0.0405,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0578,5.3567,5.1150,0.0000,0.0401,0.0652,0.0579,0.098,0.089,0.098,0.121,1308,0.0866,0.0023,0.0036,0.0000,0.00242,0.00096,0.00073,0.00000,26.64,27.32,27.10,0.00,450.5729,0.0524,24.6913,8.7259,7.1752,1095407,1530590,1.5809,0.0572,2770.4,450.5729,26.00,0,0,0,0,0,0,3513,9783.416,8881.490,0.9595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,26.43,1.063,9.24,0.558,0.1000,0.1146
3000,11479,1540,68531,139821,126961,69908,1382,25190,251,0,244714,2769567,33384.764,25695.301,0.9492,11176.956,0.060,0.774,0.073,0.094,0.511,0.345,471,0.0824,0.7003,0.082,10.1,35.7,70.7,31.20,2.09,8.59,0.35,20.16,6.95,1.164,0.241,0.144,0.149,5.198,0.264,0.0040,78,308,431,17403,51,0,0.000,5835,34,1518,9927,293,1754,9432,4.75,14.19,13212,15.4898,66754,12135,464586,2588.7,-0.0,563564,11.333,2631002.543,1.06e-14,0.00103,14.43,47960,25.982,3.138,22.262,0.581,25.986,3476,3281,4722,0,0.3175,0.930,1.100,1.502,1.268,0.952,1.236,0.000,9797.088,14292.850,12603.007,9761.104,22197.609,0.000,6781.356,2097.096,5639.893,0.000,0.478,0.543,0.514,0.000,0.476,0.463,0.541,0.000,15938,25632,0.6618,0.4534,0.3866,0.0000,0.9995,0.0286,0.0436,0.0000,0.5954,0.9292,0.9147,0.0000,0.1290,0.0277,0.0256,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4725,0.9989,0.7577,0.7446,0.0000,0.9986,0.0286,0.0436,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2201,5.4916,5.2721,0.0000,0.0334,0.0416,0.0370,0.035,0.083,0.066,0.045,1513,0.0992,0.0033,0.0041,0.0000,0.00228,0.00108,0.00100,0.00000,22.77,28.14,27.82,0.00,1357.9990,0.0857,32.1753,4.2537,7.0796,1096145,1528904,2.1054,0.1118,2822.5,1357.9990,22.38,0,0,0,0,0,0,8191,14518.345,12904.658,0.9513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,24.70,1.096,10.03,0.592,0.1131,0.1208
4000,8834,1563,64815,127085,114182,61259,1011,25810,155,0,235467,2822154,31339.668,26399.114,1.0132,11487.853,0.058,0.787,0.056,0.100,0.517,0.350,296,0.1003,0.6762,0.057,12.0,38.2,70.0,32.04,2.59,8.50,0.47,20.48,6.85,1.205,0.227,0.159,0.163,5.667,0.302,0.0041,82,315,458,12258,29,0,0.000,4467,50,2422,6362,242,1172,7420,5.25,14.24,14984,14.4746,66798,12272,436665,1684.7,0.0,593897,11.445,2631002.543,2.94e-14,0.00039,37.93,43938,25.110,3.128,21.557,0.425,25.115,2620,2185,4029,0,0.2791,0.949,1.129,1.617,1.286,0.958,1.287,0.000,9442.437,14189.194,11057.699,9356.545,22413.277,0.000,7496.910,2267.564,5146.788,0.000,0.495,0.511,0.534,0.000,0.450,0.445,0.524,0.000,17211,27795,0.6360,0.3048,0.3237,0.0000,0.9990,0.0320,0.0486,0.0000,0.5489,0.9720,0.9150,0.0000,0.1650,0.0172,0.0315,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5356,0.9975,0.7478,0.7294,0.0000,0.9984,0.0320,0.0486,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1658,5.3255,5.3319,0.0000,0.0355,0.0381,0.0315,0.045,0.065,0.041,0.070,1130,0.0734,0.0045,0.0027,0.0000,0.00234,0.00095,0.00104,0.00000,26.54,26.37,26.26,0.00,1820.2976,0.0838,32.1024,4.3567,7.0884,1098327,1527921,2.1899,0.1308,2517.6,1820.2976,25.42,0,0,0,0,0,0,7214,14911.261,13322.708,0.9582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,25.11,1.073,9.41,0.563,0.0793,0.1428
5000,8166,1577,65703,109766,94420,43128,935,26920,157,0,228491,2726443,28031.263,21680.727,0.9766,7733.536,0.050,0.840,0.054,0.057,0.464,0.376,381,0.1414,0.7117,0.063,12.0,36.0,65.3,28.45,2.60,8.36,0.20,17.30,6.57,1.254,0.236,0.212,0.218,5.252,0.298,0.0042,79,301,415,14736,42,13,0.138,4240,118,1775,6273,280,1291,6595,7.25,14.91,17788,16.6410,66754,14481,415261,2253.3,-0.0,619962,11.580,2631002.543,4.81e-14,0.00120,12.68,39175,24.752,3.215,21.164,0.373,24.756,3016,1834,3316,0,0.2551,0.975,1.171,1.723,1.312,0.970,1.358,0.000,9044.810,11293.839,10208.559,8979.746,16576.494,0.000,5431.998,2074.837,6440.355,0.000,0.458,0.449,0.479,0.000,0.454,0.301,0.425,0.000,23096,27494,0.6325,0.2343,0.2837,0.0000,0.9995,0.0207,0.0374,0.0000,0.6182,1.0438,0.9305,0.0000,0.1681,0.0231,0.0278,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,2574,0.9985,0.8755,0.7692,0.0000,0.9981,0.0207,0.0374,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.3523,4.9638,5.5734,0.0000,0.0337,0.0218,0.0197,0.018,0.042,0.020,0.044,1194,0.0878,0.0048,0.0038,0.0000,0.00242,0.00075,0.00079,0.00000,25.61,27.22,26.56,0.00,1833.6879,0.0758,25.8172,4.0413,7.5390,1099652,1527249,1.5427,0.0947,2263.8,1833.6879,23.03,0,0,0,0,0,0,8032,13947.191,12288.386,0.9502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,22.94,1.066,8.62,0.519,0.0636,0.1739
6000,6872,1590,55912,98614,86282,42051,651,23598,92,0,204612,2402132,26079.334,20698.747,1.0644,7086.906,0.047,0.864,0.050,0.039,0.464,0.395,133,0.1266,0.6795,0.075,22.5,44.8,83.7,33.97,3.69,8.89,0.23,21.17,6.32,1.359,0.218,0.269,0.275,6.299,0.292,0.0043,81,322,352,9149,18,15,0.188,3670,200,1265,5407,958,1715,4199,7.50,14.41,18094,18.9012,66765,18158,397196,1776.8,-0.0,647002,10.081,2631002.543,2.62e-14,0.00002,23.20,36966,22.265,3.143,18.824,0.298,22.269,4047,776,2049,0,0.1337,1.000,1.268,1.852,1.404,0.975,1.415,0.000,6848.954,8331.293,14323.443,6780.334,12062.463,0.000,8151.747,1289.365,4170.729,0.000,0.474,0.442,0.468,0.000,0.473,0.323,0.451,0.000,32526,24503,0.4366,0.2546,0.3174,0.0000,0.9996,0.0291,0.0536,0.0000,0.5622,0.8908,0.9002,0.0000,0.1452,0.0379,0.0316,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,1851,0.9993,0.7592,0.7698,0.0000,0.9990,0.0291,0.0536,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.6383,5.3149,5.8260,0.0000,0.0282,0.0329,0.0275,0.024,0.034,0.016,0.065,1123,0.0670,0.0039,0.0056,0.0000,0.00219,0.00063,0.00066,0.00000,23.37,26.94,26.66,0.00,1668.9447,0.0936,19.0601,4.6894,5.3911,1100006,1526773,0.8136,0.0301,2223.8,1668.9447,19.40,0,0,0,0,0,0,6039,13611.841,12050.022,0.9517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,22.83,1.027,9.20,0.564,0.1352,0.1691
7000,10803,1946,67218,122206,107621,53938,1050,25542,194,0,246951,2938686,31139.651,24924.660,1.0365,8926.944,0.050,0.868,0.046,0.036,0.486,0.382,328,0.0877,0.6733,0.067,8.9,33.8,64.1,26.13,2.17,7.57,0.21,16.18,6.10,1.360,0.230,0.161,0.167,4.940,0.298,0.0040,77,329,368,12015,14,17,0.115,5474,1102,1709,7992,1153,1099,8551,4.75,12.55,18153,18.3813,66834,18016,376709,2182.8,-0.0,676207,11.413,2631002.543,9.03e-15,0.00022,24.47,47187,26.765,3.123,22.809,0.833,26.769,3923,1775,5105,0,0.1859,0.985,1.343,1.870,1.456,0.950,1.430,0.000,8189.117,11971.933,14928.825,8130.132,17007.638,0.000,9094.455,1686.054,5217.207,0.000,0.463,0.457,0.524,0.000,0.447,0.365,0.487,0.000,39433,23903,0.5597,0.3293,0.2987,0.0000,0.9999,0.0302,0.0475,0.0000,0.6043,0.9471,1.0285,0.0000,0.1513,0.0291,0.0235,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3628,0.9982,0.7494,0.8219,0.0000,0.9991,0.0302,0.0475,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.4809,5.0981,5.5342,0.0000,0.0342,0.0292,0.0256,0.050,0.029,0.036,0.036,1443,0.0643,0.0045,0.0050,0.0000,0.00202,0.00056,0.00051,0.00000,26.10,26.59,27.03,0.00,1629.0864,0.0986,25.4678,5.7729,5.6399,1101769,1524006,0.6284,0.0140,2211.0,1629.0864,21.78,0,0,0,0,0,0,8577,15997.716,14063.114,0.9425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,21.45,1.083,8.79,0.530,0.1121,0.1727
8000,6488,1459,80004,170473,155251,88949,1520,26501,248,0,268164,2849808,42885.048,30742.672,0.9811,14299.062,0.060,0.804,0.086,0.050,0.469,0.393,290,0.1524,0.6663,0.047,19.4,41.2,64.6,28.91,2.35,9.38,0.17,17.01,6.12,1.385,0.241,0.210,0.215,5.819,0.292,0.0039,71,293,449,11650,22,18,0.159,3628,435,781,5272,850,700,4938,8.25,15.39,16261,16.9597,66735,14621,346711,2367.5,-0.0,702304,11.611,2631002.543,7.08e-15,0.00001,7.77,67043,32.009,3.179,28.478,0.352,32.013,2739,1049,2700,0,0.1756,0.986,1.331,1.924,1.452,0.971,1.479,0.000,9758.493,21086.323,16666.548,9700.276,30817.286,0.000,8082.307,1455.384,6905.919,0.000,0.456,0.450,0.487,0.000,0.527,0.411,0.564,0.000,31752,40137,0.5418,0.3276,0.2613,0.0000,0.9999,0.0281,0.0392,0.0000,0.6158,1.0356,0.9558,0.0000,0.1438,0.0184,0.0244,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,6828,0.9984,0.7814,0.7821,0.0000,0.9988,0.0281,0.0392,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.4613,5.6118,5.7829,0.0000,0.0298,0.0262,0.0240,0.028,0.031,0.043,0.029,1377,0.0716,0.0031,0.0042,0.0000,0.00220,0.00119,0.00108,0.00000,24.21,26.25,27.52,0.00,1526.4300,0.0901,40.9675,4.7873,6.8239,1103564,1523883,1.1046,0.1023,2292.9,1526.4300,16.84,0,0,0,0,0,0,9228,16443.610,14407.915,0.9494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.22,1.034,8.20,0.504,0.0836,0.1541
9000,4894,1022,41518,71327,61874,29503,306,17262,92,0,165744,1748358,18546.645,16046.474,1.0432,5240.482,0.054,0.857,0.048,0.041,0.441,0.413,175,0.1402,0.6817,0.046,19.0,41.6,59.5,26.37,2.22,8.74,0.11,15.29,5.80,1.471,0.228,0.235,0.238,5.379,0.278,0.0040,87,347,280,7209,6,16,0.269,2674,27,869,3998,242,818,3834,12.25,18.29,22012,19.9336,66728,17537,336461,1140.9,-0.0,714377,7.734,2631002.543,9.73e-15,0.00058,30.68,29010,18.376,3.311,14.843,0.222,18.380,2094,619,2181,0,0.1336,0.997,1.437,1.938,1.502,0.972,1.582,0.000,4609.288,7877.763,8266.669,4557.444,10963.013,0.000,6153.722,907.114,3745.157,0.000,0.426,0.491,0.427,0.000,0.410,0.362,0.444,0.000,37952,18409,0.5911,0.2671,0.2127,0.0000,0.9994,0.0284,0.0470,0.0000,0.6192,1.0595,0.9843,0.0000,0.1508,0.0129,0.0226,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1772,0.9994,0.8875,0.8408,0.0000,0.9975,0.0284,0.0470,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.5066,5.4709,6.1335,0.0000,0.0286,0.0161,0.0149,0.019,0.028,0.026,0.030,769,0.0657,0.0028,0.0048,0.0000,0.00264,0.00054,0.00073,0.00000,26.00,26.12,27.25,0.00,1444.7647,0.0788,15.7921,3.1798,4.5537,1104936,1523506,2.0035,0.1843,2448.9,1444.7647,18.95,0,0,0,0,0,0,4808,10805.993,9551.348,0.9482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,21.49,1.026,7.94,0.490,0.0969,0.2073
10000,8291,1499,59726,124556,113165,64161,669,16669,53,0,196189,2193460,32753.638,21809.458,1.0335,9136.919,0.069,0.839,0.053,0.038,0.483,0.396,69,0.0785,0.6484,0.068,19.0,39.8,62.4,26.36,1.99,8.32,0.14,15.91,5.81,1.501,0.220,0.175,0.182,5.084,0.270,0.0033,67,300,309,6450,20,16,0.151,4653,50,1675,6566,163,1498,6630,7.75,13.54,24148,22.2290,66748,16547,324101,2286.4,-0.0,724603,8.023,2631002.543,1.24e-15,0.00019,11.37,50434,24.976,3.236,21.046,0.695,24.980,3345,1135,3811,0,0.1523,0.995,1.517,1.973,1.558,0.956,1.613,0.000,7324.313,15574.544,13475.775,7265.782,21149.000,0.000,6385.844,1010.999,5275.696,0.000,0.452,0.488,0.506,0.000,0.485,0.473,0.553,0.000,37678,29980,0.6183,0.2098,0.2420,0.0000,0.9999,0.0284,0.0503,0.0000,0.6593,0.9910,0.9397,0.0000,0.1447,0.0102,0.0260,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2793,0.9988,0.8165,0.7646,0.0000,0.9984,0.0284,0.0503,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.6211,5.5315,6.1802,0.0000,0.0260,0.0216,0.0193,0.018,0.044,0.033,0.016,1079,0.0969,0.0022,0.0023,0.0000,0.00223,0.00080,0.00090,0.00000,25.18,25.78,27.18,0.00,1350.6710,0.0783,28.7913,3.7183,4.3050,1105487,1521325,2.4503,0.1889,2666.7,1350.6710,19.36,0,0,0,0,0,0,5755,12672.539,11168.366,0.9446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,21.74,1.034,8.46,0.516,0.1042,0.2321
