step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,592.1082,853.61,88.00,1.83,331,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,512.8438,797.57,644.03,0.93,309,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,0.4245,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,865.6305,968.98,95.54,15.06,591,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,369.8287,357.89,498.75,14.14,328,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,2.0069,2.03,7.80,29.42,4,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,674.0599,654.53,63.04,26.41,762,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,394.7581,350.25,635.42,23.27,417,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.6341,0.43,2.39,13.17,1,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4323,559.0179,512.12,87.98,33.45,412,27.92,10.259,5.139,0.3251,219.547,0.00,0.0000
1000,-30,1,3255,680.5332,637.40,1520.19,29.61,532,27.20,10.104,5.560,0.4805,310.876,0.00,0.0000
1000,-30,2,599,127.7019,143.02,844.44,34.76,117,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,258.7776,215.88,41.40,55.87,85,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,606.3429,563.00,1070.92,30.03,331,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,916.6852,961.48,11054.32,33.07,891,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,264.3569,288.41,24.36,65.26,132,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,532.2211,492.10,921.13,35.06,76,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,998.9892,997.08,15827.28,34.84,985,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1823,261.1123,294.79,31.02,72.13,9,38.85,17.518,2.984,0.2174,429.393,0.00,0.0000
1000,0,1,1741,484.0086,595.93,842.01,40.69,14,38.58,17.318,3.014,0.3684,748.800,0.00,0.0000
1000,0,2,4803,1178.6224,1301.22,15256.66,38.05,901,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,447.5948,353.38,51.75,74.60,73,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2709,698.7359,709.98,1338.60,44.81,161,37.15,16.386,3.346,0.4104,699.023,0.00,0.0000
1000,10,2,3722,893.7656,932.82,9749.20,22.85,734,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,429.7820,500.46,62.10,62.26,171,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,822.9806,916.58,1560.43,36.39,360,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,253.9072,244.99,2055.22,8.26,266,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,673.3585,681.11,85.11,37.43,661,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,563.1470,574.93,1004.04,42.41,420,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,50.1138,60.02,242.80,71.00,74,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,601.0455,580.23,63.81,28.38,1057,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1252,339.9449,259.54,491.99,49.77,432,23.75,7.459,5.916,0.6896,224.322,0.00,0.0000
1000,40,2,223,46.6554,37.21,262.07,65.79,89,23.86,7.756,6.108,0.8089,275.454,0.00,0.0000
1000,50,0,5138,275.7122,242.58,13.83,19.39,511,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,125.8883,69.21,138.70,53.69,328,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,2.5855,1.75,13.68,35.34,4,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,78.1560,76.04,0.77,11.91,21,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
