step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
37000,627,0.5518,4555.7,436,498,105,24,11,64,19,34982,44390,47193,0,0,0
38000,720,0.6486,6143.5,540,501,126,93,11,53,49,30807,43404,48765,0,0,0
39000,1473,0.5193,10659.2,380,672,474,327,40,76,57,29815,40549,47412,0,0,0
40000,1775,0.5301,13092.6,392,706,586,483,77,68,81,30010,36756,45089,0,0,0
41000,2281,0.5270,20615.6,448,765,816,700,77,88,88,30460,32726,39511,0,0,0
42000,2841,0.4921,25304.2,468,1017,1068,756,97,90,127,28018,29297,36397,0,0,0
43000,3386,0.5086,40210.6,560,1139,1279,968,99,105,82,25342,23631,29616,0,0,0
44000,3972,0.4930,42113.5,531,1299,1479,1194,88,108,91,25750,21493,26193,0,0,0
45000,3791,0.5481,41793.3,609,1282,1345,1164,78,100,93,25751,21294,26107,0,0,0
46000,3665,0.5708,48156.3,712,1210,1353,1102,70,105,75,25554,20285,22943,0,0,0
47000,3621,0.4999,33483.2,476,1216,1305,1100,113,96,104,30622,24166,26642,0,0,0
48000,3007,0.4812,24565.1,394,908,1186,913,78,117,124,34801,27446,30230,0,0,0
49000,2510,0.5829,27991.6,578,873,990,647,78,114,107,33538,26654,32586,0,0,0
50000,2303,0.6279,27196.5,725,868,766,669,56,69,98,32778,28980,34567,0,0,0
51000,2083,0.6351,20344.1,698,870,660,553,75,69,82,33389,34004,38610,0,0,0
52000,1508,0.6552,10231.6,632,695,443,370,44,103,82,36370,38529,43382,0,0,0
53000,886,0.7686,5364.5,920,511,184,191,38,57,65,36790,41618,46342,0,0,0
54000,802,0.6783,5063.9,951,587,112,103,26,47,51,35156,43366,48314,0,0,0
55000,702,0.5783,4264.6,495,604,69,29,11,41,20,33160,45353,50641,0,0,0
56000,688,0.5654,4706.2,514,579,90,19,8,71,17,30720,46119,52191,0,0,0
57000,760,0.5711,6196.2,603,632,98,30,11,66,30,26922,45601,53125,0,0,0
58000,1074,0.5531,6774.9,463,716,252,106,25,81,47,24348,44372,54035,0,0,0
59000,1864,0.5016,11445.2,371,870,564,430,69,87,80,23729,41345,52252,0,0,0
60000,2741,0.4940,14217.2,310,1056,944,741,97,119,126,24064,38172,49299,0,0,0
61000,3251,0.5528,26629.5,473,1198,1112,941,123,109,105,22579,32631,42506,0,0,0
62000,3646,0.5351,41728.4,664,1311,1195,1140,124,101,109,18902,26141,35276,0,0,0
63000,4019,0.5103,50679.6,638,1329,1396,1294,105,97,110,17525,21221,29698,0,0,0
64000,3662,0.5393,55442.5,745,1121,1254,1287,103,104,112,18696,19114,26360,0,0,0
65000,3961,0.5302,63357.7,764,1315,1430,1216,137,99,111,16530,16189,23052,0,0,0
66000,3856,0.5394,60148.8,766,1246,1319,1291,102,106,102,17003,17222,23382,0,0,0
67000,3753,0.5468,57014.6,718,1274,1288,1191,106,106,119,19652,18386,24181,0,0,0
68000,3479,0.5395,54780.2,763,1157,1207,1115,74,102,115,20182,19645,25534,0,0,0
69000,3127,0.5807,50814.7,788,1112,992,1023,71,104,108,21047,22478,26781,0,0,0
70000,2642,0.6170,39194.8,800,1013,893,736,68,74,102,24481,27790,32793,0,0,0
71000,2258,0.6342,27993.2,763,993,636,629,79,72,81,28372,32844,38123,0,0,0
72000,1861,0.6561,19065.7,758,879,581,401,52,75,65,29385,38142,44574,0,0,0
73000,1341,0.6972,9470.2,859,748,374,219,37,91,48,32445,42160,48532,0,0,0
74000,896,0.6763,6601.4,919,598,190,108,16,74,35,30801,44539,51820,0,0,0
75000,599,0.6344,4743.3,726,526,59,14,14,27,12,29970,45995,53701,0,0,0
76000,665,0.5820,5083.1,582,557,95,13,9,58,13,27571,46764,55034,0,0,0
77000,714,0.6331,5965.8,556,586,92,36,14,47,23,24959,46096,55722,0,0,0
78000,1107,0.5583,10190.9,508,655,286,166,30,63,44,24128,42828,54436,0,0,0
79000,1892,0.5100,22346.6,501,837,568,487,51,88,84,20884,37650,50188,0,0,0
80000,2211,0.5323,32481.8,663,876,722,613,63,71,89,19469,32522,43639,0,0,0
81000,2733,0.5093,44484.5,720,925,977,831,65,80,88,17424,26077,36858,0,0,0
82000,2813,0.5091,53987.8,814,1009,928,876,77,79,92,16507,21138,30644,0,0,0
83000,3139,0.4795,62233.6,755,1043,1135,961,95,86,89,13851,17590,25702,0,0,0
84000,3066,0.5082,67974.3,854,1111,973,982,102,76,78,12790,15706,22790,0,0,0
85000,3307,0.5005,68678.4,792,1139,1071,1097,79,81,72,12299,15388,21454,0,0,0
86000,3238,0.4985,69747.3,815,1118,1054,1066,79,82,85,12087,15006,22168,0,0,0
87000,3175,0.5017,67955.9,824,984,1210,981,90,69,65,14414,15347,20796,0,0,0
88000,3155,0.5002,59919.8,727,1022,1114,1019,94,90,93,16072,18491,24720,0,0,0
89000,2845,0.5178,57779.1,796,955,981,909,95,80,82,17367,19675,27225,0,0,0
90000,2209,0.5618,47260.5,889,778,788,643,53,83,85,22017,23740,30730,0,0,0
91000,1678,0.6108,29782.9,889,713,605,360,70,79,63,26170,30474,38211,0,0,0
92000,1337,0.6208,16633.3,888,657,405,275,43,77,64,28513,37360,46149,0,0,0
93000,1148,0.6132,12816.8,759,650,271,227,33,76,75,28428,41123,50712,0,0,0
94000,843,0.6524,9919.9,875,587,142,114,31,59,61,26867,43908,54260,0,0,0
95000,637,0.5871,9457.3,760,514,97,26,16,57,24,24509,45373,56577,0,0,0
96000,649,0.6163,8482.8,659,541,76,32,10,56,31,22700,46054,58193,0,0,0
97000,831,0.5788,10198.4,635,575,178,78,13,78,62,20425,44819,58696,0,0,0
98000,1276,0.5321,14071.7,545,671,348,257,30,91,64,19138,41901,57919,0,0,0
99000,1899,0.5071,24393.3,578,808,604,487,46,73,87,17016,37210,53421,0,0,0
100000,2371,0.4888,36322.8,626,897,810,664,57,88,78,15530,30792,46502,0,0,0
101000,2802,0.4961,47751.4,704,1031,939,832,85,84,65,13354,25072,40213,0,0,0
102000,3038,0.4766,53226.4,737,1038,1060,940,72,86,78,12787,21560,34972,0,0,0
103000,3109,0.4947,65837.9,823,1055,1013,1041,76,93,95,11404,17247,27717,0,0,0
104000,3329,0.4782,67610.4,799,1091,1176,1062,75,112,83,11225,15823,23955,0,0,0
105000,3333,0.4857,68096.2,770,1058,1234,1041,96,94,90,11882,15333,23745,0,0,0
106000,3203,0.4864,68505.3,815,985,1182,1036,96,80,81,13221,15032,22207,0,0,0
107000,3196,0.4890,68681.9,825,1078,1057,1061,101,79,84,13488,15612,22509,0,0,0
108000,3015,0.4846,65626.5,824,1073,990,952,102,102,86,14764,16446,23757,0,0,0
109000,2698,0.5178,58620.1,858,993,954,751,92,86,96,16529,19234,27474,0,0,0
110000,2498,0.5496,45008.4,785,904,877,717,52,131,100,20881,25340,33386,0,0,0
111000,1833,0.6083,32316.2,896,771,561,501,75,90,91,25579,31243,37968,0,0,0
112000,1346,0.6464,18909.6,902,637,412,297,60,92,82,29060,36816,44561,0,0,0
113000,990,0.6465,11375.8,764,570,263,157,45,56,53,31217,40853,49359,0,0,0
114000,758,0.6108,9478.5,762,536,134,88,31,59,53,29079,43583,52724,0,0,0
115000,589,0.6401,7055.2,777,490,79,20,12,62,15,27302,45824,55509,0,0,0
116000,624,0.5817,7313.7,661,533,58,33,9,47,29,25225,46363,56739,0,0,0
117000,691,0.5427,8511.5,642,508,125,58,12,60,49,23178,45256,56745,0,0,0
118000,1378,0.4579,14330.9,480,777,327,274,42,82,83,20892,42465,55236,0,0,0
119000,1876,0.4803,21915.7,493,842,540,494,64,97,104,19561,38568,51107,0,0,0
120000,2103,0.4584,30875.2,571,756,696,651,93,101,90,18769,32405,45268,0,0,0
121000,2233,0.4613,46636.8,724,730,805,698,77,91,81,15837,25458,37076,0,0,0
122000,2528,0.4383,62379.7,791,871,879,778,88,100,80,12792,18977,28518,0,0,0
123000,2697,0.4457,66517.3,810,862,993,842,110,89,92,12850,16443,23222,0,0,0
124000,2613,0.4585,71447.9,853,858,929,826,111,91,85,12380,15661,20554,0,0,0
125000,2769,0.4691,73754.5,844,869,993,907,118,99,86,12325,14493,19486,0,0,0
126000,2650,0.4404,73214.6,871,854,974,822,101,98,86,12144,14646,20071,0,0,0
127000,2650,0.4709,70417.9,879,855,947,848,118,83,105,13554,15322,21081,0,0,0
128000,2416,0.4694,64948.4,890,821,842,753,94,88,96,15550,17529,23613,0,0,0
129000,2312,0.4589,62864.5,869,786,820,706,86,83,83,15413,19305,26951,0,0,0
130000,2159,0.4826,54581.6,863,798,735,626,72,84,89,16215,23870,31812,0,0,0
131000,1829,0.5205,45877.8,933,702,639,488,83,105,95,19109,28159,36789,0,0,0
132000,1435,0.5373,32645.6,942,655,429,351,77,83,92,22668,34442,42243,0,0,0
133000,1015,0.6010,21854.2,982,602,244,169,50,66,77,24375,39819,48524,0,0,0
134000,734,0.6131,14889.1,983,548,127,59,26,77,42,24031,43864,53632,0,0,0
135000,510,0.5490,9580.0,840,420,70,20,10,61,18,23297,46789,57084,0,0,0
136000,581,0.5559,9918.7,765,480,66,35,10,54,35,20761,47129,58420,0,0,0
137000,711,0.5091,12485.3,724,542,118,51,11,92,47,18580,45427,57887,0,0,0
138000,1018,0.4479,20846.6,732,533,290,195,28,100,83,15246,41650,55479,0,0,0
139000,1621,0.4300,33223.5,694,687,510,424,55,95,99,13367,34789,49909,0,0,0
140000,1897,0.4507,47138.8,824,634,717,546,51,122,86,12388,27227,42197,0,0,0
141000,2162,0.4482,61289.2,898,798,722,642,77,92,76,11790,20475,32685,0,0,0
142000,2382,0.4181,69290.3,904,766,876,740,88,84,73,11222,16255,25540,0,0,0
143000,2471,0.3897,73369.9,892,786,857,828,86,89,91,9871,15051,23081,0,0,0
144000,2575,0.4381,82481.5,947,850,871,854,95,91,91,9423,12641,18425,0,0,0
145000,2524,0.3938,77160.8,943,826,875,823,103,100,75,10151,13934,18164,0,0,0
146000,2620,0.3878,80339.1,954,830,909,881,95,90,90,9417,13701,16954,0,0,0
147000,2486,0.4083,77164.4,991,858,804,824,99,82,88,10709,14586,18515,0,0,0
148000,2457,0.4151,75188.2,957,809,828,820,113,82,96,11098,16139,20264,0,0,0
149000,2363,0.4342,71891.9,977,789,837,737,99,111,79,12134,17682,22293,0,0,0
150000,2158,0.4259,63754.9,982,798,761,599,81,95,73,14647,21014,26614,0,0,0
151000,1963,0.4442,55132.2,959,692,702,569,69,94,77,16074,25495,32715,0,0,0
152000,1592,0.5019,41119.6,1009,700,472,420,72,79,95,20716,31348,38813,0,0,0
153000,1216,0.5304,27380.1,1032,678,324,214,69,81,78,24777,37328,45460,0,0,0
154000,763,0.5767,17805.9,1131,544,132,87,56,68,47,25215,41850,51422,0,0,0
155000,574,0.5436,12191.2,967,467,76,31,12,62,31,25246,44391,55123,0,0,0
156000,572,0.5140,12911.7,919,479,54,39,8,48,39,22304,44785,56552,0,0,0
157000,771,0.4112,16914.4,822,554,142,75,26,87,51,19849,42718,55650,0,0,0
158000,1164,0.4545,25337.0,777,604,317,243,43,115,71,16751,38441,53046,0,0,0
159000,1686,0.4585,36808.7,797,656,572,458,68,116,104,15289,32711,47076,0,0,0
160000,2013,0.4272,49937.6,864,768,690,555,86,87,100,14582,25785,37752,0,0,0
161000,2231,0.4070,66379.8,946,743,756,732,83,104,97,11869,18403,27893,0,0,0
162000,2503,0.3839,76249.8,913,779,887,837,81,98,75,10899,14934,20779,0,0,0
163000,2509,0.4061,79661.4,967,808,912,789,97,100,85,10868,13316,18765,0,0,0
164000,2633,0.4014,81473.9,979,861,895,877,123,83,99,9992,11974,16591,0,0,0
165000,2648,0.3909,85374.3,954,880,877,891,104,77,95,9254,10801,15797,0,0,0
166000,2645,0.4011,82100.4,975,906,847,892,108,88,85,12088,12841,14585,0,0,0
167000,2688,0.4178,79139.5,949,832,913,943,101,106,92,12964,13405,16154,0,0,0
168000,2426,0.4188,77848.8,1041,838,809,779,84,80,88,13845,14525,17496,0,0,0
169000,2366,0.4269,72315.8,1001,811,772,783,82,66,93,14873,17303,19513,0,0,0
170000,2169,0.4435,66715.9,1002,762,776,631,86,77,64,17209,19982,23384,0,0,0
171000,1925,0.4597,56476.9,1001,711,652,562,75,63,75,20270,25272,27921,0,0,0
172000,1537,0.4860,40425.0,1027,670,470,397,78,61,93,24197,32043,35584,0,0,0
173000,1147,0.5745,29158.0,1078,665,268,214,74,62,81,26401,37575,41769,0,0,0
174000,769,0.5696,19316.6,1154,541,128,100,55,53,60,27688,42107,47511,0,0,0
175000,580,0.5224,13826.9,970,476,74,30,17,53,29,27090,44810,51695,0,0,0
176000,597,0.4372,14329.3,869,498,74,25,8,55,25,23435,45073,53496,0,0,0
177000,768,0.4271,18245.5,842,497,172,99,22,102,60,21022,42718,52719,0,0,0
178000,1243,0.4344,25868.8,776,631,307,305,51,107,101,18721,39119,50459,0,0,0
179000,1651,0.4276,36772.1,809,725,483,443,74,121,112,16800,32970,45046,0,0,0
180000,2045,0.4308,50549.1,867,789,681,575,71,89,115,15783,25936,36945,0,0,0
181000,2268,0.4175,65099.4,887,816,733,719,76,72,93,13219,19382,28774,0,0,0
182000,2385,0.3950,74005.2,939,798,799,788,78,82,79,10262,14031,24862,0,0,0
183000,2594,0.3994,76165.5,911,857,865,872,90,84,99,10510,13402,21444,0,0,0
184000,2504,0.4149,81025.2,999,832,838,834,117,86,95,9823,11670,19656,0,0,0
185000,2575,0.3922,84116.7,1013,878,846,851,112,88,82,8351,10591,18262,0,0,0
186000,2547,0.3863,81607.1,988,828,875,844,108,106,82,9211,11264,18479,0,0,0
187000,2498,0.4247,79655.2,1008,809,869,820,101,108,101,9771,11993,20847,0,0,0
188000,2426,0.4217,78701.6,1016,777,885,764,93,117,105,9811,12845,22562,0,0,0
189000,2349,0.4466,70331.9,963,792,790,767,98,106,95,11274,17039,27298,0,0,0
190000,2140,0.4290,63500.8,979,740,749,651,92,85,90,13028,19708,31477,0,0,0
191000,1894,0.4673,55385.0,1006,754,600,540,93,64,75,14997,23431,36461,0,0,0
192000,1668,0.5240,42696.1,991,681,530,457,71,76,96,18890,28838,42624,0,0,0
193000,1155,0.5931,27287.3,1104,603,324,228,75,66,84,22624,36199,48666,0,0,0
194000,776,0.5503,19419.4,1109,565,119,92,58,47,52,23798,40927,52591,0,0,0
195000,561,0.5276,12844.1,992,431,91,39,23,70,37,24186,43988,56165,0,0,0
196000,623,0.4896,14118.1,874,508,72,43,15,59,43,21223,44245,57107,0,0,0
197000,826,0.4564,19741.6,852,539,186,101,24,113,79,18598,42163,55435,0,0,0
198000,1265,0.4822,28759.2,840,633,336,296,37,135,152,16091,38255,51511,0,0,0
199000,1658,0.4403,38009.9,825,759,494,405,67,115,120,14520,33044,46740,0,0,0
200000,2025,0.4163,50371.4,858,778,701,546,66,89,111,14164,26229,38622,0,0,0
201000,2269,0.4174,66520.3,916,831,756,682,77,70,91,11675,18767,29419,0,0,0
202000,2335,0.4060,74570.2,939,810,777,748,74,83,71,10290,15176,23162,0,0,0
203000,2639,0.4009,81394.5,944,840,936,863,92,99,74,9425,13034,18815,0,0,0
204000,2667,0.4061,79814.7,945,890,890,887,84,88,98,9861,12954,17753,0,0,0
205000,2699,0.4039,84297.2,967,932,877,890,102,80,98,9945,11942,16559,0,0,0
206000,2696,0.4225,85724.7,974,883,956,857,90,107,114,9287,11971,15330,0,0,0
207000,2566,0.4209,82630.0,1023,839,903,824,97,105,105,10552,13313,16476,0,0,0
208000,2524,0.4081,78759.9,997,833,913,778,109,113,89,11308,16000,17925,0,0,0
209000,2449,0.4022,72483.3,976,808,878,763,92,115,84,14034,16249,20987,0,0,0
210000,2162,0.4445,69145.7,1061,801,776,585,90,101,88,14284,19784,25618,0,0,0
211000,1898,0.4926,56248.6,1012,725,642,531,88,90,96,17553,25199,30939,0,0,0
212000,1626,0.5080,44266.0,1013,719,522,385,95,97,100,20169,30415,36984,0,0,0
213000,1188,0.5631,28202.0,1110,588,370,230,80,82,98,24416,38307,44486,0,0,0
214000,743,0.5787,18541.1,1223,469,156,118,45,82,76,25331,42797,50119,0,0,0
215000,547,0.5009,13691.8,1053,422,89,36,26,61,32,24928,45163,53822,0,0,0
216000,583,0.5111,13901.7,892,443,90,50,14,66,45,22547,45327,55247,0,0,0
217000,807,0.4449,20025.4,912,565,144,98,27,107,81,19035,42726,53863,0,0,0
218000,1233,0.4720,29405.2,835,605,326,302,52,97,116,16949,38201,50019,0,0,0
219000,1643,0.4522,38670.9,869,671,486,486,71,102,134,16302,32837,44655,0,0,0
220000,1950,0.4072,52776.0,932,684,694,572,70,99,112,15203,25111,36165,0,0,0
221000,2169,0.3993,65953.3,951,687,814,668,68,96,113,12431,18585,28597,0,0,0
222000,2465,0.4049,74445.9,893,798,876,791,95,100,86,10925,15136,22881,0,0,0
223000,2472,0.3948,78069.6,952,798,870,804,97,99,86,12056,13236,18468,0,0,0
224000,2682,0.4083,80680.0,924,864,952,866,102,95,94,10958,13258,17031,0,0,0
225000,2747,0.4135,83748.6,937,893,977,877,119,86,102,10661,12086,15246,0,0,0
226000,2628,0.4269,82272.8,1005,888,877,863,119,109,114,12156,12717,15522,0,0,0
227000,2578,0.4193,81803.6,1001,925,838,815,114,91,109,12201,13092,16040,0,0,0
228000,2535,0.4241,78085.6,985,901,827,807,110,116,116,13313,14377,17277,0,0,0
229000,2296,0.4460,73542.3,1061,774,729,793,99,115,124,13710,18052,20295,0,0,0
230000,2175,0.4308,66795.2,1034,782,719,674,108,88,87,15458,20630,24385,0,0,0
231000,1859,0.4320,52795.2,985,697,616,546,80,85,88,20115,26861,29512,0,0,0
232000,1534,0.5293,42985.7,1071,629,497,408,90,87,98,22241,32009,35496,0,0,0
233000,1163,0.5684,29228.8,1139,588,344,231,67,83,99,25608,37980,42518,0,0,0
234000,782,0.5780,17559.4,1125,515,173,94,48,96,66,27587,42624,48947,0,0,0
235000,614,0.5309,13690.1,954,500,85,29,19,70,28,26100,45174,52630,0,0,0
236000,598,0.4548,14856.6,941,471,86,41,15,68,36,23197,45139,54032,0,0,0
237000,752,0.4840,20301.0,1022,468,171,113,27,121,95,20552,42503,52890,0,0,0
238000,1199,0.5079,27931.0,929,586,365,248,45,143,131,19208,38244,49871,0,0,0
239000,1699,0.4738,36275.7,848,745,518,436,65,119,146,17671,33465,45296,0,0,0
240000,1953,0.4250,49442.1,913,749,680,524,57,108,113,15948,26949,37812,0,0,0
241000,2192,0.3992,66739.2,944,765,797,630,47,99,76,13079,19001,28068,0,0,0
242000,2421,0.4102,77613.9,959,838,878,705,68,95,81,10880,14826,21647,0,0,0
243000,2541,0.3920,76310.5,927,824,904,813,88,120,104,11067,14119,21387,0,0,0
244000,2600,0.4138,83153.1,988,782,977,841,89,133,105,10031,12646,17261,0,0,0
245000,2636,0.3953,83629.6,1007,793,984,859,90,121,94,9127,12711,15986,0,0,0
246000,2563,0.4077,84181.7,1046,751,963,849,87,127,89,9905,12181,15438,0,0,0
247000,2579,0.4230,79981.5,984,818,927,834,116,98,89,11052,14164,18397,0,0,0
248000,2492,0.4173,77031.0,986,810,913,769,109,102,90,10761,15175,20186,0,0,0
249000,2331,0.4187,72382.0,1011,773,827,731,88,116,90,12019,17344,22173,0,0,0
250000,2256,0.4402,63760.2,995,746,791,719,93,129,113,14415,21219,27715,0,0,0
251000,1873,0.4837,52752.3,1037,724,595,554,89,92,89,18383,26590,32699,0,0,0
252000,1562,0.5608,41049.0,1042,722,466,374,100,76,105,20729,32174,39766,0,0,0
253000,1151,0.5752,27734.3,1136,615,290,246,74,89,103,23361,38256,45944,0,0,0
254000,823,0.6416,17038.0,1136,537,188,98,57,85,70,25682,43233,51076,0,0,0
255000,519,0.5723,12222.8,1098,419,63,37,27,46,36,24694,46047,54872,0,0,0
256000,571,0.4816,13594.2,967,443,88,40,19,73,40,21485,45888,55908,0,0,0
257000,816,0.4559,18034.6,852,539,179,98,28,102,71,19604,43520,54573,0,0,0
258000,1171,0.5115,27719.2,899,551,354,266,44,143,110,17272,39259,51328,0,0,0
259000,1632,0.4424,36015.8,846,699,505,428,77,88,138,17034,34002,45111,0,0,0
260000,1978,0.3888,50341.3,869,713,668,597,67,102,116,15158,26673,36786,0,0,0
261000,2169,0.4214,64966.3,925,747,733,689,100,76,104,13555,20281,28103,0,0,0
262000,2339,0.3903,71383.4,942,796,795,748,92,83,79,11838,16734,23813,0,0,0
263000,2398,0.3866,75402.0,977,791,830,777,97,112,89,10466,14307,22288,0,0,0
264000,2427,0.4265,80401.1,1002,780,846,801,116,119,86,9695,12921,19921,0,0,0
265000,2470,0.3919,80681.8,998,788,790,892,102,106,102,9546,12442,17811,0,0,0
266000,2418,0.4007,82769.5,1056,787,804,827,96,112,89,10152,12059,17743,0,0,0
267000,2494,0.4210,81942.5,999,819,853,822,88,98,103,8811,13563,18422,0,0,0
268000,2392,0.3951,76067.9,1017,820,808,764,97,104,88,9133,16358,21830,0,0,0
269000,2121,0.4276,69732.5,1051,776,678,667,95,96,101,10774,19064,25229,0,0,0
270000,2007,0.4494,64556.3,1068,679,681,647,78,118,96,12072,22467,28850,0,0,0
271000,1919,0.4487,53718.2,968,700,637,582,94,85,94,15208,27407,33543,0,0,0
272000,1544,0.4968,43511.2,1075,647,516,381,110,84,99,17970,32270,39252,0,0,0
273000,1157,0.5575,28144.1,1113,600,287,270,101,55,94,22134,39176,45962,0,0,0
274000,800,0.5687,16742.6,1092,556,148,96,59,60,69,24123,44393,51571,0,0,0
275000,587,0.5366,12051.5,918,468,91,28,38,62,27,23442,46995,55097,0,0,0
276000,550,0.5218,14095.5,999,424,85,41,16,70,39,20367,46601,56108,0,0,0
277000,787,0.4333,19709.6,935,490,182,115,18,114,77,18068,43762,54660,0,0,0
278000,1175,0.4647,26398.9,828,563,329,283,42,113,130,17230,39737,51113,0,0,0
279000,1632,0.4344,35969.4,804,664,463,505,62,93,125,16396,34365,45770,0,0,0
280000,1856,0.4084,49560.6,872,653,668,535,73,82,111,15285,27313,37287,0,0,0
281000,2150,0.4167,65195.9,901,723,745,682,77,89,85,12682,20419,28464,0,0,0
282000,2337,0.3890,73769.4,912,795,789,753,78,73,97,11269,16931,21931,0,0,0
283000,2412,0.4046,76840.9,933,830,830,752,75,78,87,10816,15901,18636,0,0,0
284000,2563,0.3941,79578.7,950,894,845,824,92,74,111,9248,14581,18601,0,0,0
285000,2556,0.4096,80543.8,981,839,940,777,81,88,101,10264,14016,17545,0,0,0
286000,2535,0.4095,80368.1,997,800,935,800,95,89,125,9833,14463,17119,0,0,0
287000,2449,0.4263,78789.0,1025,797,879,773,102,105,122,9568,15889,18511,0,0,0
288000,2401,0.4552,79616.2,1025,776,851,774,116,98,95,10242,15778,19817,0,0,0
289000,2262,0.4607,71051.1,1028,767,789,706,98,97,91,12031,20248,22722,0,0,0
290000,2121,0.4470,63562.0,1014,735,757,629,88,89,86,13695,23804,26754,0,0,0
291000,1904,0.4942,54570.6,996,662,695,547,81,98,90,16113,28407,31670,0,0,0
292000,1541,0.5360,40470.1,1034,631,501,409,80,79,85,19555,34060,38647,0,0,0
293000,1186,0.5607,27272.4,1078,615,326,245,85,73,85,22941,40106,45067,0,0,0
294000,807,0.6221,17071.2,1095,558,153,96,49,63,64,24531,44796,50892,0,0,0
295000,570,0.5316,12275.9,1016,460,78,32,22,66,30,23228,47185,54876,0,0,0
296000,574,0.4861,14807.7,1016,446,94,34,9,77,33,20300,46495,55749,0,0,0
297000,806,0.4789,20240.9,913,480,194,132,16,127,91,18230,43594,54371,0,0,0
298000,1286,0.5093,25931.1,830,640,368,278,45,147,147,17238,40128,51804,0,0,0
299000,1544,0.4611,35767.1,926,614,525,405,68,112,152,16059,34667,46791,0,0,0
300000,1937,0.4368,50511.4,886,721,658,558,85,96,123,14243,27133,38581,0,0,0
