step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2556,0.9335,32289.5,770,877,859,820,30,22,18,19668,19812,23050,0,0,0
2000,2313,0.9602,31093.8,1745,779,778,756,28,18,15,23109,22109,29088,0,0,0
3000,2281,0.9417,48254.6,2676,729,805,747,26,17,16,16686,14812,24620,0,0,0
4000,1669,0.6956,38213.3,607,602,634,433,15,20,10,23762,21612,29257,0,0,0
5000,1701,0.7413,49013.6,1020,626,712,363,16,27,14,19380,17784,28735,0,0,0
6000,1653,0.7798,52902.7,1529,622,675,356,19,30,19,15834,14874,29857,0,0,0
7000,2017,0.6986,45426.4,807,705,803,509,27,27,17,18115,18221,34597,0,0,0
8000,1994,0.7417,47339.0,1058,735,801,458,20,36,15,16886,17912,36162,0,0,0
9000,2018,0.7661,41344.8,1301,801,781,436,20,29,16,20086,20111,37835,0,0,0
10000,1663,0.7198,25699.1,986,608,740,315,22,22,13,24302,26572,43497,0,0,0
11000,1287,0.7754,17855.4,1074,586,433,268,22,28,27,26401,30450,47152,0,0,0
12000,1258,0.7750,10295.9,1056,698,370,190,11,44,24,27996,35127,50900,0,0,0
13000,959,0.7935,6206.8,953,638,232,89,14,40,24,27978,38927,53686,0,0,0
14000,709,0.7052,3784.5,939,531,144,34,6,56,12,27130,41278,54951,0,0,0
15000,634,0.7303,4049.5,747,541,89,4,7,60,4,26406,42759,55118,0,0,0
16000,715,0.6238,5945.3,688,600,102,13,3,75,13,24368,43468,55649,0,0,0
17000,1091,0.5188,7819.0,527,748,277,66,16,131,65,20766,43367,56992,0,0,0
18000,1380,0.5732,7806.8,378,736,392,252,28,118,92,19189,42538,58794,0,0,0
19000,2166,0.5586,14140.4,372,937,732,497,57,124,106,17423,39145,58294,0,0,0
20000,2958,0.5128,19377.4,365,1214,956,788,69,125,100,17629,35409,55784,0,0,0
21000,3841,0.4780,27548.5,377,1308,1334,1199,119,101,121,18727,30363,49291,0,0,0
22000,3972,0.4992,33552.1,419,1346,1419,1207,96,92,98,20643,27099,43045,0,0,0
23000,4444,0.4404,36648.4,409,1457,1597,1390,92,113,87,20301,25005,38563,0,0,0
24000,4649,0.4072,31671.2,321,1560,1655,1434,106,140,96,22637,26219,37760,0,0,0
25000,4773,0.4079,31235.9,313,1610,1661,1502,114,132,128,25577,25952,34337,0,0,0
26000,4519,0.4262,32180.7,333,1512,1612,1395,122,75,105,26796,25495,33791,0,0,0
27000,4596,0.4376,27976.9,306,1464,1625,1507,111,133,109,30424,27837,33364,0,0,0
28000,4278,0.4418,28530.5,349,1346,1619,1313,112,102,114,30991,27402,33949,0,0,0
29000,3923,0.4718,27229.4,370,1196,1478,1249,108,101,120,34826,29982,33112,0,0,0
30000,3303,0.4883,22431.7,398,1218,1084,1001,104,114,103,36437,33143,34587,0,0,0
31000,2641,0.5369,18420.2,429,1032,855,754,81,88,82,37324,36644,38232,0,0,0
32000,2085,0.6115,14980.2,500,929,643,513,68,104,87,36060,39804,42519,0,0,0
33000,1449,0.6736,10393.1,638,776,356,317,49,80,81,35109,43106,46205,0,0,0
34000,980,0.6439,8491.3,811,641,214,125,29,85,45,31846,45725,50147,0,0,0
35000,803,0.6027,5794.6,602,655,112,36,14,69,30,29061,47773,54097,0,0,0
36000,822,0.5487,8043.6,572,676,110,36,15,86,32,25058,47819,56156,0,0,0
37000,1357,0.4738,9824.8,443,888,287,182,32,141,118,22085,46778,57134,0,0,0
38000,1871,0.4655,12389.9,380,963,503,405,70,96,130,20962,44427,56391,0,0,0
39000,2174,0.4637,14482.5,342,948,682,544,89,85,91,21509,41424,54144,0,0,0
