step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2789,0.8598,49383.2,618,938,935,916,32,31,26,14394,16716,18865,0,0,0
2000,2262,0.9328,39966.9,1590,757,791,714,28,27,20,21245,23903,25674,0,0,0
3000,2215,0.9260,59559.6,2502,734,776,705,26,25,20,15192,16719,18393,0,0,0
4000,1926,0.6667,39476.8,541,676,667,583,16,19,12,24922,24300,24600,0,0,0
5000,1880,0.7298,55393.3,1023,643,663,574,9,23,13,22619,24062,16223,0,0,0
6000,1712,0.8107,58897.8,1669,575,597,540,9,24,10,21134,24264,12803,0,0,0
7000,2257,0.5919,47726.3,747,855,784,618,33,35,26,28279,27425,14452,0,0,0
8000,2109,0.6648,61357.8,939,798,760,551,30,30,34,22585,23795,16564,0,0,0
9000,1969,0.7207,69489.8,1252,716,742,511,34,37,32,17896,20733,17862,0,0,0
10000,1822,0.6690,52945.3,1071,664,668,490,39,46,20,21239,26050,25323,0,0,0
11000,1504,0.7467,35795.9,1061,604,506,394,26,40,16,28483,31734,32296,0,0,0
12000,1228,0.7972,28038.5,1319,568,368,292,32,34,19,28666,35607,37892,0,0,0
13000,850,0.8341,15819.8,1466,448,242,160,26,33,19,30885,40113,43929,0,0,0
14000,579,0.8584,8181.7,1450,376,135,68,12,30,15,33277,43176,47192,0,0,0
15000,444,0.8243,6338.0,1287,362,71,11,10,20,8,32787,44276,48850,0,0,0
16000,389,0.8149,6474.1,1219,356,32,1,10,17,1,31552,44522,49202,0,0,0
17000,449,0.7261,8131.2,1084,388,52,9,6,30,9,29963,43734,48776,0,0,0
18000,605,0.7207,10742.1,1009,453,104,48,17,33,19,27746,41750,48478,0,0,0
19000,1056,0.6638,21562.9,823,595,254,207,34,53,29,23835,37427,46501,0,0,0
20000,1450,0.6276,39393.4,870,658,430,362,40,65,33,19517,31729,38078,0,0,0
21000,1826,0.6084,55433.7,934,763,556,507,39,56,41,17129,25021,29485,0,0,0
22000,1990,0.6080,66969.0,978,806,626,558,50,52,43,14444,20189,23737,0,0,0
23000,2068,0.6175,71216.1,1051,843,652,573,47,47,47,14444,17651,21163,0,0,0
24000,2213,0.6069,74024.3,1055,891,712,610,52,46,40,13450,16790,18827,0,0,0
25000,2332,0.5961,72513.8,1021,897,773,662,45,51,39,14818,16539,18735,0,0,0
26000,2448,0.6626,70975.7,1030,912,832,704,48,46,37,14864,17455,19024,0,0,0
27000,2415,0.6157,72792.1,1090,900,835,680,50,42,43,14450,16870,18589,0,0,0
28000,2366,0.6348,65411.4,1064,916,831,619,47,52,42,16259,19703,21620,0,0,0
29000,2220,0.6550,59321.3,1023,859,728,633,64,65,40,16891,23080,25849,0,0,0
30000,2058,0.6822,51160.9,1097,853,638,567,49,53,39,19664,25712,29795,0,0,0
31000,1927,0.6642,37010.2,1003,844,576,507,59,60,34,25039,31506,34717,0,0,0
32000,1493,0.7843,22124.7,1068,697,425,371,61,60,42,29913,37320,41440,0,0,0
33000,1169,0.8358,12929.7,1287,555,349,265,42,69,29,32814,41077,44623,0,0,0
34000,814,0.8698,7189.6,1566,452,213,149,31,55,22,34221,43506,46947,0,0,0
