step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,608,35.80,3.13,3.88,5.38,24.75,0.00,1.69,0.003,0.259,360278.8,95404.8,16,22,5.14,1.81,1.56,17.1505,826.23,24302.4,2.9330,1.2385,5462,24.9753,423,63.2964,313652.9,142.23,4.0396,0.0,0.0000
10000,1,740,31.68,1.39,3.91,3.39,23.30,0.01,1.36,0.003,0.269,368019.6,101335.5,23,22,4.80,1.37,1.40,18.9519,1031.49,26572.3,4.5256,1.2613,5461,24.9707,418,62.9511,319362.0,86.56,14.8408,0.0,0.0000
10000,2,315,42.99,1.65,6.83,2.50,30.57,0.01,1.33,0.003,0.151,269056.6,70954.1,15,13,5.56,1.34,1.31,12.7188,420.83,43496.9,2.0225,1.0993,5461,24.9707,694,57.4156,221951.3,71.21,29.7452,0.0,0.0000
20000,0,1214,14.21,1.03,2.33,0.51,7.67,0.11,1.38,0.033,0.160,191032.8,86641.4,2,69,2.90,1.38,1.33,6.4203,392.51,17629.1,1.3144,2.5807,5462,9.5102,134,32.2011,164848.0,142.23,1.6928,0.0,0.0000
20000,1,956,16.01,1.07,3.15,0.49,8.29,0.12,1.39,0.043,0.142,85720.4,36306.4,2,125,3.12,1.44,1.30,2.9140,705.36,35408.7,0.1388,1.3398,5461,9.5085,158,15.2669,71073.2,86.56,3.6772,0.0,0.0000
20000,2,788,15.84,0.85,2.95,0.57,9.01,0.21,1.30,0.056,0.121,48883.3,19503.7,2,100,3.10,1.35,1.21,1.4196,326.38,55783.6,0.0037,0.7672,5461,9.5085,293,13.2360,38856.6,71.21,6.8258,0.0,0.0000
30000,0,1218,15.73,1.14,2.18,0.54,7.70,0.22,1.50,0.092,0.161,388144.9,394097.8,4,104,2.83,1.53,1.37,28.2005,1226.32,36436.7,1.8073,1.4784,5462,26.3018,136,62.9963,376509.1,142.23,3.0926,0.0,0.0000
30000,1,1084,16.28,1.42,2.74,0.12,7.10,0.30,1.61,0.118,0.141,425978.9,421606.1,6,114,2.78,1.68,1.37,31.2246,659.79,33143.4,2.5027,1.5562,5461,26.2970,178,69.7435,412932.1,86.56,14.0527,0.0,0.0000
30000,2,1001,15.65,0.99,2.96,0.27,6.73,0.20,1.44,0.081,0.126,381519.3,387158.0,6,103,2.65,1.48,1.30,27.5142,862.90,34586.7,1.0112,1.6842,5461,26.2970,126,60.5021,366393.7,71.21,25.5240,0.0,0.0000
40000,0,1063,16.77,1.05,2.77,0.10,7.86,0.00,1.38,0.001,0.143,250860.4,179430.7,4,96,2.81,1.30,1.34,12.5064,1087.09,22882.2,0.6957,3.1038,5462,13.0993,61,33.0376,221390.9,142.23,1.3615,0.0,0.0000
40000,1,922,17.12,1.18,2.40,0.26,8.58,0.01,1.40,0.004,0.130,124272.8,89415.1,4,74,2.80,1.28,1.36,4.9225,853.30,36862.6,0.0079,3.1307,5461,13.0969,95,14.0110,92884.3,86.56,3.3912,0.0,0.0000
40000,2,887,15.30,0.73,2.18,0.16,8.68,0.01,1.26,0.005,0.120,99506.8,70868.1,3,85,2.77,1.16,1.26,3.3235,554.17,47769.7,0.0238,3.1670,5461,13.0969,101,10.1855,68094.2,71.21,5.7950,0.0,0.0000
50000,0,1061,20.22,0.95,4.44,0.20,7.03,0.01,1.38,0.006,0.152,410439.2,335397.3,8,75,2.62,1.30,1.35,29.4688,945.41,27356.3,2.4778,1.3861,5462,25.7582,98,65.2302,398290.9,142.23,3.5692,0.0,0.0000
50000,1,987,22.04,1.00,4.68,0.22,7.84,0.04,1.34,0.016,0.156,409053.1,342803.5,10,77,2.75,1.26,1.35,30.5597,566.53,25754.9,6.0571,1.4376,5461,25.7535,160,65.5094,397573.1,86.56,12.4814,0.0,0.0000
50000,2,810,23.03,0.57,5.34,0.13,7.74,0.02,1.20,0.010,0.128,357771.4,307677.1,9,81,2.72,1.18,1.23,23.3054,504.80,30444.1,5.6021,2.0244,5461,25.7535,180,54.4100,340498.3,71.21,25.5139,0.0,0.0000
60000,0,1074,21.04,1.12,3.62,0.19,8.37,0.03,1.40,0.013,0.163,245934.4,132558.9,10,89,2.75,1.30,1.38,11.2628,675.96,15708.5,1.1957,2.6632,5462,12.7317,115,33.0177,221017.5,142.23,1.6352,0.0,0.0000
60000,1,896,20.48,1.06,3.50,0.13,8.53,0.01,1.38,0.002,0.136,121150.0,60821.4,8,70,2.76,1.23,1.33,4.5515,363.96,31392.6,0.0663,2.8426,5461,12.7294,98,14.1275,92551.2,86.56,3.2210,0.0,0.0000
60000,2,829,18.85,0.81,3.29,0.31,8.35,0.01,1.27,0.004,0.121,93295.5,45386.8,7,78,2.76,1.17,1.26,3.2506,316.56,45105.6,0.0173,2.5828,5461,12.7294,70,10.9643,67394.6,71.21,5.7412,0.0,0.0000
70000,0,1026,26.13,1.09,4.78,0.19,9.00,0.01,1.38,0.005,0.177,365538.9,222017.0,9,62,2.81,1.28,1.38,23.7478,900.64,19266.3,12.1593,2.1632,5462,24.4441,189,53.4941,347570.4,142.23,3.5287,0.0,0.0000
70000,1,828,27.32,0.52,5.41,0.26,8.81,0.03,1.18,0.014,0.142,376948.8,244305.1,13,81,2.79,1.13,1.18,28.1615,774.58,23666.6,10.0259,1.9373,5461,24.4397,180,57.4294,361281.0,86.56,13.6014,0.0,0.0000
70000,2,881,24.37,0.72,4.28,0.12,8.80,0.00,1.27,0.005,0.141,384496.5,253383.1,13,81,2.66,1.20,1.27,30.5233,1014.10,29083.1,5.1935,2.0302,5461,24.4397,166,58.5521,368084.4,71.21,25.6078,0.0,0.0000
80000,0,832,29.11,0.23,5.84,0.00,9.09,0.00,1.10,0.000,0.144,239895.2,126442.5,14,71,3.02,1.08,1.09,12.4576,559.61,13753.5,1.5914,2.9043,5462,12.2558,109,31.8640,211740.6,142.23,1.5261,0.0,0.0000
80000,1,855,27.29,0.24,5.26,0.01,9.28,0.00,1.10,0.000,0.145,127062.2,62294.3,10,97,3.00,1.09,1.09,5.5976,790.80,26680.4,0.0719,2.8363,5461,12.2535,83,14.7072,98540.9,86.56,3.3613,0.0,0.0000
80000,2,684,25.04,0.52,4.62,0.02,9.34,0.00,1.22,0.000,0.113,95838.9,44589.4,8,72,2.99,1.17,1.17,4.2033,378.95,39826.6,0.0143,2.4488,5461,12.2535,90,11.1580,71397.0,71.21,5.8225,0.0,0.0000
90000,0,852,30.86,0.00,5.80,0.00,9.63,0.00,1.00,0.000,0.150,336293.0,194691.0,12,117,3.42,1.00,1.00,23.3864,584.37,13056.0,21.0991,5.5582,5462,23.2120,30,37.2043,282698.5,142.23,3.6482,0.0,0.0000
90000,1,807,30.75,0.00,5.64,0.00,9.73,0.00,1.00,0.001,0.142,379577.2,248198.0,13,152,3.32,1.00,1.00,31.8718,1054.46,18908.0,19.9008,4.0553,5461,23.2077,17,46.8993,342423.7,86.56,13.6638,0.0,0.0000
