step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,694,34.42,1.21,3.30,6.31,22.59,0.01,1.26,0.004,0.266,309788.4,104272.7,9,27,5.03,1.34,1.19,15.9545,876.93,31733.4,0.6442,1.1339,5462,21.8996,360,64.0139,260347.0,142.23,4.1596,0.0,0.0000
10000,1,532,39.04,0.96,7.84,6.61,20.04,0.01,1.27,0.006,0.216,338877.7,136030.6,11,30,5.06,1.36,1.17,19.9833,591.61,31537.8,1.4547,1.3058,5461,21.8956,514,70.8618,290907.4,86.56,15.0667,0.0,0.0000
10000,2,317,49.48,1.05,13.58,6.07,21.41,0.01,1.23,0.006,0.153,289478.6,105029.5,11,38,5.93,1.36,1.09,15.4093,473.64,34604.6,1.3491,1.1774,5461,21.8956,695,58.2780,242150.3,71.21,26.5081,0.0,0.0000
20000,0,659,29.03,2.07,5.83,2.71,16.93,0.25,1.58,0.091,0.206,127677.9,41914.2,4,28,4.37,1.69,1.40,5.4486,717.56,28019.3,0.1253,1.5295,5462,5.7889,275,34.3505,112193.8,142.23,1.8276,0.0,0.0000
20000,1,564,27.03,0.61,7.12,1.12,17.40,0.05,1.20,0.014,0.172,51907.8,17202.4,2,48,4.25,1.12,1.20,1.7423,796.72,36436.9,0.0014,0.7700,5461,5.7878,237,17.5170,42959.7,86.56,3.5943,0.0,0.0000
20000,2,452,30.32,0.66,8.53,1.23,18.29,0.04,1.22,0.018,0.147,30720.7,11889.0,1,46,4.37,1.23,1.23,0.9545,309.32,43536.7,0.0000,0.6197,5461,5.7878,357,12.9527,22771.5,71.21,6.1995,0.0,0.0000
30000,0,925,27.52,0.44,5.32,0.01,7.99,0.01,1.17,0.006,0.146,340032.0,320425.6,2,102,2.97,1.19,1.12,29.0572,1315.62,37738.8,0.3350,1.3686,5462,19.1871,263,64.4268,330082.4,142.23,3.8452,0.0,0.0000
30000,1,833,25.19,0.51,5.07,0.00,7.08,0.03,1.23,0.013,0.120,370096.6,339860.2,4,80,2.81,1.24,1.17,31.3961,862.45,32934.4,2.0103,1.5629,5461,19.1836,235,71.4617,358326.4,86.56,14.8672,0.0,0.0000
30000,2,711,26.09,0.62,5.56,0.01,7.02,0.03,1.25,0.010,0.108,293994.3,241880.6,6,117,2.90,1.32,1.17,22.7779,561.09,34489.5,1.5710,1.5947,5461,19.1836,303,56.8308,280241.3,71.21,26.7600,0.0,0.0000
40000,0,706,28.27,0.58,5.59,0.37,10.11,0.00,1.19,0.000,0.135,145590.3,115541.1,4,77,3.38,1.17,1.20,8.0132,1027.84,30010.4,0.0033,1.9072,5462,7.3302,265,35.1059,126972.0,142.23,1.7571,0.0,0.0000
