step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
56000,635,0.6173,9115.3,979,505,103,27,11,85,26,35606,44014,47710,0,0,0
57000,904,0.5387,10964.7,628,579,200,125,20,109,94,34911,42742,46979,0,0,0
58000,1804,0.4867,15358.1,447,1002,498,304,82,174,149,32632,40814,45941,0,0,0
59000,2236,0.4647,18840.8,423,1040,696,500,86,152,162,30858,37638,43599,0,0,0
60000,2601,0.5063,26913.4,511,1091,855,655,94,95,134,28532,33192,39351,0,0,0
61000,2990,0.4926,38855.6,596,1206,967,817,90,90,110,24264,27839,33978,0,0,0
62000,3335,0.5154,48280.7,659,1183,1275,877,102,125,116,21473,23253,29408,0,0,0
63000,3594,0.4900,52577.6,665,1251,1363,980,115,112,105,18723,20924,26562,0,0,0
64000,3778,0.5217,55545.3,666,1300,1508,970,91,125,99,19362,19114,24836,0,0,0
65000,3961,0.5133,54701.9,675,1335,1452,1174,102,103,127,19206,19366,24125,0,0,0
66000,3973,0.5047,50732.1,631,1447,1457,1069,100,121,125,20475,20673,24286,0,0,0
67000,3811,0.5164,51766.5,686,1340,1379,1092,108,101,140,21148,20602,24615,0,0,0
68000,3581,0.5264,47259.6,679,1336,1248,997,100,85,110,23523,22880,25722,0,0,0
69000,3137,0.5413,38817.2,644,1212,1060,865,85,102,109,26774,27114,29194,0,0,0
70000,2581,0.5897,26877.3,632,1064,859,658,87,104,108,31180,31796,33612,0,0,0
71000,2095,0.6372,21357.8,766,889,702,504,74,98,101,34309,35065,36484,0,0,0
72000,1647,0.6448,13402.9,774,800,501,346,53,89,88,36468,38693,40695,0,0,0
73000,1134,0.7178,9496.2,875,593,345,196,39,104,76,37701,41342,43499,0,0,0
74000,834,0.7086,6590.8,1058,538,190,106,26,70,52,38254,43179,45535,0,0,0
75000,624,0.6603,6823.1,957,487,100,37,13,58,28,37514,43873,46567,0,0,0
76000,696,0.5560,7600.3,701,541,94,61,14,70,51,36311,44046,47578,0,0,0
77000,977,0.5067,11489.0,648,602,236,139,19,138,113,33992,42502,47795,0,0,0
78000,1669,0.4230,16380.7,510,884,408,377,55,177,190,31588,40030,46137,0,0,0
79000,2113,0.4188,14935.1,347,1030,625,458,111,100,123,33442,38347,44221,0,0,0
80000,2645,0.4291,19836.4,331,1082,900,663,103,94,115,32540,34838,40411,0,0,0
81000,3040,0.4243,30124.6,401,1105,1111,824,103,88,108,29014,29968,35667,0,0,0
82000,3313,0.4419,39445.8,503,1251,1207,855,118,97,111,26868,25537,29386,0,0,0
83000,3724,0.4498,41649.3,507,1405,1295,1024,145,134,134,26458,25316,27157,0,0,0
84000,3851,0.4381,41124.9,466,1471,1412,968,132,132,125,24143,24940,27483,0,0,0
85000,3917,0.4583,57528.2,606,1494,1346,1077,121,133,137,19299,19617,23715,0,0,0
86000,3770,0.4971,67828.9,712,1363,1282,1125,132,112,145,16896,16912,20963,0,0,0
87000,3901,0.4958,62403.8,697,1446,1435,1020,136,111,123,18492,18042,21253,0,0,0
88000,3823,0.4578,45609.1,564,1392,1404,1027,128,132,153,25285,23023,25241,0,0,0
89000,3387,0.5037,40868.0,551,1320,1237,830,141,126,181,27486,26763,28872,0,0,0
90000,3087,0.5296,41294.6,640,1165,1202,720,151,147,152,26534,28233,31021,0,0,0
91000,2749,0.5642,32781.5,633,1102,1005,642,149,143,142,29895,32398,35087,0,0,0
92000,2114,0.5785,20020.3,619,1013,685,416,109,162,151,33678,38416,40212,0,0,0
93000,1451,0.6161,13252.8,715,830,401,220,69,140,122,35961,41950,44407,0,0,0
94000,946,0.6068,8799.9,716,646,196,104,41,97,85,36692,44316,46925,0,0,0
95000,631,0.5610,7112.9,709,486,108,37,20,71,36,36998,45108,47925,0,0,0
96000,606,0.5941,7892.8,762,457,112,37,14,79,37,36677,44447,47906,0,0,0
97000,1043,0.5360,11460.9,569,633,248,162,39,149,127,34847,42923,46928,0,0,0
98000,1467,0.4785,13674.0,479,839,356,272,80,120,138,33504,41178,45690,0,0,0
99000,2062,0.4791,20596.6,488,977,611,474,100,127,154,30755,37424,42786,0,0,0
100000,2606,0.4578,31956.3,530,1030,966,610,141,120,136,27280,31247,38317,0,0,0
