step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2565,0.9446,31785.4,926,861,917,787,21,15,16,24511,26971,32220,0,0,0
2000,2562,0.9126,57012.5,1840,871,923,768,20,16,16,15203,18465,25786,0,0,0
3000,2568,0.9210,79956.3,2767,860,937,771,21,19,16,7047,11069,18817,0,0,0
4000,2093,0.6942,43777.0,668,867,722,504,17,31,32,22015,23893,29056,0,0,0
5000,2222,0.7475,55376.9,1095,890,695,637,34,33,38,16371,21017,26306,0,0,0
6000,2244,0.7767,63193.2,1574,900,678,666,34,34,39,13785,19588,23611,0,0,0
7000,2559,0.6667,53674.6,855,1021,880,658,33,37,33,19009,22311,26754,0,0,0
8000,2499,0.7195,51916.4,1061,861,922,716,35,40,29,20724,22332,26547,0,0,0
9000,2403,0.7649,46394.1,1316,923,787,693,27,54,29,22972,25458,28177,0,0,0
10000,2273,0.7083,36408.5,1043,858,845,570,35,44,41,26951,30966,32151,0,0,0
11000,2023,0.7696,27266.1,1034,869,680,474,53,48,43,29044,34832,37858,0,0,0
12000,1572,0.7799,19197.7,1181,792,451,329,57,50,61,31539,38596,41645,0,0,0
13000,1117,0.7762,10565.7,1090,630,285,202,57,45,49,35425,41936,45216,0,0,0
14000,792,0.7753,7660.1,1149,528,166,98,31,42,39,36818,43209,46566,0,0,0
15000,655,0.7145,7994.9,1035,533,95,27,23,41,19,36600,44107,47769,0,0,0
16000,594,0.6751,7670.4,869,467,93,34,13,62,28,36063,44186,48227,0,0,0
17000,842,0.5119,11384.6,669,575,160,107,29,62,70,34547,42521,47131,0,0,0
18000,1379,0.5112,21949.7,669,747,365,267,63,85,107,30086,38689,44471,0,0,0
19000,1935,0.5152,30663.2,704,944,597,394,79,102,163,26890,34448,41206,0,0,0
20000,2387,0.5224,36118.9,656,1049,777,561,81,88,119,24579,30488,37899,0,0,0
21000,2099,0.5607,40937.6,733,841,766,492,72,79,88,23492,26979,33664,0,0,0
22000,2270,0.4687,36103.1,575,870,836,564,90,85,102,24649,26610,31778,0,0,0
23000,2258,0.5040,30085.6,522,898,729,631,107,97,110,28269,28045,31235,0,0,0
24000,2394,0.4269,21698.4,332,912,840,642,116,113,148,31393,30625,32393,0,0,0
25000,2633,0.4607,21700.7,332,1005,892,736,157,122,135,30672,30745,32150,0,0,0
26000,2656,0.4017,20670.4,327,965,940,751,141,118,148,30732,31103,32405,0,0,0
27000,3143,0.4909,34353.9,452,1243,1184,716,147,120,142,26434,27240,30899,0,0,0
28000,3426,0.4959,35032.7,501,1249,1238,939,123,126,148,25676,27551,32473,0,0,0
29000,3493,0.4853,28226.0,430,1353,1223,917,122,128,158,28280,31814,35205,0,0,0
30000,3072,0.4805,23749.4,414,1217,1058,797,118,119,138,31031,34429,38360,0,0,0
31000,2321,0.5347,18448.8,426,1045,749,527,109,123,127,32983,37779,41347,0,0,0
32000,1681,0.5640,16437.5,546,808,538,335,84,108,130,34413,40081,42550,0,0,0
33000,1288,0.6460,14192.1,799,737,330,221,71,111,126,35401,41971,44185,0,0,0
34000,891,0.6734,10254.1,979,567,200,124,35,101,88,36195,43984,46286,0,0,0
35000,624,0.6106,6920.7,850,486,100,38,27,71,36,36810,45311,48105,0,0,0
36000,655,0.6290,7909.6,746,483,101,71,9,87,71,35761,45130,48694,0,0,0
37000,892,0.4753,11420.1,591,570,186,136,20,127,107,33547,43519,48242,0,0,0
38000,1259,0.5576,16321.4,648,684,306,269,71,142,212,31315,41049,46759,0,0,0
39000,1760,0.5250,19824.5,594,840,526,394,91,118,159,29921,38304,44654,0,0,0
40000,2026,0.5977,32031.2,743,851,662,513,99,117,139,26719,32027,38840,0,0,0
41000,2387,0.5815,43253.8,816,987,814,586,114,124,123,23628,26192,32665,0,0,0
42000,2556,0.5516,45530.6,816,955,947,654,106,89,125,23617,23928,28892,0,0,0
43000,2928,0.5553,51510.6,795,1128,1002,798,110,107,132,21198,22006,27175,0,0,0
44000,3250,0.5532,54824.2,798,1187,1171,892,106,101,121,18882,20268,27226,0,0,0
45000,3384,0.5780,57886.7,820,1277,1167,940,125,99,122,18364,18927,26106,0,0,0
46000,3255,0.5696,63570.6,897,1250,1108,897,130,116,123,16828,17880,24261,0,0,0
47000,3410,0.5839,62711.7,900,1324,1101,985,122,99,121,16753,18865,23863,0,0,0
48000,3590,0.5891,52765.2,771,1303,1246,1041,97,131,123,20894,22066,26699,0,0,0
49000,3463,0.6055,53028.6,855,1329,1191,943,97,134,133,21784,23548,28401,0,0,0
50000,3049,0.6343,40863.4,862,1126,1075,848,93,106,148,25869,28431,31998,0,0,0
51000,2398,0.6322,32362.5,851,998,809,591,86,110,120,30183,32657,35394,0,0,0
52000,1975,0.6663,22265.7,921,906,600,469,86,123,144,32669,37072,40033,0,0,0
53000,1464,0.7213,12819.2,974,781,406,277,81,107,109,35755,41798,44143,0,0,0
54000,1005,0.7383,9134.7,1075,638,245,122,52,107,68,36947,44019,46608,0,0,0
55000,745,0.5866,7456.4,864,580,136,29,25,92,24,36486,45167,48268,0,0,0
56000,686,0.5948,6529.3,690,508,114,64,10,88,63,35970,45373,49316,0,0,0
57000,1035,0.5391,10990.6,619,710,193,132,30,118,110,33723,43562,48485,0,0,0
58000,1667,0.4877,16326.9,579,1003,408,256,74,166,171,30999,40856,46784,0,0,0
59000,2047,0.5447,19444.3,561,1055,571,421,117,138,183,30413,38243,44633,0,0,0
60000,2656,0.5482,30615.7,671,1127,872,657,144,145,178,27618,32552,39237,0,0,0
61000,3580,0.5176,38745.1,612,1405,1247,928,131,145,150,24521,28599,34949,0,0,0
62000,4076,0.5439,43576.9,576,1552,1460,1064,162,127,139,22803,25252,31908,0,0,0
63000,4575,0.5091,51382.7,582,1630,1745,1200,147,124,151,20921,22271,29027,0,0,0
64000,5022,0.5263,49161.3,554,1792,1888,1342,148,158,176,22063,22119,28215,0,0,0
65000,4837,0.5350,48662.3,606,1909,1763,1165,138,149,189,21912,22514,28560,0,0,0
66000,4603,0.5414,48290.2,615,1780,1676,1147,152,147,176,21863,22735,28789,0,0,0
67000,4516,0.5651,47836.0,615,1861,1523,1132,165,133,175,20063,23715,29900,0,0,0
68000,4022,0.5975,48365.7,739,1608,1401,1013,144,129,170,21348,24398,29681,0,0,0
69000,3717,0.6115,38307.3,669,1488,1344,885,149,138,142,24771,27548,33878,0,0,0
70000,3315,0.6265,35388.9,777,1382,1087,846,123,136,133,25761,29946,36095,0,0,0
71000,2854,0.6570,23949.7,756,1198,1007,649,105,171,141,30259,35568,40246,0,0,0
72000,2072,0.6482,16756.1,723,916,682,474,81,125,115,34643,39178,42380,0,0,0
73000,1333,0.7389,10810.3,1007,653,421,259,65,134,117,36624,42333,44840,0,0,0
74000,986,0.7738,8318.3,1168,625,222,139,46,93,79,37437,43988,46464,0,0,0
75000,697,0.6370,7668.3,1005,553,106,38,22,64,31,37010,44695,47716,0,0,0
76000,650,0.5585,8770.4,758,533,67,50,17,57,49,35498,44537,48091,0,0,0
77000,982,0.5560,9910.5,618,650,194,138,33,120,111,34726,43620,47940,0,0,0
78000,1382,0.5456,11429.9,567,733,418,231,87,174,147,33891,41915,47058,0,0,0
79000,1773,0.5900,17154.5,651,890,457,426,100,93,154,32444,38711,43880,0,0,0
80000,2178,0.6074,26206.1,789,981,666,531,141,121,168,29916,33827,39435,0,0,0
81000,2600,0.5431,34897.9,792,1086,833,681,120,103,127,26719,30025,34439,0,0,0
82000,3209,0.5248,38009.1,658,1262,1125,822,123,112,123,25944,27051,31819,0,0,0
83000,3350,0.5907,43311.5,739,1270,1251,829,101,125,104,23523,25003,30224,0,0,0
84000,3546,0.5764,46658.4,825,1314,1332,900,106,116,132,22345,22481,28728,0,0,0
85000,3659,0.5909,46900.6,829,1334,1430,895,112,143,114,21549,21820,29233,0,0,0
86000,3527,0.6119,48916.7,846,1262,1337,928,108,121,122,21261,21740,29476,0,0,0
87000,3515,0.5935,48824.1,859,1188,1381,946,117,117,138,21891,22146,28944,0,0,0
88000,3556,0.6085,49118.0,816,1257,1368,931,120,103,134,22329,22650,29415,0,0,0
89000,3272,0.6219,43264.4,868,1248,1198,826,115,128,131,24383,25307,32566,0,0,0
90000,3063,0.6448,36026.2,815,1249,1126,688,111,113,134,26495,29218,36660,0,0,0
91000,2562,0.6745,28852.2,922,1042,903,617,111,125,133,29366,32952,39297,0,0,0
92000,2025,0.6998,17885.1,906,934,612,479,115,108,140,34373,37796,42528,0,0,0
93000,1466,0.7490,10984.1,1021,749,436,281,90,117,124,36968,41040,45189,0,0,0
94000,986,0.7617,7859.4,1143,606,233,147,72,82,94,37479,43402,47250,0,0,0
95000,580,0.6810,6789.3,1027,442,109,29,30,66,26,37340,44473,48306,0,0,0
96000,641,0.6537,7121.2,766,497,95,49,21,74,48,36739,44475,48725,0,0,0
97000,934,0.5268,14214.0,726,582,202,150,11,142,126,32972,42227,47352,0,0,0
98000,1397,0.5512,17554.5,636,749,347,301,61,141,197,31027,40143,46086,0,0,0
99000,1681,0.5818,19503.2,605,787,502,392,89,100,125,31471,37520,43666,0,0,0
100000,2137,0.5555,32075.6,755,867,747,523,85,99,120,27670,31059,37714,0,0,0
