step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,858,30.28,1.84,4.19,3.64,18.08,0.02,1.40,0.007,0.274,450726.9,142730.8,24,35,4.59,1.61,1.32,27.7375,766.18,26951.1,3.8250,1.1310,5462,25.6331,243,69.5764,402057.3,165.42,2.4351,0.0,0.0000
10000,1,845,29.23,2.15,3.71,3.39,18.52,0.04,1.49,0.017,0.267,388239.9,121737.6,26,44,4.58,1.52,1.56,23.0621,818.73,30965.9,4.0246,1.1754,5461,25.6284,226,63.7481,339395.9,81.35,20.6203,0.0,0.0000
10000,2,570,30.70,3.70,4.10,4.32,17.62,0.03,1.99,0.016,0.194,276486.0,74670.0,20,41,4.85,2.04,1.87,13.7442,279.92,32150.6,1.8610,1.3538,5461,25.6284,272,43.2257,222736.5,53.21,36.5958,0.0,0.0000
20000,0,1049,23.75,0.37,5.24,0.11,10.97,0.00,1.10,0.000,0.201,233857.8,83018.4,6,81,3.86,1.08,1.16,10.9407,1383.67,24579.1,0.1575,2.3127,5462,11.1379,59,33.3597,211745.4,165.42,0.9787,0.0,0.0000
20000,1,777,25.97,0.32,5.48,0.01,12.20,0.00,1.09,0.000,0.159,105933.2,32145.1,6,88,4.06,1.07,1.12,3.8429,880.84,30488.2,0.0544,2.6480,5461,11.1358,43,12.7261,78892.8,81.35,4.2464,0.0,0.0000
20000,2,561,30.25,0.17,6.74,0.00,13.75,0.01,1.03,0.002,0.133,68495.5,19420.1,3,119,4.22,1.02,1.05,2.0403,472.02,37898.6,0.0037,2.5000,5461,11.1358,63,7.6174,43055.6,53.21,8.0488,0.0,0.0000
30000,0,1217,21.86,0.39,4.09,0.00,8.34,0.01,1.17,0.004,0.177,438371.2,446446.0,6,118,2.98,1.16,1.22,40.2249,1208.73,31030.7,1.1346,1.1931,5462,20.1090,55,73.2064,428773.8,165.42,2.2589,0.0,0.0000
30000,1,1058,21.72,0.55,3.96,0.00,8.39,0.01,1.19,0.003,0.157,398388.5,409375.9,7,119,3.03,1.15,1.24,34.8508,889.26,34428.6,1.4170,1.4643,5461,20.1053,96,68.6093,386654.9,81.35,17.8719,0.0,0.0000
30000,2,797,23.46,0.85,4.57,0.01,8.10,0.03,1.31,0.014,0.124,267183.4,263689.2,6,138,3.20,1.28,1.36,20.2874,516.63,38359.6,0.5450,1.9224,5461,20.1053,121,46.3566,250285.7,53.21,33.6108,0.0,0.0000
40000,0,851,44.90,5.57,5.97,0.05,14.68,1.13,2.38,0.267,0.253,255197.5,156833.7,4,99,4.64,2.72,1.60,13.0004,1058.40,26719.0,0.1428,3.3567,5462,11.9176,55,32.1527,223534.0,165.42,0.8487,0.0,0.0000
