step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,664,34.60,0.99,2.94,3.50,26.81,0.04,1.21,0.012,0.261,407092.9,126358.1,13,39,5.35,1.27,1.18,24.0964,1515.99,21238.6,2.4831,1.0602,5462,26.0352,173,65.1009,358190.8,153.22,2.3804,0.0,0.0000
10000,1,668,35.07,1.65,2.37,3.38,25.59,0.07,1.36,0.021,0.252,372686.1,100955.1,16,46,4.96,1.57,1.26,20.2501,1494.08,26049.8,4.1704,1.0227,5461,26.0305,176,63.0118,324020.5,80.85,18.2533,0.0,0.0000
10000,2,490,39.63,0.23,2.92,3.23,33.97,0.00,1.05,0.004,0.226,336734.4,87502.8,11,20,5.32,1.08,1.02,16.1163,1166.25,25322.6,5.9964,1.2150,5461,26.0305,184,49.6982,284732.5,65.92,28.8373,0.0,0.0000
20000,0,658,33.80,0.10,1.75,6.69,28.91,0.00,1.02,0.000,0.283,229329.2,72713.5,2,40,5.65,1.02,1.03,13.5717,911.78,19517.0,0.3560,1.4555,5462,10.1845,156,35.6447,216222.8,153.22,1.1366,0.0,0.0000
20000,1,430,36.45,0.07,0.85,3.89,33.77,0.00,1.01,0.002,0.188,95461.0,24849.3,1,65,5.53,1.01,1.02,4.8401,916.59,31729.0,0.0315,1.0825,5461,10.1826,248,17.6971,85312.0,80.85,4.3031,0.0,0.0000
20000,2,362,41.92,0.17,2.67,2.93,36.19,0.01,1.03,0.003,0.175,68520.2,15744.8,1,33,5.92,1.03,1.04,2.8028,476.70,38077.7,0.0039,0.8904,5461,10.1826,108,12.1255,59453.0,65.92,6.6327,0.0,0.0000
30000,0,853,30.33,1.03,4.89,3.62,19.50,0.01,1.21,0.007,0.282,420061.3,182406.5,4,49,4.92,1.25,1.23,32.2171,1215.05,19664.1,6.2907,1.1958,5462,24.9161,138,60.0452,412994.3,153.22,2.6128,0.0,0.0000
30000,1,638,33.89,0.69,6.10,4.42,21.17,0.05,1.15,0.024,0.239,419071.7,186085.2,3,53,4.98,1.18,1.16,33.6565,1223.61,25712.4,7.9416,1.2917,5461,24.9115,123,58.6085,410479.1,80.85,17.7831,0.0,0.0000
30000,2,567,36.81,0.78,7.78,2.61,22.92,0.04,1.20,0.012,0.220,385688.8,167447.3,2,39,5.16,1.21,1.20,29.7023,1403.19,29795.1,7.0123,1.5124,5461,24.9115,111,52.4723,374172.5,65.92,27.2198,0.0,0.0000
40000,0,605,40.47,1.49,6.72,3.33,22.70,0.04,1.42,0.017,0.237,191579.3,85404.6,9,43,5.06,1.48,1.55,11.4643,996.68,25725.3,0.1258,1.4265,5462,8.6726,287,36.7219,179304.9,153.22,1.0391,0.0,0.0000
40000,1,473,39.98,1.26,7.21,4.34,22.02,0.03,1.34,0.027,0.187,78012.2,28919.0,7,65,5.06,1.35,1.39,3.6736,551.33,33254.9,0.0068,1.0013,5461,8.6711,262,16.4613,69012.9,80.85,4.7001,0.0,0.0000
40000,2,292,40.67,1.18,6.68,4.57,23.03,0.02,1.29,0.007,0.120,56075.0,26750.6,4,59,5.07,1.34,1.39,2.9208,151.30,41322.9,0.0033,1.1193,5461,8.6711,540,12.5254,47606.7,65.92,6.2107,0.0,0.0000
50000,0,863,36.76,1.17,8.42,1.15,12.05,0.04,1.36,0.020,0.224,363225.2,206644.8,5,85,3.82,1.35,1.42,27.6495,1635.24,27776.1,2.1513,1.2148,5462,19.4781,209,67.1182,355659.1,153.22,2.5179,0.0,0.0000
50000,1,771,37.27,1.61,8.36,0.68,11.38,0.05,1.49,0.021,0.195,356179.5,209746.2,4,96,3.81,1.46,1.55,27.2087,791.99,28034.4,2.4916,1.2336,5461,19.4745,234,63.4857,348800.2,80.85,16.4787,0.0,0.0000
50000,2,669,37.52,1.48,8.23,0.89,11.37,0.05,1.49,0.027,0.169,306661.1,164708.8,3,59,3.80,1.38,1.56,20.9308,495.14,29034.0,2.0382,1.3964,5461,19.4745,364,56.5790,295074.6,65.92,27.7921,0.0,0.0000
60000,0,692,36.29,1.08,6.77,0.55,15.89,0.15,1.34,0.049,0.195,183860.8,88410.5,8,66,3.98,1.44,1.36,10.0560,1360.45,25577.0,0.0282,1.4661,5462,8.4575,100,36.3223,169605.7,153.22,1.1877,0.0,0.0000
60000,1,518,35.29,0.50,6.50,0.61,17.92,0.16,1.14,0.048,0.150,78817.9,30757.7,4,89,4.13,1.17,1.15,2.9815,814.37,33315.7,0.0085,1.0075,5461,8.4560,138,16.8304,68530.3,80.85,4.5116,0.0,0.0000
60000,2,522,38.39,0.40,8.10,0.65,16.53,0.08,1.09,0.031,0.152,59007.0,24548.4,3,74,4.10,1.12,1.08,2.2147,782.05,38675.8,0.0000,0.7610,5461,8.4560,136,12.4416,50453.2,65.92,6.8374,0.0,0.0000
70000,0,896,36.98,1.20,7.73,0.40,10.25,0.08,1.33,0.035,0.201,352144.9,243602.5,11,101,3.42,1.40,1.25,27.7972,897.04,28299.6,1.2773,1.1628,5462,17.8603,269,68.4056,345741.3,153.22,2.4396,0.0,0.0000
70000,1,668,36.42,1.26,7.36,0.87,10.46,0.15,1.36,0.061,0.153,310342.0,215832.8,10,81,3.60,1.46,1.25,23.5929,686.30,29806.0,2.0820,1.2288,5461,17.8570,243,60.1972,302103.8,80.85,16.1233,0.0,0.0000
70000,2,615,36.66,1.12,7.47,0.51,10.06,0.10,1.28,0.042,0.134,291976.8,197334.5,8,53,3.46,1.35,1.21,20.5157,384.34,32274.4,1.8641,1.4009,5461,17.8570,320,60.3754,282346.3,65.92,27.9212,0.0,0.0000
80000,0,859,33.90,0.93,6.90,1.05,9.92,0.03,1.24,0.015,0.185,216980.3,124896.3,8,79,3.39,1.30,1.16,12.0955,979.75,25175.6,0.1675,1.7664,5462,9.5884,212,36.7355,200477.5,153.22,1.1142,0.0,0.0000
80000,1,586,35.02,0.72,6.71,1.41,10.93,0.03,1.20,0.015,0.131,91616.7,51069.4,5,83,3.52,1.25,1.13,3.7014,495.41,35375.2,0.0022,1.3249,5461,9.5866,217,15.8244,78564.7,80.85,4.6059,0.0,0.0000
80000,2,582,32.85,0.59,6.54,1.26,10.74,0.05,1.17,0.024,0.129,63482.5,34427.8,6,77,3.45,1.24,1.11,2.4056,401.70,40517.3,0.0000,1.0435,5461,9.5866,239,12.0918,52877.7,65.92,6.6358,0.0,0.0000
90000,0,860,48.43,1.68,9.54,0.73,11.83,0.06,1.52,0.026,0.235,335825.0,269418.1,10,89,4.16,1.66,1.44,25.0543,796.64,27853.5,0.4626,1.3682,5462,18.0613,223,66.7053,325833.1,153.22,2.3669,0.0,0.0000
90000,1,663,43.91,0.81,8.76,0.79,12.94,0.06,1.25,0.026,0.178,313900.4,235792.7,15,93,3.89,1.30,1.18,23.1398,672.47,31635.1,0.6857,1.4668,5461,18.0580,361,66.8407,303158.7,80.85,16.3957,0.0,0.0000
90000,2,596,47.19,1.59,9.72,0.52,11.70,0.15,1.44,0.050,0.158,284103.8,222297.8,9,76,3.96,1.62,1.30,20.1119,430.81,30670.0,1.4444,1.5669,5461,18.0580,369,57.5226,272157.9,65.92,27.6441,0.0,0.0000
100000,0,838,32.75,0.58,5.62,0.64,14.03,0.04,1.19,0.016,0.201,208426.4,107864.3,11,90,3.46,1.25,1.13,11.2908,1273.70,24243.0,0.3614,1.9411,5462,9.4991,82,35.8401,189606.4,153.22,1.1753,0.0,0.0000
100000,1,615,38.03,1.13,5.63,1.22,16.23,0.07,1.30,0.029,0.170,101847.5,41588.9,7,99,3.97,1.34,1.24,3.9701,1300.44,30592.9,0.0166,1.6566,5461,9.4973,79,16.3818,84352.9,80.85,4.1448,0.0,0.0000
100000,2,617,31.66,0.49,6.10,1.66,12.23,0.06,1.12,0.041,0.143,66648.1,28287.4,6,92,3.42,1.13,1.09,2.4343,709.65,37503.5,0.0043,1.2365,5461,9.4973,120,11.6651,53374.7,65.92,6.5954,0.0,0.0000
