step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,5.35,48,0,0,0,3,0,1.00,20,0.000,2969,0.00,275.28,1.02,174,2,2,0,1.00,1.00,1.00,2,1,3,44.9,7.559,3,1.785,0.444,7
100000,6.15,16,0,0,0,6,0,1.00,12,0.000,2955,0.00,157.00,14.18,334,1,0,0,1.00,1.00,1.00,2,3,3,35.5,30.634,6,1.024,0.442,6
100000,1.01,9,0,0,0,1,0,1.00,24,0.000,2947,0.00,100.63,1.92,223,1,1,0,1.00,1.00,1.00,1,1,1,35.3,4.038,1,1.014,0.439,7
100000,9.46,21,0,0,0,9,0,1.00,12,0.000,2944,0.00,169.02,37.69,334,2,0,0,1.00,1.00,1.00,3,6,2,40.7,43.884,9,1.051,0.398,7
100000,4.18,32,0,0,0,4,0,1.00,24,0.000,2920,0.78,152.36,16.80,334,0,0,0,1.00,1.00,1.00,4,2,2,22.5,20.914,4,1.046,0.300,8
100000,1.04,13,0,0,0,1,0,1.00,24,0.000,2908,0.00,67.27,9.49,334,0,0,0,1.00,1.00,1.00,1,1,1,11.6,3.083,1,1.038,0.409,7
100000,25.93,16,6,0,0,1,0,5.43,2,0.000,2864,0.00,36.01,7.05,368,0,0,0,6.33,6.33,4.75,2,4,4,13.8,0.000,7,1.995,0.651,4
100000,10.85,29,0,0,0,10,0,1.00,16,0.000,2825,0.00,119.56,6.21,334,2,0,0,1.00,1.00,1.00,2,5,3,46.8,6.692,10,1.085,0.325,8
100000,25.97,25,0,8,0,5,0,1.00,2,0.308,2813,0.00,24.33,31.89,368,2,1,0,1.00,1.00,1.00,2,4,5,51.4,0.001,13,1.998,0.484,5
100000,4.00,25,1,0,0,0,0,3.00,16,0.000,2811,0.00,119.24,50.94,389,1,0,0,3.00,3.00,3.00,1,1,1,26.9,2.933,1,1.998,0.344,5
100000,4.05,10,0,0,0,4,0,1.00,18,0.000,2754,0.00,166.19,18.09,372,2,1,0,1.00,1.00,1.00,2,3,2,37.9,14.641,4,1.012,0.532,7
100000,22.70,23,9,0,0,4,0,5.44,10,0.000,2739,0.00,106.21,12.59,372,0,1,0,7.00,7.00,4.20,4,5,5,17.1,7.207,13,1.032,0.530,7
100000,5.01,17,0,0,0,5,0,1.00,18,0.000,2721,0.00,123.58,1.05,334,1,1,0,1.00,1.00,1.00,2,3,2,36.1,23.801,5,1.002,0.406,7
100000,1.08,29,0,0,0,1,0,1.00,28,0.000,2696,0.00,113.52,6.02,334,2,0,0,1.00,1.00,1.00,1,1,1,41.5,4.954,1,1.085,0.325,8
