step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2996,1.91,178.88,85.12,1034,0,0,0,1.00,1.00,1.00,4,4,4,19.5,118.752,16,2.000,0.879,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2991,3.18,181.50,74.26,1053,0,0,0,1.00,1.00,1.00,4,4,4,8.9,95.373,16,2.000,0.894,4
100000,32.00,16,0,4,0,12,0,1.00,0,0.125,2991,0.02,145.14,14.81,902,2,0,0,1.00,1.00,1.00,4,4,4,50.6,56.654,16,2.000,0.883,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2987,0.00,123.45,13.37,902,1,0,0,1.00,1.00,1.00,4,4,4,35.6,25.074,16,2.000,0.913,4
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2973,0.00,203.35,16.45,902,2,1,0,1.00,1.00,1.00,4,4,4,55.0,98.445,16,2.000,0.861,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2964,4.46,181.94,80.12,902,2,0,0,1.00,1.00,1.00,4,4,4,40.2,115.707,16,2.000,0.901,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2964,-0.00,135.11,34.46,902,2,2,0,1.00,1.00,1.00,2,4,4,57.5,44.150,16,2.000,0.880,4
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2948,0.06,166.85,20.71,729,2,2,0,1.00,1.00,1.00,4,4,4,41.2,66.236,16,2.000,0.818,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2948,0.00,143.96,11.35,1048,1,2,0,1.00,1.00,1.00,4,4,4,32.1,42.636,16,2.000,0.857,4
100000,32.00,16,0,4,0,12,0,1.00,0,0.125,2946,0.00,175.21,25.69,902,1,1,0,1.00,1.00,1.00,4,4,4,39.2,82.841,16,2.000,0.938,4
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2942,0.00,160.76,23.00,729,1,1,0,1.00,1.00,1.00,4,4,4,35.4,44.073,16,2.000,0.827,4
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2931,0.19,183.61,15.86,1034,1,1,0,1.00,1.00,1.00,4,4,4,30.2,115.005,16,2.000,0.891,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2920,0.00,159.40,84.88,1003,0,2,0,1.00,1.00,1.00,4,4,4,15.8,90.908,16,2.000,0.822,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2915,0.00,86.41,131.82,1039,0,0,0,1.00,1.00,1.00,2,4,4,13.3,15.743,16,2.000,0.845,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2911,5.11,209.34,200.58,729,1,2,0,1.00,1.00,1.00,4,4,4,38.2,134.492,16,2.000,0.828,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2908,2.68,206.19,92.68,902,2,1,0,1.00,1.00,1.00,4,4,4,40.3,121.753,16,2.000,0.898,4
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2906,-0.00,173.76,23.45,729,1,1,0,1.00,1.00,1.00,4,4,4,38.2,80.809,16,2.000,0.826,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2903,0.00,134.09,23.79,902,2,0,0,1.00,1.00,1.00,4,4,4,40.8,43.019,16,2.000,0.901,4
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2903,2.94,155.70,10.76,729,2,0,0,1.00,1.00,1.00,1,4,4,46.7,43.110,16,2.000,0.894,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2903,0.00,115.15,65.44,902,0,2,0,1.00,1.00,1.00,4,4,4,17.0,51.163,16,2.000,0.898,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2902,5.12,126.84,79.31,902,1,2,0,1.00,1.00,1.00,4,4,4,37.6,58.886,16,2.000,0.880,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2901,0.00,137.52,41.59,1034,0,0,0,1.00,1.00,1.00,2,4,4,11.1,68.305,16,2.000,0.879,4
100000,32.00,16,0,2,0,14,0,1.00,0,0.062,2901,2.63,235.48,88.34,902,1,2,0,1.00,1.00,1.00,2,4,4,31.3,118.454,16,2.000,0.885,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2893,5.07,181.68,108.68,1027,0,0,0,1.00,1.00,1.00,4,4,4,22.9,103.763,16,2.000,0.881,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2892,0.00,152.23,69.04,1033,2,2,0,1.00,1.00,1.00,2,4,4,40.9,113.910,16,2.000,0.894,4
