step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
24000,2327,0.5707,62018.6,785,927,751,649,49,54,68,17663,20754,24435,0,0,0
25000,2664,0.5634,66928.9,791,1160,839,665,53,70,75,15578,19033,23563,0,0,0
26000,2967,0.5703,68473.0,778,1121,1039,807,44,62,73,15344,17897,23828,0,0,0
27000,3056,0.5533,65463.5,772,1178,1060,818,60,60,66,16188,19114,24427,0,0,0
28000,3048,0.5925,58945.5,759,1179,1014,855,63,57,81,19166,21437,26557,0,0,0
29000,2836,0.5966,53123.4,751,1161,943,732,77,70,72,20982,23208,30186,0,0,0
30000,2743,0.6143,45457.4,792,1160,910,673,84,73,81,22273,27176,34687,0,0,0
31000,2187,0.6717,32661.2,880,957,729,501,82,81,85,26263,32574,39325,0,0,0
32000,1602,0.7129,24501.1,941,815,469,318,63,80,91,28983,35841,43013,0,0,0
33000,1160,0.7095,13526.4,1012,656,318,186,42,76,66,32959,40236,46837,0,0,0
34000,745,0.7973,8133.3,1170,451,182,112,14,71,54,34798,42845,48860,0,0,0
35000,483,0.7371,6433.0,1144,367,80,36,7,46,27,35588,43743,48908,0,0,0
36000,435,0.6322,6077.8,993,369,44,22,5,32,22,36366,43600,48209,0,0,0
37000,504,0.6587,7803.3,883,388,87,29,6,53,27,35225,42450,47356,0,0,0
38000,810,0.5864,11803.3,708,489,201,120,12,77,53,33069,40071,45623,0,0,0
39000,1296,0.5895,21012.3,702,710,374,212,53,106,94,27468,36569,44616,0,0,0
40000,1963,0.5517,34890.5,687,871,618,474,53,103,117,22660,30852,41298,0,0,0
41000,2803,0.5312,50449.3,668,1094,927,782,80,119,119,18975,24959,35573,0,0,0
42000,3330,0.5505,58272.6,681,1344,1156,830,123,106,137,17613,21884,31582,0,0,0
43000,3779,0.5398,58884.9,660,1395,1346,1038,122,134,137,17689,21459,30515,0,0,0
44000,3843,0.5519,59456.7,699,1453,1292,1098,107,126,135,17793,20688,29146,0,0,0
45000,4205,0.5472,63526.7,714,1534,1505,1166,132,120,138,16964,18778,27917,0,0,0
46000,3958,0.5773,62915.5,779,1500,1410,1048,115,131,126,17225,19478,28802,0,0,0
47000,4162,0.5718,59035.9,709,1510,1451,1201,123,148,137,17343,21072,30232,0,0,0
48000,3927,0.5867,57256.6,751,1454,1360,1113,121,103,146,17866,21865,31078,0,0,0
49000,3747,0.6018,53495.0,755,1439,1323,985,98,102,112,18696,23093,32606,0,0,0
50000,3269,0.6800,39238.9,833,1289,1117,863,101,147,122,24059,28988,36937,0,0,0
51000,2774,0.7264,29477.2,918,1100,922,752,79,122,130,27061,33413,40540,0,0,0
52000,2183,0.7746,19163.4,1000,1017,665,501,87,126,121,30732,37717,44009,0,0,0
53000,1554,0.8481,10396.9,1224,783,424,347,54,124,107,34396,41352,46223,0,0,0
54000,1101,0.8828,5570.0,1475,651,266,184,47,98,67,36929,43277,46753,0,0,0
55000,557,0.8492,3644.8,1558,436,98,23,15,58,13,38734,44063,46495,0,0,0
56000,421,0.7577,4124.3,1128,361,46,14,8,32,13,38540,44074,46114,0,0,0
57000,463,0.6955,4428.9,781,389,58,16,3,43,14,38068,43055,45449,0,0,0
58000,646,0.6625,8269.7,814,451,155,40,7,61,25,35194,40971,44716,0,0,0
59000,1218,0.5673,16201.7,616,726,343,149,18,86,48,30757,37221,42862,0,0,0
60000,2276,0.5633,32030.4,602,996,793,487,74,107,127,24527,32141,39460,0,0,0
61000,3051,0.6018,47972.8,715,1156,1150,745,83,112,123,20208,25492,32809,0,0,0
62000,3781,0.6313,58670.5,844,1398,1398,985,98,115,120,16988,20445,28375,0,0,0
63000,4007,0.6162,58632.2,855,1451,1515,1041,110,91,106,16975,20560,26201,0,0,0
64000,4445,0.6229,63426.0,869,1569,1700,1176,103,101,130,15446,19089,24005,0,0,0
65000,4625,0.6195,62834.9,853,1820,1654,1151,112,143,150,15632,19063,24016,0,0,0
66000,4575,0.6490,63348.4,845,1596,1634,1345,110,124,134,16173,18908,23988,0,0,0
67000,4524,0.6408,62339.2,870,1675,1700,1149,83,121,114,17789,18325,24182,0,0,0
68000,4081,0.6631,58069.4,928,1492,1432,1157,102,109,139,18317,21095,25877,0,0,0
69000,3759,0.6595,51092.8,947,1495,1289,975,108,109,123,20406,23664,29588,0,0,0
70000,3297,0.6742,42692.4,929,1342,1092,863,86,104,101,24020,27678,32204,0,0,0
71000,2862,0.7243,31994.8,957,1247,901,714,88,101,120,28914,32143,36315,0,0,0
72000,2238,0.8025,16625.6,1060,949,756,533,72,112,105,34007,38203,41609,0,0,0
73000,1531,0.8439,9438.2,1313,780,458,293,54,105,70,36440,41382,44305,0,0,0
74000,982,0.8371,6109.5,1489,586,228,168,32,81,51,37910,43118,45417,0,0,0
75000,590,0.7203,4602.0,1120,495,74,21,7,38,12,38895,43827,45874,0,0,0
76000,533,0.7392,4299.3,883,455,71,7,9,44,6,39092,43788,45735,0,0,0
77000,587,0.7138,5469.0,845,480,94,13,8,64,13,37870,42819,45348,0,0,0
78000,937,0.6222,9916.3,756,641,217,79,13,112,43,34742,40614,44750,0,0,0
79000,1511,0.6850,15428.8,673,833,473,205,42,146,84,31136,37525,43799,0,0,0
80000,2332,0.6359,22516.2,626,1089,721,522,79,121,136,27502,33927,41845,0,0,0
81000,3136,0.6170,27082.4,642,1395,1105,636,95,143,163,25406,30034,40551,0,0,0
82000,3521,0.5817,30724.3,582,1403,1362,756,136,143,153,23297,26975,39525,0,0,0
83000,3852,0.4984,33360.5,464,1399,1423,1030,146,164,176,22833,26115,36238,0,0,0
84000,3866,0.4594,30297.2,391,1491,1468,907,175,170,176,23974,25891,35053,0,0,0
85000,4089,0.4678,35935.5,427,1542,1514,1033,155,152,156,23686,24870,32671,0,0,0
86000,3980,0.4819,32801.2,414,1558,1397,1025,155,168,184,24395,26368,32614,0,0,0
87000,3805,0.4536,34948.2,445,1336,1515,954,121,139,158,24708,25862,32582,0,0,0
88000,3467,0.4921,34829.9,485,1240,1365,862,134,142,162,25775,26403,33495,0,0,0
89000,3110,0.4855,28640.4,457,1207,1103,800,117,144,145,29259,28951,34288,0,0,0
90000,2553,0.6083,30383.6,644,1035,855,663,82,119,161,29490,31042,36020,0,0,0
91000,2137,0.6294,25052.6,737,914,697,526,77,149,137,31348,33906,38666,0,0,0
92000,1589,0.6778,17600.8,853,781,432,376,63,95,105,34536,38201,40900,0,0,0
93000,1126,0.6723,11909.5,961,639,276,211,47,87,79,36444,40952,43771,0,0,0
94000,773,0.8241,7927.2,1215,449,207,117,29,86,62,37720,42855,45519,0,0,0
95000,602,0.6993,7041.3,1034,462,112,28,23,66,19,38162,43730,46266,0,0,0
96000,586,0.6553,6754.0,873,435,99,52,9,73,50,37211,43904,47103,0,0,0
97000,765,0.5765,8260.4,715,533,149,83,10,93,73,36092,42624,46487,0,0,0
98000,1114,0.5386,11944.7,614,660,284,170,35,106,105,33917,40442,45346,0,0,0
99000,1912,0.5324,17629.3,472,846,655,411,72,144,126,32024,37285,44027,0,0,0
100000,2654,0.5520,26491.8,535,1070,914,670,108,116,142,28879,33044,40788,0,0,0
