step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2509,0.9326,31923.3,881,841,882,786,38,19,27,21494,23980,28305,0,0,0
2000,2396,0.9186,51614.9,1830,803,851,742,36,22,29,17622,19920,25847,0,0,0
3000,2402,0.9305,73126.9,2734,811,850,741,37,20,29,9547,13056,19102,0,0,0
4000,2085,0.6499,44447.2,614,681,853,551,30,17,24,22682,23242,28871,0,0,0
5000,2002,0.7163,56167.1,1105,698,733,571,26,24,24,18549,20153,24801,0,0,0
6000,2157,0.7348,64551.0,1448,794,734,629,26,27,31,15109,18461,21917,0,0,0
7000,2221,0.6592,52086.6,877,846,775,600,26,30,42,19591,22590,25009,0,0,0
8000,2098,0.7031,50732.2,1021,827,728,543,35,33,41,22221,23812,25202,0,0,0
9000,2033,0.7122,46974.5,1162,834,652,547,32,38,43,23045,26084,26996,0,0,0
10000,2051,0.7016,38959.8,971,900,593,558,32,35,39,26462,29394,30381,0,0,0
11000,1671,0.7840,29340.6,1112,743,521,407,24,35,40,30508,33436,33765,0,0,0
12000,1314,0.8409,18308.4,1351,631,394,289,32,39,37,35038,38146,37802,0,0,0
13000,804,0.8881,9192.1,1378,465,214,125,27,22,31,38462,42169,41403,0,0,0
14000,523,0.8222,5434.8,1354,385,90,48,15,14,23,40268,43558,42681,0,0,0
15000,403,0.7643,3661.4,1152,341,53,9,8,14,7,41334,44755,43934,0,0,0
16000,358,0.8017,3949.1,992,298,43,17,9,27,16,41289,44723,44196,0,0,0
17000,457,0.6433,6529.9,869,316,79,62,11,44,38,39473,43514,43438,0,0,0
18000,837,0.5054,15649.5,597,517,195,125,31,57,70,35374,40765,42373,0,0,0
19000,1332,0.5195,30807.3,643,772,307,253,56,66,119,28294,35662,39395,0,0,0
20000,4156,0.5082,20726.8,322,1941,1295,920,150,241,256,31476,35411,41342,0,0,0
21000,3469,0.5368,24475.1,396,1384,1289,796,121,181,210,29655,32934,39866,0,0,0
22000,4120,0.5284,29203.5,367,1760,1403,957,202,183,201,25542,30000,38867,0,0,0
23000,4485,0.5081,31957.5,376,1724,1649,1112,169,181,172,24411,27761,36450,0,0,0
24000,4251,0.5152,33152.6,402,1681,1506,1064,147,192,168,24750,26870,34036,0,0,0
25000,5381,0.4791,37163.5,334,2166,1900,1315,157,190,178,23166,25482,33867,0,0,0
26000,5149,0.4884,35348.9,366,2067,1883,1199,193,187,207,22810,25769,35319,0,0,0
27000,4669,0.5070,33365.3,398,1722,1896,1051,179,152,164,23956,26471,36168,0,0,0
28000,4289,0.4978,32353.2,401,1594,1627,1068,156,129,189,23753,27803,38107,0,0,0
29000,3968,0.4992,33665.7,438,1630,1413,925,141,154,158,24756,28704,37491,0,0,0
30000,3227,0.5234,26189.1,459,1359,1198,670,117,127,143,27744,32809,39675,0,0,0
31000,2652,0.5554,19548.1,452,1256,782,614,99,144,163,31040,37256,42916,0,0,0
32000,1740,0.5989,13318.3,479,933,495,312,59,102,102,33629,40461,45455,0,0,0
33000,1096,0.6204,9553.3,601,653,273,170,48,98,82,35502,42732,46964,0,0,0
34000,699,0.6753,8509.0,833,461,132,106,21,73,70,35206,44157,48334,0,0,0
35000,587,0.6440,6785.1,796,454,78,55,12,61,49,35417,45221,49569,0,0,0
36000,656,0.5274,5560.8,552,533,84,39,12,57,37,35656,45295,49922,0,0,0
37000,866,0.5312,9038.8,527,624,153,89,20,82,64,33452,43707,49201,0,0,0
38000,1466,0.5157,16403.6,525,812,376,278,57,116,140,30113,40547,47586,0,0,0
39000,2492,0.4707,21994.0,452,1152,835,505,88,164,183,28165,36796,45018,0,0,0
40000,3078,0.4626,27858.0,449,1377,942,759,91,143,141,25991,32980,42118,0,0,0
41000,3802,0.4737,38140.3,471,1590,1334,878,139,127,152,23133,28209,37705,0,0,0
42000,4397,0.4767,45820.7,511,1743,1569,1085,150,125,143,20808,24917,34318,0,0,0
43000,4778,0.4897,51374.3,524,1818,1684,1276,163,159,148,18981,22414,31485,0,0,0
44000,4428,0.4783,54039.4,577,1627,1684,1117,151,149,141,18879,20369,30196,0,0,0
45000,5049,0.5001,58223.0,564,1859,1971,1219,154,178,159,18207,19101,27797,0,0,0
46000,4714,0.5344,58210.6,635,1857,1773,1084,159,146,166,18057,19639,26688,0,0,0
47000,4827,0.5165,57324.7,618,1949,1693,1185,162,141,144,18536,20743,26477,0,0,0
48000,4642,0.5202,55221.3,611,1751,1657,1234,138,148,158,19051,21666,28253,0,0,0
49000,4031,0.5507,49816.0,646,1611,1395,1025,139,134,179,21420,24620,30869,0,0,0
50000,3512,0.5774,38539.9,643,1415,1206,891,138,113,154,25624,28602,35277,0,0,0
51000,2841,0.5681,25642.3,597,1288,981,572,111,130,132,30448,34338,39917,0,0,0
52000,1796,0.6503,17369.8,708,983,461,352,64,103,131,32879,38412,43391,0,0,0
53000,1265,0.7107,10824.5,823,764,267,234,48,84,112,35823,41603,45501,0,0,0
54000,903,0.7143,7583.7,962,592,187,124,32,96,67,36499,43661,47024,0,0,0
55000,662,0.6828,6394.0,916,517,105,40,20,70,36,36919,44638,48013,0,0,0
56000,669,0.6143,6400.6,780,564,79,26,13,61,26,36319,44746,48359,0,0,0
