step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2734,0.8976,40703.4,694,940,957,837,28,26,42,17321,19522,22881,0,0,0
2000,2457,0.9255,41149.0,1649,817,876,764,23,21,39,19417,22000,28261,0,0,0
3000,2414,0.9159,66159.3,2553,793,855,766,24,22,37,10764,13733,20758,0,0,0
4000,2063,0.6757,40575.8,555,921,738,404,33,17,22,22847,23737,29029,0,0,0
5000,1867,0.7327,50798.4,1039,806,695,366,20,19,29,17707,20276,28614,0,0,0
6000,1606,0.7927,55507.9,1651,688,583,335,16,16,26,15231,18542,26118,0,0,0
7000,1833,0.6803,37965.8,789,774,676,383,15,25,31,22627,24349,30825,0,0,0
8000,1817,0.7243,45871.0,978,757,662,398,26,25,35,21516,22127,30595,0,0,0
9000,1669,0.7927,43872.1,1360,700,591,378,32,30,38,22834,24407,30865,0,0,0
10000,1468,0.7357,30562.3,1054,591,532,345,27,29,33,29157,30612,33516,0,0,0
11000,1016,0.7844,19936.7,1251,461,374,181,25,37,24,33359,34474,36924,0,0,0
12000,821,0.8197,13152.3,1326,380,282,159,21,29,30,35922,38021,39805,0,0,0
13000,583,0.7822,8538.2,1162,311,193,79,17,45,33,37975,40768,41707,0,0,0
14000,521,0.7063,8007.2,1126,331,134,56,11,47,37,37887,42728,44178,0,0,0
15000,394,0.7183,6438.1,1078,239,103,52,6,79,47,37557,44175,46349,0,0,0
16000,413,0.6877,8321.0,1014,293,66,54,2,55,51,35594,44179,47494,0,0,0
17000,550,0.6055,13962.2,914,348,127,75,4,98,68,32774,42096,47282,0,0,0
18000,937,0.5411,23178.8,772,505,242,190,20,131,133,28770,38707,45784,0,0,0
19000,1399,0.5289,31949.7,768,617,482,300,36,140,161,25978,34026,42969,0,0,0
20000,1893,0.5188,39701.2,705,798,669,426,68,131,137,22959,29886,39993,0,0,0
21000,2318,0.5229,49625.9,693,884,836,598,81,79,104,20558,25514,35165,0,0,0
22000,2743,0.5458,59243.8,751,1029,990,724,95,81,128,17736,21715,30594,0,0,0
23000,3344,0.5496,61104.8,722,1142,1277,925,100,85,131,17810,19954,28743,0,0,0
24000,3658,0.5268,59625.3,692,1327,1285,1046,102,74,121,18521,20756,27810,0,0,0
25000,3917,0.5760,59773.5,716,1407,1362,1148,111,89,133,17406,20827,26840,0,0,0
26000,4378,0.5964,58302.5,721,1595,1477,1306,127,114,144,18279,20894,25829,0,0,0
27000,4138,0.6298,54505.8,835,1489,1542,1107,141,104,122,20215,21187,27085,0,0,0
28000,3994,0.6430,53306.3,856,1424,1496,1074,109,125,137,21110,21890,27913,0,0,0
29000,3627,0.6722,47469.5,892,1369,1322,936,97,116,130,23624,24017,29839,0,0,0
30000,3160,0.7513,39904.0,1048,1319,1085,756,92,112,115,24888,27729,33419,0,0,0
31000,2655,0.7857,27875.1,1131,1193,882,580,78,96,92,28313,32677,38965,0,0,0
32000,2040,0.8328,16512.6,1207,1010,616,414,58,75,84,32199,37797,42975,0,0,0
33000,1402,0.9237,7441.3,1561,677,432,293,49,51,70,35872,40872,45353,0,0,0
34000,776,0.9523,3401.3,1877,456,221,99,14,27,32,38328,42434,45418,0,0,0
