step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2209,0.740,0.653,5.79,34133,27045,3690,167,2439,30770,1143055.1,347007.3,0.285,0.463,0.147,0.105,86,29.76,19.18,1.30,4.70,1.81,5.80,3.32,8.29,23.35,16.55,0.03,0.37,0.051,0.144,900,0.145,0.064,0.920,0.001,0.015,189564,185147,14,0.746,0.140,0.258,6363184,0.233,2.908,0.051,3.58,50057,279,11.277,0.587,0.203,11949466,1.28,6.41,0.242,0.126,0.010,8.4,25.2,52.3,122.3,65787,0.251,0.00,0.0022,0.049,619,0.955,0.000,0.618,0.821,4.83,6.94,5.85,0.08,0.025,1.36,1.27,1.25,0.955,0.00037,1.97,65.7079,2852.36,83044.7,139882.8,12.353,108.0983,181.083,0.000,1.000,0.013,75.4,81.736,241.427,611,2626.9,66.50,25.713,7.89,177.952,4997.3,101.248,0.135,2.00,19.5184,43116.2,0.8498,0.3897,29.78,1.017,0.106,1.5005,0.0000,0.486,0.090,0.405,0.0000,7.80,1.17,8,26,49,100,77.6436,3.2718,0.6931,0.0000,0.0000,49.9883,100.00,55.1636,436.8232,0.0,0.0000,0.0000
20000,2198,1.068,0.571,6.11,19142,15834,1626,738,955,55781,363974.4,127817.8,0.155,0.581,0.131,0.133,163,27.76,19.18,0.52,3.34,5.94,9.57,1.62,5.78,15.39,9.70,0.00,0.02,0.143,0.213,1138,0.103,0.106,0.861,0.001,0.032,65281,62713,3,0.970,0.025,0.173,2921033,0.205,2.718,0.043,3.77,16069,520,2.291,0.186,0.311,6098764,1.13,7.70,0.054,0.430,0.000,5.8,21.5,50.9,131.6,51583,0.197,0.00,0.0011,0.082,622,0.893,0.000,0.672,0.711,4.26,6.17,5.31,0.01,0.002,1.13,1.16,1.12,0.896,0.00041,0.47,18.7012,2941.53,102724.2,139882.8,0.147,41.1176,62.994,0.000,1.000,0.130,52.5,29.521,79.908,432,1840.6,64.26,6.261,7.21,64.901,4379.1,32.701,0.136,2.00,11.0008,24179.7,0.7301,0.5289,23.47,1.155,0.192,0.4995,0.0000,0.444,0.074,0.299,0.0000,7.57,0.87,6,22,42,81,27.9867,0.6248,0.5246,0.0000,0.0000,12.5514,100.00,103.8809,261.1931,0.0,0.0000,0.0000
30000,3093,0.867,0.606,8.89,101793,69250,662,25247,5739,962451,1059399.4,928639.1,0.029,0.623,0.187,0.162,109,18.29,15.78,0.44,2.59,3.87,6.74,1.10,2.86,7.50,6.62,0.00,0.04,0.113,0.169,1816,0.017,0.089,0.891,0.000,0.020,363569,329207,3,0.598,0.390,0.287,5051724,0.170,2.622,0.048,4.32,104637,453,0.965,0.164,0.347,20684949,1.17,11.70,0.090,0.546,0.001,3.2,12.8,44.8,123.2,39904,0.152,0.00,0.0046,0.066,849,0.881,0.000,0.852,0.721,2.94,4.57,3.67,0.01,0.005,1.18,1.23,1.16,0.895,0.00177,1.79,82.0946,2884.28,103103.5,139882.8,3.427,125.7476,174.806,0.000,1.000,0.011,62.8,67.704,242.830,409,1596.9,54.49,9.193,6.05,189.097,5176.5,104.815,0.135,2.00,7.4255,22967.0,1.0453,0.5622,12.90,1.343,0.452,1.5005,0.0000,0.335,0.170,0.124,0.0000,6.96,1.47,3,11,25,77,58.7334,3.4896,0.5331,0.0000,0.0000,47.2022,100.00,79.2210,456.5177,0.0,0.0000,0.0000
40000,2923,0.882,0.582,10.46,53436,39037,165,12999,1405,457370,394258.4,321023.5,0.034,0.681,0.141,0.144,163,15.99,12.14,0.53,3.25,3.54,5.17,0.93,3.32,6.32,6.88,0.01,0.16,0.152,0.190,1625,0.025,0.079,0.891,0.002,0.028,107531,90128,3,0.494,0.013,0.280,4313136,0.126,2.426,0.047,5.82,37972,388,0.702,0.172,0.388,9076738,1.18,10.32,0.128,0.603,0.007,3.1,12.3,31.0,95.9,33090,0.126,0.00,0.0021,0.083,845,0.762,0.000,0.759,0.513,2.75,4.04,3.76,0.05,0.024,1.15,1.23,1.18,0.779,0.00124,0.95,18.6959,2470.96,111527.5,139882.8,0.280,37.9937,76.943,0.000,1.000,0.356,55.8,31.527,78.261,413,1607.9,32.83,7.706,5.59,62.863,5218.1,33.738,0.136,1.99,5.2171,15249.7,0.8763,0.4896,11.32,1.410,0.474,0.4995,0.0000,0.321,0.167,0.081,0.0000,6.37,1.91,3,10,20,64,27.1886,0.7195,0.4642,0.0000,0.0000,11.9341,100.00,110.6164,264.7219,0.0,0.0000,0.0000
50000,3421,0.700,0.570,11.69,187202,114802,210,63578,8114,1364560,1067104.1,1146284.1,0.030,0.630,0.186,0.154,91,16.24,14.75,0.48,2.93,4.04,7.06,0.74,2.53,6.00,6.30,0.00,0.07,0.135,0.197,1444,0.036,0.094,0.882,0.000,0.023,460479,395937,3,0.622,0.113,0.241,9411769,0.105,2.522,0.045,4.24,168002,291,0.840,0.202,0.349,25188481,1.17,12.38,0.148,0.488,0.001,3.0,10.0,36.0,138.9,38519,0.147,0.00,0.0052,0.089,1015,0.804,0.000,0.868,0.595,2.78,3.73,3.68,0.00,0.002,1.17,1.21,1.16,0.825,0.00230,2.11,82.1162,2328.83,108450.9,139882.8,3.456,120.4961,200.479,0.000,1.000,0.128,63.1,72.950,242.334,392,1516.0,71.62,9.056,4.37,189.513,5250.5,109.082,0.135,2.00,5.4153,18525.8,0.9503,0.5758,11.26,1.353,0.452,1.5005,0.0000,0.332,0.161,0.064,0.0000,6.76,1.78,3,9,25,69,61.1454,3.9436,0.5615,0.0000,0.0000,46.5198,100.00,86.7395,494.6551,0.0,0.0000,0.0000
60000,2825,0.679,0.483,10.20,51700,38825,954,10527,1990,328795,431866.0,253571.6,0.015,0.642,0.191,0.152,165,21.14,19.02,0.40,2.72,5.13,9.52,0.78,2.45,8.72,8.81,0.00,0.00,0.118,0.197,1159,0.057,0.115,0.865,0.001,0.020,95577,81391,5,0.733,0.082,0.282,5896848,0.079,2.479,0.036,7.82,33490,451,0.771,0.187,0.307,10653155,1.12,13.06,0.174,0.381,0.000,4.0,12.9,48.0,145.0,42483,0.162,0.00,0.0018,0.082,821,0.780,0.000,0.825,0.474,3.21,4.03,4.65,0.01,0.002,1.10,1.15,1.13,0.790,0.00114,1.98,15.8061,1667.15,109130.0,139882.8,0.060,32.3625,82.580,0.000,1.000,0.170,58.7,36.115,73.640,239,856.2,72.44,6.095,4.35,60.593,5116.7,35.497,0.134,2.00,6.9609,19664.6,0.9713,0.5117,15.04,1.297,0.426,0.4995,0.0000,0.317,0.156,0.036,0.0000,7.56,1.67,4,12,27,78,31.5409,1.3471,0.5876,0.0000,0.0000,11.3951,100.00,110.0384,274.8338,0.0,0.0000,0.0000
70000,3593,0.607,0.473,11.91,147419,106755,2077,28792,9027,638110,1042161.2,716730.1,0.006,0.580,0.262,0.153,106,19.01,16.58,0.31,2.13,5.21,8.29,0.50,2.06,6.72,7.57,0.00,0.07,0.145,0.204,1423,0.044,0.070,0.908,0.000,0.022,340057,302407,7,0.657,0.019,0.182,8846058,0.081,2.229,0.038,4.26,108531,450,1.123,0.201,0.371,24107022,1.11,13.23,0.225,0.407,0.002,3.1,12.0,48.0,159.0,45801,0.175,0.00,0.0043,0.086,1003,0.860,0.000,0.900,0.569,2.95,3.87,3.95,0.01,0.003,1.10,1.13,1.11,0.870,0.00120,2.77,58.7284,1290.29,102710.7,139882.8,5.203,112.3510,186.690,0.000,1.000,0.058,67.6,79.981,240.466,277,1142.1,32.45,5.940,4.12,188.713,5147.6,104.161,0.134,2.00,7.1812,25801.9,1.0951,0.6652,12.75,1.362,0.463,1.5005,0.0000,0.294,0.169,0.037,0.0000,7.15,2.03,3,10,25,81,66.3999,9.2828,0.6262,0.0000,0.0000,44.8858,100.00,82.9717,524.9584,0.0,0.0000,0.0000
80000,3116,0.690,0.465,12.47,55823,41870,1109,11212,2109,348829,429912.8,268004.0,0.011,0.619,0.200,0.170,162,19.12,14.44,0.57,3.15,4.42,6.48,0.86,2.15,7.30,7.43,0.00,0.05,0.146,0.189,1299,0.091,0.101,0.878,0.000,0.021,98088,81615,4,0.605,0.013,0.358,5266572,0.085,2.119,0.038,6.05,35773,432,0.768,0.182,0.324,10751019,1.18,12.06,0.215,0.447,0.001,3.3,15.7,34.0,219.0,40981,0.156,0.00,0.0019,0.086,878,0.795,0.000,0.800,0.446,3.10,3.98,4.16,0.02,0.008,1.15,1.22,1.19,0.806,0.00100,1.39,15.6401,1236.85,107605.9,139882.8,0.353,32.1132,84.573,0.000,1.000,0.250,62.2,36.740,77.104,362,1451.4,33.30,6.722,4.21,62.317,4734.6,37.358,0.135,2.00,6.8233,21261.3,0.8876,0.5267,13.15,1.401,0.476,0.4995,0.0000,0.325,0.136,0.066,0.0000,6.99,2.23,3,12,25,115,32.1069,1.5153,0.5738,0.0000,0.0000,11.7384,100.00,109.9135,300.8856,0.0,0.0000,0.0000
90000,2836,0.913,0.652,15.96,115090,82984,2358,25074,4954,628689,972798.6,605677.2,0.004,0.701,0.165,0.130,105,22.14,14.30,0.58,3.34,5.93,6.08,0.50,1.89,6.39,6.25,0.00,0.07,0.193,0.182,1025,0.095,0.086,0.900,0.000,0.014,242804,202593,2,0.527,0.022,0.191,9111579,0.082,2.795,0.053,4.13,88788,368,0.963,0.204,0.338,23543650,1.18,9.52,0.377,0.429,0.002,4.0,26.0,32.0,98.0,37983,0.145,0.00,0.0054,0.107,842,0.850,0.000,0.860,0.530,3.06,3.82,3.93,0.01,0.006,1.17,1.21,1.18,0.860,0.00171,2.10,51.1464,2861.58,88693.5,139882.8,7.776,117.4276,176.582,0.000,1.000,0.033,62.2,70.249,242.123,432,1743.6,64.42,8.640,4.30,185.442,5852.0,95.933,0.136,2.00,12.9067,36603.4,1.1987,0.6203,13.39,1.565,0.480,1.5005,0.0000,0.278,0.143,0.043,0.0000,6.22,2.34,3,15,21,66,61.3055,4.0989,0.5279,0.0000,0.0000,46.3892,100.00,70.3478,478.4928,0.0,0.0000,0.0000
100000,2408,0.903,0.491,15.24,46916,35991,909,9198,1246,336298,421939.3,244019.0,0.003,0.697,0.164,0.136,170,23.00,13.69,0.60,3.16,5.28,6.04,0.50,1.91,8.64,8.63,0.00,0.05,0.173,0.180,1078,0.095,0.098,0.885,0.000,0.017,79109,62028,3,0.500,0.019,0.175,2571924,0.097,2.328,0.039,7.21,32281,351,0.726,0.189,0.320,8676627,1.20,10.60,0.309,0.446,0.001,5.0,25.3,32.0,135.6,36157,0.138,0.00,0.0020,0.105,680,0.727,0.000,0.766,0.427,3.33,4.24,4.25,0.01,0.005,1.18,1.24,1.20,0.740,0.00157,1.48,15.7499,1425.47,101469.1,139882.8,0.122,34.5027,82.576,0.000,1.000,0.180,53.8,35.327,75.434,351,1247.0,77.90,7.109,4.58,61.344,5089.8,35.165,0.137,1.99,11.2243,27028.2,1.0771,0.5007,15.02,1.511,0.490,0.4995,0.0000,0.304,0.140,0.025,0.0000,6.85,2.74,4,16,25,79,31.0318,0.5035,0.5436,0.0000,0.0000,11.6875,100.00,106.1862,276.9199,0.0,0.0000,0.0000
