step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2448,0.9318,32177.4,859,820,748,880,20,18,20,21269,24361,26167,0,0,0
2000,2376,0.9179,50868.8,1788,795,734,847,20,18,22,18169,21367,23642,0,0,0
3000,2395,0.9048,70846.1,2671,803,748,844,20,22,18,12024,15202,16467,0,0,0
4000,1984,0.6663,40433.3,630,689,583,712,30,25,22,27658,25207,23701,0,0,0
5000,2130,0.6986,54712.1,1041,737,700,693,35,18,22,22337,22253,19799,0,0,0
6000,2207,0.7544,68549.6,1441,826,748,633,36,30,23,17151,17325,16995,0,0,0
7000,2570,0.6654,60958.3,875,877,823,870,51,52,34,19550,19730,21182,0,0,0
8000,2584,0.6544,57736.2,937,964,902,718,37,42,35,22766,20706,22243,0,0,0
9000,2466,0.6873,63347.1,1157,962,831,673,46,48,38,21287,19696,21559,0,0,0
10000,2209,0.6931,43116.2,1004,882,708,619,60,48,38,26264,27728,29053,0,0,0
11000,1737,0.7381,29644.6,1047,741,515,481,43,36,37,29908,33649,35785,0,0,0
12000,1311,0.7963,23437.1,1223,670,338,303,35,46,34,29993,37616,39600,0,0,0
13000,1025,0.7990,14646.7,1188,651,228,146,26,34,27,31631,40927,44083,0,0,0
14000,736,0.8030,8201.0,1265,567,109,60,24,28,15,33578,43327,47153,0,0,0
15000,497,0.8330,5722.7,1336,423,59,15,11,26,12,33644,44529,48236,0,0,0
16000,456,0.8048,4939.7,1170,401,44,11,12,20,10,33555,44797,48265,0,0,0
17000,537,0.7393,5209.3,944,454,78,5,13,32,5,32626,44357,47821,0,0,0
18000,581,0.7040,8260.8,939,446,99,36,11,45,13,30123,42677,46741,0,0,0
19000,1371,0.6142,17685.4,616,704,415,252,49,82,45,27340,39360,45078,0,0,0
20000,2198,0.5246,24179.7,497,896,680,622,88,93,76,26385,35209,41129,0,0,0
21000,2490,0.5594,25160.7,530,991,767,732,80,83,100,27664,33620,37277,0,0,0
22000,2512,0.5338,23331.7,469,1007,808,697,103,93,62,27879,32422,36096,0,0,0
23000,2965,0.5110,30443.7,499,1127,909,929,113,70,88,25744,29438,32665,0,0,0
24000,3204,0.5515,33260.3,548,1138,1095,971,99,98,74,25045,27401,31528,0,0,0
25000,3686,0.5803,44229.3,646,1254,1251,1181,122,104,75,22811,25472,27356,0,0,0
26000,3842,0.5370,39110.5,640,1244,1366,1232,88,96,94,25775,26626,25436,0,0,0
27000,3929,0.5057,30726.9,446,1183,1448,1298,87,156,88,30529,29908,28887,0,0,0
28000,3740,0.5594,36168.1,542,1263,1287,1190,108,118,67,28835,28414,28899,0,0,0
29000,3529,0.5112,29120.8,475,1236,1330,963,109,128,89,31692,31806,31099,0,0,0
30000,3093,0.5331,22967.0,447,1208,1036,849,101,102,98,33222,35093,34789,0,0,0
31000,2637,0.5248,14838.6,371,1102,856,679,98,127,103,36108,38604,39245,0,0,0
32000,1636,0.6094,8260.8,418,822,472,342,91,81,92,37937,41306,43162,0,0,0
33000,1210,0.5983,5864.5,446,711,324,175,79,92,71,36655,42999,46948,0,0,0
34000,991,0.6418,5617.8,568,700,181,110,46,74,62,33836,44409,50032,0,0,0
35000,757,0.6420,4915.5,587,621,107,29,23,62,23,32256,45363,51484,0,0,0
36000,774,0.6331,4922.9,632,633,109,32,15,60,31,31178,45441,51826,0,0,0
37000,1038,0.5270,7215.0,497,700,245,93,42,102,62,29706,44186,51743,0,0,0
38000,1275,0.5216,6523.7,360,757,300,218,52,104,82,29393,43308,51317,0,0,0
39000,2063,0.5492,12808.4,390,973,622,468,74,118,84,27511,40914,48172,0,0,0
40000,2923,0.4642,15249.7,315,1220,858,845,137,107,88,27676,39420,44431,0,0,0
41000,3549,0.4463,16768.5,243,1386,1134,1029,130,137,119,28721,37952,41841,0,0,0
42000,4037,0.3911,21638.1,258,1506,1433,1098,122,175,110,26932,34611,38424,0,0,0
43000,4120,0.4172,22420.6,274,1289,1540,1291,132,160,130,27694,33632,35154,0,0,0
44000,4427,0.4448,22599.7,274,1469,1531,1427,154,159,122,29299,33869,32991,0,0,0
45000,4839,0.4695,30816.5,320,1592,1701,1546,134,149,140,29486,31230,30388,0,0,0
46000,4602,0.4674,28290.2,323,1433,1717,1452,116,186,155,31503,30955,29030,0,0,0
47000,4509,0.4802,27218.0,353,1433,1630,1446,129,174,131,32847,31485,27417,0,0,0
48000,4580,0.5286,27831.9,428,1596,1608,1376,126,220,148,33301,32733,29062,0,0,0
49000,4164,0.5788,25713.1,583,1464,1333,1367,131,194,133,34106,34334,30871,0,0,0
50000,3421,0.5615,18525.8,535,1332,1074,1015,148,156,128,36742,38444,33265,0,0,0
51000,2931,0.6093,16282.2,501,1226,842,863,130,137,110,37624,40421,35845,0,0,0
52000,2334,0.6911,11317.0,733,1027,654,653,129,130,140,37987,42603,39456,0,0,0
53000,1734,0.7497,8069.8,922,885,451,398,94,135,118,37202,44294,43336,0,0,0
54000,1407,0.7342,6970.1,909,853,297,257,49,129,91,35312,45533,46958,0,0,0
55000,1003,0.6341,6211.1,722,769,177,57,31,88,47,33618,46019,49523,0,0,0
56000,950,0.6705,5490.6,655,695,204,51,33,113,48,32468,46106,51218,0,0,0
57000,1323,0.5707,7830.6,572,871,292,160,59,132,92,30628,44574,51232,0,0,0
58000,1864,0.5832,12230.2,571,1037,481,346,87,146,113,29005,42504,50003,0,0,0
59000,2403,0.5714,15142.5,527,1028,733,642,99,153,102,29107,39660,47615,0,0,0
60000,2825,0.5876,19664.6,621,1102,902,821,111,122,99,29679,36454,42997,0,0,0
61000,3395,0.5788,28655.3,688,1294,1138,963,108,112,82,27771,32915,37979,0,0,0
62000,3859,0.5587,27668.6,590,1385,1306,1168,127,120,85,28875,31466,35504,0,0,0
63000,4135,0.5516,29457.1,548,1438,1405,1292,117,134,114,28674,29736,34112,0,0,0
64000,4415,0.5706,34700.7,670,1534,1540,1341,119,142,126,27115,27817,31419,0,0,0
65000,4733,0.5806,33530.0,631,1629,1634,1470,151,146,157,28367,28286,30682,0,0,0
66000,4821,0.5522,32506.9,615,1792,1571,1458,173,127,144,27985,29142,31119,0,0,0
67000,4599,0.6017,35392.7,711,1533,1589,1477,151,156,132,28308,29476,29742,0,0,0
68000,4682,0.5276,29606.0,568,1660,1615,1407,168,150,119,30519,30950,31377,0,0,0
69000,4132,0.5733,26915.3,582,1619,1344,1169,168,179,144,32010,33205,33315,0,0,0
70000,3593,0.6262,25801.9,687,1404,1186,1003,137,172,131,32305,34481,35925,0,0,0
71000,3120,0.6196,19107.4,702,1321,952,847,133,165,123,33273,37318,40296,0,0,0
72000,2483,0.6476,13867.9,692,1188,738,557,123,123,108,34231,40485,43649,0,0,0
73000,1930,0.7093,9792.0,736,1028,543,359,97,152,97,34017,42752,47134,0,0,0
74000,1458,0.6852,7684.0,835,899,363,196,61,124,90,32399,44562,50111,0,0,0
75000,1048,0.6746,5547.2,755,805,203,40,33,104,34,31457,45863,52474,0,0,0
76000,1029,0.5889,5384.3,546,818,172,39,19,101,38,30365,46091,53504,0,0,0
77000,1222,0.5917,6636.0,542,826,267,129,46,98,62,28720,45059,53177,0,0,0
78000,1676,0.5889,8443.5,499,901,506,269,114,126,88,28046,43434,51821,0,0,0
79000,2328,0.6001,13981.4,499,1091,663,574,105,126,90,26283,40313,49852,0,0,0
80000,3116,0.5738,21261.3,526,1275,963,878,154,114,94,25685,36994,44927,0,0,0
81000,3470,0.5530,27371.2,546,1326,1067,1077,129,139,113,25560,33165,39380,0,0,0
82000,3587,0.5567,33092.2,601,1271,1173,1143,157,133,107,25869,30192,34084,0,0,0
83000,3876,0.5299,43648.5,610,1332,1302,1242,157,127,149,23342,25168,28793,0,0,0
84000,3934,0.5244,46376.1,630,1451,1184,1299,182,154,154,21695,24700,26474,0,0,0
85000,3712,0.5409,50640.4,681,1307,1173,1232,179,159,145,21003,23194,24887,0,0,0
86000,3777,0.5205,52025.0,660,1370,1149,1258,163,157,140,21351,22540,22332,0,0,0
87000,3633,0.5010,51931.3,656,1297,1144,1192,137,140,126,21084,24083,22448,0,0,0
88000,3220,0.5211,50821.8,694,1175,1067,978,137,126,137,22796,24328,22946,0,0,0
89000,3232,0.5136,46522.5,663,1113,1074,1045,127,153,144,25437,26419,24864,0,0,0
90000,2836,0.5279,36603.4,656,1018,976,842,139,164,123,29130,30530,29033,0,0,0
91000,2199,0.5675,26474.7,680,896,708,595,124,116,107,32210,35546,34384,0,0,0
