step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,2664,0.614,0.793,28.19,282727,200759,746,67020,14401,1466363,992674.2,1063235.9,0.086,0.671,0.072,0.172,46,14.76,16.05,0.00,0.14,2.04,3.12,0.75,5.78,5.00,6.89,0.00,0.00,0.184,0.161,1601,0.068,0.051,0.910,0.004,0.035,389600,323073,3,0.794,0.168,0.045,2221461,0.234,2.774,0.064,5.87,211263,264,0.725,0.263,0.389,33083739,1.00,29.25,0.003,0.599,0.000,4.0,8.0,34.0,154.0,20749,0.079,0.00,0.0075,0.078,675,0.780,0.001,0.882,0.277,2.99,8.41,2.98,0.00,0.000,1.00,1.00,1.00,0.809,0.00306,2.85,48.7950,637.15,110867.7,140196.6,11.000,105.2855,237.984,0.000,1.000,0.241,47.7,89.548,244.988,940,3765.3,32.02,10.033,7.82,187.287,8282.7,101.423,0.135,2.00,5.2029,13860.6,1.2802,0.5549,7.79,1.993,0.037,1.5288,0.0000,0.342,0.172,0.199,0.0000,10.61,2.74,2,4,18,134,80.4033,0.9843,0.6130,0.0000,0.0000,43.4749,100.00,81.0501,569.5281,0.0,0.0000,0.0000
120000,2779,0.723,0.694,26.24,34838,29445,384,3926,968,212116,251718.0,137523.8,0.132,0.673,0.084,0.111,115,21.32,19.37,0.09,0.99,3.17,4.55,0.45,3.56,7.76,9.45,0.00,0.00,0.170,0.175,1862,0.075,0.068,0.888,0.008,0.036,48539,39322,3,0.528,0.373,0.050,677518,0.172,2.524,0.056,4.24,28734,481,0.648,0.218,0.386,7144240,1.03,32.75,0.003,0.543,0.000,5.8,16.0,44.0,338.0,31858,0.122,0.00,0.0012,0.086,702,0.798,0.001,0.839,0.298,3.58,10.26,3.29,0.00,0.001,1.03,1.04,1.02,0.816,0.00065,0.47,6.2090,631.27,110007.0,140196.6,0.039,42.8941,51.664,0.000,1.000,0.309,53.4,22.260,75.437,846,3589.2,33.18,7.009,8.92,60.997,6818.4,20.979,0.135,2.00,5.6054,15577.4,0.8549,0.4850,11.46,1.895,0.185,0.4712,0.0000,0.386,0.207,0.275,0.0000,12.55,3.15,3,8,24,169,20.3327,0.1110,0.5887,0.0000,0.0000,11.4591,100.00,107.4535,209.6347,0.0,0.0000,0.0000
130000,3334,0.557,0.691,28.34,166237,142302,1017,14654,7709,678355,943698.7,555159.4,0.050,0.774,0.074,0.101,39,18.98,18.86,0.34,2.61,2.16,3.81,0.57,4.06,7.52,8.26,0.00,0.03,0.134,0.144,1998,0.059,0.054,0.918,0.004,0.024,254418,217048,14,0.567,0.331,0.076,2798216,0.173,2.584,0.055,5.86,152786,406,0.818,0.303,0.339,40249871,1.10,38.01,0.001,0.444,0.000,6.0,14.0,38.0,274.0,35325,0.135,0.00,0.0038,0.065,963,0.912,0.001,0.928,0.349,3.48,11.02,2.94,0.01,0.004,1.12,1.15,1.09,0.924,0.00092,1.71,30.4229,775.51,99632.7,140196.6,8.627,109.3042,196.891,0.000,1.000,0.139,68.9,83.722,247.427,835,3348.3,34.14,15.748,9.86,188.205,6889.7,91.321,0.136,2.00,7.8110,26042.0,1.2552,0.5605,10.60,1.846,0.327,1.5288,0.0000,0.241,0.169,0.084,0.0000,13.64,2.46,3,7,22,165,79.4236,1.2187,0.6695,0.0000,0.0000,46.0743,100.00,78.5885,555.6220,0.0,0.0000,0.0000
140000,3545,0.730,0.514,23.88,42609,37379,906,2502,1611,196101,322736.0,142120.8,0.056,0.679,0.084,0.181,106,13.56,12.20,0.19,1.51,1.91,3.48,0.14,1.74,6.80,7.59,0.00,0.07,0.147,0.159,1937,0.128,0.085,0.870,0.006,0.039,61347,51041,4,0.524,0.249,0.023,1079876,0.170,2.187,0.042,5.84,34350,433,0.725,0.281,0.432,9407837,1.06,34.14,0.001,0.467,0.001,4.0,8.0,27.6,125.0,32028,0.122,0.00,0.0013,0.069,906,0.829,0.000,0.864,0.323,3.04,10.27,2.36,0.01,0.004,1.07,1.08,1.04,0.843,0.00044,0.82,8.1256,1062.03,108964.5,140196.6,0.286,35.8095,65.982,0.000,1.000,0.329,67.5,29.592,73.876,583,2138.1,32.17,7.457,9.21,58.628,4859.1,26.439,0.135,2.00,5.4127,19188.0,1.1110,0.4869,9.03,1.620,0.423,0.4712,0.0000,0.231,0.114,0.022,0.0000,12.15,3.49,3,6,20,83,27.7274,0.2985,0.5094,0.0000,0.0000,11.6319,100.00,105.7849,271.4467,0.0,0.0000,0.0000
150000,3397,0.536,0.684,25.08,175077,150554,1334,14813,8524,663223,1007821.2,590766.0,0.031,0.730,0.074,0.166,41,18.70,19.21,0.43,2.38,2.43,4.42,0.80,6.80,7.43,7.20,0.01,0.16,0.126,0.143,2035,0.059,0.056,0.921,0.003,0.021,303162,269305,16,0.503,0.333,0.075,1965859,0.165,2.538,0.056,6.35,163332,373,0.891,0.289,0.312,38234809,1.14,33.86,0.000,0.447,0.002,4.0,12.0,38.0,280.0,37676,0.144,0.00,0.0040,0.051,946,0.899,0.001,0.918,0.425,3.52,10.33,3.08,0.01,0.006,1.15,1.17,1.12,0.912,0.00084,2.05,36.7468,817.95,98734.3,140196.6,10.846,102.3899,206.481,0.000,1.000,0.125,67.7,88.502,246.803,776,3151.2,32.73,16.583,8.53,185.561,6940.7,97.245,0.135,2.00,7.9788,27103.9,1.2455,0.5630,11.09,1.703,0.414,1.5288,0.0000,0.248,0.138,0.064,0.0000,12.75,3.35,3,8,22,208,83.6381,2.0003,0.6777,0.0000,0.0000,45.6659,100.00,77.2655,572.6029,0.0,0.0000,0.0000
160000,3554,0.754,0.490,21.82,31975,27934,1175,1477,1232,120054,306857.0,113482.9,0.055,0.663,0.097,0.184,118,17.29,17.08,0.85,3.61,1.92,4.28,0.38,2.90,8.40,9.00,0.00,0.06,0.125,0.152,2138,0.126,0.088,0.878,0.006,0.028,54076,47169,10,0.418,0.066,0.055,1280851,0.158,2.252,0.038,4.47,26562,473,0.945,0.305,0.401,9133506,1.22,30.08,0.003,0.493,0.001,4.3,10.0,37.3,162.0,41075,0.157,0.00,0.0010,0.056,850,0.896,0.000,0.856,0.419,3.34,9.76,2.95,0.01,0.008,1.18,1.33,1.20,0.905,0.00028,0.66,9.4653,1419.68,102850.5,140196.6,0.092,38.5882,59.345,0.000,1.000,0.200,66.0,26.622,74.700,485,1857.0,65.52,6.556,8.68,60.324,4423.9,26.201,0.135,2.00,7.1335,25352.3,0.9987,0.5137,11.56,1.585,0.453,0.4712,0.0000,0.277,0.185,0.109,0.0000,11.63,3.44,3,7,26,91,25.3071,0.3260,0.5346,0.0000,0.0000,11.6575,100.00,104.6995,258.1965,0.0,0.0000,0.0000
170000,3528,0.625,0.604,28.45,167260,144697,1438,11780,9371,578054,1019984.8,562577.3,0.022,0.724,0.089,0.164,41,23.76,20.50,0.28,2.31,2.81,4.75,0.90,5.36,9.26,8.55,0.00,0.00,0.126,0.146,2249,0.039,0.068,0.910,0.003,0.020,289370,252223,8,0.464,0.478,0.118,3648413,0.163,2.507,0.049,5.77,148437,398,0.973,0.322,0.297,38806198,1.08,34.29,0.002,0.430,0.000,6.0,18.0,48.0,226.0,46784,0.178,0.00,0.0031,0.040,931,0.916,0.001,0.924,0.424,3.98,11.14,3.61,0.00,0.001,1.06,1.11,1.08,0.927,0.00068,2.00,37.4501,1076.43,89451.5,140196.6,11.183,101.6098,205.790,0.000,1.000,0.047,67.7,88.791,246.967,632,2596.3,47.05,15.152,8.92,185.971,6011.7,99.305,0.136,2.00,10.4584,36897.3,1.2380,0.5943,13.26,1.842,0.336,1.5288,0.0000,0.198,0.150,0.041,0.0000,13.46,2.83,3,10,27,146,83.9395,2.4438,0.6840,0.0000,0.0000,45.5456,100.00,74.2792,565.7008,0.0,0.0000,0.0000
180000,2954,0.715,0.604,29.50,29215,26216,1287,1318,968,115987,288322.5,102616.3,0.034,0.710,0.119,0.137,105,23.26,17.19,0.11,1.17,2.84,3.72,0.86,6.07,8.91,7.75,0.00,0.00,0.134,0.143,1934,0.039,0.071,0.895,0.002,0.032,41817,34819,6,0.697,0.067,0.079,1615467,0.154,2.326,0.050,3.96,24166,491,0.885,0.329,0.341,10111864,1.04,37.10,0.001,0.491,0.000,7.5,20.0,43.0,203.0,37562,0.143,0.00,0.0011,0.060,839,0.919,0.000,0.887,0.314,3.79,11.31,3.25,0.00,0.001,1.03,1.05,1.04,0.926,0.00038,0.46,7.6186,502.25,104198.0,140196.6,0.236,39.6835,58.446,0.000,1.000,0.263,56.9,26.758,75.109,752,3174.7,25.13,5.997,10.37,61.005,5952.1,25.039,0.133,2.00,7.6374,22561.0,0.9330,0.5438,12.72,1.876,0.271,0.4712,0.0000,0.163,0.123,0.011,0.0000,14.41,2.78,4,11,23,172,25.2469,0.3740,0.6134,0.0000,0.0000,11.5411,100.00,103.0640,247.1578,0.0,0.0000,0.0000
190000,3824,0.719,0.585,33.98,115281,103910,3085,4332,3084,400166,1073073.2,423330.1,0.008,0.889,0.078,0.024,37,24.80,14.20,0.02,0.37,2.92,2.98,0.37,3.52,9.26,6.56,0.00,0.00,0.126,0.114,2106,0.047,0.044,0.928,0.003,0.025,181294,146991,4,0.817,0.167,0.050,2718732,0.103,2.321,0.049,5.79,118108,534,1.058,0.310,0.254,48191441,1.01,40.24,0.000,0.392,0.000,10.0,22.0,40.0,248.0,48053,0.183,0.00,0.0030,0.049,1066,0.967,0.000,0.969,0.366,4.14,14.04,2.58,0.00,0.001,1.01,1.01,1.01,0.971,0.00066,1.66,34.0333,1563.29,81539.4,140196.6,20.805,83.6478,216.950,0.000,1.000,0.052,76.9,94.651,247.256,626,2690.6,38.77,12.214,13.41,174.776,5080.2,105.714,0.134,2.00,11.5992,44355.4,1.2233,0.5750,12.57,1.999,0.028,1.5288,0.0000,0.123,0.086,0.011,0.0000,15.63,1.02,5,11,20,187,91.2896,0.8502,0.6423,0.0000,0.0000,47.4439,100.00,61.8092,552.1648,0.0,0.0000,0.0000
200000,930,0.934,1.337,33.97,15621,16097,1624,507,287,62195,217551.4,61778.8,0.019,0.863,0.104,0.015,108,32.19,25.55,0.10,1.15,2.77,4.25,2.04,10.46,12.12,10.18,0.00,0.00,0.103,0.118,608,0.061,0.110,0.871,0.002,0.017,20243,15085,4,0.542,0.187,0.102,783457,0.097,3.343,0.113,3.40,13981,667,0.993,0.278,0.177,10017055,1.02,36.17,0.002,0.359,0.000,12.0,26.0,56.0,323.0,15829,0.060,0.00,0.0019,0.089,82,0.950,0.000,0.938,0.240,4.41,13.32,3.59,0.00,0.000,1.07,1.04,1.02,0.953,0.00093,0.24,6.2374,152.58,108059.5,140196.6,0.142,45.6180,46.377,0.000,1.000,0.272,20.2,22.108,74.981,2021,10968.0,23.84,3.483,14.13,61.676,10259.3,19.325,0.134,1.99,9.4039,8745.6,0.8986,0.5781,17.02,2.000,0.000,0.4712,0.0000,0.163,0.133,0.038,0.0000,15.09,1.52,6,13,29,196,21.1162,0.1233,0.5957,0.0000,0.0000,11.7475,100.00,101.5541,230.2019,0.0,0.0000,0.0000
210000,3735,0.616,0.618,33.76,105864,94536,2599,3699,2225,379431,1030441.2,400410.2,0.006,0.921,0.060,0.013,37,24.92,14.07,0.02,0.38,2.91,3.09,0.40,3.65,9.32,6.37,0.00,0.00,0.120,0.108,1989,0.067,0.038,0.944,0.002,0.016,165596,135214,2,0.854,0.146,0.043,1688464,0.084,2.330,0.052,5.76,110901,518,1.055,0.326,0.250,47251565,1.00,41.56,0.000,0.399,0.000,10.0,24.0,41.0,146.0,47225,0.180,0.00,0.0030,0.045,969,0.969,0.000,0.971,0.362,4.24,14.44,2.66,0.00,0.000,1.01,1.01,1.00,0.973,0.00067,1.54,30.9259,1047.47,84031.7,140196.6,21.601,87.9391,205.827,0.000,1.000,0.076,81.3,89.820,247.197,745,3188.6,33.94,13.535,14.32,174.399,5618.0,99.569,0.134,2.00,11.1904,41796.1,1.1905,0.5779,12.64,2.000,0.000,1.5288,0.0000,0.128,0.088,0.009,0.0000,15.82,0.59,5,12,21,125,86.6297,0.6847,0.6798,0.0000,0.0000,47.1698,100.00,64.3140,536.1061,0.0,0.0000,0.0000
220000,682,0.545,1.511,34.53,14031,14755,1693,407,229,59449,217047.6,58815.6,0.017,0.879,0.090,0.014,109,31.79,22.40,0.02,0.37,3.77,3.79,1.21,8.71,11.48,9.57,0.00,0.00,0.130,0.110,447,0.104,0.070,0.922,0.001,0.006,18356,14017,4,0.551,0.179,0.057,676414,0.075,3.453,0.129,3.43,12585,806,0.989,0.278,0.150,10366259,1.01,38.27,0.001,0.412,0.000,14.0,26.0,56.0,288.0,11235,0.043,0.00,0.0028,0.056,24,0.959,0.000,0.941,0.243,4.56,14.62,3.54,0.00,0.000,1.00,1.01,1.01,0.962,0.00108,0.23,6.1132,67.08,106631.6,140196.6,0.340,45.1521,46.085,0.000,1.000,0.360,13.3,21.878,74.820,2357,13098.4,24.24,3.226,14.97,61.345,10908.9,19.377,0.131,2.01,11.7105,7986.5,1.0348,0.5708,16.47,2.000,0.000,0.4712,0.0000,0.127,0.084,0.003,0.0000,15.72,0.59,7,13,28,151,21.0004,0.1329,0.7595,0.0000,0.0000,11.8681,100.00,101.6803,247.0456,0.0,0.0000,0.0000
