step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
190000,2,860,25.56,1.72,4.58,0.07,9.00,0.01,1.42,0.002,0.151,303718.0,154787.0,7,82,3.64,1.36,1.47,15.1916,586.73,23201.5,7.8346,1.7182,5461,22.0722,114,50.6448,290430.9,65.92,28.0566,0.0,0.0000
200000,0,1001,22.35,1.79,3.40,0.18,8.46,0.01,1.47,0.004,0.157,217566.6,100687.3,5,95,3.43,1.39,1.53,9.5184,1102.12,23358.2,0.3178,1.8304,5462,11.2297,107,35.8862,200980.9,153.22,1.4619,0.0,0.0000
200000,1,800,23.51,1.44,3.81,0.44,9.44,0.00,1.34,0.001,0.141,112024.5,46902.0,5,100,3.70,1.27,1.41,4.4301,732.34,31557.7,0.0599,2.0467,5461,11.2277,128,15.6715,91599.0,80.85,4.2069,0.0,0.0000
200000,2,635,24.49,1.26,3.88,0.19,11.26,0.00,1.24,0.003,0.120,84926.6,36957.7,5,90,3.93,1.18,1.33,2.9578,237.28,36141.9,0.0280,1.9079,5461,11.2277,89,10.9813,66137.4,65.92,6.0132,0.0,0.0000
210000,0,1051,25.82,1.78,5.21,0.21,7.65,0.01,1.42,0.007,0.179,358540.6,181628.0,3,106,3.47,1.36,1.48,21.9647,1136.39,21911.9,3.3408,0.9944,5462,21.5835,94,65.9802,351068.5,153.22,2.3711,0.0,0.0000
210000,1,840,25.36,1.38,5.43,0.18,8.00,0.00,1.31,0.000,0.143,346873.5,179947.3,3,79,3.51,1.22,1.37,20.1568,661.73,23684.1,6.3987,1.3467,5461,21.5796,113,62.2383,336727.6,80.85,16.6899,0.0,0.0000
210000,2,828,24.49,1.03,5.35,0.19,8.46,0.00,1.29,0.000,0.144,298861.4,159298.8,5,79,3.50,1.22,1.33,16.9985,908.19,26487.8,5.7837,1.4564,5461,21.5796,95,50.0224,287430.8,65.92,27.0561,0.0,0.0000
220000,0,896,23.49,0.97,5.35,0.17,7.92,0.00,1.24,0.001,0.147,234246.3,117561.8,7,94,3.40,1.17,1.28,10.9856,679.71,24268.3,0.1987,1.9659,5462,11.7084,125,36.4380,216638.9,153.22,0.9939,0.0,0.0000
220000,1,723,24.17,1.16,5.12,0.18,8.45,0.01,1.25,0.003,0.125,115203.4,52656.9,7,125,3.56,1.18,1.38,4.5690,518.13,31733.3,0.0065,2.1253,5461,11.7063,142,15.8639,94248.3,80.85,4.2760,0.0,0.0000
220000,2,742,23.68,1.08,4.50,0.14,9.41,0.01,1.23,0.004,0.128,79987.3,37294.9,6,81,3.63,1.17,1.32,2.6825,338.23,37370.9,0.0032,1.8100,5461,11.7063,101,10.5575,62350.8,65.92,6.1976,0.0,0.0000
230000,0,848,24.62,0.73,6.00,0.23,7.23,0.00,1.23,0.001,0.138,336954.6,168289.0,10,91,3.28,1.20,1.24,20.6254,850.16,24787.7,3.8788,1.1896,5462,20.2679,199,63.9034,327823.5,153.22,2.1841,0.0,0.0000
230000,1,869,25.97,1.52,5.74,0.23,7.40,0.00,1.36,0.001,0.147,331785.7,166276.0,10,148,3.35,1.32,1.43,20.2741,1316.42,26026.7,5.9334,1.3111,5461,20.2642,146,60.3856,321499.9,80.85,17.0105,0.0,0.0000
230000,2,735,25.82,1.56,5.55,0.23,7.77,0.01,1.36,0.004,0.128,302702.3,147110.7,10,62,3.57,1.25,1.47,16.8516,432.33,23613.3,7.0131,1.5171,5461,20.2642,151,52.5455,290715.5,65.92,26.9284,0.0,0.0000
240000,0,966,23.91,1.12,5.48,0.27,7.24,0.00,1.28,0.000,0.155,227962.3,114739.3,10,110,3.34,1.20,1.30,10.6285,652.43,24491.7,0.2002,1.9273,5462,11.3299,96,35.9264,210357.0,153.22,1.1290,0.0,0.0000
240000,1,796,22.02,0.52,5.28,0.13,7.46,0.00,1.14,0.000,0.123,112403.5,54718.7,9,92,3.26,1.11,1.16,4.4887,316.18,31056.4,0.0297,2.3072,5461,11.3278,129,15.7376,89339.8,80.85,4.1931,0.0,0.0000
240000,2,622,23.54,0.55,5.41,0.25,8.35,0.00,1.16,0.002,0.104,78317.7,39632.2,8,80,3.46,1.13,1.17,2.7683,215.71,40005.0,0.0222,1.6841,5461,11.3278,167,11.1892,61976.0,65.92,6.1883,0.0,0.0000
250000,0,920,27.24,1.38,6.15,0.12,8.24,0.00,1.35,0.002,0.168,346927.9,164971.7,11,117,3.47,1.24,1.38,22.2857,1151.86,23665.0,3.7693,1.1378,5462,19.2480,206,70.5398,338904.8,153.22,2.6092,0.0,0.0000
250000,1,733,26.22,1.82,5.90,0.35,6.92,0.00,1.49,0.000,0.125,284242.9,140387.0,12,113,3.34,1.42,1.51,16.1684,859.69,29350.5,3.8961,1.4683,5461,19.2444,215,55.3950,273324.0,80.85,15.9350,0.0,0.0000
250000,2,850,25.60,1.18,5.64,0.26,7.94,0.00,1.30,0.000,0.146,294087.2,148905.6,11,101,3.44,1.23,1.35,15.9067,1359.88,23776.9,6.0653,1.6510,5461,19.2444,119,54.1942,280112.7,65.92,27.3232,0.0,0.0000
260000,0,1036,23.46,1.68,4.05,0.12,9.11,0.00,1.41,0.002,0.177,221369.9,107465.8,9,96,3.65,1.31,1.48,9.9682,837.25,21797.3,0.3289,2.0876,5462,11.0488,123,35.1224,202378.9,153.22,1.1793,0.0,0.0000
260000,1,776,21.50,1.35,3.67,0.09,8.68,0.01,1.35,0.003,0.123,107536.1,46705.2,9,80,3.44,1.28,1.41,3.8980,432.83,31783.7,0.0018,2.0861,5461,11.0468,114,15.8192,86397.4,80.85,4.3565,0.0,0.0000
260000,2,778,20.74,1.06,3.31,0.09,9.34,0.00,1.26,0.001,0.122,81276.9,34372.9,8,95,3.58,1.22,1.33,2.9611,275.17,37939.7,0.0038,2.2464,5461,11.0468,112,10.9560,59257.1,65.92,6.2049,0.0,0.0000
270000,0,980,24.53,1.58,5.59,0.17,6.56,0.00,1.46,0.000,0.156,339437.3,175114.3,12,105,3.29,1.40,1.50,20.1587,825.49,24962.0,4.4003,1.1331,5462,21.7277,154,61.6227,330768.4,153.22,1.9263,0.0,0.0000
270000,1,849,24.42,1.18,6.03,0.17,6.59,0.01,1.34,0.006,0.136,343842.4,183056.1,14,97,3.31,1.28,1.35,20.5551,1105.31,28414.1,6.6959,1.1549,5461,21.7237,166,62.3280,335478.6,80.85,17.3837,0.0,0.0000
270000,2,739,26.16,1.34,5.61,0.05,8.58,0.01,1.40,0.007,0.131,315936.2,158226.4,13,88,3.53,1.34,1.40,17.4893,993.16,24750.7,6.2633,1.5952,5461,21.7237,118,52.9480,302960.8,65.92,26.2281,0.0,0.0000
280000,0,1022,21.99,1.69,3.47,0.29,8.71,0.01,1.42,0.004,0.164,223210.2,92307.7,9,91,3.64,1.36,1.47,9.4144,759.35,20374.4,0.6185,2.2018,5462,11.2448,93,35.0640,203050.3,153.22,1.0823,0.0,0.0000
280000,1,817,22.42,1.90,2.95,0.12,9.60,0.01,1.43,0.005,0.137,110332.3,43285.5,8,91,3.68,1.37,1.50,4.1640,759.97,30440.1,0.0149,1.9708,5461,11.2427,60,16.0791,90377.1,80.85,4.4495,0.0,0.0000
280000,2,662,21.34,1.17,3.43,0.14,9.35,0.00,1.26,0.002,0.108,84420.9,34755.7,7,76,3.50,1.17,1.32,3.0112,472.16,37345.2,0.0101,2.2850,5461,11.2427,65,10.3978,61799.8,65.92,5.9082,0.0,0.0000
290000,0,948,25.16,0.91,5.51,0.15,8.37,0.00,1.20,0.002,0.163,357344.1,184556.4,9,96,3.59,1.15,1.24,20.7016,1203.10,22949.8,6.5257,1.1112,5462,22.1799,121,62.1972,348285.7,153.22,2.4893,0.0,0.0000
290000,1,872,24.79,1.52,4.97,0.30,7.97,0.00,1.34,0.000,0.147,336972.0,173903.0,9,110,3.58,1.26,1.40,20.0131,726.12,24713.7,7.3686,1.3197,5461,22.1758,141,56.7166,327754.7,80.85,17.0018,0.0,0.0000
290000,2,726,24.99,1.19,5.75,0.22,7.21,0.00,1.25,0.003,0.119,319382.8,160429.5,9,66,3.40,1.19,1.34,18.4512,483.09,25269.9,6.2039,1.4697,5461,22.1758,168,54.1217,308110.9,65.92,26.9794,0.0,0.0000
300000,0,1075,22.20,1.46,4.18,0.12,8.41,0.01,1.33,0.004,0.175,232198.8,107869.1,7,83,3.58,1.26,1.40,10.5752,908.78,21555.3,0.7719,2.1735,5462,11.6500,95,35.2099,212341.2,153.22,1.1333,0.0,0.0000
300000,1,832,21.89,1.51,3.34,0.15,9.07,0.00,1.34,0.000,0.133,119976.7,51456.0,6,98,3.57,1.24,1.44,5.0037,536.67,29012.8,0.1206,2.3024,5461,11.6479,71,15.4084,96738.6,80.85,4.1753,0.0,0.0000
300000,2,666,22.75,1.56,3.11,0.12,10.58,0.00,1.33,0.000,0.117,82632.6,31633.4,7,80,3.78,1.24,1.42,2.8564,372.97,36501.1,0.0109,2.0155,5461,11.6479,63,10.7302,62359.2,65.92,5.9901,0.0,0.0000
