step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,882,27.72,1.80,1.66,3.04,20.79,0.01,1.34,0.005,0.276,417352.4,123793.3,6,60,4.91,1.47,1.26,24.1540,1000.94,26264.0,3.3332,1.1355,5462,27.2486,198,65.0689,367280.3,153.22,2.8093,0.0,0.0000
10000,1,708,29.30,0.78,1.47,2.98,24.25,0.02,1.17,0.007,0.240,387097.4,118906.8,12,48,4.59,1.23,1.19,22.1449,713.58,27728.0,4.7655,1.2125,5461,27.2436,201,58.9011,335512.4,80.85,17.5973,0.0,0.0000
10000,2,619,33.20,1.20,2.40,4.10,25.96,0.09,1.33,0.023,0.238,360956.7,104193.1,8,38,4.99,1.35,1.39,19.4090,1137.84,29052.7,4.2546,1.2298,5461,27.2436,212,53.9819,309684.4,65.92,29.5817,0.0,0.0000
20000,0,896,27.03,0.63,5.87,1.36,14.61,0.00,1.17,0.001,0.229,209976.8,77691.7,3,88,4.20,1.18,1.16,11.7638,1566.36,26385.4,0.1310,1.6198,5462,9.8416,127,36.0101,195018.3,153.22,1.3344,0.0,0.0000
20000,1,680,28.67,0.38,6.19,1.88,16.03,0.00,1.09,0.000,0.192,92218.6,30672.2,1,93,4.33,1.09,1.14,4.4672,667.15,35209.3,0.0125,1.1905,5461,9.8398,150,17.2901,80318.6,80.85,4.7903,0.0,0.0000
20000,2,622,27.83,0.52,5.75,1.72,15.80,0.00,1.12,0.000,0.169,61310.4,19417.4,1,76,4.25,1.11,1.18,2.4702,708.02,41129.4,0.0033,0.9593,5461,9.8398,155,11.6011,51674.4,65.92,6.4268,0.0,0.0000
30000,0,1208,17.25,0.35,3.76,1.06,7.18,0.00,1.14,0.002,0.170,375421.2,333981.9,2,101,2.84,1.15,1.19,29.4233,1956.88,33221.7,0.6531,1.2093,5462,22.5707,89,64.9963,366115.3,153.22,2.3938,0.0,0.0000
30000,1,1036,18.26,0.54,3.58,0.97,7.90,0.00,1.21,0.000,0.154,383943.3,323553.5,3,102,2.95,1.22,1.27,29.1887,477.75,35093.0,1.2035,1.4488,5461,22.5666,148,68.3677,371744.5,80.85,16.9144,0.0,0.0000
30000,2,849,19.79,0.43,4.38,1.31,7.48,0.00,1.18,0.000,0.133,323697.2,283172.4,3,98,3.07,1.18,1.23,23.4826,449.65,34788.9,1.5702,1.6582,5461,22.5666,172,55.7334,310291.5,65.92,27.8941,0.0,0.0000
40000,0,1220,15.38,0.56,3.32,0.76,6.11,0.01,1.18,0.005,0.150,223446.3,191165.5,3,137,2.65,1.14,1.23,12.1267,1091.99,27676.0,0.2777,2.3486,5462,10.5104,102,34.9848,202246.7,153.22,1.2028,0.0,0.0000
40000,1,858,16.55,0.40,3.41,1.26,7.33,0.02,1.14,0.010,0.122,99453.4,77467.9,3,107,2.90,1.11,1.16,3.8299,730.46,39420.0,0.0021,2.0215,5461,10.5085,191,16.0428,79594.2,80.85,4.2724,0.0,0.0000
40000,2,845,16.31,0.63,3.99,0.85,5.59,0.01,1.24,0.007,0.107,69784.6,53040.9,3,88,2.74,1.22,1.30,2.7393,648.50,44431.5,0.0005,1.4460,5461,10.5085,120,11.8349,55541.2,65.92,6.4589,0.0,0.0000
50000,0,1332,15.07,0.53,3.57,0.48,5.87,0.00,1.19,0.002,0.159,383583.8,398825.3,2,148,2.68,1.20,1.24,27.4794,935.42,36741.7,0.7847,1.2908,5462,24.3197,106,63.7041,371888.9,153.22,2.4868,0.0,0.0000
50000,1,1074,17.33,0.57,4.45,0.98,5.96,0.00,1.19,0.000,0.147,396458.2,406725.8,3,156,2.86,1.18,1.24,29.1924,868.23,38444.0,1.2631,1.3006,5461,24.3153,141,69.7438,383057.6,80.85,17.5511,0.0,0.0000
50000,2,1015,16.64,0.33,4.22,0.82,6.20,0.00,1.11,0.001,0.134,350283.2,383212.6,3,128,2.82,1.11,1.15,25.4445,525.19,33265.3,1.4082,1.6500,5461,24.3153,145,56.0648,335871.4,65.92,26.4820,0.0,0.0000
60000,0,1102,20.79,0.52,4.93,0.83,8.59,0.00,1.14,0.000,0.187,232555.0,143548.6,5,111,3.16,1.11,1.19,9.9309,838.91,29679.4,0.0603,2.5640,5462,12.0397,72,36.0655,209134.9,153.22,1.1311,0.0,0.0000
60000,1,902,21.31,0.34,5.68,0.75,7.81,0.00,1.12,0.000,0.151,110411.4,59866.3,5,122,3.13,1.12,1.15,3.2922,570.02,36454.0,0.0000,2.8390,5461,12.0375,87,13.8902,82002.9,80.85,4.0500,0.0,0.0000
60000,2,821,21.42,0.31,4.81,0.75,9.90,0.00,1.09,0.000,0.148,87767.5,50606.8,5,99,3.37,1.08,1.11,2.5831,258.22,42996.7,0.0000,2.4135,5461,12.0375,80,10.6369,63834.1,65.92,6.2140,0.0,0.0000
70000,0,1404,18.01,0.37,4.65,0.49,6.83,0.01,1.13,0.004,0.198,392634.0,265774.7,7,137,2.88,1.14,1.14,22.0599,537.85,32305.0,0.9364,1.1086,5462,26.6635,97,69.8398,382612.5,153.22,1.9513,0.0,0.0000
70000,1,1186,19.64,0.28,5.58,0.40,6.67,0.00,1.10,0.001,0.175,358783.0,240126.1,7,172,2.98,1.08,1.12,19.2578,341.55,34481.0,2.3269,1.4070,5461,26.6586,95,63.2104,346132.8,80.85,16.3848,0.0,0.0000
70000,2,1003,19.66,0.29,5.56,0.63,6.64,0.00,1.09,0.000,0.151,328321.8,223432.1,6,131,3.00,1.08,1.11,17.4107,410.89,35924.7,1.9394,1.7455,5461,26.6586,85,55.6624,312867.8,65.92,26.5496,0.0,0.0000
80000,0,1275,19.30,0.76,4.40,0.97,7.19,0.00,1.24,0.001,0.194,238787.0,156434.9,4,154,3.19,1.17,1.28,10.1848,659.54,25685.3,0.3490,2.2565,5462,12.2480,109,35.2871,218813.1,153.22,1.0450,0.0,0.0000
80000,1,963,19.49,0.41,4.29,0.82,8.19,0.00,1.13,0.000,0.151,110023.1,64806.9,3,114,3.14,1.12,1.16,3.1293,305.44,36993.8,0.0040,2.0571,5461,12.2458,126,15.1609,89713.6,80.85,4.2743,0.0,0.0000
80000,2,878,18.46,0.47,4.61,0.73,6.49,0.00,1.16,0.002,0.124,81833.6,47172.6,3,94,2.95,1.13,1.19,2.3260,271.87,44926.9,0.0003,1.7324,5461,12.2458,127,11.8693,65049.1,65.92,6.4190,0.0,0.0000
90000,0,1018,22.26,0.76,5.68,0.47,6.72,0.00,1.25,0.000,0.159,366955.1,228302.8,2,139,3.11,1.22,1.31,19.9276,1558.86,29130.2,2.0680,1.2049,5462,23.4193,132,69.1265,356739.5,153.22,2.4989,0.0,0.0000
90000,1,976,21.70,0.45,5.84,0.35,6.41,0.00,1.14,0.001,0.146,322419.8,200358.0,2,164,2.96,1.16,1.15,16.8153,874.61,30530.2,2.6496,1.3709,5461,23.4150,131,60.7203,310918.3,80.85,16.1675,0.0,0.0000
90000,2,842,22.49,0.50,6.33,0.71,5.95,0.01,1.14,0.005,0.130,304250.5,185907.7,2,123,3.11,1.14,1.17,14.4035,428.12,29033.1,3.0587,1.5500,5461,23.4150,169,55.5955,291676.9,65.92,27.7228,0.0,0.0000
100000,0,951,22.92,0.93,4.96,0.40,8.70,0.00,1.29,0.001,0.163,231186.3,135327.6,3,113,3.33,1.27,1.35,9.6693,810.20,25567.9,0.1121,2.5846,5462,11.7772,114,35.6680,207103.8,153.22,1.0614,0.0,0.0000
100000,1,777,23.02,0.38,5.69,0.64,7.99,0.00,1.14,0.003,0.131,110395.2,63716.2,3,140,3.34,1.15,1.16,3.7015,337.35,34213.3,0.0090,2.4712,5461,11.7751,117,14.5827,85758.8,80.85,3.9864,0.0,0.0000
100000,2,680,23.08,0.38,5.26,0.49,9.29,0.00,1.13,0.000,0.120,80170.7,45439.7,3,120,3.30,1.12,1.17,2.3791,277.92,41687.9,0.0013,2.1525,5461,11.7751,120,11.0934,58786.6,65.92,6.6397,0.0,0.0000
110000,0,1012,22.97,0.29,6.62,0.27,6.09,0.01,1.11,0.002,0.154,355890.9,196808.0,4,163,3.17,1.11,1.14,20.3281,1019.20,27590.2,2.1293,1.3209,5462,22.9089,130,65.8210,344373.3,153.22,2.1508,0.0,0.0000
110000,1,994,21.68,0.29,5.34,0.30,8.05,0.00,1.11,0.001,0.160,351809.4,212935.0,5,151,3.24,1.09,1.11,19.3202,646.01,27617.2,4.7189,1.6964,5461,22.9047,142,63.7958,337259.6,80.85,16.5717,0.0,0.0000
110000,2,824,24.82,0.70,6.44,0.43,7.59,0.01,1.24,0.004,0.142,309957.8,192480.8,5,145,3.34,1.25,1.27,16.4864,988.86,28405.0,3.8488,1.9893,5461,22.9047,201,52.8192,293352.0,65.92,26.7055,0.0,0.0000
120000,0,920,22.89,0.35,6.33,0.53,6.71,0.00,1.12,0.000,0.147,230862.1,140212.2,4,129,3.21,1.10,1.15,9.4224,544.99,25241.4,0.2442,2.6440,5462,11.9812,123,35.6588,206808.1,153.22,1.1816,0.0,0.0000
120000,1,917,20.10,0.23,5.02,0.30,7.61,0.00,1.07,0.001,0.138,109489.5,65779.6,4,129,3.03,1.04,1.09,3.8485,430.71,34200.0,0.0123,2.4899,5461,11.9790,181,14.7725,84991.7,80.85,4.2240,0.0,0.0000
120000,2,653,20.99,0.15,5.87,0.40,6.50,0.00,1.03,0.000,0.096,82076.5,46595.4,4,95,3.10,1.01,1.05,2.4873,273.83,41806.4,0.0004,2.2446,5461,11.9790,142,10.6915,59748.0,65.92,6.2279,0.0,0.0000
130000,0,909,23.39,0.21,6.75,0.28,6.69,0.00,1.07,0.002,0.146,341953.8,196581.3,3,134,3.15,1.06,1.07,18.3488,700.16,25773.8,3.2497,1.5013,5462,21.8489,191,64.1215,329970.8,153.22,2.3661,0.0,0.0000
130000,1,834,24.68,0.22,7.32,0.24,6.76,0.00,1.07,0.000,0.138,337225.1,193255.5,3,135,3.29,1.05,1.08,19.3308,822.21,29932.7,3.4837,1.4302,5461,21.8449,103,64.1474,324617.5,80.85,15.6388,0.0,0.0000
130000,2,652,23.54,0.21,6.05,0.18,8.21,0.00,1.07,0.000,0.110,299061.9,186021.8,3,103,3.40,1.06,1.07,15.7119,493.54,29318.6,3.1486,1.7578,5461,21.8449,169,54.6259,284324.9,65.92,28.3564,0.0,0.0000
140000,0,955,23.13,0.33,6.35,0.35,7.24,0.00,1.12,0.001,0.155,211321.0,132322.8,6,126,3.22,1.10,1.13,8.9999,751.36,26454.1,0.2393,2.2270,5462,10.8039,152,35.4460,190635.6,153.22,1.0950,0.0,0.0000
140000,1,730,23.89,0.33,5.92,0.51,9.05,0.00,1.12,0.003,0.134,99505.9,60104.0,6,88,3.45,1.11,1.10,3.8989,765.78,35780.8,0.0001,1.8835,5461,10.8020,139,16.4343,81123.1,80.85,4.5458,0.0,0.0000
140000,2,666,23.36,0.22,6.11,0.37,8.35,0.00,1.08,0.002,0.114,78028.8,47642.8,5,115,3.37,1.07,1.09,2.5129,318.94,38824.9,0.0003,1.8744,5461,10.8020,132,10.8526,59531.1,65.92,6.0787,0.0,0.0000
150000,0,954,23.94,0.43,6.08,0.39,7.86,0.00,1.15,0.000,0.162,341139.5,193514.5,9,121,3.28,1.15,1.17,20.0789,979.23,26484.3,2.0882,1.4032,5462,21.0937,119,65.7223,329316.4,153.22,2.1316,0.0,0.0000
150000,1,865,24.18,0.54,6.86,0.16,6.11,0.00,1.17,0.000,0.135,332503.2,183037.1,8,115,3.17,1.15,1.19,19.0218,989.58,30780.7,2.8974,1.5341,5461,21.0898,146,65.3412,319473.3,80.85,18.5630,0.0,0.0000
150000,2,680,23.31,0.44,5.93,0.37,7.68,0.00,1.12,0.001,0.112,287857.1,172538.4,8,112,3.32,1.07,1.14,14.6748,753.31,24775.8,4.9947,1.9169,5461,21.0898,180,51.4719,271591.9,65.92,25.8727,0.0,0.0000
160000,0,959,21.70,0.60,5.37,0.16,7.03,0.00,1.22,0.003,0.144,208787.1,128827.8,5,145,3.14,1.19,1.24,8.8974,565.79,25157.9,0.2905,2.3884,5462,10.8257,138,34.5614,186538.7,153.22,1.2979,0.0,0.0000
160000,1,815,20.30,0.47,4.32,0.28,8.19,0.00,1.14,0.004,0.124,103770.6,58318.4,4,84,3.27,1.13,1.15,3.9281,442.82,35997.7,0.0008,1.9708,5461,10.8237,166,17.0954,84370.9,80.85,4.3818,0.0,0.0000
160000,2,662,22.75,1.27,4.15,0.14,9.36,0.00,1.33,0.000,0.113,73798.1,38431.6,4,110,3.51,1.32,1.37,2.6076,434.86,39527.8,0.0040,2.1612,5461,10.8237,90,10.3642,52382.7,65.92,6.0732,0.0,0.0000
170000,0,1028,23.38,1.12,5.17,0.07,7.52,0.01,1.31,0.004,0.164,333277.9,184518.5,4,120,3.25,1.27,1.34,19.5278,763.86,27627.7,3.1692,1.2936,5462,22.1658,122,61.7927,323049.3,153.22,2.1251,0.0,0.0000
170000,1,968,23.55,1.18,5.03,0.22,7.68,0.01,1.35,0.009,0.156,375267.9,209014.8,4,131,3.24,1.27,1.41,21.9515,1075.04,27780.2,5.5181,1.3867,5461,22.1617,112,67.7129,363630.3,80.85,16.8176,0.0,0.0000
170000,2,813,24.37,1.42,4.81,0.35,8.33,0.00,1.35,0.004,0.139,294989.7,170822.7,4,112,3.43,1.31,1.40,15.3261,652.16,25593.6,5.9212,1.7732,5461,22.1617,192,49.5641,280494.2,65.92,26.6637,0.0,0.0000
180000,0,984,23.94,1.62,4.44,0.21,9.00,0.02,1.36,0.007,0.172,226526.2,113021.8,7,91,3.54,1.31,1.41,10.1862,910.36,22109.3,0.7397,2.0287,5462,11.5825,113,34.3864,208222.0,153.22,1.2293,0.0,0.0000
180000,1,797,22.79,1.50,3.81,0.29,9.18,0.00,1.35,0.001,0.135,113158.2,56840.3,7,127,3.64,1.30,1.42,4.7378,683.59,32886.4,0.0329,1.8293,5461,11.5804,169,16.8789,95212.5,80.85,4.3181,0.0,0.0000
180000,2,708,22.89,1.65,3.17,0.26,10.11,0.01,1.35,0.004,0.123,90671.6,39161.9,6,81,3.73,1.30,1.41,3.0836,518.57,35945.6,0.0130,2.1366,5461,11.5804,60,10.7417,69107.5,65.92,5.9217,0.0,0.0000
190000,0,987,23.10,0.85,5.63,0.09,6.85,0.00,1.23,0.001,0.151,352410.2,185865.9,7,115,3.26,1.20,1.24,20.4971,987.35,24559.0,4.8952,1.1937,5462,22.0762,139,62.1432,343052.4,153.22,2.5041,0.0,0.0000
190000,1,806,28.20,1.54,6.43,0.08,8.07,0.01,1.37,0.009,0.149,333095.5,182195.8,6,148,3.64,1.39,1.36,20.2396,949.96,29103.9,4.6666,1.3272,5461,22.0722,161,63.2341,322775.3,80.85,15.5049,0.0,0.0000
