step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,1468,0.766,0.854,8.06,22577,17269,3427,143,1700,28136,1017213.6,282600.2,0.396,0.304,0.153,0.147,74,39.89,24.32,2.80,7.68,3.28,9.09,2.85,7.09,30.46,22.04,0.01,0.23,0.077,0.184,626,0.065,0.062,0.932,0.000,0.006,137608,132948,30,0.409,0.104,0.222,3881482,0.254,2.938,0.072,3.51,40951,513,10.044,0.399,0.187,6564437,1.70,5.74,0.378,0.123,0.005,9.6,37.9,71.5,189.6,57830,0.221,0.00,0.0023,0.038,345,0.968,0.000,0.526,0.837,5.43,6.30,6.81,0.08,0.029,1.63,1.75,1.72,0.969,0.00031,2.35,54.0758,1844.15,93285.5,140185.7,8.318,112.6489,165.781,0.000,1.000,0.060,55.1,74.906,242.709,1138,5650.6,56.12,27.037,7.57,174.714,6144.4,88.185,0.134,2.00,20.8190,30562.3,0.6361,0.3999,39.39,0.987,0.155,1.5345,0.0000,0.501,0.110,0.498,0.0000,7.96,1.38,10,36,64,120,72.8555,1.5966,0.7357,0.0000,0.0000,62.5167,100.00,58.7711,399.2544,0.0,0.0000,0.0000
20000,1893,0.958,0.303,12.09,18074,15430,1306,46,867,6402,382601.6,107612.9,0.235,0.477,0.209,0.079,172,21.39,12.37,0.73,3.37,0.33,2.59,1.08,4.71,22.02,12.13,0.01,0.14,0.012,0.084,555,0.136,0.102,0.871,0.001,0.026,65250,62272,8,0.490,0.121,0.102,1269862,0.263,2.152,0.020,9.61,24907,520,16.809,0.457,0.207,2731714,1.16,9.84,0.230,0.039,0.003,7.6,18.1,35.1,97.8,45744,0.174,0.00,0.0009,0.105,426,0.599,0.000,0.506,0.729,4.68,5.24,6.46,0.01,0.004,1.16,1.19,1.16,0.599,0.00075,3.12,17.8588,2368.46,92837.5,140185.7,0.830,28.6018,63.465,0.000,1.000,0.111,64.3,29.951,61.959,115,432.3,57.53,4.175,6.02,48.984,1776.9,28.224,0.134,2.00,20.9726,39701.2,0.9912,0.5701,24.16,0.892,0.118,0.4655,0.0000,0.467,0.094,0.298,0.0000,8.26,2.41,9,22,37,110,27.5628,0.9642,0.5188,0.0000,0.0000,13.7218,100.00,101.7869,245.8567,0.0,0.0000,0.0000
30000,3160,0.531,0.678,10.36,95356,77641,2376,5184,8888,253081,1131501.0,631322.4,0.215,0.500,0.204,0.081,114,21.99,15.94,0.45,2.74,6.60,7.91,0.26,2.00,9.82,8.57,0.02,0.21,0.249,0.230,2027,0.027,0.070,0.917,0.001,0.012,363526,336057,5,0.814,0.034,0.028,1878262,0.294,2.789,0.056,5.33,127020,663,2.495,0.229,0.276,17963717,1.14,13.51,0.009,0.460,0.009,4.8,19.5,42.9,126.9,54112,0.206,0.00,0.0036,0.065,756,0.884,0.000,0.871,0.738,3.31,4.64,4.55,0.04,0.017,1.15,1.12,1.15,0.889,0.00046,3.45,77.6951,2083.79,86036.2,140185.7,24.200,81.6581,191.511,0.000,1.000,0.002,65.8,85.633,243.366,716,3289.7,97.38,7.192,5.03,162.645,5498.5,114.230,0.135,2.00,12.6279,39904.0,1.0864,0.7791,17.12,1.247,0.205,1.5345,0.0000,0.547,0.084,0.774,0.0000,7.91,1.33,4,15,33,100,77.7919,6.3923,0.7513,0.0000,0.0000,55.7886,100.00,64.2339,518.2254,0.0,0.0000,0.0000
40000,2459,0.826,0.409,9.98,22058,17979,2254,949,1577,63008,311213.3,94380.9,0.324,0.490,0.136,0.050,151,20.46,14.81,0.54,3.38,2.64,5.39,0.42,3.00,15.56,12.62,0.00,0.00,0.098,0.180,996,0.076,0.126,0.846,0.002,0.026,47170,43898,4,0.688,0.012,0.046,436314,0.276,2.156,0.032,3.27,15969,769,1.498,0.197,0.235,6458288,1.11,15.38,0.008,0.259,0.000,6.0,16.0,38.4,121.2,47137,0.180,0.00,0.0008,0.083,640,0.906,0.000,0.928,0.543,3.91,5.25,5.58,0.01,0.002,1.09,1.16,1.11,0.910,0.00024,0.52,10.5405,1286.05,98490.0,140185.7,0.303,34.8594,58.470,0.000,1.000,0.134,63.6,27.141,73.880,443,1856.7,62.39,5.936,5.72,57.486,3333.0,27.928,0.137,1.99,12.9682,31888.9,0.8790,0.6203,19.17,1.066,0.270,0.4655,0.0000,0.491,0.064,0.420,0.0000,9.13,1.29,6,17,35,101,26.0864,0.4720,0.5811,0.0000,0.0000,14.7002,100.00,102.1206,218.2160,0.0,0.0000,0.0000
50000,3403,0.612,0.605,13.41,113899,87303,1811,11997,11844,442040,1069553.1,656332.5,0.257,0.545,0.139,0.058,108,23.40,20.05,0.63,2.87,4.71,6.36,0.36,2.52,8.35,7.67,0.07,0.41,0.172,0.177,2261,0.011,0.076,0.896,0.002,0.026,290929,262100,6,0.658,0.134,0.062,961711,0.294,2.470,0.051,4.28,108177,644,1.485,0.197,0.269,24527184,1.19,13.70,0.003,0.485,0.035,5.1,17.5,49.1,152.8,47829,0.182,0.00,0.0038,0.072,794,0.926,0.000,0.939,0.610,3.02,4.38,4.08,0.11,0.044,1.25,1.16,1.20,0.933,0.00054,1.79,60.8984,1626.48,89101.7,140185.7,12.321,97.2141,197.203,0.000,1.000,0.022,72.0,82.546,248.318,681,3169.3,60.49,11.458,4.83,176.421,4908.9,108.519,0.134,2.00,10.9990,37429.6,1.2311,0.8003,14.05,1.596,0.349,1.5345,0.0000,0.576,0.089,0.789,0.0000,7.58,1.50,3,11,28,80,75.7996,4.8964,0.6832,0.0000,0.0000,56.5943,100.00,67.0980,508.1069,0.0,0.0000,0.0000
60000,2207,0.774,0.408,10.40,21182,18124,2119,654,1481,33844,303664.4,70039.6,0.334,0.459,0.160,0.048,149,19.07,15.89,0.82,4.25,0.60,4.13,1.09,5.07,17.66,12.53,0.01,0.25,0.014,0.085,646,0.108,0.123,0.845,0.000,0.032,39907,37036,4,0.543,0.007,0.096,1017754,0.269,2.148,0.034,3.08,14662,858,2.069,0.206,0.154,5929565,1.18,15.11,0.006,0.046,0.002,6.1,13.7,36.4,121.1,44518,0.170,0.00,0.0008,0.072,598,0.907,0.000,0.905,0.481,4.36,5.00,7.50,0.02,0.004,1.13,1.23,1.18,0.909,0.00021,0.44,8.8225,1024.63,95681.9,140185.7,0.357,34.6156,56.658,0.000,1.000,0.177,59.4,26.564,74.109,482,2401.4,62.31,5.529,5.18,57.445,3070.1,27.363,0.134,2.01,15.9569,35216.8,1.0076,0.7324,20.17,0.921,0.095,0.4655,0.0000,0.468,0.058,0.265,0.0000,9.78,0.82,7,15,38,95,25.2726,0.8239,0.5850,0.0000,0.0000,14.9550,100.00,102.0232,227.0401,0.0,0.0000,0.0000
70000,3350,0.678,0.415,9.63,161791,133390,1701,10772,14785,257324,1146394.6,563631.4,0.106,0.571,0.226,0.096,108,14.69,14.02,0.59,3.40,0.89,2.62,0.55,3.34,11.84,10.83,0.01,0.16,0.108,0.214,1387,0.061,0.078,0.877,0.006,0.039,374326,352293,7,0.782,0.073,0.055,3960745,0.236,2.146,0.034,5.16,110352,306,2.190,0.432,0.270,27697112,1.15,19.01,0.003,0.279,0.002,3.3,11.1,30.0,140.1,46441,0.177,0.00,0.0029,0.053,922,0.897,0.001,0.949,0.569,3.65,5.62,5.61,0.03,0.008,1.14,1.17,1.15,0.904,0.00037,2.53,58.5311,1413.24,87885.3,140185.7,20.913,72.1936,214.252,0.000,1.000,0.065,79.2,97.378,246.618,423,1714.6,57.01,13.181,5.56,165.195,3515.1,115.423,0.135,2.00,12.5863,42164.2,1.1449,0.8127,13.86,1.042,0.100,1.5345,0.0000,0.467,0.063,0.215,0.0000,9.39,0.74,3,11,29,94,90.5375,5.5922,0.5848,0.0000,0.0000,57.6110,100.00,69.9287,572.1323,0.0,0.0000,0.0000
80000,2581,0.821,0.310,8.83,43453,38207,1391,501,4123,28239,450649.1,119510.1,0.164,0.464,0.246,0.126,197,18.00,14.65,0.54,3.25,1.07,5.82,0.76,4.61,15.85,10.05,0.05,0.54,0.021,0.104,673,0.089,0.131,0.840,0.001,0.028,85364,80404,5,0.695,0.143,0.046,802920,0.285,1.816,0.025,5.00,25033,538,4.232,0.321,0.201,6375395,1.12,14.94,0.009,0.077,0.010,6.3,14.0,31.8,148.5,47033,0.179,0.00,0.0011,0.078,583,0.796,0.001,0.898,0.500,4.05,3.96,7.48,0.07,0.014,1.12,1.10,1.14,0.799,0.00036,1.15,16.4860,1376.52,90750.2,140185.7,0.696,21.8226,81.625,0.000,1.000,0.119,71.3,38.878,71.709,252,1023.6,39.86,5.720,4.63,55.410,2400.0,40.231,0.133,2.01,15.9751,41231.9,1.0791,0.7095,18.22,0.975,0.073,0.4655,0.0000,0.456,0.048,0.095,0.0000,9.27,0.64,6,14,34,100,36.2369,1.7137,0.5327,0.0000,0.0000,14.0173,100.00,100.4125,302.6869,0.0,0.0000,0.0000
90000,2971,0.720,0.498,7.83,120123,93080,1978,8626,16049,410619,1165333.9,672493.9,0.181,0.444,0.234,0.142,118,27.02,28.85,2.77,6.74,6.22,11.32,0.19,1.91,11.75,9.35,0.74,1.72,0.114,0.200,1508,0.023,0.096,0.886,0.000,0.018,339076,312346,6,0.883,0.047,0.017,1960937,0.285,2.495,0.040,4.90,93768,591,1.638,0.176,0.270,16075311,1.70,15.22,0.050,0.444,0.175,4.1,14.4,77.8,174.2,62199,0.237,0.00,0.0033,0.082,741,0.845,0.000,0.930,0.647,3.90,4.76,5.67,0.76,0.179,1.86,1.23,1.93,0.852,0.00092,2.48,72.3282,2127.72,93585.1,140185.7,19.235,82.0792,205.629,0.000,1.000,0.029,75.5,90.956,246.243,389,1730.6,57.68,8.686,4.35,167.857,4142.6,117.077,0.135,2.00,11.6505,34613.8,1.0123,0.6591,20.94,1.074,0.146,1.5345,0.0000,0.505,0.075,0.485,0.0000,8.88,0.82,4,14,54,100,82.3519,5.8683,0.6338,0.0000,0.0000,56.9363,100.00,67.6245,535.2568,0.0,0.0000,0.0000
100000,2940,0.774,0.457,7.77,36696,29774,1565,2365,3023,135582,381551.4,151203.1,0.277,0.429,0.193,0.101,182,19.90,20.49,1.11,5.09,5.09,8.73,0.42,2.97,10.30,8.92,0.22,1.00,0.199,0.255,1619,0.041,0.086,0.884,0.001,0.030,69058,62849,2,0.961,0.015,0.044,555976,0.315,2.071,0.037,3.71,19875,598,1.115,0.186,0.338,5624451,1.29,16.42,0.011,0.497,0.055,3.4,12.7,46.9,188.2,49735,0.190,0.00,0.0013,0.084,682,0.819,0.000,0.867,0.479,3.66,5.36,4.86,0.25,0.060,1.33,1.24,1.31,0.828,0.00039,0.65,13.7198,1401.59,103325.9,140185.7,0.117,29.1673,72.334,0.000,1.000,0.184,60.2,33.038,74.194,473,1984.1,40.29,5.711,4.97,57.520,3892.1,34.736,0.136,2.00,8.7973,25864.1,0.9506,0.5681,16.92,1.079,0.128,0.4655,0.0000,0.537,0.082,0.607,0.0000,9.01,0.67,3,12,38,99,30.1791,1.7167,0.5738,0.0000,0.0000,14.2760,100.00,103.9031,250.1864,0.0,0.0000,0.0000
