step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,900,30.11,1.27,6.33,0.74,12.57,0.02,1.32,0.007,0.217,339489.1,112435.3,5,48,4.09,1.29,1.38,18.1844,635.63,34313.6,1.2270,1.0067,5462,23.4735,392,65.4990,292082.7,138.87,5.2498,0.0,0.0000
10000,1,871,33.56,1.19,8.49,0.64,11.88,0.06,1.34,0.020,0.221,377198.5,138504.8,3,58,4.33,1.36,1.36,20.1918,744.10,29481.7,4.3100,1.1949,5461,23.4692,483,71.7197,330273.1,96.71,12.6959,0.0,0.0000
10000,2,573,36.52,1.89,8.57,0.81,12.59,0.13,1.43,0.024,0.156,268172.7,87121.4,3,72,4.64,1.43,1.45,12.9196,267.30,33513.4,1.5127,1.1527,5461,23.4692,588,52.8853,219914.7,64.42,30.0615,0.0,0.0000
20000,0,363,54.83,0.41,2.76,1.87,33.35,0.00,1.08,0.000,0.160,91974.9,22443.7,2,23,5.94,1.03,1.13,2.9261,277.19,32010.6,0.0003,1.3998,5462,4.6135,566,32.1730,79195.9,138.87,2.0175,0.0,0.0000
20000,1,284,58.03,0.87,1.04,0.36,37.96,0.00,1.16,0.000,0.130,35386.2,8587.2,1,26,6.29,1.15,1.22,1.0170,218.36,38868.7,0.0018,0.7408,5461,4.6126,617,17.4915,29332.0,96.71,2.9676,0.0,0.0000
20000,2,256,59.81,0.68,0.43,0.69,40.34,0.00,1.15,0.000,0.124,22357.9,3940.1,1,33,6.65,1.10,1.17,0.5387,148.32,37872.2,0.0000,0.5263,5461,4.6126,556,12.5780,17320.6,64.42,7.0985,0.0,0.0000
30000,0,1151,21.02,0.45,2.84,0.66,6.82,0.05,1.16,0.012,0.142,322146.9,238004.6,3,81,3.31,1.25,1.19,16.1399,369.42,37281.4,2.2132,1.8980,5462,24.6287,297,65.1781,305128.3,138.87,4.4678,0.0,0.0000
30000,1,915,24.88,0.53,3.06,0.62,9.30,0.04,1.17,0.007,0.141,365407.5,276195.9,3,58,3.64,1.21,1.25,19.9641,216.24,32043.8,5.6424,1.9700,5461,24.6242,282,67.5943,346091.8,96.71,11.5599,0.0,0.0000
30000,2,605,23.68,0.52,3.23,1.19,8.48,0.00,1.16,0.000,0.093,269981.8,185820.2,2,94,3.63,1.15,1.20,12.3082,109.66,37931.2,3.6179,2.1160,5461,24.6242,412,52.2001,251297.7,64.42,30.5396,0.0,0.0000
40000,0,474,52.52,1.45,1.49,5.19,19.75,0.00,1.31,0.000,0.151,95691.5,36090.6,9,14,5.39,1.32,1.47,2.5886,221.18,27033.4,0.0052,1.4566,5462,4.5458,624,31.6427,83653.2,138.87,1.6489,0.0,0.0000
40000,1,133,49.28,0.83,0.88,6.24,19.17,0.05,1.22,0.015,0.041,31180.0,17625.6,6,14,5.56,1.35,1.39,0.8922,58.62,39411.0,0.0033,0.9173,5461,4.5450,952,18.9575,26609.1,96.71,3.1666,0.0,0.0000
40000,2,8,49.32,0.00,1.50,3.25,21.75,0.00,1.00,0.000,0.003,19110.4,7661.5,2,3,5.12,1.00,1.00,0.4402,2.38,38937.0,0.0000,0.6230,5461,4.5450,785,11.7390,16105.6,64.42,6.8122,0.0,0.0000
50000,0,1125,24.58,0.76,2.46,0.86,7.89,0.01,1.22,0.004,0.153,289143.5,201715.6,5,93,3.52,1.40,1.29,10.0583,257.72,30169.5,1.2737,1.9475,5462,23.0892,310,64.7857,270136.5,138.87,4.6714,0.0,0.0000
50000,1,981,24.43,0.61,2.40,1.29,7.98,0.00,1.20,0.002,0.138,319719.9,237866.2,10,71,3.61,1.29,1.29,11.3851,138.63,28639.6,3.6280,1.9136,5461,23.0849,300,70.4354,298744.0,96.71,11.5245,0.0,0.0000
50000,2,716,31.19,0.47,2.50,2.59,10.95,0.01,1.14,0.003,0.136,209843.0,141924.8,10,89,4.28,1.17,1.25,6.4700,120.25,42281.2,1.0444,1.7855,5461,23.0849,421,55.6240,190413.6,64.42,30.4394,0.0,0.0000
60000,0,276,37.92,0.04,1.46,4.42,15.62,0.00,1.00,0.000,0.067,82053.5,18303.4,5,2,4.43,1.00,1.01,2.1503,46.02,31514.9,0.0071,1.4282,5462,4.4797,1029,32.6738,72840.9,138.87,2.0087,0.0,0.0000
60000,1,8,130.71,0.00,10.75,3.25,55.75,0.00,1.00,0.000,0.007,30581.5,8855.0,2,3,11.38,1.00,1.00,0.7665,0.12,38265.4,0.0031,0.8196,5461,4.4789,949,17.3042,27111.5,96.71,2.4502,0.0,0.0000
60000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,18818.0,4022.2,0,0,-0.00,-0.00,-0.00,0.5409,0.00,36817.0,0.0000,0.6049,5461,4.4789,814,12.5010,16150.8,64.42,7.2204,0.0,0.0000
70000,0,1281,33.18,0.49,1.02,2.41,14.70,0.00,1.13,0.001,0.272,267468.0,55739.1,14,38,4.34,1.17,1.17,10.3057,1000.27,21307.0,7.1562,1.8076,5462,17.9775,174,60.1404,247309.1,138.87,4.4572,0.0,0.0000
70000,1,1306,31.67,0.44,1.19,3.11,13.49,0.00,1.10,0.000,0.272,243921.9,54700.1,8,44,4.16,1.06,1.14,9.8919,414.18,22874.8,5.8538,1.3720,5461,17.9742,176,68.2457,227577.5,96.71,11.0153,0.0,0.0000
70000,2,1075,33.46,0.05,1.67,4.70,13.69,0.00,1.01,0.000,0.248,202423.0,34053.7,2,43,4.05,1.01,1.02,6.0720,316.22,29175.7,5.8970,1.4632,5461,17.9742,201,51.1201,184915.0,64.42,30.7205,0.0,0.0000
80000,0,654,34.23,0.14,1.16,6.05,14.33,0.00,1.03,0.000,0.161,143931.0,23405.1,15,29,4.51,1.04,1.01,4.7497,145.18,23482.6,0.1349,1.6588,5462,7.7222,543,31.5052,129502.7,138.87,2.0857,0.0,0.0000
80000,1,310,43.88,0.02,0.96,9.29,19.91,0.00,1.00,0.000,0.108,57184.4,13947.9,9,29,5.26,1.00,1.00,2.3121,113.88,38709.6,0.0594,0.9252,5461,7.7208,707,18.2623,51496.5,96.71,2.6787,0.0,0.0000
80000,2,61,46.15,0.00,0.89,10.52,23.38,0.00,1.00,0.000,0.024,33510.3,5551.2,3,11,6.00,1.00,1.00,1.3360,5.37,42591.4,0.0224,0.7102,5461,7.7208,783,11.8516,30196.7,64.42,7.0032,0.0,0.0000
90000,0,1377,24.95,0.12,2.17,1.95,10.58,0.01,1.03,0.001,0.233,381127.4,90377.7,22,46,3.47,1.03,1.05,14.3845,386.73,23847.5,10.1366,1.8527,5462,29.4430,168,56.7253,362911.1,138.87,4.7082,0.0,0.0000
90000,1,1364,24.71,0.18,1.84,2.21,11.18,0.01,1.04,0.002,0.241,410737.6,113090.6,38,50,3.60,1.05,1.04,18.1949,479.50,25018.9,13.2838,1.7313,5461,29.4376,143,60.2683,392895.2,96.71,11.7666,0.0,0.0000
90000,2,1052,27.72,0.38,2.76,2.25,11.59,0.02,1.11,0.008,0.205,316457.2,84210.6,20,59,3.90,1.16,1.11,13.4459,739.17,36609.3,4.8086,1.5709,5461,29.4376,182,50.9042,299855.3,64.42,30.6171,0.0,0.0000
100000,0,1115,27.41,0.21,2.42,1.30,13.59,0.00,1.05,0.001,0.223,180920.8,33202.5,13,80,3.98,1.03,1.07,5.3138,331.91,19006.5,1.0870,1.8909,5462,9.9258,182,30.3286,163135.6,138.87,2.2849,0.0,0.0000
100000,1,986,24.14,0.15,0.97,1.83,12.73,0.00,1.03,0.000,0.177,92628.2,21355.5,6,44,3.63,1.03,1.04,2.3781,301.49,32117.0,0.0902,1.2942,5461,9.9239,119,17.3044,80024.5,96.71,2.6673,0.0,0.0000
100000,2,762,24.12,0.27,1.09,1.15,12.50,0.00,1.05,0.000,0.132,59619.1,9580.5,1,124,3.52,1.05,1.07,1.3510,116.52,42944.4,0.0036,0.9697,5461,9.9239,211,11.4949,50441.9,64.42,7.0020,0.0,0.0000
110000,0,1007,13.80,0.01,2.20,0.99,4.21,0.00,1.00,0.000,0.084,360736.3,352944.7,2,109,2.97,1.00,1.00,16.3443,248.92,37187.3,3.4442,1.7330,5462,29.8531,283,62.5880,339955.6,138.87,4.4745,0.0,0.0000
110000,1,982,14.66,0.00,1.77,0.53,5.36,0.00,1.00,0.000,0.087,410526.7,428246.8,3,99,2.90,1.00,1.00,19.4081,268.94,32546.9,5.5896,1.8297,5461,29.8477,324,72.1288,387028.7,96.71,10.4975,0.0,0.0000
110000,2,675,16.31,0.00,2.18,0.72,5.64,0.00,1.00,0.000,0.066,308542.9,308077.7,3,121,3.13,1.00,1.00,13.0426,119.30,41133.5,1.9658,2.3041,5461,29.8477,333,52.5703,287248.8,64.42,28.5029,0.0,0.0000
120000,0,1118,22.41,0.10,2.92,0.46,8.54,0.00,1.04,0.000,0.153,138187.6,73182.4,3,99,3.74,1.05,1.04,3.6370,323.26,26228.4,0.0361,1.9218,5462,7.4210,231,32.3955,119233.8,138.87,2.0538,0.0,0.0000
120000,1,959,20.31,0.11,3.16,0.43,7.25,0.00,1.03,0.000,0.122,69214.5,40099.3,3,139,3.43,1.03,1.05,1.7000,201.81,38639.0,0.0029,1.3378,5461,7.4197,329,16.7436,56355.7,96.71,2.5240,0.0,0.0000
120000,2,702,20.96,0.03,3.57,0.46,7.23,0.00,1.00,0.000,0.090,43931.6,24246.0,2,115,3.52,1.00,1.01,0.8720,106.20,45139.6,0.0000,0.9836,5461,7.4197,286,11.8583,34200.5,64.42,6.8813,0.0,0.0000
130000,0,1288,20.57,0.19,2.38,0.42,8.04,0.00,1.07,0.000,0.161,336690.2,195467.2,7,96,3.55,1.11,1.05,10.9097,327.78,30680.9,2.2442,1.9247,5462,27.9106,295,65.5214,319079.5,138.87,4.4477,0.0,0.0000
