step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,591,36.57,2.81,3.06,3.16,26.75,0.01,1.70,0.003,0.242,406510.0,124213.7,22,27,5.21,1.56,1.76,23.9887,757.13,29157.1,3.6930,1.1445,5462,24.9716,429,64.4850,359469.2,165.42,2.4162,0.0,0.0000
10000,1,532,39.58,3.06,3.44,3.19,29.45,0.01,1.76,0.002,0.242,377164.5,106505.6,21,29,5.41,1.78,1.78,20.2953,773.38,30612.2,3.4858,1.2603,5461,24.9671,326,64.6176,329341.9,81.35,20.5655,0.0,0.0000
10000,2,345,46.05,2.37,3.42,1.81,38.38,0.04,1.59,0.012,0.179,243073.0,51798.6,14,33,5.86,1.53,1.68,9.7918,313.64,33516.2,1.1387,1.1070,5461,24.9671,383,45.6117,193041.9,53.21,39.5350,0.0,0.0000
20000,0,798,21.81,0.73,0.48,1.45,21.91,0.01,1.15,0.004,0.222,217457.4,72035.1,8,68,4.58,1.14,1.17,11.5255,1200.79,22958.6,0.7295,3.8200,5462,9.9847,49,28.9270,178803.0,165.42,0.7969,0.0,0.0000
20000,1,669,20.55,0.80,0.33,0.96,21.32,0.00,1.18,0.003,0.180,106588.9,26488.5,5,131,4.69,1.17,1.19,4.5540,733.62,29886.1,0.0770,3.1820,5461,9.9829,35,13.1583,73902.6,81.35,4.4989,0.0,0.0000
20000,2,426,21.91,0.64,0.06,0.57,23.33,0.00,1.17,0.000,0.122,57199.8,9055.0,4,137,4.85,1.19,1.21,1.7793,434.04,39992.8,0.0230,2.6110,5461,9.9829,31,6.8988,29530.4,53.21,8.4259,0.0,0.0000
30000,0,1319,20.02,0.42,5.94,0.20,8.82,0.01,1.14,0.005,0.231,461973.7,276472.9,5,92,3.10,1.14,1.13,34.9022,975.89,24887.8,8.5802,1.2743,5462,28.5477,172,63.0239,455491.9,165.42,2.3691,0.0,0.0000
30000,1,1085,22.10,0.39,6.51,0.24,9.96,0.02,1.11,0.009,0.213,437710.9,235540.4,3,112,3.27,1.11,1.10,28.6032,868.78,27729.2,11.3999,1.7880,5461,28.5425,213,60.9542,424833.7,81.35,18.6099,0.0,0.0000
30000,2,756,25.25,0.59,7.89,0.38,11.35,0.03,1.17,0.015,0.176,279227.3,124280.9,3,115,3.73,1.23,1.15,14.1897,239.12,33419.2,4.2203,2.2631,5461,28.5425,331,38.6674,261976.3,53.21,34.8096,0.0,0.0000
40000,0,1022,21.01,0.49,2.90,0.48,15.34,0.00,1.10,0.000,0.225,172098.8,56498.8,4,99,3.89,1.09,1.15,6.2412,632.16,26803.9,0.2558,1.6280,5462,9.0480,145,32.6149,156325.2,165.42,0.9488,0.0,0.0000
