step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
60000,1,829,19.40,0.55,5.18,0.02,10.08,0.03,1.12,0.011,0.151,101732.8,51206.3,4,120,3.55,1.07,1.16,3.7182,338.25,33763.1,0.0557,1.6685,5461,11.5411,223,15.0887,85619.3,81.35,4.6906,0.0,0.0000
60000,2,662,20.51,0.94,5.92,0.11,9.38,0.01,1.24,0.006,0.123,60374.0,27159.8,5,128,3.57,1.17,1.27,1.6234,185.27,41988.7,0.0004,1.2378,5461,11.5411,257,9.3541,48658.6,53.21,8.1668,0.0,0.0000
70000,0,1465,20.78,0.84,3.12,0.05,8.75,0.22,1.28,0.079,0.215,413673.0,270523.8,6,119,2.96,1.34,1.18,23.6747,805.16,26508.1,4.8496,1.4712,5462,26.7622,187,68.3663,403945.9,165.42,2.3007,0.0,0.0000
70000,1,1275,20.04,1.27,2.81,0.16,8.94,0.29,1.43,0.116,0.191,395373.5,251189.8,5,121,3.06,1.53,1.26,21.3464,744.42,30063.1,5.5747,1.8359,5461,26.7573,213,65.9738,381269.1,81.35,19.5806,0.0,0.0000
70000,2,854,18.40,0.86,3.13,0.11,8.25,0.27,1.28,0.098,0.121,243073.9,153666.6,4,124,2.97,1.37,1.18,11.6369,290.63,36862.4,1.7207,1.7092,5461,26.7573,229,41.2099,228664.7,53.21,35.1122,0.0,0.0000
80000,0,1167,19.33,0.86,4.64,0.45,10.63,0.20,1.25,0.067,0.222,189395.3,80483.4,4,117,3.49,1.29,1.19,7.3363,700.84,27161.6,0.0417,2.0689,5462,10.0663,110,31.8390,169689.0,165.42,0.8492,0.0,0.0000
80000,1,916,19.52,0.62,4.43,0.51,11.76,0.04,1.18,0.016,0.181,97622.0,35900.5,3,122,3.71,1.18,1.18,2.8272,414.39,32229.2,0.0063,1.5553,5461,10.0644,152,15.6450,82003.3,81.35,4.5877,0.0,0.0000
80000,2,630,20.57,0.47,4.49,0.39,12.89,0.02,1.13,0.005,0.132,59110.7,21528.0,3,132,3.78,1.11,1.13,1.5868,257.33,39413.5,0.0016,1.2617,5461,10.0644,109,9.3563,46215.2,53.21,8.2045,0.0,0.0000
90000,0,1053,34.57,0.86,8.54,0.16,12.74,0.13,1.24,0.051,0.270,414626.2,281290.7,9,130,3.96,1.30,1.19,28.2780,1260.57,28695.6,2.4490,1.0888,5462,24.8691,153,67.9614,408854.4,165.42,2.5149,0.0,0.0000
90000,1,954,29.85,0.77,7.22,0.14,11.80,0.29,1.24,0.097,0.218,454587.2,307466.4,10,80,3.79,1.31,1.18,30.8794,858.56,30012.5,5.1592,1.2653,5461,24.8645,184,73.8264,446098.3,81.35,19.7507,0.0,0.0000
90000,2,668,34.00,0.61,8.62,0.26,13.09,0.10,1.16,0.034,0.172,250545.3,160354.7,8,120,4.17,1.18,1.13,14.1615,400.78,35055.6,1.1717,1.5718,5461,24.8645,197,38.9031,237378.3,53.21,33.9222,0.0,0.0000
100000,0,751,40.05,0.72,8.06,0.40,13.00,0.02,1.19,0.011,0.191,182442.4,99382.8,4,78,3.98,1.17,1.24,9.0999,1200.70,28909.7,0.0136,1.6224,5462,8.4033,125,32.4014,166934.8,165.42,0.7208,0.0,0.0000
100000,1,547,41.20,0.61,7.64,0.28,14.72,0.01,1.18,0.009,0.145,86341.6,43783.1,4,78,4.12,1.21,1.15,3.4097,799.84,32786.8,0.0108,1.2892,5461,8.4018,233,16.4280,73948.6,81.35,5.0630,0.0,0.0000
100000,2,389,41.51,0.93,7.62,0.22,15.21,0.02,1.26,0.008,0.107,50881.4,23228.2,4,76,4.27,1.25,1.26,1.5698,262.74,38090.1,0.0140,0.9696,5461,8.4018,197,9.2746,41346.6,53.21,7.8479,0.0,0.0000
