step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2590,0.9459,30558.8,869,826,938,826,18,17,17,22169,21642,27004,0,0,0
2000,2542,0.9205,50542.4,1803,807,914,821,19,14,17,20254,17123,25347,0,0,0
3000,2538,0.9251,73172.2,2725,810,913,815,19,13,17,12826,9315,18280,0,0,0
4000,2301,0.6728,35287.6,511,576,1077,648,35,38,35,28419,21380,28517,0,0,0
5000,2452,0.7932,43146.7,1086,705,1012,735,38,50,54,27743,17894,24280,0,0,0
6000,2753,0.8169,46197.3,1541,836,1089,828,52,51,66,26852,17287,24255,0,0,0
7000,2778,0.6897,29307.7,713,993,1128,657,70,68,88,32891,22446,28188,0,0,0
8000,2907,0.7864,33384.6,1044,1023,1155,729,60,72,83,31352,22619,27777,0,0,0
9000,2783,0.8336,31835.6,1332,981,1149,653,63,77,71,32284,24142,28964,0,0,0
10000,2344,0.7526,22524.5,1031,900,871,573,48,58,72,34314,29482,33513,0,0,0
11000,1837,0.8737,13560.6,1177,786,640,411,43,55,61,35974,34939,37801,0,0,0
12000,1359,0.8999,8677.7,1467,642,429,288,32,37,58,34981,38864,40416,0,0,0
13000,835,0.8671,5481.1,1509,504,210,121,22,31,30,34130,41752,42400,0,0,0
14000,456,0.9518,3560.9,1693,349,80,27,10,19,8,34443,43227,43250,0,0,0
15000,285,0.9754,1711.9,1795,261,23,1,4,10,1,35694,43816,43211,0,0,0
16000,144,0.8889,1141.5,1789,128,14,2,0,10,2,36259,43460,42373,0,0,0
17000,144,0.6736,933.4,976,130,14,0,1,12,0,36667,42707,41214,0,0,0
18000,266,0.7669,2901.6,689,222,34,10,2,19,9,34846,42121,40765,0,0,0
19000,306,0.7059,2730.7,841,205,79,22,6,25,13,33359,40784,39854,0,0,0
20000,903,0.5548,9705.7,479,363,284,256,23,26,33,32011,38869,37872,0,0,0
21000,1554,0.6358,23353.3,538,560,545,449,39,36,37,30758,33455,34639,0,0,0
22000,2299,0.6216,44778.8,692,861,777,661,46,56,42,25507,24172,29180,0,0,0
23000,2954,0.6073,53304.3,721,1133,1064,757,54,53,39,22316,18828,26547,0,0,0
24000,4221,0.5747,53459.5,577,1451,1486,1284,70,60,76,24468,18103,24997,0,0,0
25000,5637,0.5551,37576.1,448,1777,2150,1710,115,82,115,31023,21360,26913,0,0,0
26000,5307,0.4924,20466.9,291,1522,2156,1629,143,118,166,37359,25963,31467,0,0,0
27000,4052,0.5422,19121.5,317,1402,1581,1069,102,134,135,37103,27802,32507,0,0,0
28000,3285,0.5215,15899.6,272,1152,1233,900,94,100,97,38002,30288,33936,0,0,0
29000,3397,0.5322,14760.4,270,1413,1115,869,90,96,101,38715,32060,36098,0,0,0
30000,2671,0.5867,16902.3,416,1151,915,605,81,58,94,37281,32044,37931,0,0,0
31000,1717,0.7164,11196.4,589,708,577,432,43,49,63,37916,36364,40904,0,0,0
32000,1066,0.8480,8590.8,1140,521,319,226,23,33,22,37617,38784,41321,0,0,0
33000,771,0.8872,5218.1,1481,425,228,118,10,22,14,37904,41385,42234,0,0,0
34000,441,0.8322,2801.9,1372,312,87,42,3,14,1,37517,43768,42980,0,0,0
35000,315,0.8698,2844.6,1093,288,27,0,4,11,0,36519,44928,43493,0,0,0
36000,225,0.8667,2595.6,1488,211,13,1,4,4,1,36050,44924,43055,0,0,0
37000,244,0.7869,2738.4,1186,242,2,0,2,1,0,35351,44450,42317,0,0,0
38000,250,0.6800,3238.5,1004,244,5,1,2,3,1,33837,43192,41153,0,0,0
39000,366,0.6940,4409.7,864,344,18,4,3,6,0,31708,41406,39607,0,0,0
40000,615,0.6715,8283.3,723,474,133,8,14,14,3,27033,39411,38937,0,0,0
41000,1294,0.6267,19603.3,649,747,462,85,14,23,15,20294,34053,39392,0,0,0
42000,3454,0.4522,24599.9,397,1634,1343,477,75,94,90,17551,28150,39538,0,0,0
43000,3438,0.5512,18529.3,369,1212,1384,842,118,97,92,22629,31243,42128,0,0,0
44000,4755,0.5247,22938.4,323,1410,2144,1201,164,164,138,25486,26568,39617,0,0,0
45000,5424,0.5088,24896.6,310,1730,2168,1526,154,141,141,28487,23881,38929,0,0,0
46000,5045,0.5290,24510.6,328,1717,1820,1508,101,116,154,30446,24587,38924,0,0,0
47000,5128,0.5197,28455.6,362,1757,1991,1380,155,163,160,28659,23921,38512,0,0,0
48000,4001,0.5814,27933.1,488,1200,1581,1220,97,100,118,29658,25332,37501,0,0,0
49000,3792,0.6116,26332.3,511,1306,1534,952,112,104,122,30180,26268,40314,0,0,0
50000,2822,0.7147,22907.4,734,1125,981,716,93,71,89,30169,28640,42281,0,0,0
51000,2083,0.7580,17357.7,947,849,719,515,62,58,64,31682,32130,44178,0,0,0
52000,1259,0.7983,12078.8,1177,577,451,231,37,22,34,32907,35889,45189,0,0,0
53000,732,0.8538,7160.3,1429,420,211,101,23,23,15,33844,39713,45932,0,0,0
54000,443,0.8488,3888.2,1558,306,89,48,14,15,4,34861,42209,46021,0,0,0
55000,247,0.8704,2699.2,1517,215,25,7,1,8,0,35936,43313,45067,0,0,0
56000,174,0.7356,2402.8,1406,162,7,5,0,3,0,36561,43468,43835,0,0,0
57000,153,0.7974,2023.6,1014,151,1,1,0,1,1,36507,43145,42602,0,0,0
58000,182,0.8297,2558.5,911,180,0,2,0,0,2,35216,42235,41190,0,0,0
59000,197,0.8274,3002.7,1300,195,1,1,0,1,1,33452,40371,39045,0,0,0
60000,284,0.6479,3704.1,873,276,8,0,2,3,0,31515,38265,36817,0,0,0
61000,349,0.7135,5967.5,748,292,33,24,7,8,2,27770,36722,35240,0,0,0
62000,507,0.8166,10315.1,1031,335,80,92,11,3,6,23169,34353,33253,0,0,0
63000,928,0.6832,14880.1,907,447,199,282,17,14,10,20327,32623,31018,0,0,0
64000,1618,0.6780,22821.3,761,700,340,578,22,11,17,21224,31925,26456,0,0,0
65000,2772,0.6432,44964.6,755,1012,871,889,22,27,35,16066,28070,23326,0,0,0
66000,3356,0.6904,64737.9,938,1094,1101,1161,28,43,47,13166,20130,19723,0,0,0
67000,3672,0.6618,69698.7,963,1203,1314,1155,26,50,36,14249,17192,18777,0,0,0
68000,4266,0.6275,58433.9,766,1311,1576,1379,49,52,56,17515,21955,23135,0,0,0
69000,3944,0.6734,56764.0,839,1290,1432,1222,51,40,44,20089,22576,26292,0,0,0
70000,3662,0.6999,53354.4,923,1281,1306,1075,38,44,43,21307,22875,29176,0,0,0
71000,2596,0.7519,35243.5,1069,952,956,688,40,35,36,25134,29925,35951,0,0,0
72000,1813,0.8196,23364.8,1269,825,578,410,36,24,22,27134,36194,41821,0,0,0
73000,1197,0.8505,14186.4,1424,653,335,209,18,23,12,28049,41677,45938,0,0,0
74000,737,0.8996,6749.7,1613,500,160,77,15,14,6,30615,45061,48187,0,0,0
75000,428,0.8201,3972.9,1417,375,49,4,8,4,1,32162,46390,48404,0,0,0
76000,339,0.8496,4409.2,1333,325,12,2,0,0,1,31349,46438,47818,0,0,0
