step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
49000,6216,0.5127,28736.4,336,2463,2131,1622,243,248,324,27863,31793,39311,0,0,0,1.000,1.000,1.000,2029,853,121
50000,5105,0.5551,23769.0,374,2079,1655,1371,227,236,330,29986,34967,42381,0,0,0,1.000,1.000,1.000,1722,746,67
51000,4249,0.5359,18153.8,361,1877,1303,1069,179,244,367,30582,38626,46054,0,0,0,1.000,1.000,1.000,1549,534,56
52000,2772,0.5588,13546.0,442,1278,860,634,159,189,272,31387,41979,48863,0,0,0,1.000,1.000,1.000,1046,320,16
53000,1946,0.5894,10863.7,610,1023,554,369,122,215,213,30341,44821,51276,0,0,0,1.000,1.000,1.000,825,247,19
54000,1243,0.5672,7447.9,623,816,290,137,38,174,103,29167,47546,53752,0,0,0,1.000,1.000,1.000,671,113,0
55000,1074,0.5168,6222.8,541,845,168,61,20,130,58,27284,49182,55626,0,0,0,1.000,1.000,1.000,732,71,0
56000,1017,0.6273,6518.4,576,751,180,86,10,141,85,25597,49467,56330,0,0,0,1.000,1.000,1.000,634,86,2
57000,1529,0.4931,10436.4,562,1020,326,183,36,213,159,23441,47644,55273,0,0,0,1.000,1.000,1.000,850,128,5
58000,2624,0.4859,14640.8,478,1199,839,586,126,264,276,22423,44733,53723,0,0,0,1.000,1.000,1.000,1029,356,52
59000,3262,0.5236,19473.2,485,1356,1078,828,151,251,276,22157,41516,51150,0,0,0,1.000,1.000,1.000,1109,390,81
60000,4277,0.4877,28111.7,504,1824,1387,1066,177,206,250,20447,36387,47375,0,0,0,1.000,1.000,1.000,1561,506,76
61000,4733,0.5508,38060.5,596,1776,1603,1354,226,216,280,19663,30473,42760,0,0,0,1.000,1.000,1.000,1423,611,89
62000,5474,0.5400,45126.3,606,1995,1894,1585,230,209,269,19199,26531,38217,0,0,0,1.000,1.000,1.000,1624,761,114
63000,5732,0.5527,50498.9,656,2151,1860,1721,205,196,273,18683,24312,35257,0,0,0,1.000,1.000,1.000,1820,702,98
64000,6010,0.5679,52987.0,649,2165,2072,1773,218,244,262,18900,22703,33609,0,0,0,1.000,1.000,1.000,1825,856,122
65000,6260,0.5359,54482.2,622,2132,2338,1790,214,253,232,19227,21611,32387,0,0,0,1.000,1.000,1.000,1720,876,103
66000,6063,0.5304,54443.7,661,2143,2113,1807,236,215,297,19843,21629,32449,0,0,0,1.000,1.000,1.000,1717,711,134
67000,6148,0.5402,53302.7,630,2139,2265,1744,266,262,343,20334,21894,32997,0,0,0,1.000,1.000,1.000,1687,840,90
68000,5435,0.5534,52624.6,692,2074,1887,1474,237,239,292,21008,23375,33225,0,0,0,1.000,1.000,1.000,1555,729,58
69000,5060,0.5281,50135.9,719,1849,1810,1401,207,206,247,21616,24368,33769,0,0,0,1.000,1.000,1.000,1420,752,59
70000,4473,0.5540,45133.5,740,1694,1600,1179,180,208,202,23033,26906,36171,0,0,0,1.000,1.000,1.000,1372,674,26
71000,3606,0.5646,37372.0,801,1487,1170,949,146,175,197,24699,31543,39999,0,0,0,1.000,1.000,1.000,1159,507,31
72000,2702,0.6040,25461.4,838,1281,844,577,118,162,185,27266,37050,45365,0,0,0,1.000,1.000,1.000,1064,366,18
73000,1783,0.5738,17274.0,860,1045,447,291,118,149,129,28816,41610,48793,0,0,0,1.000,1.000,1.000,843,179,9
74000,1268,0.5875,11392.2,879,902,231,135,53,121,88,29051,45320,51984,0,0,0,1.000,1.000,1.000,737,76,4
75000,912,0.5439,7904.0,764,684,180,48,33,138,40,28413,47669,54236,0,0,0,1.000,1.000,1.000,581,69,3
76000,1105,0.5186,8354.0,634,855,188,62,17,141,61,26206,48018,55058,0,0,0,1.000,1.000,1.000,735,64,3
77000,1340,0.4619,12109.1,602,777,383,180,32,189,124,24278,46342,54357,0,0,0,1.000,1.000,1.000,650,151,16
78000,2132,0.4911,17477.3,593,1069,643,420,82,228,205,22256,43532,52445,0,0,0,1.000,1.000,1.000,910,260,27
79000,3203,0.5030,23724.4,538,1393,1002,808,118,229,248,21198,39567,49941,0,0,0,1.000,1.000,1.000,1180,398,48
80000,3854,0.5189,33043.3,579,1490,1408,956,153,207,228,20241,33525,45655,0,0,0,1.000,1.000,1.000,1221,558,41
81000,4571,0.5163,44692.1,626,1605,1613,1353,171,200,217,18597,27138,39600,0,0,0,1.000,1.000,1.000,1351,688,67
82000,4830,0.5331,51962.1,683,1647,1845,1338,173,176,212,17762,23628,35518,0,0,0,1.000,1.000,1.000,1355,750,67
83000,5179,0.5358,55422.8,688,1857,1762,1560,182,197,203,18795,21636,31967,0,0,0,1.000,1.000,1.000,1536,627,85
84000,5337,0.5282,57347.4,692,1896,1807,1634,203,149,187,19146,21146,30033,0,0,0,1.000,1.000,1.000,1550,734,77
85000,5399,0.5382,59558.6,712,2001,1871,1527,208,163,199,18495,20812,29225,0,0,0,1.000,1.000,1.000,1617,685,85
86000,5369,0.5247,59321.0,704,1875,1946,1548,176,171,237,19669,19973,28297,0,0,0,1.000,1.000,1.000,1513,706,85
87000,5628,0.5251,58380.4,671,2073,2041,1514,170,175,245,19928,20440,29013,0,0,0,1.000,1.000,1.000,1642,721,66
88000,5229,0.5274,54109.3,679,1871,1804,1554,215,186,272,21523,21763,31241,0,0,0,1.000,1.000,1.000,1443,717,36
89000,4842,0.5320,51361.5,689,1763,1742,1337,165,189,219,22531,22872,32328,0,0,0,1.000,1.000,1.000,1358,661,39
90000,4127,0.5224,47307.8,747,1521,1492,1114,162,161,184,23505,24994,34711,0,0,0,1.000,1.000,1.000,1245,583,18
91000,3422,0.5564,37851.4,761,1364,1179,879,141,142,179,25266,30236,39306,0,0,0,1.000,1.000,1.000,1119,453,25
92000,2560,0.5715,25765.5,766,1197,802,561,115,130,145,27725,36597,44711,0,0,0,1.000,1.000,1.000,988,331,36
93000,1776,0.6166,16625.2,840,1015,451,310,94,124,147,29521,41297,49094,0,0,0,1.000,1.000,1.000,881,171,21
94000,1197,0.6165,11742.9,901,796,255,146,59,120,101,29033,44842,51885,0,0,0,1.000,1.000,1.000,681,98,2
95000,947,0.5924,7971.7,732,734,161,52,25,105,45,28253,47563,54217,0,0,0,1.000,1.000,1.000,632,51,0
96000,969,0.5624,7252.3,642,707,203,59,14,137,58,27021,48354,55141,0,0,0,1.000,1.000,1.000,611,92,1
97000,1305,0.5471,11289.9,619,816,303,186,27,158,143,24657,46648,54365,0,0,0,1.000,1.000,1.000,711,138,5
98000,2007,0.5227,15837.6,550,1037,569,401,73,205,192,23069,44036,52770,0,0,0,1.000,1.000,1.000,875,257,22
99000,3020,0.5202,21721.9,521,1345,984,691,131,179,207,21550,40032,49859,0,0,0,1.000,1.000,1.000,1121,412,64
100000,3364,0.5190,31085.7,611,1227,1229,908,150,130,209,20553,34271,45307,0,0,0,1.000,1.000,1.000,1024,471,46
