step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1271,13.78,0.20,3.98,0.40,4.36,0.00,1.09,0.000,0.131,406594.4,288017.2,2,68,2.40,1.10,1.12,24.9678,801.92,36458.0,2.9316,1.8110,5462,27.1695,168,65.3952,342709.4,148.26,2.3943,0.0,0.0000,1.000,0.7810
10000,1,872,15.11,0.64,3.46,0.57,5.65,0.00,1.23,0.000,0.103,413887.0,275802.6,2,111,2.61,1.23,1.30,23.6907,348.74,37598.3,4.4545,2.0429,5461,27.1646,184,67.4521,345159.3,93.87,13.0380,0.0,0.0000,1.000,0.3216
10000,2,711,14.84,0.47,2.61,0.37,7.57,0.00,1.16,0.000,0.089,321698.0,195804.5,2,77,2.62,1.11,1.18,17.2920,359.34,42040.7,3.2879,2.4151,5461,27.1646,195,50.4045,254563.9,57.87,33.0255,0.0,0.0000,1.000,0.0291
20000,0,1275,15.52,0.16,3.52,0.45,4.96,0.00,1.07,0.000,0.132,241538.5,165186.6,2,98,2.38,1.10,1.11,5.8256,465.03,25073.9,0.5287,7.4047,5462,13.8718,134,25.9450,167994.9,148.26,1.1164,0.0,0.0000,1.000,0.7810
20000,1,1290,15.51,0.15,3.15,0.31,6.12,0.00,1.06,0.000,0.145,127581.7,77293.4,2,132,2.47,1.07,1.09,2.5172,457.44,38806.0,0.0035,5.5439,5461,13.8693,137,11.2883,71995.7,93.87,3.0075,0.0,0.0000,1.000,0.3216
20000,2,933,16.05,0.22,3.47,0.45,5.76,0.00,1.07,0.000,0.105,87317.7,49779.8,2,165,2.44,1.09,1.11,1.4777,281.67,49897.7,0.0093,4.4886,5461,13.8693,98,7.0784,42708.7,57.87,7.5340,0.0,0.0000,1.000,0.0291
30000,0,1368,11.43,0.49,2.53,0.12,4.54,0.00,1.18,0.001,0.121,407095.2,374351.2,2,133,2.17,1.19,1.23,17.0912,439.32,33639.7,2.0330,2.6426,5462,30.2921,161,69.1326,370871.0,148.26,2.6670,0.0,0.0000,1.000,0.7810
30000,1,1238,11.00,0.33,2.70,0.23,4.14,0.00,1.12,0.000,0.105,401773.2,377131.4,3,128,2.13,1.15,1.14,16.4475,276.21,35392.8,2.3649,2.8520,5461,30.2866,131,68.3826,365904.2,93.87,12.7890,0.0,0.0000,1.000,0.3216
30000,2,857,11.57,0.21,2.51,0.24,5.21,0.00,1.08,0.000,0.080,310673.8,264802.0,3,148,2.25,1.10,1.12,11.4337,170.32,41964.2,2.1642,3.7753,5461,30.2866,193,47.8132,274004.9,57.87,31.2685,0.0,0.0000,1.000,0.0291
40000,0,1510,10.86,0.35,2.20,0.18,4.96,0.00,1.14,0.000,0.133,230034.2,153119.8,2,166,2.27,1.17,1.20,6.5678,433.77,25860.1,0.3814,5.6080,5462,13.2621,110,28.4731,176427.7,148.26,1.1811,0.0,0.0000,1.000,0.7810
40000,1,1239,11.34,0.48,1.94,0.14,5.60,0.00,1.17,0.000,0.115,124120.1,73151.6,2,148,2.31,1.20,1.24,2.9946,446.07,40272.7,0.0006,4.6218,5461,13.2597,130,12.9460,77436.0,93.87,3.2395,0.0,0.0000,1.000,0.3216
40000,2,876,10.70,0.32,1.97,0.18,5.29,0.00,1.12,0.000,0.078,81722.0,46761.0,2,196,2.24,1.14,1.18,1.7713,194.09,49373.7,0.0000,3.8019,5461,13.2597,108,7.3748,43807.4,57.87,7.4462,0.0,0.0000,1.000,0.0291
50000,0,1320,16.13,0.03,3.45,0.32,6.37,0.00,1.01,0.000,0.154,411194.5,265047.2,3,147,2.54,1.01,1.01,12.6742,562.91,27258.7,4.4945,2.8350,5462,31.9489,90,66.6537,380859.6,148.26,2.5997,0.0,0.0000,1.000,0.7810
50000,1,1237,16.21,0.19,3.31,0.66,6.10,0.00,1.08,0.000,0.145,393502.6,264048.4,3,143,2.56,1.10,1.08,12.7115,602.20,31590.1,5.1849,3.3107,5461,31.9430,122,62.6862,360757.3,93.87,12.8168,0.0,0.0000,1.000,0.3216
50000,2,911,15.85,0.14,2.95,0.52,6.96,0.01,1.05,0.001,0.110,314842.7,201597.3,3,181,2.63,1.06,1.05,9.3207,274.43,38664.2,2.8874,3.9053,5461,31.9430,164,47.9555,276419.9,57.87,32.2904,0.0,0.0000,1.000,0.0291
60000,0,1260,16.00,0.27,3.06,0.43,6.83,0.00,1.10,0.000,0.153,240582.3,130874.3,3,137,2.67,1.09,1.12,5.2814,346.65,23284.8,0.8456,6.8208,5462,14.4694,113,25.9991,173622.3,148.26,1.1225,0.0,0.0000,1.000,0.7810
60000,1,1092,14.87,0.19,2.64,0.50,6.74,0.00,1.07,0.000,0.126,132698.2,68011.9,3,137,2.58,1.07,1.09,2.6934,255.22,37892.6,0.0220,5.6136,5461,14.4667,82,11.8476,76436.9,93.87,3.1204,0.0,0.0000,1.000,0.3216
60000,2,830,14.92,0.18,2.75,0.37,6.71,0.00,1.06,0.000,0.095,86984.4,42865.1,3,178,2.54,1.04,1.09,1.5215,115.16,48820.4,0.0053,4.6284,5461,14.4667,74,6.3364,40902.0,57.87,7.3057,0.0,0.0000,1.000,0.0291
70000,0,1329,15.86,0.14,3.37,0.55,5.72,0.00,1.06,0.000,0.149,419789.5,246235.4,2,113,2.53,1.03,1.12,12.9887,350.31,25571.6,9.4073,3.5678,5462,33.4710,116,58.1642,381053.3,148.26,2.6066,0.0,0.0000,1.000,0.7810
70000,1,1235,14.67,0.09,2.80,0.27,5.97,0.00,1.03,0.000,0.128,419557.6,233699.7,2,149,2.45,1.01,1.05,13.4425,304.45,29504.1,8.7221,3.5066,5461,33.4649,107,59.7520,382239.8,93.87,12.5925,0.0,0.0000,1.000,0.3216
70000,2,939,15.17,0.12,3.03,0.40,6.06,0.00,1.04,0.000,0.104,344998.2,180154.0,2,160,2.49,1.01,1.06,10.1781,210.02,39947.5,4.4949,3.8475,5461,33.4649,94,49.6304,304883.9,57.87,30.7588,0.0,0.0000,1.000,0.0291
