step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2242,2.06,88.20,152.34,2058,0,0,0,1.00,1.00,1.00,2,4,4,15.5,143.488,16,2.000,0.620,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2194,4.22,123.17,290.27,2048,0,0,0,1.00,1.00,1.00,4,4,4,3.8,140.416,16,2.000,0.626,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2174,3.91,111.70,257.15,1767,0,0,0,1.00,1.00,1.00,4,4,4,3.2,139.136,16,2.000,0.847,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2122,3.56,118.78,159.38,1801,0,0,0,1.00,1.00,1.00,4,4,4,13.7,135.808,16,2.000,0.714,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2121,3.66,139.05,234.15,2060,0,0,0,1.00,1.00,1.00,4,4,4,17.0,135.744,16,2.000,0.371,4,1.000
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2101,2.92,129.12,271.37,1901,0,0,0,1.00,1.00,1.00,2,4,4,20.4,105.192,12,2.000,0.712,4,1.000
100000,72.00,36,0,0,0,36,0,1.00,0,0.000,1998,7.20,326.73,132.67,1801,0,0,0,1.00,1.00,1.00,9,6,6,13.5,207.792,36,2.000,0.653,6,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,1897,3.53,77.79,224.09,1767,0,0,0,1.00,1.00,1.00,4,4,4,5.8,121.408,16,2.000,0.582,4,1.000
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,1738,2.02,81.03,126.39,2061,0,0,0,1.00,1.00,1.00,2,4,4,11.2,111.232,16,2.000,0.917,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,1727,5.11,75.45,178.54,1767,0,0,0,1.00,1.00,1.00,4,4,4,7.5,110.528,16,2.000,0.870,4,1.000
