step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free
10000,2854,0.890,0.614,11.63,165294,120187,458,32769,10478,767025,1071680.9,746030.6,0.129,0.610,0.130,0.130,64,14.45,11.73,0.40,2.58,3.48,4.66,0.45,2.95,5.55,7.78,0.00,0.00,0.207,0.219,1515,0.036,0.066,0.881,0.002,0.052,354296,323704,2,0.535,0.198,0.051,3860175,0.215,2.330,0.048,6.27,112071,243,0.973,0.284,0.432,17896881,1.15,25.85,0.001,0.530,0.000,3.0,11.7,27.4,118.7,28209,0.108,0.00,0.0068,0.063,711,0.826,0.001,0.803,0.537,2.52,3.58,3.40,0.00,0.001,1.14,1.19,1.16,0.845,0.00189,2.01,65.9504,1509.99,116097.0,140307.6,10.674,119.6318,199.556,0.000,1.000,0.292,62.1,81.499,246.120,547,1904.1,37.82,27.248,6.43,183.252,6268.7,94.243,0.136,2.00,3.7572,10723.1,0.7781,0.5477,9.88,1.523,0.426,1.5299,0.0000,0.562,0.146,0.716,0.0000,9.89,1.48,2,8,19,96,75.5130,2.3379,0.4222,0.0000,0.0000,48.4579,100.00,69.6111,475.6641,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0038,0.0017,0.000010
20000,3498,0.933,0.411,16.65,89742,70259,48,15023,3768,499375,458110.4,291947.5,0.116,0.750,0.053,0.080,115,15.66,15.11,0.17,1.45,3.37,5.32,0.40,3.28,5.60,6.07,0.00,0.00,0.157,0.174,1811,0.094,0.092,0.858,0.003,0.047,105920,85268,2,0.387,0.234,0.036,557764,0.173,1.837,0.029,17.44,41734,279,0.585,0.243,0.416,7934469,1.07,30.37,0.001,0.539,0.000,3.2,10.0,36.0,174.6,33391,0.127,0.00,0.0023,0.066,933,0.557,0.000,0.670,0.191,2.43,3.54,3.14,0.00,0.000,1.09,1.10,1.06,0.576,0.00261,3.07,9.8204,1204.13,113777.6,140307.6,0.541,19.9066,96.355,0.000,1.000,0.371,74.5,41.610,59.672,369,1073.7,67.32,8.013,4.04,44.312,3747.4,28.270,0.134,2.00,4.3897,15355.2,0.9098,0.4612,9.55,1.629,0.465,0.4701,0.0000,0.439,0.151,0.518,0.0000,10.88,1.75,2,7,20,105,35.2644,0.4195,0.3902,0.0000,0.0000,11.6579,100.00,109.4930,298.6947,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0040,0.0019,0.000010
30000,3463,0.664,0.507,21.01,295616,196970,44,75901,22736,1590656,992297.4,989581.1,0.115,0.723,0.054,0.107,33,11.31,12.09,0.37,2.21,2.59,5.36,0.19,2.09,4.56,6.69,0.00,0.10,0.172,0.208,1056,0.139,0.074,0.870,0.003,0.053,396627,323031,3,0.520,0.043,0.021,802436,0.217,2.053,0.039,9.27,177344,213,0.622,0.326,0.345,30011561,1.13,37.95,0.000,0.368,0.000,2.0,9.6,21.2,392.0,26668,0.102,0.00,0.0063,0.075,857,0.787,0.001,0.799,0.261,2.17,2.96,2.83,0.00,0.000,1.15,1.17,1.12,0.809,0.00370,2.78,44.9723,885.85,110996.8,140307.6,6.562,103.4549,233.791,0.000,1.000,0.187,75.7,90.865,243.915,485,1659.7,46.23,12.869,4.02,185.328,5323.6,101.078,0.135,2.00,5.1555,17853.5,1.4564,0.4841,7.70,1.545,0.488,1.5299,0.0000,0.615,0.129,0.820,0.0000,12.33,2.53,1,6,14,196,79.1554,2.6045,0.5143,0.0000,0.0000,46.7245,100.00,86.9711,587.1367,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0041,0.0020,0.000020
40000,3625,0.708,0.399,19.77,98667,73227,170,15580,9528,454154,443386.9,272206.7,0.092,0.714,0.069,0.125,95,10.98,9.82,0.39,2.48,2.05,3.61,0.17,1.66,5.26,6.97,0.00,0.00,0.172,0.202,1329,0.250,0.078,0.870,0.003,0.049,115564,85730,2,0.516,0.002,0.025,427938,0.218,1.695,0.030,14.03,51258,276,0.599,0.273,0.410,8026615,1.15,36.99,0.000,0.434,0.000,2.1,10.0,20.1,136.8,28517,0.109,0.00,0.0023,0.087,876,0.555,0.001,0.678,0.179,2.28,3.37,2.90,0.00,0.001,1.17,1.21,1.13,0.575,0.00193,1.94,11.3337,1073.93,115506.5,140307.6,0.382,23.4951,92.552,0.000,1.000,0.392,73.1,39.781,65.427,348,1081.1,28.53,8.842,4.13,48.794,3956.0,29.767,0.134,2.00,4.0892,14823.4,1.0135,0.4491,7.87,1.504,0.482,0.4701,0.0000,0.612,0.131,0.782,0.0000,12.26,2.54,2,5,16,81,35.0036,0.6990,0.4629,0.0000,0.0000,11.8668,100.00,108.9828,295.9422,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0020,0.000009
50000,3468,0.871,0.442,23.96,244707,180909,900,48268,14787,1094892,1079176.6,721297.7,0.087,0.729,0.082,0.103,40,16.09,11.40,0.12,1.30,3.27,4.28,0.49,3.28,6.43,7.20,0.00,0.10,0.153,0.172,1390,0.224,0.106,0.858,0.004,0.032,329704,265512,3,0.577,0.057,0.074,2154949,0.174,2.172,0.032,10.05,145786,226,0.659,0.325,0.344,29264887,1.04,35.22,0.000,0.330,0.000,4.0,17.0,27.4,152.0,35754,0.136,0.00,0.0048,0.084,911,0.794,0.001,0.805,0.266,2.57,3.69,3.53,0.01,0.003,1.05,1.05,1.05,0.810,0.00327,3.04,34.7063,1439.55,97513.0,140307.6,12.567,89.7120,228.868,0.000,1.000,0.092,83.4,95.835,243.360,376,1175.4,81.31,14.432,4.11,177.295,4151.8,101.804,0.135,2.00,9.0352,31334.1,1.2960,0.4852,10.31,1.620,0.466,1.5299,0.0000,0.677,0.161,0.811,0.0000,12.30,2.23,3,10,17,92,85.2350,3.3343,0.4452,0.0000,0.0000,47.7069,100.00,80.6947,602.9687,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0020,0.000019
60000,3182,0.885,0.324,20.06,77745,63571,491,10268,3701,372128,461645.1,241368.6,0.051,0.726,0.114,0.109,107,15.33,11.74,0.22,1.72,2.83,4.58,0.44,2.81,6.77,6.72,0.00,0.00,0.128,0.169,1350,0.198,0.118,0.850,0.003,0.030,92779,69935,3,0.453,0.159,0.076,1206077,0.133,1.672,0.023,17.06,41783,325,0.649,0.250,0.330,7350134,1.08,32.52,0.000,0.398,0.000,3.2,13.7,26.0,152.0,32649,0.125,0.00,0.0021,0.086,830,0.530,0.000,0.691,0.200,2.61,3.71,3.83,0.00,0.000,1.07,1.10,1.08,0.545,0.00282,3.35,9.4962,717.04,109997.9,140307.6,0.873,19.0916,96.800,0.000,1.000,0.342,71.8,43.403,58.268,269,844.9,55.05,6.741,4.06,44.183,3168.4,29.096,0.135,2.01,6.6407,21130.6,1.0429,0.4983,10.26,1.503,0.464,0.4701,0.0000,0.644,0.156,0.856,0.0000,11.75,2.24,3,10,18,79,37.7978,0.4954,0.4082,0.0000,0.0000,11.5486,100.00,106.6901,310.0265,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0035,0.0018,0.000011
70000,3503,0.835,0.382,24.15,218821,175319,1685,28538,12958,936501,1131121.0,652913.1,0.043,0.725,0.121,0.111,44,15.25,11.00,0.12,1.07,3.08,4.08,0.41,3.53,5.90,5.78,0.00,0.00,0.142,0.160,1309,0.198,0.092,0.882,0.001,0.025,298066,234667,2,0.596,0.022,0.063,2632057,0.155,1.751,0.030,10.92,133980,253,0.697,0.291,0.295,28588170,1.04,35.73,0.000,0.316,0.000,4.0,15.0,24.4,188.0,33283,0.127,0.00,0.0055,0.075,939,0.785,0.000,0.837,0.276,2.49,3.40,3.76,0.00,0.000,1.02,1.08,1.04,0.799,0.00337,3.61,36.6093,864.78,95023.2,140307.6,22.624,76.5703,236.384,0.000,1.000,0.105,84.8,100.401,241.637,317,1127.4,38.01,13.591,3.85,167.547,3894.8,106.818,0.137,1.99,9.9778,34952.4,1.4840,0.4880,9.50,1.632,0.466,1.5299,0.0000,0.680,0.154,0.919,0.0000,12.37,2.22,3,10,15,140,89.9132,3.2316,0.4727,0.0000,0.0000,45.9578,100.00,71.0975,591.8480,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0038,0.0019,0.000019
80000,3113,0.928,0.368,22.17,85011,71200,487,9558,4156,395256,464795.0,248817.2,0.036,0.680,0.097,0.188,106,16.21,11.26,0.09,0.92,3.07,4.16,0.48,3.91,6.97,7.12,0.00,0.03,0.143,0.160,1256,0.276,0.112,0.848,0.002,0.038,99059,73272,3,0.526,0.003,0.059,861793,0.142,1.751,0.028,11.98,43856,292,0.630,0.268,0.356,7909731,1.03,33.17,0.000,0.369,0.001,4.0,16.0,27.0,148.0,33052,0.126,0.00,0.0021,0.085,761,0.592,0.000,0.761,0.181,2.74,3.30,4.87,0.00,0.001,1.02,1.04,1.04,0.609,0.00260,2.20,9.7627,719.86,111766.2,140307.6,0.849,19.5348,98.417,0.000,1.000,0.355,71.6,44.157,66.274,339,1158.3,48.13,6.884,3.26,50.038,3792.9,34.451,0.133,2.00,5.9558,18540.5,0.9235,0.4835,10.62,1.577,0.470,0.4701,0.0000,0.672,0.166,0.904,0.0000,12.15,2.09,3,10,18,128,38.8945,0.4943,0.4070,0.0000,0.0000,11.9461,100.00,107.1726,331.3004,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0020,0.000011
90000,3463,0.849,0.431,24.54,229787,183648,1512,30809,13468,989666,1135114.1,686097.6,0.023,0.732,0.112,0.134,41,15.72,10.29,0.06,1.02,3.29,4.04,0.33,2.80,5.99,5.35,0.00,0.00,0.157,0.159,1242,0.330,0.092,0.876,0.002,0.030,317792,250837,3,0.559,0.030,0.049,2812760,0.150,2.060,0.033,10.49,139223,244,0.693,0.291,0.292,31159887,1.02,34.84,0.000,0.319,0.000,4.0,18.0,23.2,131.0,33477,0.128,0.00,0.0055,0.091,927,0.810,0.000,0.863,0.284,2.61,3.32,4.39,0.00,0.001,1.02,1.03,1.02,0.825,0.00330,3.45,36.6234,1024.96,98296.3,140307.6,20.420,75.5271,241.869,0.000,1.000,0.116,85.3,102.853,242.226,368,1284.9,77.27,14.007,3.35,169.233,4394.3,108.499,0.135,2.00,8.9046,30836.7,1.2640,0.4870,9.67,1.650,0.457,1.5299,0.0000,0.702,0.170,0.942,0.0000,12.37,2.10,3,10,14,94,93.0739,2.3534,0.4684,0.0000,0.0000,47.0642,100.00,73.5538,603.9271,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0020,0.000016
100000,3179,0.855,0.381,20.85,87284,72339,414,10374,4441,412149,464307.2,261763.3,0.033,0.685,0.092,0.190,102,14.97,11.25,0.14,1.35,2.80,3.91,0.45,3.63,6.48,6.55,0.00,0.00,0.133,0.158,1118,0.277,0.093,0.864,0.001,0.042,104439,78010,2,0.501,0.006,0.059,930446,0.145,1.760,0.031,11.97,45643,287,0.635,0.263,0.377,8579124,1.05,32.41,0.000,0.399,0.000,3.3,14.7,22.0,203.0,31393,0.120,0.00,0.0023,0.079,759,0.616,0.000,0.763,0.195,2.70,3.22,4.97,0.00,0.001,1.04,1.06,1.06,0.634,0.00247,2.20,9.9557,751.72,112793.4,140307.6,0.757,19.7315,98.767,0.000,1.000,0.379,77.4,43.973,66.141,367,1347.2,33.50,7.043,3.37,50.280,3845.8,34.424,0.136,2.00,5.5116,17521.2,0.9053,0.4876,9.88,1.536,0.472,0.4701,0.0000,0.666,0.169,0.946,0.0000,11.92,2.13,3,10,14,155,38.7761,0.3922,0.4413,0.0000,0.0000,11.8031,100.00,107.7700,335.9421,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0039,0.0020,0.000011
