step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2955,1.08,75.74,93.92,178,0,0,0,1.00,1.00,1.00,2,4,3,24.1,21.174,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2914,0.35,78.10,94.01,178,1,0,0,1.00,1.00,1.00,1,4,3,28.4,32.526,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2880,1.46,22.63,197.96,178,0,0,0,1.00,1.00,1.00,4,4,3,20.4,7.376,10,2.000,0.834,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2870,0.00,52.96,184.18,178,1,0,0,1.00,1.00,1.00,4,4,3,33.8,31.544,10,2.000,0.877,14,1.000
100000,22.00,11,0,9,0,2,0,1.00,40,0.409,2870,2.65,61.67,108.51,178,0,0,0,1.00,1.00,1.00,2,4,4,18.5,43.158,11,2.000,0.810,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2760,0.00,82.77,67.54,178,0,0,0,1.00,1.00,1.00,2,4,3,21.7,41.560,10,2.000,0.871,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2733,0.00,44.39,107.94,178,2,1,0,1.00,1.00,1.00,4,4,3,53.6,5.440,10,2.000,0.807,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2608,0.00,34.91,126.03,178,1,2,0,1.00,1.00,1.00,4,4,3,27.7,9.246,10,2.000,0.848,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2586,0.00,38.28,170.08,178,0,2,0,1.00,1.00,1.00,3,4,3,24.2,19.185,10,2.000,0.786,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2545,3.08,47.15,100.69,178,0,0,0,1.00,1.00,1.00,2,4,3,22.4,16.209,10,2.000,0.848,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2447,0.00,32.29,228.35,178,2,0,0,1.00,1.00,1.00,1,4,3,48.6,30.420,10,2.000,0.786,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2437,0.00,35.04,123.32,178,1,0,0,1.00,1.00,1.00,1,4,3,32.0,20.135,10,2.000,0.860,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2430,0.00,47.55,112.54,178,1,2,0,1.00,1.00,1.00,2,4,3,32.0,32.752,10,2.000,0.848,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2397,3.02,30.96,138.05,178,0,0,0,1.00,1.00,1.00,1,4,3,24.2,8.747,10,2.000,0.840,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2364,0.00,36.61,110.99,178,0,2,0,1.00,1.00,1.00,2,4,3,24.2,34.472,10,2.000,0.812,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2349,0.00,40.56,106.25,178,0,2,0,1.00,1.00,1.00,1,4,3,24.4,11.341,10,2.000,0.807,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2313,3.30,40.67,211.16,178,1,1,0,1.00,1.00,1.00,2,4,3,29.2,23.471,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2261,0.00,44.45,160.78,178,0,1,0,1.00,1.00,1.00,2,4,3,23.2,35.195,10,2.000,0.786,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2254,0.00,37.47,110.24,178,0,2,0,1.00,1.00,1.00,2,4,3,6.3,10.833,10,2.000,0.848,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2241,0.00,32.19,123.76,178,1,0,0,1.00,1.00,1.00,4,4,3,31.1,26.661,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2190,0.00,39.12,98.81,178,2,0,0,1.00,1.00,1.00,2,4,3,55.4,10.465,10,2.000,0.821,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2177,0.00,64.07,48.61,178,0,1,0,1.00,1.00,1.00,2,4,3,16.6,13.740,10,2.000,0.812,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2175,0.00,24.72,93.10,178,2,1,0,1.00,1.00,1.00,1,4,3,45.2,2.883,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2160,0.00,41.32,84.29,178,0,1,0,1.00,1.00,1.00,4,4,3,21.5,18.171,10,2.000,0.784,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2128,3.64,43.84,117.67,178,2,2,0,1.00,1.00,1.00,4,4,3,44.2,19.513,10,2.000,0.812,14,1.000
100000,38.00,20,0,16,0,3,0,1.00,36,0.421,2122,0.00,39.14,183.30,178,0,0,0,1.00,1.00,1.00,4,5,5,24.5,14.518,19,2.000,0.712,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2120,0.00,53.23,97.68,178,0,0,0,1.00,1.00,1.00,2,4,3,18.7,27.952,10,2.000,0.821,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2100,0.00,29.16,115.90,178,0,2,0,1.00,1.00,1.00,4,4,3,20.7,17.281,10,2.000,0.877,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2098,0.00,109.12,7.28,178,0,2,0,1.00,1.00,1.00,1,4,3,16.5,58.556,10,2.000,0.812,14,1.000
100000,1.13,16,0,0,0,1,0,1.00,36,0.000,2064,0.01,98.98,6.83,90,0,1,0,1.00,1.00,1.00,1,1,1,20.7,5.650,1,1.130,0.502,10,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2040,0.00,38.30,100.79,178,0,0,0,1.00,1.00,1.00,2,4,3,17.1,10.315,10,2.000,0.888,14,1.000
100000,20.00,10,0,6,0,4,0,1.00,42,0.300,2016,0.07,17.64,115.60,178,2,1,0,1.00,1.00,1.00,1,4,3,47.3,8.895,10,2.000,0.821,14,1.000
100000,21.00,11,0,7,1,3,0,1.00,40,0.333,2010,0.00,32.78,43.13,178,1,1,0,1.00,1.00,1.00,2,4,4,26.9,8.136,11,2.000,0.872,14,1.000
