step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,977,20.89,1.02,3.06,2.37,15.48,0.04,1.25,0.008,0.245,428054.5,147207.7,18,67,3.94,1.29,1.22,27.3531,1022.04,26427.7,5.0813,1.2884,5462,26.6787,124,66.3095,375859.4,148.26,2.8619,0.0,0.0000,1.000,0.7810
10000,1,973,22.79,1.17,2.54,1.40,16.12,0.00,1.27,0.001,0.237,427559.5,148888.5,19,65,3.90,1.30,1.30,26.5959,883.17,26675.5,7.4596,1.5881,5461,26.6738,100,64.2045,371907.4,93.87,14.7407,0.0,0.0000,1.000,0.3216
10000,2,692,22.27,1.07,3.34,1.71,15.13,0.01,1.23,0.003,0.168,319843.5,101548.2,13,70,4.08,1.28,1.21,17.9820,233.05,34946.3,3.5152,1.6735,5461,26.6738,179,46.8609,262252.6,57.87,33.2197,0.0,0.0000,1.000,0.0291
20000,0,958,23.19,1.11,4.69,0.92,10.95,0.02,1.32,0.007,0.194,245067.5,84938.6,4,68,3.50,1.37,1.36,9.3634,423.00,23074.7,0.9230,6.2051,5462,13.5205,57,26.5108,184549.7,148.26,0.9589,0.0,0.0000,1.000,0.7810
20000,1,821,24.24,0.82,5.03,1.04,11.23,0.01,1.23,0.009,0.171,136200.6,48460.5,3,71,3.75,1.21,1.26,5.1956,750.89,34904.7,0.2788,4.9619,5461,13.5180,51,11.9740,86857.0,93.87,3.0816,0.0,0.0000,1.000,0.3216
20000,2,669,24.47,1.04,4.94,0.58,11.55,0.02,1.27,0.004,0.138,89417.2,32884.7,3,123,3.72,1.27,1.32,2.8907,355.61,43636.7,0.0198,3.9262,5461,13.5180,37,7.0017,50111.3,57.87,7.2397,0.0,0.0000,1.000,0.0291
30000,0,1468,12.68,0.51,2.43,0.63,4.69,0.00,1.17,0.001,0.139,426142.3,256349.8,3,151,2.34,1.18,1.22,23.7474,786.61,30375.2,6.6238,1.8352,5462,28.0805,34,64.2902,399013.0,148.26,2.7110,0.0,0.0000,1.000,0.7810
30000,1,1324,12.96,0.29,2.24,0.85,5.09,0.00,1.12,0.000,0.128,413944.3,261494.9,3,113,2.36,1.12,1.14,23.0180,381.64,32544.3,7.2003,2.2503,5461,28.0753,54,63.0713,385827.1,93.87,13.1182,0.0,0.0000,1.000,0.3216
30000,2,1103,12.68,0.49,1.99,0.67,4.81,0.00,1.17,0.000,0.101,321930.3,193161.7,3,172,2.36,1.16,1.19,15.7294,223.24,38874.9,4.8081,3.2134,5461,28.0753,78,46.6990,289617.8,57.87,30.5017,0.0,0.0000,1.000,0.0291
40000,0,1386,15.18,0.53,2.25,0.31,6.37,0.00,1.19,0.000,0.150,245274.6,148697.8,4,124,2.56,1.15,1.24,8.2129,577.72,23860.4,0.7485,5.1885,5462,13.6881,35,28.8053,196258.3,148.26,0.9822,0.0,0.0000,1.000,0.7810
