step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1224,12.70,0.62,2.33,0.45,7.96,0.01,1.20,0.006,0.158,448825.9,169304.0,15,89,2.69,1.18,1.21,28.2993,968.52,26204.7,5.4497,2.0299,5462,27.4827,90,68.0720,387603.3,165.42,2.3015,0.0,0.0000,1.000,0.7635
10000,1,944,15.87,0.88,2.76,0.64,9.82,0.02,1.27,0.010,0.155,421701.4,144091.7,12,151,3.01,1.24,1.27,23.6347,837.41,29632.8,8.7079,2.6169,5461,27.4777,120,59.4882,353794.0,81.35,18.9764,0.0,0.0000,1.000,0.2025
10000,2,619,18.06,0.69,3.35,0.47,11.75,0.00,1.20,0.003,0.113,283133.5,86220.6,9,137,3.11,1.14,1.21,13.2651,452.45,35109.2,4.3548,3.1830,5461,27.4777,142,38.5611,209570.7,53.21,35.1495,0.0,0.0000,1.000,0.0207
20000,0,917,16.05,0.25,4.30,0.10,7.61,0.02,1.07,0.007,0.130,254087.8,128408.8,1,89,2.99,1.06,1.06,10.7738,892.04,26088.2,0.1577,4.2540,5462,12.8061,37,31.1482,212564.3,165.42,0.8010,0.0,0.0000,1.000,0.7635
20000,1,763,14.53,0.40,3.57,0.10,7.47,0.01,1.10,0.005,0.099,121905.8,53353.9,1,84,2.75,1.06,1.15,3.8431,480.91,31640.3,0.0933,4.1695,5461,12.8038,38,11.7873,80303.8,81.35,3.9107,0.0,0.0000,1.000,0.2025
20000,2,625,12.84,0.10,2.86,0.00,7.70,0.01,1.02,0.005,0.076,78867.0,32004.2,1,108,2.78,1.02,1.02,1.8704,259.07,37999.0,0.0273,3.8612,5461,12.8038,77,6.0243,40537.4,53.21,7.8732,0.0,0.0000,1.000,0.0207
30000,0,1764,8.42,0.06,1.70,0.01,3.07,0.00,1.03,0.001,0.098,431686.3,354767.2,2,189,1.84,1.04,1.02,24.1268,526.37,31867.6,3.4978,1.6843,5462,29.7882,123,67.2955,410749.4,165.42,2.1327,0.0,0.0000,1.000,0.7635
30000,1,1434,8.67,0.06,1.75,0.01,3.26,0.00,1.03,0.000,0.083,471047.8,384474.9,3,224,1.86,1.05,1.04,24.8574,446.42,35783.2,7.0554,2.3048,5461,29.7828,104,72.1845,440643.3,81.35,18.7160,0.0,0.0000,1.000,0.2025
30000,2,1049,10.13,0.04,2.00,0.03,3.90,0.00,1.02,0.002,0.072,271531.2,221358.0,2,256,2.03,1.02,1.02,12.2535,257.90,38714.7,2.7856,3.5296,5461,29.7828,162,36.2767,240027.6,53.21,30.8751,0.0,0.0000,1.000,0.0207
40000,0,1110,17.76,0.12,3.67,0.03,5.78,0.00,1.04,0.000,0.123,240348.0,176901.5,3,114,2.36,1.04,1.05,10.2420,1488.67,28298.1,0.0172,4.0105,5462,11.8620,41,31.5463,201414.1,165.42,0.8277,0.0,0.0000,1.000,0.7635
40000,1,804,16.93,0.08,3.82,0.00,5.75,0.00,1.03,0.001,0.088,116216.2,80549.4,3,84,2.35,1.04,1.03,3.6338,677.22,32905.0,0.0029,4.1548,5461,11.8598,120,11.8481,74957.6,81.35,4.2460,0.0,0.0000,1.000,0.2025
40000,2,538,16.88,0.11,3.07,0.00,6.94,0.01,1.04,0.002,0.062,76253.3,48568.4,3,95,2.50,1.04,1.05,1.6963,224.97,37275.6,0.0040,3.5984,5461,11.8598,109,6.3527,40625.5,53.21,7.7586,0.0,0.0000,1.000,0.0207
50000,0,951,20.50,0.12,4.03,0.02,6.66,0.00,1.06,0.003,0.118,428816.3,389283.5,4,105,2.06,1.08,1.05,35.2946,2322.44,26785.9,4.2343,1.0733,5462,20.6998,97,72.5855,420349.2,165.42,2.3649,0.0,0.0000,1.000,0.7635
50000,1,915,21.94,0.10,4.99,0.00,6.19,0.01,1.05,0.007,0.118,388715.1,350928.3,3,110,2.06,1.05,1.04,29.7347,1069.62,28335.8,6.8093,1.5551,5461,20.6960,129,65.1782,374975.0,81.35,17.0174,0.0,0.0000,1.000,0.2025
50000,2,610,21.44,0.10,4.54,0.02,6.97,0.03,1.04,0.010,0.081,271521.4,243416.4,2,118,2.23,1.04,1.03,18.9917,700.27,30925.4,2.3364,2.5294,5461,20.6960,112,42.3676,247311.9,53.21,31.1779,0.0,0.0000,1.000,0.0207
60000,0,981,19.24,0.03,4.92,0.00,5.87,0.00,1.01,0.000,0.121,245088.7,172927.6,2,94,1.91,1.01,1.01,13.2200,949.84,29577.5,0.0108,5.3900,5462,11.7808,46,29.7407,191487.6,165.42,0.9535,0.0,0.0000,1.000,0.7635
60000,1,974,15.87,0.10,3.24,0.03,6.29,0.00,1.04,0.001,0.108,120457.3,83008.0,2,125,2.01,1.04,1.04,5.3288,598.73,32053.2,0.0164,4.5794,5461,11.7787,70,11.5239,74681.6,81.35,4.2877,0.0,0.0000,1.000,0.2025
60000,2,595,15.29,0.03,3.03,0.04,6.46,0.00,1.01,0.000,0.065,77135.8,45970.2,2,146,2.07,1.01,1.00,2.4909,255.84,37934.5,0.0043,4.2746,5461,11.7787,59,5.3481,34755.3,53.21,7.6480,0.0,0.0000,1.000,0.0207
70000,0,978,21.67,0.13,4.59,0.00,6.69,0.00,1.05,0.001,0.128,413794.1,243433.4,6,107,2.10,1.05,1.03,31.9139,1192.34,23424.1,8.3477,1.9471,5462,21.5703,94,68.1925,395880.5,165.42,1.8471,0.0,0.0000,1.000,0.7635
70000,1,957,20.06,0.15,4.18,0.01,7.02,0.00,1.06,0.001,0.124,397139.1,238659.2,6,90,2.14,1.06,1.06,27.3626,1161.92,22874.6,10.7665,3.0318,5461,21.5664,106,62.2063,368227.5,81.35,17.4379,0.0,0.0000,1.000,0.2025
70000,2,645,20.07,0.06,4.38,0.00,7.34,0.00,1.01,0.000,0.087,252515.2,147506.9,4,113,2.20,1.01,1.02,13.5992,835.79,24906.3,6.0783,4.4715,5461,21.5664,82,33.4957,208610.9,53.21,30.3017,0.0,0.0000,1.000,0.0207
80000,0,872,20.97,0.02,5.08,0.00,6.53,0.00,1.01,0.000,0.116,253357.2,136807.7,4,102,1.99,1.01,1.01,13.5169,729.84,24729.0,0.2150,4.8422,5462,12.2570,83,30.9909,205922.1,165.42,0.8088,0.0,0.0000,1.000,0.7635
80000,1,822,18.95,0.10,4.00,0.01,7.28,0.00,1.03,0.002,0.107,123815.5,63349.7,4,78,2.32,1.04,1.03,5.2780,595.39,28907.6,0.0405,4.3938,5461,12.2548,70,11.6833,79784.1,81.35,3.9297,0.0,0.0000,1.000,0.2025
80000,2,579,17.28,0.06,3.73,0.00,6.89,0.00,1.02,0.003,0.071,79481.1,37989.3,4,125,2.38,1.02,1.01,2.5288,167.85,35536.2,0.0393,4.3063,5461,12.2548,74,5.1253,36998.7,53.21,7.3816,0.0,0.0000,1.000,0.0207
