step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1228,25.06,3.15,4.73,0.07,10.43,1.07,2.01,0.338,0.259,553552.1,1304675.8,10,120,3.59,2.21,1.28,145.1489,3882.33,33651.8,0.7997,4.0369,5462,5.1600,115,71.5189,507537.9,165.42,2.5896,0.0,0.0000,1.000,0.7635
10000,1,1140,22.23,2.54,3.92,0.13,10.41,0.88,1.83,0.275,0.222,550741.1,1304491.2,12,101,3.43,1.96,1.23,143.0499,3366.22,31991.9,1.8764,4.3894,5461,5.1591,124,68.4974,501975.0,81.35,17.4748,0.0,0.0000,1.000,0.2025
10000,2,656,24.83,2.29,3.97,0.18,13.88,0.85,1.68,0.242,0.152,368782.9,955065.6,6,91,3.91,1.83,1.16,101.2109,2030.98,29271.6,1.2686,5.1804,5461,5.1591,119,38.4671,293674.6,53.21,33.2515,0.0,0.0000,1.000,0.0207
20000,0,1319,24.19,0.07,5.55,0.15,9.84,0.01,1.03,0.006,0.236,284231.2,685585.9,5,93,3.27,1.04,1.03,68.4796,5073.05,35933.9,0.0000,4.9043,5462,3.6430,53,30.2873,246330.2,165.42,0.9317,0.0,0.0000,1.000,0.7635
20000,1,939,26.10,0.13,6.16,0.28,10.50,0.02,1.04,0.005,0.182,134327.7,309433.8,4,111,3.51,1.04,1.04,32.5420,2549.95,32497.5,0.0000,3.8648,5461,3.6423,91,12.5055,97471.5,81.35,4.4823,0.0,0.0000,1.000,0.2025
20000,2,598,24.20,0.02,6.03,0.58,10.44,0.00,1.01,0.000,0.118,80521.0,176015.2,3,85,3.55,1.01,1.00,19.9173,1512.08,32722.3,0.0000,3.3040,5461,3.6423,109,6.3242,48385.6,53.21,8.2494,0.0,0.0000,1.000,0.0207
30000,0,1165,25.96,0.18,4.31,0.12,10.11,0.01,1.09,0.004,0.196,453663.5,868933.4,5,121,3.08,1.10,1.07,80.8429,4313.70,23422.3,0.1919,4.1024,5462,7.7289,143,72.8590,425187.7,165.42,2.7029,0.0,0.0000,1.000,0.7635
30000,1,1201,24.77,0.11,4.10,0.24,10.08,0.01,1.05,0.004,0.199,460366.5,858293.3,5,110,3.05,1.06,1.04,80.6250,3772.06,22656.3,0.5422,4.4776,5461,7.7274,97,71.3902,427976.9,81.35,17.0217,0.0,0.0000,1.000,0.2025
30000,2,813,23.45,0.12,3.70,0.28,10.37,0.01,1.05,0.006,0.135,297941.8,628952.6,5,111,3.18,1.06,1.03,55.3753,2340.09,21662.2,0.3315,5.2187,5461,7.7274,93,38.3497,253579.2,53.21,32.5928,0.0,0.0000,1.000,0.0207
40000,0,1407,22.62,0.07,3.64,0.15,9.36,0.00,1.03,0.000,0.213,272864.0,545138.0,5,129,2.95,1.04,1.02,59.1135,2765.78,29611.4,0.0001,4.8488,5462,3.5411,122,29.4642,232210.1,165.42,0.9983,0.0,0.0000,1.000,0.7635
40000,1,981,22.54,0.10,4.00,0.29,9.19,0.01,1.05,0.004,0.151,137262.2,273831.0,6,120,3.02,1.06,1.04,31.6763,2066.91,32163.5,0.0012,3.7279,5461,3.5404,153,13.3581,102060.1,81.35,4.5570,0.0,0.0000,1.000,0.2025
40000,2,765,20.88,0.06,3.47,0.26,9.68,0.00,1.03,0.001,0.119,82071.4,177048.7,3,139,3.15,1.03,1.03,21.4195,1454.22,35383.7,0.0001,2.9663,5461,3.5404,144,6.9392,53539.1,53.21,8.3085,0.0,0.0000,1.000,0.0207
50000,0,1962,26.85,0.12,2.63,0.04,11.43,0.00,1.05,0.002,0.317,541293.8,1254688.5,18,132,3.09,1.06,1.03,153.4645,4882.25,18445.3,5.6418,3.7062,5462,6.0748,60,67.3180,544566.0,165.42,2.6645,0.0,0.0000,1.000,0.7635
50000,1,1433,26.02,0.16,2.77,0.05,11.47,0.01,1.07,0.004,0.239,494866.6,1098455.9,18,112,3.12,1.08,1.05,124.4397,3447.07,17418.6,9.3418,4.4784,5461,6.0737,73,60.6867,480002.0,81.35,17.6992,0.0,0.0000,1.000,0.2025
50000,2,994,25.16,0.13,3.28,0.13,10.54,0.00,1.07,0.002,0.160,310247.8,738111.9,10,150,3.09,1.08,1.05,78.8953,2450.81,18041.7,4.7096,4.9192,5461,6.0737,97,34.0541,274461.6,53.21,34.3205,0.0,0.0000,1.000,0.0207
60000,0,1425,23.84,0.18,4.00,0.19,9.58,0.05,1.07,0.022,0.227,285860.9,629812.6,8,149,3.07,1.09,1.05,68.8024,2608.50,28016.7,0.0080,4.9481,5462,3.9583,113,29.5521,246236.9,165.42,1.0315,0.0,0.0000,1.000,0.7635
60000,1,1050,21.11,0.18,3.25,0.14,10.00,0.03,1.09,0.012,0.162,141777.5,326756.0,7,128,3.14,1.11,1.07,37.7151,1931.49,31291.5,0.0149,3.6026,5461,3.9576,150,13.2659,108300.4,81.35,4.4414,0.0,0.0000,1.000,0.2025
60000,2,781,21.48,0.15,3.14,0.30,10.81,0.05,1.08,0.020,0.131,84231.1,192753.9,7,152,3.13,1.08,1.06,23.7634,1539.00,36660.3,0.0027,2.9916,5461,3.9576,106,6.9071,55376.0,53.21,8.3551,0.0,0.0000,1.000,0.0207
70000,0,1756,25.81,0.18,2.35,0.05,12.02,0.03,1.07,0.014,0.294,543906.6,1185714.2,21,102,3.13,1.06,1.07,146.0698,4635.84,17169.9,6.9184,3.1075,5462,5.9372,37,69.9633,551297.5,165.42,2.6768,0.0,0.0000,1.000,0.7635
70000,1,1489,26.01,0.15,2.23,0.04,12.15,0.03,1.06,0.017,0.248,475349.9,1063025.6,30,108,3.22,1.08,1.04,122.4971,3935.77,16906.6,9.5713,3.9829,5461,5.9361,47,58.5856,463122.5,81.35,17.9114,0.0,0.0000,1.000,0.2025
70000,2,857,25.03,0.14,2.39,0.07,12.36,0.01,1.05,0.009,0.146,303565.4,711601.4,16,112,3.14,1.06,1.05,75.9039,2302.21,15833.4,5.1480,4.8509,5461,5.9361,85,32.8446,267653.5,53.21,34.0051,0.0,0.0000,1.000,0.0207
