step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
10000,1791,1.605,0.467,8.09,74594,63299,1150,3,9856,1353,1267438.6,102.1,0.137,0.226,0.249,0.388,471,6.80,6.41,0.05,0.45,0.05,0.43,0.08,1.10,6.62,6.10,0.00,0.00,0.004,0.035,269,0.117,0.920,0.000,0.000,0.080,281967,270926,9,0.302,0.000,0.020,959773,0.116,1.581,0.055,115.55,84532,10,0.075,1.000,0.000,3168447,1.01,19.53,0.003,0.000,0.000,2,5,12,64,12171,0.046,47.77,0.0107,0.001,18,0.920,0.000,0.775,0.738,2.43,4.01,2.77,0.00,0.000,1.01,1.02,1.01,0.920,0.00040
20000,1806,1.587,0.426,7.18,135591,117735,2177,0,15664,19,1200902.5,1.2,0.137,0.244,0.188,0.431,397,7.45,6.04,0.04,0.60,0.15,1.20,0.20,0.88,7.07,5.23,0.00,0.00,0.011,0.072,273,0.074,0.895,0.000,0.000,0.105,340358,327599,6,0.638,0.000,0.066,783283,0.119,1.517,0.050,120.64,95870,0,0.065,0.000,0.000,5913474,1.01,18.15,0.000,0.000,0.000,2,6,14,60,13460,0.051,42.68,0.0094,0.004,12,0.939,0.000,0.776,0.604,2.96,4.75,3.53,0.00,0.000,1.01,1.02,1.01,0.939,0.00029
30000,1627,1.548,0.388,7.41,131689,115882,2087,0,13899,11,1198824.0,1.8,0.193,0.250,0.131,0.426,384,7.61,6.05,0.01,0.15,0.07,0.80,0.24,0.96,7.30,5.61,0.00,0.07,0.011,0.087,273,0.102,0.872,0.000,0.000,0.128,348428,341231,6,0.687,0.000,0.143,1974363,0.074,1.459,0.046,120.88,90411,0,0.168,0.000,0.000,6138542,1.01,18.44,0.000,0.001,0.001,2,6,15,52,12389,0.047,42.44,0.0101,0.001,18,0.928,0.000,0.818,0.625,3.42,4.66,4.82,0.00,0.001,1.01,1.01,1.00,0.928,0.00026
40000,1550,1.662,0.330,7.33,124353,113568,1781,0,9081,5,1202805.9,0.4,0.114,0.167,0.190,0.529,397,8.83,5.44,0.01,0.21,0.06,0.79,0.34,0.80,8.42,5.05,0.00,0.00,0.004,0.039,217,0.148,0.915,0.000,0.000,0.085,349652,345250,2,0.669,0.179,0.228,3252675,0.050,1.316,0.037,120.88,83462,0,0.089,0.000,0.000,3574861,1.00,16.84,0.000,0.000,0.000,2,7,15,36,13687,0.052,42.43,0.0092,0.001,11,0.896,0.000,0.850,0.647,4.24,5.20,6.05,0.00,0.000,1.00,1.00,1.01,0.896,0.00026
50000,1578,1.648,0.303,7.11,114653,104270,1868,0,8487,13,1203593.6,0.5,0.115,0.117,0.217,0.551,390,8.85,5.64,0.05,0.42,0.08,0.79,0.33,1.56,8.39,5.06,0.00,0.00,0.005,0.043,209,0.113,0.906,0.001,0.000,0.093,341146,340423,3,0.751,0.000,0.165,3703211,0.050,1.264,0.034,120.69,78518,0,0.035,0.000,0.000,2336274,1.02,17.04,0.001,0.001,0.000,3,9,15,64,13969,0.053,42.62,0.0091,0.004,12,0.846,0.000,0.867,0.667,4.47,5.97,6.08,0.00,0.000,1.01,1.03,1.03,0.846,0.00028
60000,1620,1.584,0.283,7.06,127006,117590,1761,0,7613,0,1193241.4,0.0,0.136,0.096,0.153,0.614,386,8.62,4.65,0.08,0.37,0.07,0.96,0.18,1.44,8.29,4.13,0.00,0.00,0.004,0.047,175,0.130,0.902,0.000,0.000,0.098,359923,358127,3,0.778,0.000,0.069,1938874,0.054,1.210,0.031,120.21,73920,0,0.000,0.000,0.000,1945825,1.03,17.16,0.000,0.000,0.000,3,9,14,51,13966,0.053,43.10,0.0089,0.000,15,0.811,0.000,0.855,0.650,4.55,6.04,6.49,0.01,0.002,1.01,1.06,1.04,0.811,0.00023
70000,1907,1.529,0.267,6.99,133568,124585,1898,0,6798,9,1182342.9,0.7,0.087,0.133,0.143,0.637,381,7.21,4.87,0.01,0.08,0.06,1.03,0.04,0.60,7.09,4.73,0.00,0.00,0.004,0.052,180,0.117,0.907,0.000,0.000,0.093,360221,359958,2,0.835,0.000,0.014,742410,0.068,1.181,0.029,120.28,74656,0,0.078,0.000,0.000,3186258,1.01,18.86,0.001,0.000,0.000,2,7,11,64,13742,0.052,43.03,0.0087,0.006,6,0.873,0.000,0.849,0.632,4.12,5.64,6.48,0.00,0.000,1.01,1.01,1.01,0.873,0.00018
80000,1628,1.545,0.255,6.95,139051,130287,1923,0,7120,2,1199421.8,0.0,0.060,0.141,0.174,0.625,344,8.41,4.10,0.00,0.07,0.08,0.95,0.04,0.40,8.29,3.86,0.00,0.00,0.005,0.045,183,0.200,0.897,0.000,0.000,0.103,367807,367413,2,0.867,0.000,0.014,236747,0.125,1.126,0.026,120.82,84145,0,0.000,0.000,0.000,3112149,1.00,17.18,0.000,0.000,0.000,3,9,11,55,13691,0.052,42.49,0.0089,0.000,14,0.888,0.000,0.841,0.625,4.60,6.60,6.08,0.00,0.000,1.00,1.00,1.00,0.888,0.00019
90000,1683,1.564,0.246,7.11,138117,126771,1830,0,9461,0,1206060.9,0.0,0.066,0.130,0.190,0.614,365,8.23,4.54,0.00,0.11,0.09,1.17,0.06,0.73,8.08,4.30,0.00,0.00,0.006,0.052,189,0.173,0.914,0.000,0.000,0.086,377986,376663,2,0.664,0.168,0.010,224087,0.119,1.123,0.026,121.78,84905,0,0.000,0.000,0.000,2088948,1.00,17.47,0.001,0.000,0.000,3,9,12,64,13855,0.053,41.53,0.0089,0.000,18,0.851,0.000,0.833,0.638,4.30,6.09,5.70,0.00,0.000,1.00,1.00,1.00,0.851,0.00023
100000,1686,1.531,0.181,6.95,130420,120644,1791,0,7982,8,1205294.1,0.0,0.061,0.120,0.201,0.618,360,8.24,4.51,0.04,0.57,0.12,1.04,0.10,1.22,7.99,4.04,0.00,0.00,0.009,0.063,202,0.108,0.909,0.000,0.000,0.091,374099,373134,3,0.680,0.000,0.015,226982,0.128,0.953,0.018,121.52,90783,0,0.000,0.000,0.000,1830089,1.02,17.61,0.000,0.000,0.000,3,8,14,51,13893,0.053,41.80,0.0090,0.000,16,0.807,0.000,0.810,0.655,4.40,6.07,5.75,0.00,0.000,1.02,1.03,1.01,0.807,0.00025
110000,1716,1.548,0.139,6.91,134515,125349,1737,0,7399,1,1193238.5,0.0,0.055,0.114,0.246,0.585,364,7.78,3.97,0.01,0.12,0.03,0.40,0.04,0.43,7.70,3.87,0.00,0.00,0.004,0.042,175,0.158,0.921,0.000,0.000,0.079,376748,374725,3,0.548,0.132,0.015,213214,0.126,0.819,0.013,121.68,84450,0,0.000,0.000,0.000,1631168,1.00,17.95,0.000,0.000,0.000,3,7,11,52,13355,0.051,41.64,0.0090,0.002,9,0.774,0.000,0.769,0.646,4.35,6.01,5.66,0.00,0.000,1.00,1.00,1.00,0.774,0.00024
120000,1855,1.528,0.134,7.13,135321,126287,1926,0,6969,1,1190922.8,0.1,0.059,0.137,0.225,0.579,367,7.16,4.25,0.01,0.22,0.08,0.68,0.03,0.51,7.03,4.10,0.00,0.00,0.007,0.053,178,0.162,0.908,0.000,0.000,0.092,363403,361330,3,0.723,0.000,0.008,237040,0.124,0.802,0.012,120.62,72878,0,0.075,0.000,0.000,2703202,1.00,18.55,0.000,0.000,0.000,2,6,11,57,13280,0.051,42.70,0.0091,0.016,6,0.824,0.000,0.772,0.631,4.03,5.88,5.42,0.00,0.000,1.00,1.00,1.00,0.824,0.00021
130000,1626,1.575,0.129,7.06,121257,113882,1930,0,5674,9,1170329.0,0.3,0.061,0.248,0.134,0.557,401,7.98,5.33,0.01,0.50,0.08,0.83,0.23,1.82,7.66,4.35,0.00,0.00,0.007,0.058,190,0.139,0.914,0.000,0.000,0.086,339027,337999,2,0.525,0.357,0.033,375786,0.148,0.814,0.013,117.40,68357,0,0.031,0.000,0.000,5565421,1.00,17.60,0.001,0.000,0.000,3,7,12,64,12974,0.049,45.91,0.0094,0.027,10,0.893,0.000,0.786,0.646,4.20,5.72,6.11,0.00,0.000,1.00,1.01,1.00,0.893,0.00025
140000,1763,1.490,0.127,6.96,128649,119608,1854,0,7050,5,1188355.5,0.0,0.065,0.202,0.157,0.577,383,7.18,3.76,0.00,0.00,0.09,1.02,0.07,1.06,7.01,3.49,0.00,0.00,0.008,0.061,190,0.118,0.898,0.000,0.000,0.102,356157,354972,2,0.546,0.293,0.015,334864,0.113,0.806,0.012,120.05,79451,0,0.000,0.000,0.000,4760565,1.00,18.50,0.000,0.000,0.000,3,6,11,34,12653,0.048,43.26,0.0096,0.028,6,0.879,0.000,0.827,0.642,4.01,5.42,6.23,0.00,0.000,1.00,1.00,1.00,0.879,0.00021
150000,1749,1.550,0.130,7.36,138258,128807,1854,0,7611,0,1198296.8,0.0,0.114,0.219,0.163,0.503,346,7.54,3.99,0.01,0.12,0.07,0.60,0.10,1.08,7.37,3.77,0.00,0.00,0.009,0.068,210,0.197,0.910,0.000,0.000,0.090,362492,360563,2,0.843,0.000,0.023,364964,0.112,0.802,0.012,120.60,83470,0,0.000,0.000,0.000,5929842,1.00,17.96,0.000,0.000,0.000,2,8,11,50,13186,0.050,42.72,0.0093,0.033,15,0.899,0.000,0.814,0.622,4.29,6.37,6.46,0.00,0.000,1.00,1.00,1.00,0.899,0.00022
160000,1778,1.545,0.135,7.44,134869,125946,2067,0,6827,1,1185372.2,0.0,0.165,0.231,0.058,0.545,343,7.42,4.00,0.01,0.14,0.08,0.93,0.06,0.95,7.28,3.84,0.00,0.00,0.008,0.061,189,0.177,0.894,0.000,0.000,0.106,354704,353955,3,0.490,0.000,0.012,335898,0.096,0.806,0.012,119.61,81361,0,0.000,0.000,0.000,6528310,1.01,18.18,0.000,0.000,0.000,3,7,11,47,13200,0.050,43.71,0.0092,0.013,6,0.914,0.000,0.848,0.623,4.34,6.55,6.41,0.00,0.000,1.01,1.01,1.00,0.914,0.00022
170000,1898,1.505,0.129,7.10,137294,128045,2193,0,6936,0,1186021.4,0.0,0.181,0.179,0.058,0.582,348,7.08,4.34,0.01,0.13,0.07,1.02,0.08,1.22,6.93,3.90,0.00,0.00,0.005,0.049,181,0.207,0.923,0.000,0.000,0.077,359923,359244,3,0.460,0.000,0.019,273045,0.111,0.795,0.012,120.81,79173,0,0.000,0.000,0.000,5054785,1.00,18.60,0.001,0.000,0.000,2,7,11,64,13441,0.051,42.51,0.0090,0.000,7,0.892,0.000,0.844,0.622,3.97,5.35,6.18,0.00,0.000,1.01,1.01,1.00,0.892,0.00020
180000,1791,1.511,0.128,7.67,137821,129105,1884,0,6939,11,1190677.0,0.8,0.209,0.187,0.081,0.523,354,7.52,3.88,0.01,0.17,0.05,0.82,0.10,1.03,7.36,3.55,0.00,0.00,0.003,0.040,168,0.171,0.894,0.000,0.000,0.106,359180,358184,2,0.522,0.000,0.023,498323,0.080,0.795,0.012,120.25,79095,0,0.073,0.000,0.000,5306965,1.00,17.93,0.000,0.000,0.000,3,8,11,52,13467,0.051,43.06,0.0090,0.019,7,0.895,0.000,0.835,0.620,4.47,6.20,6.81,0.00,0.000,1.00,1.00,1.00,0.896,0.00021
190000,1860,1.536,0.125,7.61,140689,132443,1897,0,6280,2,1190360.4,0.9,0.261,0.195,0.112,0.433,327,7.09,3.93,0.01,0.34,0.02,0.24,0.09,1.13,6.97,3.73,0.00,0.00,0.003,0.035,178,0.131,0.911,0.001,0.000,0.089,363431,362445,2,0.518,0.003,0.012,320516,0.116,0.790,0.012,120.95,87261,0,0.455,0.000,0.000,5067750,1.00,18.58,0.000,0.000,0.000,2,7,11,35,13191,0.050,42.36,0.0092,0.013,1,0.887,0.000,0.819,0.616,4.27,6.26,6.81,0.00,0.001,1.00,1.01,1.00,0.887,0.00020
200000,1759,1.496,0.126,7.55,134280,125962,2081,0,6338,3,1197293.2,0.3,0.291,0.216,0.107,0.386,336,7.37,3.73,0.01,0.13,0.05,0.74,0.05,0.65,7.27,3.59,0.00,0.00,0.005,0.050,189,0.173,0.893,0.000,0.000,0.107,367229,365961,2,0.604,0.000,0.013,229723,0.125,0.801,0.012,120.03,83299,0,0.090,0.000,0.000,5875657,1.01,18.11,0.000,0.000,0.000,3,7,11,52,12966,0.049,43.28,0.0094,0.032,2,0.900,0.000,0.827,0.638,4.47,6.49,6.80,0.00,0.000,1.01,1.01,1.00,0.900,0.00019
210000,1742,1.542,0.121,7.87,131446,123482,2150,0,5831,0,1152568.4,0.0,0.290,0.235,0.073,0.402,352,7.28,4.45,0.01,0.14,0.09,1.01,0.05,0.47,7.13,4.23,0.00,0.00,0.007,0.064,171,0.189,0.898,0.000,0.000,0.102,345163,344309,2,0.644,0.000,0.017,321027,0.090,0.767,0.011,116.09,78257,0,0.000,0.000,0.000,5920108,1.01,18.41,0.000,0.000,0.000,2,7,11,54,12686,0.048,47.23,0.0093,0.013,1,0.914,0.000,0.823,0.623,4.24,6.73,5.50,0.00,0.000,1.01,1.01,1.01,0.914,0.00019
220000,1900,1.479,0.102,7.66,135753,127302,2031,0,6262,4,1194375.8,0.2,0.245,0.245,0.065,0.445,342,6.84,3.67,0.01,0.16,0.02,0.27,0.08,0.88,6.74,3.59,0.00,0.02,0.003,0.035,154,0.191,0.910,0.000,0.000,0.090,355121,354308,2,0.661,0.000,0.018,288742,0.117,0.698,0.009,119.93,80064,0,0.042,0.000,0.000,6361857,1.00,18.90,0.000,0.000,0.001,3,6,11,40,13000,0.050,43.39,0.0093,0.000,10,0.918,0.000,0.821,0.621,4.13,6.18,5.59,0.00,0.001,1.01,1.00,1.00,0.919,0.00018
230000,1791,1.527,0.094,7.69,145335,137295,1952,0,6197,8,1204124.4,0.5,0.140,0.204,0.076,0.580,342,7.26,3.64,0.00,0.07,0.04,0.69,0.08,0.55,7.14,3.40,0.00,0.00,0.003,0.039,155,0.214,0.897,0.000,0.000,0.103,365391,364268,2,0.678,0.000,0.025,366353,0.089,0.667,0.008,120.88,79027,0,0.060,0.000,0.000,5352714,1.00,18.40,0.000,0.000,0.000,3,7,11,59,12997,0.050,42.43,0.0094,0.020,3,0.913,0.000,0.828,0.605,4.36,6.37,5.99,0.00,0.000,1.00,1.00,1.00,0.913,0.00016
240000,1807,1.504,0.092,7.66,144544,135803,2022,0,6703,1,1199003.2,0.0,0.227,0.177,0.118,0.477,328,7.26,3.72,0.02,0.25,0.06,0.81,0.04,0.44,7.14,3.51,0.00,0.00,0.005,0.052,174,0.170,0.897,0.000,0.000,0.103,376175,374691,2,0.622,0.000,0.012,269299,0.131,0.657,0.008,120.83,88307,0,0.000,0.000,0.000,4570718,1.01,18.46,0.000,0.000,0.000,2,8,11,49,13124,0.050,42.48,0.0093,0.000,9,0.905,0.000,0.827,0.618,4.29,6.18,5.72,0.00,0.000,1.01,1.01,1.01,0.905,0.00015
250000,1799,1.506,0.083,7.70,144147,135360,2000,0,6795,8,1199597.2,0.0,0.253,0.164,0.159,0.425,318,7.47,3.83,0.01,0.26,0.04,0.67,0.06,0.70,7.36,3.67,0.00,0.00,0.002,0.034,206,0.122,0.894,0.000,0.000,0.106,375322,373273,2,0.568,0.000,0.014,316446,0.115,0.606,0.007,120.82,94745,0,0.000,0.000,0.000,4282477,1.01,17.98,0.000,0.000,0.000,3,7,11,36,13431,0.051,42.49,0.0091,0.000,22,0.895,0.000,0.817,0.619,4.25,6.40,5.65,0.00,0.000,1.01,1.01,1.01,0.896,0.00015
260000,1752,1.538,0.079,7.64,142020,133691,1846,0,6530,3,1203472.0,0.0,0.215,0.168,0.135,0.483,318,7.66,4.46,0.00,0.10,0.08,1.16,0.10,0.95,7.48,4.01,0.00,0.00,0.006,0.057,248,0.204,0.910,0.000,0.000,0.090,368044,365885,2,0.680,0.063,0.022,278509,0.132,0.589,0.006,121.13,93133,0,0.000,0.000,0.000,4239697,1.00,17.90,0.001,0.000,0.000,3,7,11,64,13418,0.051,42.19,0.0092,0.000,13,0.892,0.000,0.821,0.617,4.31,6.11,6.09,0.00,0.000,1.00,1.00,1.00,0.892,0.00018
270000,1712,1.558,0.078,7.44,128908,119924,1807,0,7217,7,1204768.0,0.0,0.150,0.212,0.130,0.508,343,7.15,3.78,0.00,0.08,0.03,0.34,0.04,0.48,7.08,3.76,0.00,0.00,0.004,0.047,197,0.246,0.897,0.000,0.000,0.103,378932,376857,2,0.782,0.000,0.013,284330,0.115,0.581,0.006,121.33,84287,0,0.000,0.000,0.000,5629860,1.00,18.50,0.000,0.000,0.000,2,6,11,40,12240,0.047,41.98,0.0099,0.000,14,0.926,0.000,0.838,0.662,4.10,5.62,5.91,0.00,0.000,1.01,1.01,1.00,0.927,0.00014
280000,1864,1.527,0.081,7.25,132400,123406,2048,1,6793,7,1198384.4,0.0,0.135,0.210,0.093,0.562,345,6.94,4.10,0.01,0.16,0.03,0.33,0.07,0.94,6.84,4.00,0.00,0.00,0.003,0.035,205,0.218,0.892,0.000,0.000,0.108,376403,374493,2,0.508,0.417,0.017,336911,0.087,0.582,0.006,120.80,84174,26,0.000,1.000,0.000,5816510,1.00,18.78,0.000,0.000,0.000,2,6,11,53,12942,0.049,42.52,0.0094,0.000,13,0.936,0.000,0.867,0.650,4.02,5.85,5.77,0.00,0.000,1.00,1.01,1.01,0.936,0.00014
290000,1747,1.555,0.079,7.34,137270,129235,1886,0,6266,0,1195742.0,0.0,0.117,0.179,0.097,0.606,339,7.73,4.03,0.01,0.12,0.02,0.35,0.07,0.73,7.63,3.93,0.00,0.00,0.002,0.023,224,0.264,0.912,0.000,0.000,0.088,370115,369388,5,0.615,0.176,0.021,282510,0.082,0.574,0.006,121.16,83496,0,0.000,0.000,0.000,5149727,1.00,17.56,0.000,0.000,0.000,3,7,11,35,13506,0.052,42.15,0.0090,0.000,16,0.916,0.000,0.853,0.632,4.30,6.32,5.86,0.00,0.000,1.00,1.00,1.00,0.916,0.00019
300000,1774,1.505,0.076,7.45,131243,122982,1828,0,6406,10,1195206.2,1.1,0.086,0.139,0.076,0.699,329,7.28,4.44,0.02,0.35,0.09,1.45,0.09,0.87,7.08,3.80,0.00,0.00,0.005,0.053,192,0.229,0.883,0.000,0.000,0.117,388199,386887,4,0.616,0.000,0.025,356618,0.083,0.572,0.006,120.41,91985,0,0.107,0.000,0.000,3557948,1.01,18.26,0.001,0.000,0.000,3,6,11,64,12920,0.049,42.91,0.0095,0.005,13,0.895,0.000,0.878,0.664,4.10,6.53,5.55,0.00,0.001,1.01,1.01,1.01,0.895,0.00017
310000,1668,1.546,0.083,7.46,137353,129116,2062,0,6281,2,1202075.6,0.0,0.084,0.157,0.084,0.674,314,7.83,3.80,0.00,0.07,0.06,0.77,0.11,1.09,7.66,3.54,0.00,0.00,0.005,0.051,190,0.215,0.884,0.000,0.000,0.116,384080,383388,3,0.797,0.012,0.018,281097,0.111,0.586,0.006,120.66,93466,0,0.012,0.000,0.000,3911752,1.00,17.64,0.000,0.001,0.000,3,8,12,34,13054,0.050,42.65,0.0094,0.000,23,0.919,0.000,0.871,0.644,4.41,6.29,6.31,0.00,0.001,1.00,1.00,1.00,0.919,0.00015
