step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
320000,1971,1.515,0.088,7.45,139333,130920,2082,0,6028,7,1186768.1,0.4,0.079,0.238,0.092,0.590,329,6.86,4.74,0.00,0.00,0.12,1.69,0.10,1.12,6.64,4.20,0.00,0.00,0.006,0.054,207,0.210,0.910,0.000,0.000,0.090,353895,352726,3,0.736,0.000,0.020,278468,0.124,0.583,0.006,121.05,83135,0,0.055,0.000,0.000,6609237,1.00,19.18,0.001,0.000,0.000,2,6,11,64,13526,0.052,42.27,0.0091,0.000,13,0.922,0.000,0.834,0.609,3.91,5.44,5.69,0.00,0.000,1.00,1.00,1.00,0.923,0.00020
330000,1774,1.526,0.086,7.08,140197,132280,2156,0,5958,8,1203674.4,1.3,0.112,0.252,0.075,0.560,322,7.56,4.01,0.00,0.00,0.05,0.41,0.06,0.64,7.45,3.93,0.00,0.00,0.006,0.048,197,0.190,0.902,0.000,0.000,0.098,350947,349617,2,0.905,0.000,0.012,214861,0.132,0.584,0.006,121.30,81760,0,0.160,0.000,0.000,7173572,1.00,18.12,0.000,0.000,0.000,3,7,11,47,13403,0.051,42.02,0.0091,0.000,11,0.924,0.000,0.817,0.604,4.31,5.86,6.17,0.00,0.000,1.00,1.00,1.00,0.924,0.00023
340000,1760,1.536,0.084,7.23,143035,135173,1874,0,6002,7,1190204.2,1.1,0.126,0.277,0.088,0.509,320,7.85,5.27,0.01,0.20,0.08,1.02,0.10,1.27,7.65,4.84,0.00,0.00,0.005,0.046,191,0.260,0.917,0.000,0.000,0.083,363142,361842,2,0.786,0.173,0.014,278870,0.112,0.574,0.006,120.99,85285,0,0.153,0.000,0.000,7378665,1.01,17.96,0.001,0.000,0.000,3,8,11,64,13808,0.053,42.32,0.0088,0.000,18,0.926,0.000,0.798,0.609,4.29,6.25,5.78,0.00,0.000,1.01,1.01,1.00,0.926,0.00024
350000,1883,1.516,0.081,6.94,134850,127107,1853,0,5767,1,1187792.0,0.4,0.074,0.278,0.108,0.541,322,6.95,3.93,0.00,0.13,0.03,0.34,0.06,0.88,6.86,3.83,0.00,0.00,0.003,0.039,211,0.188,0.908,0.000,0.000,0.092,362948,361725,1,1.000,0.000,0.014,316881,0.090,0.569,0.006,121.09,84394,0,0.435,0.000,0.000,7347302,1.00,19.03,0.000,0.000,0.000,2,7,11,36,13087,0.050,42.23,0.0092,0.000,16,0.919,0.000,0.810,0.631,4.07,5.85,6.31,0.00,0.000,1.00,1.00,1.00,0.919,0.00023
360000,1797,1.487,0.085,7.35,148000,140444,1752,0,5890,1,1192308.9,0.2,0.046,0.114,0.083,0.757,318,7.12,3.65,0.00,0.02,0.01,0.17,0.06,0.64,7.05,3.59,0.00,0.00,0.002,0.031,178,0.225,0.890,0.000,0.000,0.110,364681,364318,1,1.000,0.000,0.013,310484,0.093,0.584,0.006,120.78,81809,0,0.225,0.000,0.000,2589492,1.00,19.09,0.000,0.000,0.000,3,7,11,41,12790,0.049,42.53,0.0094,0.016,8,0.804,0.000,0.814,0.597,4.45,6.55,6.80,0.00,0.000,1.00,1.00,1.00,0.805,0.00022
370000,1802,1.503,0.091,7.26,156995,148322,1844,0,6824,0,1187728.4,0.0,0.030,0.129,0.104,0.737,301,7.36,3.38,0.00,0.00,0.04,0.42,0.06,0.56,7.26,3.33,0.00,0.00,0.006,0.060,216,0.241,0.878,0.000,0.000,0.122,372810,372432,1,1.000,0.000,0.018,311393,0.095,0.584,0.006,120.90,85384,0,0.000,0.000,0.000,3413869,1.00,18.52,0.000,0.000,0.000,3,7,11,39,13268,0.051,42.42,0.0091,0.006,5,0.823,0.000,0.780,0.581,4.44,6.73,6.63,0.00,0.000,1.00,1.00,1.00,0.823,0.00021
380000,1892,1.478,0.088,7.33,160774,151218,1978,0,7488,0,1188557.9,0.0,0.029,0.160,0.116,0.695,286,6.83,3.19,0.00,0.05,0.03,0.49,0.09,0.89,6.70,3.03,0.00,0.00,0.004,0.050,209,0.120,0.910,0.000,0.000,0.090,371959,371456,1,1.000,0.000,0.021,391668,0.091,0.591,0.006,121.13,93221,0,0.000,0.000,0.000,4241622,1.00,19.22,0.000,0.000,0.000,3,7,10,26,12918,0.049,42.19,0.0094,0.000,8,0.850,0.000,0.768,0.570,4.27,6.57,6.53,0.00,0.000,1.00,1.00,1.00,0.850,0.00020
390000,1826,1.490,0.087,7.67,159955,147159,2035,0,10827,0,1192840.0,0.0,0.020,0.128,0.125,0.727,288,7.34,3.35,0.00,0.00,0.05,0.53,0.08,0.76,7.22,3.16,0.00,0.00,0.006,0.058,242,0.100,0.898,0.000,0.000,0.102,370645,370222,1,0.856,0.144,0.020,310962,0.100,0.586,0.006,120.82,91537,0,0.000,0.000,0.000,3404724,1.00,18.85,0.000,0.000,0.000,3,8,11,44,13405,0.051,42.50,0.0091,0.000,9,0.851,0.000,0.755,0.571,4.42,6.19,6.77,0.00,0.000,1.00,1.00,1.00,0.851,0.00018
400000,1824,1.456,0.086,7.76,163431,151923,1963,0,9547,7,1189651.6,0.9,0.021,0.119,0.152,0.708,278,7.44,3.62,0.00,0.02,0.04,0.93,0.10,0.97,7.31,3.29,0.00,0.00,0.002,0.031,214,0.197,0.892,0.000,0.000,0.108,370609,369173,3,0.890,0.000,0.026,412382,0.105,0.574,0.005,120.80,96230,0,0.122,0.000,0.000,2983104,1.00,19.08,0.001,0.000,0.000,3,7,11,64,13579,0.052,42.52,0.0089,0.000,13,0.828,0.000,0.746,0.562,4.55,6.63,6.99,0.00,0.000,1.00,1.00,1.00,0.828,0.00018
410000,1885,1.465,0.092,7.89,159244,149397,2011,0,7775,0,1201728.1,0.0,0.041,0.140,0.177,0.642,269,7.18,3.52,0.00,0.00,0.05,0.69,0.13,1.19,7.01,3.24,0.00,0.00,0.004,0.047,211,0.214,0.880,0.000,0.000,0.120,371490,368112,2,0.865,0.065,0.029,419145,0.120,0.577,0.006,121.45,100702,0,0.000,0.000,0.000,3570136,1.00,19.31,0.000,0.000,0.000,3,7,11,40,13537,0.052,41.86,0.0091,0.000,13,0.850,0.000,0.710,0.574,4.39,6.80,6.45,0.00,0.000,1.00,1.00,1.00,0.850,0.00018
420000,1932,1.458,0.087,7.75,165412,155178,1906,0,8281,4,1195586.2,0.2,0.047,0.145,0.168,0.641,269,6.91,3.26,0.00,0.06,0.04,0.98,0.10,0.82,6.77,3.05,0.00,0.00,0.003,0.044,209,0.202,0.887,0.000,0.000,0.113,373439,371323,3,0.836,0.000,0.024,453140,0.104,0.572,0.005,121.41,93851,0,0.062,0.000,0.000,4140038,1.00,19.77,0.000,0.000,0.000,3,7,11,46,13344,0.051,41.91,0.0091,0.000,18,0.858,0.000,0.657,0.560,4.34,6.44,6.54,0.00,0.000,1.00,1.00,1.00,0.858,0.00017
