step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1019,12.85,0.09,0.09,0.13,12.55,0.00,1.03,0.000,0.179,798394.2,38.3,8,9,3.19,1.02,1.03
10000,4,971,7.21,0.03,0.10,0.08,7.00,0.00,1.01,0.000,0.375,736757.9,20.4,4,24,2.18,1.01,1.02
10000,0,3,4.67,0.00,0.00,0.00,4.67,0.00,1.00,0.000,0.000,80648.3,41.3,3,3,2.33,1.00,1.00
20000,8,1178,11.20,0.01,0.05,0.11,11.02,0.00,1.01,0.000,0.175,780355.2,3.2,9,2,2.98,1.01,1.01
20000,4,1040,6.86,0.05,0.04,0.04,6.72,0.00,1.02,0.000,0.370,781092.9,1.0,3,1,2.22,1.02,1.02
20000,0,11,15.36,0.00,0.18,0.00,15.18,0.00,1.00,0.000,0.001,1383.1,0.0,2,10,3.55,1.00,1.00
30000,8,1146,10.79,0.01,0.02,0.08,10.68,0.00,1.00,0.000,0.161,776669.7,0.9,9,0,3.10,1.01,1.01
30000,4,921,7.25,0.03,0.01,0.01,7.21,0.00,1.01,0.000,0.333,778922.0,0.8,2,0,2.21,1.01,1.02
30000,0,5,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,2009.7,0.0,1,5,2.20,1.00,1.00
40000,8,1212,10.36,0.01,0.04,0.06,10.25,0.00,1.00,0.000,0.163,776709.5,2.9,7,0,3.09,1.00,1.00
40000,4,1041,6.63,0.04,0.04,0.05,6.50,0.00,1.02,0.000,0.345,779548.3,1.2,4,0,2.15,1.02,1.02
40000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1793.8,0.0,1,1,2.00,1.00,1.00
50000,8,1183,10.54,0.01,0.06,0.09,10.38,0.00,1.00,0.000,0.162,779005.7,1.5,11,0,3.23,1.00,1.01
50000,4,1071,6.41,0.01,0.01,0.03,6.36,0.00,1.00,0.000,0.343,781884.5,0.0,4,0,2.15,1.01,1.01
50000,0,4,20.25,0.00,0.00,0.00,20.25,0.00,1.00,0.000,0.001,1252.0,0.0,3,4,4.50,1.00,1.00
60000,8,1119,11.00,0.00,0.08,0.04,10.88,0.00,1.00,0.000,0.160,777844.6,0.0,7,0,3.24,1.00,1.00
60000,4,966,7.18,0.05,0.01,0.02,7.11,0.00,1.02,0.000,0.347,784617.8,0.0,3,0,2.18,1.02,1.02
60000,0,3,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.000,1884.3,0.0,2,1,2.67,1.00,1.00
70000,8,1195,10.63,0.02,0.13,0.05,10.44,0.00,1.01,0.000,0.165,778098.6,0.1,4,0,3.30,1.01,1.01
70000,4,914,7.47,0.08,0.02,0.02,7.35,0.00,1.04,0.000,0.341,778009.5,0.0,2,0,2.22,1.04,1.04
70000,0,4,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.000,1603.0,0.0,3,4,2.00,1.00,1.00
80000,8,1190,9.83,0.01,0.11,0.07,9.64,0.00,1.00,0.000,0.152,781052.7,0.2,3,0,3.19,1.00,1.00
80000,4,1067,6.32,0.03,0.01,0.03,6.25,0.00,1.02,0.000,0.337,776287.7,0.0,2,0,2.18,1.02,1.01
80000,0,11,13.36,0.00,0.00,0.64,12.73,0.00,1.00,0.000,0.001,1699.5,0.0,4,10,3.82,1.00,1.00
90000,8,1243,9.86,0.02,0.14,0.09,9.61,0.00,1.01,0.000,0.160,778578.9,0.0,6,0,3.14,1.01,1.01
90000,4,1074,6.31,0.10,0.04,0.06,6.11,0.00,1.03,0.000,0.338,779183.1,0.4,2,0,2.17,1.01,1.05
90000,0,13,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.001,1385.7,0.0,3,9,2.54,1.00,1.00
100000,8,1243,9.56,0.01,0.20,0.12,9.24,0.00,1.00,0.000,0.155,780724.2,0.4,7,0,3.18,1.00,1.00
100000,4,1034,6.21,0.11,0.06,0.03,6.01,0.00,1.05,0.000,0.321,781696.2,0.8,2,0,2.10,1.03,1.06
100000,0,6,15.17,0.00,0.00,0.17,15.00,0.00,1.00,0.000,0.001,1539.4,0.0,2,5,3.33,1.00,1.00
110000,8,1164,10.39,0.02,0.20,0.13,10.04,0.00,1.01,0.000,0.157,779556.9,0.3,5,0,3.28,1.01,1.01
110000,4,1044,6.42,0.06,0.04,0.04,6.29,0.00,1.03,0.000,0.335,786055.9,0.4,2,0,2.10,1.01,1.03
110000,0,3,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,1386.5,0.0,2,3,2.67,1.00,1.00
120000,8,1188,10.29,0.01,0.20,0.11,9.97,0.00,1.00,0.000,0.162,777238.9,0.0,4,1,3.23,1.00,1.00
120000,4,906,7.45,0.02,0.02,0.02,7.39,0.00,1.01,0.000,0.349,782400.4,0.3,3,5,2.23,1.01,1.01
120000,0,10,10.10,0.00,0.00,0.00,10.10,0.00,1.00,0.000,0.001,1192.4,0.0,4,10,3.40,1.00,1.00
130000,8,1240,9.75,0.00,0.13,0.13,9.49,0.00,1.00,0.000,0.167,771903.2,1.0,10,13,3.21,1.00,1.00
130000,4,1188,5.71,0.03,0.00,0.02,5.66,0.00,1.01,0.000,0.356,794962.3,0.0,4,1,2.00,1.01,1.02
130000,0,1,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,1031.3,0.0,1,1,2.00,1.00,1.00
140000,8,1210,9.60,0.00,0.12,0.07,9.41,0.00,1.00,0.000,0.157,769249.7,0.6,11,5,3.41,1.00,1.00
140000,4,1070,6.54,0.02,0.03,0.01,6.49,0.00,1.01,0.001,0.367,791591.7,0.2,6,4,2.15,1.01,1.01
140000,0,5,14.40,0.00,0.00,0.00,14.40,0.00,1.00,0.000,0.000,946.4,0.0,3,5,3.60,1.00,1.00
150000,8,1227,9.71,0.01,0.15,0.15,9.41,0.00,1.00,0.000,0.155,772592.0,0.9,5,0,3.34,1.00,1.00
150000,4,870,7.60,0.04,0.04,0.02,7.50,0.00,1.02,0.000,0.330,783043.4,0.2,4,0,2.31,1.01,1.02
150000,0,5,10.60,0.00,0.00,0.00,10.60,0.00,1.00,0.000,0.000,1051.7,0.0,3,5,3.60,1.00,1.00
160000,8,1210,9.44,0.01,0.09,0.11,9.23,0.00,1.00,0.000,0.156,773462.8,0.1,9,4,3.28,1.00,1.01
160000,4,1068,6.33,0.01,0.03,0.02,6.27,0.00,1.00,0.000,0.386,782663.0,0.7,8,10,2.24,1.00,1.01
160000,0,4,9.50,0.00,0.00,0.00,9.50,0.00,1.00,0.000,0.000,1016.7,0.0,4,4,3.00,1.00,1.00
170000,8,1247,9.02,0.04,0.09,0.06,8.83,0.00,1.01,0.000,0.152,770574.4,0.4,7,6,3.30,1.00,1.01
170000,4,1023,6.31,0.02,0.05,0.02,6.23,0.00,1.01,0.000,0.418,784220.1,0.1,7,6,2.26,1.02,1.01
170000,0,7,12.14,0.00,0.00,0.00,12.14,0.00,1.00,0.000,0.001,863.3,0.0,4,7,3.57,1.00,1.00
180000,8,1255,9.14,0.02,0.11,0.07,8.94,0.00,1.01,0.000,0.157,770295.0,0.3,5,13,3.36,1.01,1.01
180000,4,905,7.18,0.04,0.05,0.12,6.97,0.00,1.02,0.000,0.355,782507.1,0.6,7,6,2.48,1.02,1.02
180000,0,3,12.33,0.67,0.00,0.33,11.33,0.00,1.18,0.000,0.000,891.9,0.0,3,3,3.00,1.33,1.33
190000,8,1165,9.84,0.04,0.07,0.08,9.64,0.00,1.02,0.000,0.162,747643.3,0.6,4,2,3.25,1.01,1.02
190000,4,1120,6.00,0.01,0.02,0.07,5.90,0.00,1.01,0.000,0.391,806412.3,0.3,6,148,2.17,1.01,1.01
190000,0,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,840.5,0.0,0,2,4.00,1.00,1.00
200000,8,1203,9.41,0.03,0.09,0.08,9.21,0.00,1.01,0.000,0.159,751735.6,1.0,10,19,3.34,1.01,1.01
200000,4,1012,6.55,0.01,0.03,0.05,6.46,0.00,1.00,0.000,0.354,799208.9,0.1,6,8,2.30,1.00,1.00
200000,0,4,9.50,0.00,0.00,0.00,9.50,0.00,1.00,0.000,0.000,892.8,0.0,2,4,4.25,1.00,1.00
210000,8,1206,9.58,0.07,0.17,0.17,9.18,0.00,1.03,0.000,0.161,762299.1,0.1,4,17,3.42,1.02,1.02
210000,4,961,6.78,0.02,0.11,0.06,6.60,0.00,1.01,0.000,0.355,784797.4,0.1,3,3,2.35,1.01,1.01
210000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1105.0,0.0,0,0,-0.00,-0.00,-0.00
220000,8,1192,9.50,0.10,0.07,0.13,9.20,0.00,1.04,0.000,0.152,764560.1,1.4,4,6,3.48,1.03,1.03
220000,4,1188,5.35,0.03,0.06,0.11,5.16,0.00,1.01,0.000,0.328,782671.9,0.2,5,8,2.18,1.01,1.01
220000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,1064.0,0.0,0,1,3.00,1.00,1.00
230000,8,1178,9.54,0.06,0.10,0.14,9.24,0.00,1.03,0.000,0.150,766930.4,0.9,4,1,3.51,1.03,1.02
230000,4,998,6.65,0.01,0.03,0.07,6.55,0.00,1.00,0.000,0.335,776155.9,2.8,3,4,2.33,1.00,1.00
230000,0,4,7.25,0.00,0.00,0.25,7.00,0.00,1.00,0.000,0.000,999.1,0.0,1,4,3.75,1.00,1.00
240000,8,1192,9.92,0.04,0.07,0.16,9.66,0.00,1.02,0.000,0.155,769743.0,1.1,2,0,3.46,1.01,1.01
240000,4,1250,5.04,0.01,0.03,0.03,4.96,0.00,1.01,0.000,0.316,782131.9,0.0,3,1,2.15,1.00,1.00
240000,0,8,10.88,0.00,0.50,0.00,10.38,0.00,1.00,0.000,0.001,1082.0,0.0,1,8,4.00,1.00,1.00
250000,8,1235,9.35,0.07,0.14,0.17,8.97,0.00,1.02,0.000,0.150,768297.7,1.7,7,0,3.45,1.01,1.03
250000,4,1026,6.27,0.01,0.07,0.04,6.15,0.00,1.00,0.000,0.322,783612.8,0.3,2,0,2.37,1.00,1.00
250000,0,3,5.67,0.00,0.00,0.00,5.67,0.00,1.00,0.000,0.000,1106.8,0.0,1,3,2.00,1.00,1.00
260000,8,1200,9.53,0.04,0.08,0.17,9.25,0.00,1.02,0.000,0.158,766417.2,1.0,6,0,3.46,1.01,1.02
260000,4,1023,6.24,0.05,0.04,0.04,6.11,0.00,1.01,0.000,0.323,776903.1,0.0,2,2,2.42,1.00,1.02
260000,0,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,1148.8,0.0,2,2,3.50,1.00,1.00
270000,8,1318,8.18,0.02,0.06,0.19,7.92,0.00,1.01,0.000,0.172,761361.0,1.4,4,31,3.41,1.01,1.01
270000,4,1131,5.55,0.01,0.04,0.04,5.46,0.00,1.00,0.000,0.345,786896.2,0.7,3,3,2.23,1.00,1.01
270000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,802.5,0.0,1,1,2.00,1.00,1.00
280000,8,1279,8.79,0.04,0.03,0.09,8.62,0.00,1.02,0.001,0.162,752136.9,0.7,5,9,3.47,1.01,1.02
280000,4,1132,5.52,0.03,0.05,0.06,5.37,0.00,1.02,0.000,0.327,795046.3,0.4,3,1,2.20,1.01,1.02
280000,0,3,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,688.7,0.0,2,3,3.33,1.00,1.00
290000,8,1305,7.36,0.03,0.03,0.06,7.24,0.00,1.02,0.000,0.194,760347.8,0.2,3,19,3.41,1.02,1.02
290000,4,1060,5.93,0.04,0.03,0.08,5.77,0.00,1.02,0.000,0.325,792493.0,0.0,3,3,2.37,1.01,1.02
