step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1862,1.516,0.125,11.54,135133,121254,1617,0,12171,10,1183544.8,1.2,0.072,0.192,0.429,0.307,291,7.58,4.82,0.02,0.27,0.05,0.44,0.10,0.75,7.42,4.73,0.00,0.02,0.006,0.062,329,0.110,0.902,0.000,0.000,0.098,328590,314712,8,0.191,0.206,0.026,986016,0.083,0.798,0.012,120.11,114815,0,0.115,0.000,0.000,3822026,1.01,18.28,0.000,0.000,0.001,3,7,14,42,14115,0.054,43.20,0.0086,0.000,24,0.803,0.000,0.843,0.595,3.00,3.13,5.82,0.00,0.001,1.01,1.01,1.01,0.803,0.00032
120000,1816,1.531,0.118,11.60,138912,126068,1638,0,11252,3,1195527.5,0.2,0.117,0.138,0.403,0.342,289,8.01,4.65,0.04,0.48,0.10,0.76,0.12,0.69,7.76,4.48,0.00,0.05,0.013,0.093,366,0.073,0.901,0.000,0.000,0.099,328111,312018,10,0.230,0.027,0.050,685311,0.100,0.754,0.010,120.84,117555,0,0.078,0.000,0.000,2507813,1.02,17.45,0.000,0.000,0.001,3,7,13,53,14552,0.056,42.48,0.0085,0.000,13,0.744,0.000,0.866,0.583,3.07,3.35,5.80,0.00,0.001,1.02,1.02,1.02,0.744,0.00033
130000,1827,1.548,0.099,11.91,135054,121722,1623,0,11698,11,1199721.2,1.2,0.089,0.163,0.422,0.325,281,7.87,4.96,0.03,0.37,0.05,0.84,0.09,0.60,7.70,4.83,0.00,0.00,0.004,0.046,358,0.079,0.914,0.000,0.000,0.086,329872,311733,16,0.372,0.015,0.036,686855,0.094,0.679,0.008,121.00,116291,0,0.111,0.000,0.000,3333046,1.01,18.11,0.000,0.000,0.000,2,7,14,42,14375,0.055,42.31,0.0085,0.009,6,0.789,0.000,0.861,0.597,3.09,3.57,5.67,0.00,0.000,1.02,1.01,1.01,0.789,0.00030
140000,1819,1.592,0.100,12.59,130073,115140,1709,0,13232,16,1194785.8,1.7,0.107,0.212,0.383,0.297,261,7.87,4.74,0.05,0.39,0.04,0.46,0.10,0.83,7.68,4.68,0.00,0.00,0.003,0.030,375,0.058,0.918,0.000,0.000,0.082,320418,302460,10,0.290,0.089,0.030,517071,0.100,0.667,0.008,121.00,119167,0,0.109,0.000,0.000,4856175,1.02,18.26,0.000,0.001,0.000,2,7,14,41,14319,0.055,42.31,0.0086,0.001,8,0.842,0.000,0.829,0.600,3.14,4.14,5.16,0.00,0.001,1.03,1.02,1.02,0.842,0.00032
150000,1795,1.599,0.109,12.28,129434,117812,1690,0,9956,41,1203927.8,5.8,0.107,0.206,0.432,0.255,247,8.13,5.11,0.11,0.58,0.08,0.55,0.08,0.67,7.86,5.01,0.00,0.00,0.009,0.064,380,0.095,0.905,0.001,0.000,0.094,333976,316358,7,0.358,0.098,0.028,554327,0.110,0.674,0.008,121.11,120966,0,0.141,0.000,0.000,4361914,1.04,18.23,0.000,0.000,0.000,3,7,16,45,14594,0.056,42.21,0.0085,0.000,26,0.837,0.000,0.812,0.618,3.30,4.45,5.37,0.00,0.001,1.06,1.02,1.05,0.837,0.00034
160000,1792,1.580,0.101,11.42,130165,119366,1697,0,9105,44,1191644.8,7.9,0.113,0.211,0.451,0.225,260,7.85,4.53,0.02,0.22,0.14,0.87,0.08,0.51,7.61,4.30,0.00,0.00,0.012,0.073,343,0.104,0.912,0.001,0.000,0.088,326003,312376,6,0.355,0.008,0.037,674257,0.099,0.659,0.007,121.51,115447,0,0.180,0.000,0.000,4754539,1.01,18.06,0.000,0.001,0.000,3,8,13,39,14062,0.054,41.81,0.0087,0.003,13,0.843,0.000,0.833,0.606,3.33,4.20,5.70,0.00,0.001,1.01,1.01,1.01,0.843,0.00035
170000,1762,1.564,0.094,11.41,136982,124531,1600,0,10881,17,1191178.9,2.1,0.114,0.196,0.415,0.275,272,8.13,5.07,0.07,0.52,0.10,0.64,0.12,0.76,7.83,4.83,0.00,0.00,0.010,0.075,362,0.153,0.908,0.001,0.000,0.091,337508,324888,9,0.378,0.015,0.045,701440,0.095,0.641,0.007,120.96,112895,0,0.122,0.000,0.000,4098211,1.03,17.89,0.000,0.000,0.000,3,8,15,61,14324,0.055,42.36,0.0086,0.002,16,0.842,0.000,0.821,0.599,3.40,4.44,5.72,0.00,0.002,1.04,1.02,1.03,0.842,0.00033
180000,1735,1.601,0.087,11.92,135217,123720,1686,0,9838,28,1196189.5,3.6,0.062,0.263,0.407,0.268,253,8.12,4.77,0.06,0.38,0.07,0.62,0.16,0.76,7.84,4.55,0.00,0.00,0.007,0.061,403,0.118,0.908,0.000,0.000,0.092,330849,319174,10,0.348,0.094,0.080,998613,0.095,0.630,0.007,120.50,116616,0,0.129,0.000,0.000,6370355,1.03,17.92,0.000,0.000,0.000,3,8,14,50,14083,0.054,42.82,0.0088,0.018,8,0.870,0.000,0.820,0.596,3.42,4.31,5.96,0.00,0.000,1.04,1.02,1.03,0.870,0.00034
190000,1837,1.552,0.086,11.83,130768,118737,1827,0,10102,11,1188638.4,1.8,0.037,0.306,0.424,0.232,251,7.72,4.38,0.05,0.46,0.05,0.48,0.10,0.86,7.52,4.27,0.00,0.00,0.007,0.065,362,0.137,0.896,0.001,0.000,0.103,330858,316664,6,0.360,0.022,0.029,845087,0.090,0.631,0.007,119.94,119553,0,0.165,0.000,0.000,7423653,1.02,18.28,0.000,0.001,0.000,3,8,13,55,14174,0.054,43.38,0.0086,0.046,8,0.887,0.000,0.826,0.609,3.35,4.26,5.96,0.00,0.001,1.02,1.01,1.02,0.887,0.00032
200000,1844,1.527,0.087,12.14,133616,120219,1666,0,11724,6,1191651.1,1.0,0.086,0.251,0.428,0.235,236,7.56,3.92,0.02,0.17,0.09,0.76,0.09,0.64,7.36,3.78,0.00,0.00,0.010,0.072,347,0.070,0.889,0.000,0.000,0.111,341050,326925,8,0.366,0.010,0.038,723185,0.094,0.633,0.007,120.25,129944,0,0.170,0.000,0.000,5905490,1.01,17.99,0.000,0.001,0.000,3,8,11,44,13933,0.053,43.07,0.0088,0.012,12,0.866,0.000,0.847,0.612,3.35,4.03,6.11,0.00,0.001,1.01,1.01,1.02,0.866,0.00032
210000,1944,1.510,0.081,12.08,142264,128841,1679,0,11644,8,1196862.6,0.4,0.058,0.258,0.466,0.218,235,7.22,4.34,0.02,0.41,0.04,0.47,0.09,0.84,7.07,4.23,0.00,0.00,0.007,0.073,324,0.058,0.906,0.000,0.000,0.094,340687,328339,6,0.424,0.034,0.024,666763,0.100,0.610,0.006,120.89,128212,0,0.054,0.000,0.000,6524289,1.01,18.73,0.000,0.000,0.000,3,7,11,57,14040,0.054,42.42,0.0087,0.015,15,0.872,0.000,0.858,0.586,3.25,3.92,5.91,0.00,0.001,1.01,1.01,1.01,0.872,0.00029
220000,1895,1.499,0.085,11.90,141979,129233,1647,0,11148,18,1199494.4,1.4,0.045,0.279,0.459,0.218,236,7.55,4.60,0.00,0.09,0.08,0.68,0.12,0.89,7.35,4.36,0.00,0.00,0.010,0.079,329,0.088,0.908,0.000,0.000,0.092,336605,325521,5,0.410,0.003,0.044,770428,0.091,0.619,0.006,121.20,128280,0,0.079,0.000,0.000,6914236,1.00,18.53,0.001,0.000,0.000,3,7,11,64,14315,0.055,42.11,0.0086,0.001,13,0.891,0.000,0.839,0.583,3.33,3.97,6.18,0.00,0.000,1.00,1.00,1.00,0.891,0.00029
230000,1752,1.535,0.088,11.71,140327,128329,1682,0,10459,12,1203163.5,1.1,0.048,0.246,0.457,0.249,240,7.87,4.22,0.00,0.02,0.04,0.35,0.13,0.76,7.70,4.22,0.00,0.00,0.007,0.072,331,0.082,0.890,0.000,0.000,0.110,339382,330517,3,0.544,0.000,0.043,849778,0.085,0.607,0.006,121.10,121240,0,0.088,0.000,0.000,6664214,1.00,17.77,0.000,0.000,0.000,3,8,11,44,13783,0.053,42.22,0.0089,0.000,13,0.889,0.000,0.836,0.591,3.58,4.09,6.62,0.00,0.000,1.00,1.00,1.00,0.889,0.00030
240000,1939,1.542,0.082,11.97,137629,125025,1876,0,10541,8,1202625.6,1.2,0.038,0.209,0.401,0.352,232,7.09,4.03,0.01,0.17,0.06,0.52,0.09,0.74,6.93,4.04,0.00,0.00,0.011,0.090,314,0.085,0.902,0.000,0.000,0.098,340477,334559,7,0.325,0.004,0.034,687275,0.091,0.589,0.006,121.25,128114,0,0.149,0.000,0.000,5586752,1.01,18.24,0.000,0.000,0.000,2,7,11,40,13748,0.052,42.06,0.0090,0.000,19,0.872,0.000,0.866,0.600,3.29,3.68,6.04,0.00,0.000,1.01,1.01,1.02,0.872,0.00027
250000,1828,1.531,0.082,12.14,135526,123728,1709,0,10200,6,1199480.4,0.3,0.045,0.176,0.417,0.362,233,7.64,3.97,0.03,0.25,0.05,0.33,0.12,0.76,7.44,3.96,0.00,0.00,0.009,0.077,341,0.087,0.893,0.000,0.000,0.107,346150,340116,4,0.361,0.056,0.054,976938,0.079,0.585,0.006,120.74,129185,0,0.054,0.000,0.000,3818292,1.01,17.52,0.000,0.000,0.000,3,8,11,38,13963,0.053,42.57,0.0088,0.000,20,0.841,0.000,0.886,0.613,3.43,4.21,6.17,0.00,0.000,1.01,1.01,1.01,0.841,0.00028
260000,1831,1.532,0.079,12.07,140608,126120,1778,0,12707,17,1200397.8,1.6,0.071,0.170,0.428,0.331,226,7.54,3.91,0.01,0.24,0.07,1.03,0.15,0.92,7.31,3.62,0.00,0.02,0.008,0.076,281,0.198,0.896,0.000,0.000,0.104,347657,342882,4,0.440,0.029,0.049,826932,0.074,0.579,0.006,120.91,127883,0,0.091,0.000,0.000,3694006,1.00,17.65,0.000,0.000,0.001,3,8,11,48,13809,0.053,42.41,0.0090,0.001,21,0.832,0.000,0.877,0.600,3.43,4.00,6.14,0.00,0.001,1.00,1.01,1.00,0.832,0.00028
270000,1807,1.524,0.079,11.74,132138,120437,1704,0,10021,7,1200362.1,1.0,0.051,0.207,0.426,0.316,250,7.55,4.72,0.00,0.05,0.07,0.80,0.11,0.60,7.37,4.51,0.00,0.00,0.008,0.073,306,0.204,0.898,0.000,0.000,0.102,342196,334888,5,0.480,0.000,0.046,1018997,0.067,0.578,0.006,121.13,117074,0,0.146,0.000,0.000,4232834,1.00,17.76,0.000,0.000,0.000,3,8,11,57,13644,0.052,42.18,0.0090,0.013,6,0.849,0.000,0.873,0.618,3.35,4.16,5.78,0.00,0.000,1.00,1.00,1.00,0.849,0.00029
280000,1824,1.537,0.080,11.18,136103,123164,1746,0,11176,3,1191285.6,0.1,0.024,0.273,0.385,0.318,255,7.41,4.02,0.01,0.20,0.05,0.46,0.15,1.14,7.19,3.89,0.00,0.00,0.008,0.072,321,0.186,0.892,0.000,0.000,0.108,345149,339252,3,0.549,0.008,0.072,1141165,0.073,0.582,0.006,120.63,118747,0,0.044,0.000,0.000,6064010,1.01,17.75,0.000,0.000,0.000,3,8,11,42,13520,0.052,42.68,0.0091,0.000,15,0.894,0.000,0.877,0.609,3.38,4.17,6.06,0.00,0.000,1.01,1.01,1.01,0.894,0.00027
290000,1798,1.519,0.079,11.94,137089,125990,1929,0,9196,8,1197363.8,0.5,0.025,0.308,0.313,0.354,239,6.79,3.64,0.01,0.25,0.04,0.32,0.11,1.20,6.63,3.49,0.00,0.02,0.007,0.070,328,0.070,0.895,0.000,0.000,0.105,359045,351366,3,0.497,0.035,0.041,1024582,0.074,0.585,0.006,120.89,131819,0,0.058,0.000,0.000,7377451,1.01,18.70,0.000,0.000,0.001,3,7,10,49,12203,0.047,42.43,0.0101,0.007,7,0.928,0.000,0.880,0.621,3.31,4.77,5.46,0.00,0.001,1.01,1.00,1.01,0.928,0.00021
300000,1790,1.542,0.081,12.12,139851,126562,2206,0,11091,4,1193926.9,0.6,0.021,0.281,0.198,0.499,218,6.73,3.80,0.01,0.22,0.05,0.37,0.13,0.83,6.54,3.73,0.00,0.02,0.009,0.071,332,0.069,0.884,0.000,0.000,0.116,382966,371780,3,0.586,0.011,0.054,734944,0.081,0.596,0.006,120.63,149898,0,0.151,0.000,0.000,7116081,1.00,18.72,0.000,0.001,0.001,3,6,11,51,12042,0.046,42.68,0.0102,0.005,12,0.939,0.000,0.894,0.637,3.19,4.50,5.33,0.00,0.001,1.00,1.00,1.01,0.939,0.00017
310000,2020,1.479,0.090,12.12,146141,133510,2096,0,10305,2,1190657.4,0.2,0.028,0.238,0.186,0.549,214,6.72,4.40,0.01,0.17,0.05,0.40,0.04,0.41,6.62,4.38,0.00,0.00,0.008,0.067,366,0.070,0.892,0.000,0.000,0.108,354207,345106,3,0.560,0.045,0.017,621240,0.091,0.592,0.006,120.98,140604,0,0.110,0.000,0.000,6178426,1.00,18.62,0.000,0.000,0.000,2,6,11,64,13572,0.052,42.33,0.0089,0.023,12,0.916,0.000,0.886,0.591,3.41,4.93,5.65,0.00,0.000,1.00,1.00,1.00,0.916,0.00019
320000,1849,1.537,0.093,12.70,136722,125565,2057,0,9271,4,1190791.1,0.0,0.060,0.201,0.172,0.567,201,7.00,4.23,0.01,0.15,0.07,0.47,0.07,0.62,6.85,4.13,0.00,0.12,0.008,0.060,366,0.056,0.910,0.000,0.000,0.090,352077,342722,4,0.767,0.004,0.024,395843,0.102,0.597,0.006,120.52,143112,0,0.000,0.000,0.000,5526476,1.00,18.11,0.000,0.000,0.001,2,7,11,55,12945,0.049,42.79,0.0094,0.029,5,0.887,0.000,0.846,0.615,3.57,5.43,6.03,0.00,0.001,1.00,1.00,1.00,0.887,0.00024
330000,1784,1.575,0.089,11.85,134168,123979,1838,0,8416,15,1190247.6,1.3,0.100,0.187,0.187,0.525,214,7.50,4.58,0.01,0.19,0.05,0.43,0.07,0.54,7.37,4.51,0.00,0.00,0.006,0.057,377,0.068,0.898,0.000,0.000,0.102,348560,338485,7,0.473,0.014,0.027,507146,0.086,0.588,0.006,120.07,142295,0,0.088,0.000,0.000,4745400,1.01,17.81,0.000,0.000,0.000,3,7,13,39,13377,0.051,43.24,0.0091,0.064,9,0.884,0.000,0.867,0.619,3.41,4.33,6.16,0.00,0.000,1.01,1.00,1.01,0.884,0.00024
340000,1818,1.522,0.090,11.86,132089,121098,2049,0,8908,30,1185997.8,0.2,0.107,0.254,0.220,0.419,228,7.22,4.50,0.02,0.26,0.07,0.61,0.10,0.95,7.03,4.24,0.00,0.02,0.007,0.061,357,0.058,0.910,0.000,0.000,0.090,342761,332887,6,0.444,0.100,0.035,481893,0.096,0.595,0.006,119.77,134823,0,0.008,0.000,0.000,7016979,1.01,18.12,0.000,0.000,0.001,3,7,11,63,13127,0.050,43.55,0.0093,0.070,8,0.909,0.000,0.858,0.618,3.42,4.47,6.38,0.00,0.001,1.01,1.01,1.01,0.909,0.00024
350000,1820,1.549,0.085,11.50,136541,123939,1912,0,10688,3,1197210.5,0.3,0.105,0.208,0.249,0.437,220,7.62,4.18,0.01,0.16,0.05,0.51,0.13,1.15,7.43,4.07,0.00,0.02,0.008,0.076,337,0.125,0.902,0.000,0.000,0.098,352420,344993,5,0.460,0.000,0.044,567910,0.084,0.586,0.006,120.85,135364,0,0.116,0.000,0.000,5544464,1.00,18.16,0.000,0.000,0.001,3,8,11,51,13869,0.053,42.47,0.0088,0.013,17,0.888,0.000,0.812,0.616,3.50,4.36,6.22,0.00,0.002,1.00,1.00,1.00,0.888,0.00023
360000,1832,1.542,0.081,11.74,135720,124190,1934,0,9584,10,1204177.8,2.0,0.093,0.224,0.318,0.364,231,6.85,3.73,0.01,0.14,0.04,0.39,0.08,0.65,6.72,3.67,0.00,0.00,0.006,0.063,294,0.063,0.897,0.000,0.000,0.103,360091,351937,4,0.481,0.000,0.031,644291,0.084,0.576,0.005,121.29,135423,0,0.203,0.000,0.000,5958467,1.00,19.10,0.000,0.000,0.000,2,6,11,35,12541,0.048,42.03,0.0098,0.000,6,0.905,0.000,0.839,0.626,3.25,4.18,5.89,0.00,0.000,1.00,1.00,1.01,0.905,0.00021
370000,1938,1.485,0.082,11.65,142001,129101,2135,0,10659,8,1194567.8,1.3,0.115,0.207,0.322,0.356,210,6.80,3.93,0.00,0.08,0.06,0.67,0.12,1.02,6.61,3.76,0.00,0.00,0.008,0.070,324,0.101,0.888,0.000,0.000,0.112,368432,351925,4,0.437,0.003,0.035,699530,0.075,0.579,0.006,120.99,141578,0,0.158,0.000,0.000,5643251,1.00,18.98,0.000,0.000,0.000,3,6,11,37,13183,0.050,42.32,0.0093,0.002,14,0.915,0.000,0.872,0.617,3.30,4.41,5.92,0.00,0.000,1.00,1.00,1.00,0.915,0.00017
380000,1896,1.546,0.085,11.97,141613,130907,1973,0,8775,5,1191481.9,0.9,0.100,0.242,0.262,0.397,223,7.06,4.03,0.01,0.20,0.06,0.69,0.06,0.59,6.92,3.94,0.00,0.00,0.006,0.059,355,0.099,0.925,0.000,0.000,0.075,349489,341553,4,0.591,0.024,0.022,583596,0.087,0.577,0.006,120.90,132081,0,0.175,0.000,0.000,6477573,1.01,18.57,0.000,0.000,0.000,2,7,11,46,13377,0.051,42.42,0.0091,0.006,4,0.906,0.000,0.796,0.598,3.66,5.05,6.50,0.00,0.000,1.01,1.01,1.01,0.906,0.00023
390000,1849,1.532,0.091,12.28,127937,118217,1916,0,7851,6,1167393.5,0.8,0.017,0.278,0.277,0.428,227,6.95,4.11,0.01,0.10,0.06,0.54,0.06,0.48,6.82,4.09,0.00,0.00,0.007,0.059,342,0.067,0.907,0.000,0.000,0.093,331595,324100,6,0.635,0.055,0.028,816815,0.072,0.605,0.006,118.24,127371,0,0.136,0.000,0.000,7980722,1.00,18.54,0.000,0.000,0.000,2,7,12,36,12846,0.049,45.08,0.0093,0.107,4,0.908,0.000,0.814,0.618,3.52,4.94,6.22,0.00,0.000,1.00,1.00,1.00,0.908,0.00026
400000,1853,1.535,0.094,12.31,137289,126938,1904,0,8443,6,1193107.6,1.1,0.009,0.261,0.300,0.430,217,7.24,4.37,0.02,0.33,0.06,0.55,0.04,0.36,7.12,4.34,0.00,0.00,0.010,0.076,382,0.060,0.903,0.000,0.000,0.097,346082,339083,4,0.447,0.305,0.022,470867,0.105,0.603,0.006,120.40,130377,0,0.187,0.000,0.000,7798949,1.01,17.76,0.000,0.000,0.000,3,7,12,43,13419,0.051,42.91,0.0090,0.003,16,0.906,0.000,0.840,0.607,3.73,5.65,6.68,0.00,0.000,1.01,1.00,1.01,0.906,0.00027
410000,1798,1.567,0.084,12.16,130440,120789,1748,0,7958,11,1202273.4,1.7,0.009,0.256,0.347,0.387,220,7.68,4.67,0.00,0.00,0.04,0.39,0.07,0.66,7.57,4.62,0.00,0.00,0.005,0.046,360,0.046,0.906,0.000,0.000,0.094,345634,339718,4,0.468,0.006,0.030,623797,0.083,0.587,0.006,121.39,131827,0,0.151,0.000,0.000,7394983,1.00,17.28,0.000,0.000,0.000,2,7,13,39,13811,0.053,41.93,0.0088,0.001,17,0.908,0.000,0.857,0.626,3.70,5.35,6.66,0.00,0.000,1.00,1.00,1.00,0.908,0.00026
420000,1844,1.567,0.085,12.19,133668,123104,2004,0,8514,8,1211141.5,1.5,0.006,0.276,0.379,0.338,223,7.27,4.35,0.00,0.03,0.03,0.38,0.09,0.68,7.14,4.20,0.00,0.00,0.004,0.045,345,0.065,0.915,0.000,0.000,0.085,337654,331752,5,0.336,0.002,0.038,686720,0.080,0.589,0.006,121.67,129966,0,0.182,0.000,0.000,8068310,1.00,17.72,0.000,0.000,0.000,2,7,12,45,13397,0.051,41.65,0.0092,0.000,13,0.920,0.000,0.872,0.608,3.66,5.37,6.74,0.00,0.000,1.00,1.00,1.00,0.920,0.00025
