step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
430000,1538,1.412,0.047,8.61,143612,137775,1689,1,4097,31,954604.7,1.8,0.075,0.167,0.715,0.043,319,7.79,3.72,0.05,0.64,0.01,0.15,0.10,0.64,7.63,3.65,0.00,0.00,0.002,0.044,291,0.077,0.862,0.000,0.000,0.138,281961,280603,3,0.874,0.000,0.047,565507,0.038,0.398,0.003,96.10,87147,39,0.058,1.000,0.000,2702406,1.02,18.36,0.000,0.001,0.000,4,7,12,47,11983,0.046,67.34,0.0081,0.000,49,0.796,0.000,0.716,0.495,4.67,7.12,7.12,0.00,0.000,1.03,1.02,1.02,0.796,0.00032
440000,1480,1.452,0.045,8.47,148337,142029,1639,0,4727,16,952098.6,0.1,0.056,0.180,0.729,0.036,311,8.29,4.19,0.03,0.35,0.01,0.39,0.10,0.53,8.14,4.12,0.00,0.05,0.001,0.017,288,0.074,0.861,0.000,0.000,0.139,282329,280673,3,0.884,0.000,0.056,617819,0.043,0.399,0.003,95.87,88414,0,0.005,0.000,0.000,3278381,1.01,17.72,0.000,0.001,0.001,4,7,14,39,12263,0.047,67.57,0.0079,0.000,35,0.825,0.000,0.705,0.479,4.83,7.24,7.14,0.00,0.001,1.01,1.01,1.01,0.825,0.00031
450000,1503,1.477,0.046,8.56,140612,134517,1689,0,4383,22,955578.2,0.0,0.061,0.208,0.688,0.042,316,7.85,4.19,0.04,0.48,0.00,0.10,0.08,0.45,7.72,4.11,0.00,0.03,0.000,0.009,276,0.086,0.876,0.000,0.000,0.124,278618,277054,3,0.855,0.000,0.045,579994,0.048,0.402,0.003,96.02,84566,0,0.000,0.000,0.000,3720530,1.02,18.33,0.000,0.001,0.001,4,7,14,33,11792,0.045,67.42,0.0082,0.000,46,0.847,0.000,0.720,0.499,4.65,7.02,6.97,0.00,0.001,1.02,1.02,1.02,0.847,0.00030
460000,1407,1.480,0.048,8.90,133399,127944,1555,0,3996,59,955169.4,0.3,0.057,0.228,0.664,0.051,331,8.45,3.48,0.05,0.67,0.01,0.31,0.06,0.42,8.33,3.33,0.00,0.06,0.002,0.045,252,0.302,0.883,0.000,0.000,0.117,280818,279142,3,0.893,0.000,0.033,468508,0.055,0.400,0.003,95.74,81601,0,0.004,0.000,0.000,4063013,1.02,17.48,0.000,0.001,0.001,4,9,11,41,11883,0.045,67.70,0.0082,0.026,8,0.857,0.000,0.663,0.529,4.90,7.12,6.90,0.00,0.001,1.02,1.02,1.02,0.857,0.00032
470000,1442,1.501,0.049,8.92,128062,122856,1361,0,3810,64,950856.6,0.0,0.036,0.241,0.668,0.055,335,8.33,3.41,0.03,0.49,0.01,0.18,0.06,0.55,8.22,3.29,0.00,0.00,0.003,0.047,206,0.279,0.874,0.000,0.000,0.126,285223,284501,3,0.835,0.000,0.020,387996,0.074,0.399,0.003,95.68,77456,0,0.000,0.000,0.000,4181889,1.01,17.74,0.000,0.001,0.000,3,9,11,38,12013,0.046,67.76,0.0080,0.003,51,0.861,0.000,0.619,0.554,4.69,6.90,6.83,0.00,0.000,1.02,1.01,1.01,0.862,0.00032
480000,1414,1.491,0.053,8.84,126509,120738,1437,0,4362,35,950717.6,0.3,0.056,0.255,0.637,0.052,340,8.41,3.74,0.02,0.30,0.01,0.19,0.07,0.94,8.31,3.55,0.00,0.00,0.001,0.021,216,0.297,0.887,0.000,0.000,0.113,278411,277677,2,0.923,0.048,0.023,375532,0.090,0.399,0.003,95.43,78220,0,0.008,0.000,0.000,4635626,1.01,17.32,0.000,0.001,0.000,4,10,11,46,11890,0.045,68.01,0.0081,0.027,16,0.864,0.000,0.652,0.549,4.87,7.21,7.08,0.00,0.000,1.02,1.01,1.01,0.864,0.00034
490000,1512,1.426,0.055,8.77,129340,122568,1558,1,5115,123,956841.4,0.2,0.044,0.249,0.674,0.032,315,8.17,3.55,0.01,0.16,0.01,0.14,0.07,0.49,8.09,3.58,0.00,0.00,0.002,0.048,234,0.229,0.887,0.000,0.000,0.113,279127,278255,2,0.942,0.017,0.037,328206,0.078,0.401,0.003,96.17,85452,42,0.001,1.000,0.000,4765613,1.00,17.52,0.000,0.000,0.000,4,9,12,26,12359,0.047,67.27,0.0078,0.000,26,0.869,0.000,0.651,0.540,4.73,7.33,6.71,0.00,0.000,1.00,1.00,1.01,0.869,0.00031
500000,1469,1.484,0.055,8.64,132486,126359,1559,0,4611,55,959537.0,0.0,0.059,0.261,0.659,0.021,294,8.07,3.68,0.04,0.70,0.00,0.04,0.09,0.60,7.94,3.64,0.00,0.00,0.001,0.037,262,0.170,0.882,0.000,0.000,0.118,274663,273067,3,0.940,0.000,0.057,534981,0.071,0.404,0.003,95.88,88507,0,0.000,0.000,0.000,5075603,1.02,17.69,0.000,0.001,0.000,4,8,11,32,11855,0.045,67.56,0.0082,0.036,2,0.879,0.000,0.685,0.522,4.72,7.17,7.19,0.00,0.000,1.02,1.02,1.02,0.879,0.00031
510000,1459,1.467,0.055,8.62,128774,123394,1564,1,3825,169,951198.6,0.0,0.045,0.265,0.674,0.016,321,8.18,3.85,0.04,0.50,0.00,0.10,0.04,0.33,8.09,3.77,0.00,0.00,0.002,0.038,244,0.163,0.891,0.000,0.000,0.109,274380,272297,1,1.000,0.000,0.023,502008,0.097,0.400,0.003,95.42,85506,1,0.000,1.000,0.000,5389708,1.01,17.72,0.000,0.001,0.000,4,8,12,33,11938,0.046,68.01,0.0081,0.021,17,0.880,0.000,0.696,0.535,4.87,7.63,6.96,0.00,0.000,1.02,1.02,1.01,0.880,0.00030
520000,1509,1.450,0.055,8.77,133633,128107,1556,0,3920,64,954598.5,0.3,0.041,0.265,0.689,0.006,321,7.99,3.46,0.02,0.23,0.00,0.03,0.07,0.55,7.91,3.45,0.00,0.00,0.000,0.001,246,0.140,0.873,0.000,0.000,0.127,273188,271357,1,1.000,0.000,0.024,424261,0.066,0.402,0.003,95.20,88608,0,0.005,0.000,0.000,5284087,1.01,18.10,0.000,0.001,0.000,4,8,12,33,12064,0.046,68.24,0.0080,0.018,15,0.874,0.000,0.705,0.515,4.79,7.63,7.12,0.00,0.000,1.01,1.01,1.01,0.874,0.00031
530000,1485,1.455,0.057,8.81,132517,126635,1542,0,4364,34,951357.3,0.0,0.049,0.268,0.673,0.010,316,7.91,3.87,0.01,0.20,0.01,0.20,0.05,0.53,7.84,3.84,0.00,0.00,0.002,0.040,254,0.116,0.886,0.000,0.000,0.114,272841,271312,2,0.911,0.000,0.019,313118,0.077,0.407,0.003,95.15,85684,0,0.000,0.000,0.000,5496748,1.00,18.13,0.000,0.001,0.000,3,8,12,56,11746,0.045,68.29,0.0082,0.022,24,0.874,0.000,0.708,0.518,4.70,7.54,7.41,0.00,0.000,1.00,1.00,1.00,0.874,0.00032
540000,1460,1.497,0.053,8.77,131763,125975,1587,0,4226,29,958197.6,0.0,0.058,0.281,0.642,0.019,316,7.94,3.36,0.02,0.37,0.00,0.06,0.05,0.42,7.87,3.39,0.00,0.00,0.001,0.037,230,0.093,0.890,0.000,0.000,0.110,277141,275678,2,0.920,0.000,0.024,381510,0.075,0.403,0.003,95.88,88872,0,0.000,0.000,0.000,5775016,1.01,17.97,0.000,0.000,0.000,4,8,11,37,11598,0.044,67.56,0.0083,0.035,6,0.896,0.000,0.708,0.528,4.81,7.60,7.53,0.00,0.000,1.02,1.02,1.01,0.896,0.00029
550000,1453,1.458,0.050,8.79,132803,127253,1641,0,3916,7,951037.3,0.0,0.083,0.261,0.645,0.011,314,7.74,3.42,0.02,0.29,0.00,0.08,0.03,0.39,7.69,3.36,0.00,0.00,0.001,0.037,227,0.100,0.885,0.000,0.000,0.115,275101,273428,2,0.914,0.003,0.010,319604,0.081,0.400,0.003,95.37,88056,0,0.000,0.000,0.000,5407708,1.00,18.00,0.000,0.000,0.000,4,7,12,38,11246,0.043,68.07,0.0085,0.001,39,0.888,0.000,0.711,0.521,4.80,7.57,7.57,0.00,0.000,1.00,1.01,1.00,0.888,0.00029
560000,1492,1.478,0.054,8.73,134395,128053,1782,1,4520,49,962595.9,1.0,0.084,0.224,0.681,0.011,308,7.91,3.51,0.02,0.27,0.00,0.04,0.03,0.29,7.87,3.47,0.00,0.00,0.001,0.026,242,0.080,0.893,0.000,0.000,0.107,288767,286884,2,0.920,0.000,0.012,221740,0.067,0.404,0.003,96.22,92198,9,0.021,1.000,0.000,4601038,1.01,18.01,0.000,0.000,0.000,4,8,11,32,11804,0.045,67.21,0.0082,0.000,35,0.895,0.000,0.722,0.537,4.86,7.58,7.62,0.00,0.000,1.01,1.01,1.01,0.895,0.00023
570000,1464,1.503,0.061,8.62,125049,119833,1449,0,3795,92,961967.6,0.0,0.105,0.209,0.649,0.038,339,8.28,4.07,0.02,0.43,0.01,0.20,0.05,0.49,8.20,4.00,0.00,0.00,0.002,0.045,265,0.107,0.891,0.000,0.000,0.109,273562,272263,3,0.831,0.000,0.017,338580,0.053,0.399,0.003,96.33,76704,0,0.000,0.000,0.000,3726181,1.01,17.54,0.000,0.003,0.000,4,9,13,34,12118,0.046,67.11,0.0080,0.000,19,0.851,0.000,0.713,0.547,4.89,7.27,7.44,0.00,0.000,1.01,1.01,1.01,0.851,0.00032
580000,1492,1.471,0.059,8.32,135382,129879,1638,0,3837,74,962064.4,0.6,0.079,0.207,0.681,0.033,327,8.07,3.57,0.01,0.22,0.01,0.17,0.05,0.35,8.01,3.60,0.00,0.00,0.001,0.034,261,0.081,0.875,0.000,0.000,0.125,274906,273901,3,0.843,0.000,0.024,256762,0.055,0.401,0.003,96.25,80064,0,0.008,0.000,0.000,3739777,1.01,17.72,0.000,0.002,0.000,4,8,11,32,12040,0.046,67.18,0.0081,0.003,46,0.851,0.000,0.728,0.511,4.87,7.43,7.45,0.00,0.001,1.01,1.01,1.01,0.851,0.00032
590000,1465,1.526,0.062,8.19,135154,129931,1608,0,3642,58,965204.0,0.0,0.091,0.193,0.678,0.038,323,8.29,4.31,0.04,0.53,0.00,0.09,0.06,0.40,8.19,4.27,0.00,0.00,0.003,0.052,232,0.073,0.898,0.000,0.000,0.102,275786,274514,3,0.807,0.000,0.027,343682,0.047,0.412,0.003,96.67,82405,0,0.000,0.000,0.000,3625478,1.01,17.57,0.000,0.003,0.000,4,7,13,34,12152,0.046,66.77,0.0080,0.020,33,0.864,0.000,0.750,0.514,4.91,7.61,7.50,0.00,0.000,1.02,1.02,1.01,0.864,0.00029
600000,1448,1.519,0.065,8.55,124241,119202,1499,1,3556,63,965708.4,0.0,0.086,0.200,0.675,0.039,340,8.46,4.92,0.06,0.79,0.00,0.00,0.05,0.56,8.35,4.75,0.00,0.00,0.000,0.000,268,0.068,0.873,0.000,0.000,0.127,272601,270940,3,0.871,0.000,0.021,309114,0.043,0.411,0.003,96.58,81586,13,0.000,1.000,0.000,3735196,1.02,17.51,0.001,0.002,0.000,4,8,13,64,12252,0.047,66.86,0.0080,0.010,43,0.880,0.000,0.736,0.548,4.85,7.44,7.37,0.00,0.000,1.02,1.02,1.02,0.880,0.00027
610000,1467,1.474,0.065,8.48,131899,126446,1656,2,3776,54,952621.6,0.0,0.095,0.201,0.674,0.030,332,7.91,4.21,0.03,0.29,0.01,0.14,0.05,0.32,7.83,4.18,0.00,0.00,0.003,0.052,243,0.061,0.881,0.000,0.000,0.119,271573,269736,2,0.927,0.000,0.030,358835,0.059,0.402,0.003,95.58,81394,846,0.000,0.500,0.000,3911305,1.01,18.22,0.000,0.003,0.000,3,7,12,36,11600,0.044,67.86,0.0083,0.032,17,0.867,0.000,0.723,0.518,4.71,7.10,7.27,0.00,0.000,1.01,1.01,1.01,0.867,0.00029
620000,1472,1.494,0.064,8.91,132721,127310,1686,0,3720,72,945698.8,0.0,0.081,0.287,0.621,0.011,337,7.91,3.96,0.03,0.47,0.00,0.06,0.03,0.33,7.85,3.91,0.00,0.00,0.001,0.028,251,0.057,0.883,0.000,0.000,0.117,270813,268138,3,0.812,0.035,0.014,359434,0.064,0.412,0.003,94.60,85878,0,0.000,0.000,0.000,5929646,1.01,18.18,0.000,0.002,0.000,4,7,12,32,11641,0.044,68.84,0.0082,0.067,4,0.897,0.000,0.688,0.514,4.83,7.38,7.18,0.00,0.001,1.02,1.02,1.01,0.897,0.00029
630000,1518,1.462,0.064,8.45,136603,131104,1631,1,3821,43,956981.6,0.0,0.054,0.306,0.634,0.005,331,7.94,3.66,0.03,0.58,0.00,0.09,0.05,0.46,7.85,3.64,0.00,0.00,0.002,0.045,228,0.069,0.884,0.000,0.000,0.116,270707,267779,2,0.845,0.000,0.020,310294,0.062,0.403,0.003,95.68,84347,34,0.000,1.000,0.000,6850762,1.02,18.18,0.000,0.002,0.000,4,8,12,33,12048,0.046,67.76,0.0080,0.007,44,0.912,0.000,0.707,0.500,4.80,7.53,7.32,0.00,0.000,1.02,1.02,1.02,0.912,0.00028
640000,1459,1.478,0.064,8.09,132698,127044,1603,0,4110,99,957352.2,0.0,0.089,0.279,0.628,0.005,364,8.21,3.67,0.05,0.70,0.00,0.07,0.04,0.29,8.12,3.67,0.00,0.00,0.001,0.022,220,0.088,0.883,0.000,0.000,0.117,275979,274040,2,0.722,0.016,0.028,297617,0.053,0.404,0.003,95.72,78136,0,0.000,0.000,0.000,6137376,1.02,18.08,0.000,0.004,0.000,4,8,12,34,11977,0.046,67.72,0.0081,0.042,0,0.921,0.000,0.695,0.523,5.08,7.49,7.63,0.00,0.001,1.02,1.02,1.02,0.921,0.00023
650000,1472,1.465,0.061,8.51,138450,132694,1730,1,4012,85,956684.9,0.0,0.102,0.222,0.672,0.005,350,7.91,3.60,0.01,0.23,0.01,0.21,0.05,0.42,7.84,3.56,0.00,0.00,0.001,0.029,230,0.117,0.883,0.000,0.000,0.117,278652,277082,1,0.994,0.006,0.023,287488,0.058,0.396,0.003,95.94,82163,10,0.000,1.000,0.000,4713595,1.01,18.30,0.000,0.004,0.000,3,8,12,45,11640,0.044,67.50,0.0083,0.036,31,0.907,0.000,0.666,0.506,4.92,7.43,7.26,0.00,0.000,1.01,1.01,1.01,0.907,0.00022
660000,1560,1.446,0.058,8.50,140745,134315,1768,0,4574,68,962297.4,0.0,0.087,0.195,0.715,0.003,337,7.69,3.61,0.03,0.35,0.00,0.00,0.04,0.28,7.62,3.59,0.00,0.00,0.000,0.000,213,0.103,0.878,0.000,0.000,0.122,283006,281175,1,0.912,0.088,0.031,284521,0.050,0.395,0.003,96.35,86003,0,0.000,0.000,0.000,4172434,1.01,18.41,0.000,0.001,0.000,4,7,12,41,11989,0.046,67.09,0.0081,0.019,24,0.900,0.000,0.679,0.506,4.79,7.41,7.53,0.00,0.000,1.01,1.01,1.01,0.900,0.00019
670000,1543,1.441,0.058,8.86,138037,131675,1795,1,4583,130,965593.9,0.2,0.079,0.194,0.724,0.003,343,7.45,3.15,0.02,0.30,0.00,0.07,0.03,0.26,7.40,3.12,0.00,0.00,0.001,0.036,234,0.093,0.870,0.000,0.000,0.130,294451,292902,2,0.914,0.000,0.018,364431,0.034,0.393,0.003,96.52,92414,9,0.002,1.000,0.000,4155126,1.01,18.65,0.000,0.005,0.000,4,7,11,35,11503,0.044,66.92,0.0085,0.014,18,0.911,0.000,0.702,0.533,4.69,7.39,7.16,0.00,0.000,1.01,1.01,1.01,0.911,0.00017
680000,1403,1.516,0.058,8.60,132913,126729,1818,1,4505,105,960938.3,0.0,0.065,0.179,0.752,0.004,344,7.54,3.43,0.04,0.72,0.00,0.00,0.04,0.30,7.47,3.38,0.00,0.00,0.000,0.000,218,0.133,0.890,0.000,0.000,0.110,298571,295977,2,0.917,0.000,0.018,212552,0.044,0.394,0.003,96.09,92783,6,0.000,1.000,0.000,3887400,1.02,18.44,0.000,0.001,0.000,3,7,11,41,10578,0.040,67.35,0.0092,0.009,27,0.903,0.000,0.714,0.557,4.73,7.33,7.29,0.00,0.000,1.02,1.03,1.02,0.903,0.00018
690000,1457,1.475,0.061,8.17,120153,113634,1873,0,4592,53,963126.4,0.8,0.055,0.240,0.689,0.016,375,8.04,4.09,0.04,0.48,0.01,0.27,0.10,0.58,7.89,4.01,0.00,0.05,0.002,0.038,261,0.092,0.876,0.001,0.000,0.123,300702,299507,2,0.933,0.004,0.049,344179,0.044,0.414,0.003,95.95,85571,0,0.014,0.000,0.000,5364476,1.02,17.57,0.000,0.001,0.001,4,8,13,41,11720,0.045,67.49,0.0084,0.000,35,0.932,0.000,0.739,0.602,4.67,7.17,7.04,0.00,0.001,1.02,1.02,1.02,0.932,0.00017
700000,1494,1.481,0.065,8.64,126860,121345,1560,0,3918,59,955125.7,0.0,0.046,0.260,0.680,0.014,364,8.05,3.84,0.05,0.76,0.00,0.09,0.07,0.45,7.93,3.74,0.00,0.05,0.002,0.046,254,0.071,0.907,0.000,0.000,0.093,274670,273068,1,1.000,0.000,0.033,455644,0.049,0.400,0.003,95.52,83110,0,0.000,0.000,0.000,5447521,1.02,17.91,0.000,0.004,0.001,4,8,12,44,12030,0.046,67.92,0.0081,0.026,27,0.900,0.000,0.709,0.542,4.83,7.01,7.43,0.00,0.001,1.02,1.02,1.02,0.900,0.00027
710000,1520,1.440,0.066,8.51,126465,121073,1576,0,3790,36,947818.8,0.0,0.059,0.277,0.661,0.004,365,7.86,3.67,0.04,0.51,0.01,0.26,0.08,0.60,7.73,3.54,0.00,0.00,0.001,0.029,246,0.073,0.887,0.000,0.000,0.113,274491,273137,2,0.916,0.000,0.036,600575,0.056,0.401,0.003,94.93,84434,0,0.000,0.000,0.000,5764091,1.02,18.20,0.000,0.000,0.000,3,8,11,40,11946,0.046,68.51,0.0081,0.021,19,0.892,0.000,0.703,0.543,4.75,7.22,7.33,0.00,0.000,1.01,1.02,1.02,0.892,0.00029
720000,1479,1.461,0.067,8.44,133189,127394,1596,0,4240,27,947693.6,0.0,0.055,0.262,0.667,0.016,381,7.96,3.38,0.02,0.23,0.00,0.10,0.08,0.63,7.87,3.34,0.00,0.00,0.001,0.026,243,0.097,0.880,0.000,0.000,0.120,274372,272941,1,1.000,0.000,0.028,642746,0.047,0.405,0.003,94.96,85011,0,0.000,0.000,0.000,5336941,1.01,18.07,0.000,0.003,0.000,4,8,12,33,11776,0.045,68.47,0.0081,0.024,21,0.887,0.000,0.735,0.519,4.73,7.42,6.88,0.00,0.000,1.01,1.01,1.01,0.887,0.00030
730000,1513,1.475,0.075,7.68,134598,128115,1640,0,4809,41,951217.8,0.1,0.070,0.255,0.655,0.020,393,7.87,3.80,0.04,0.54,0.00,0.05,0.09,0.55,7.74,3.68,0.00,0.00,0.000,0.004,240,0.184,0.863,0.000,0.000,0.137,273124,272161,1,0.957,0.043,0.035,419299,0.063,0.408,0.003,95.20,80891,0,0.002,0.000,0.000,5274039,1.02,18.50,0.000,0.001,0.000,3,8,12,34,11911,0.045,68.24,0.0081,0.041,2,0.891,0.000,0.750,0.512,4.61,7.30,7.20,0.00,0.000,1.02,1.02,1.02,0.891,0.00028
740000,1540,1.453,0.072,7.51,146879,139739,1577,0,5536,10,964756.5,0.0,0.086,0.229,0.651,0.034,410,7.88,3.41,0.02,0.46,0.00,0.08,0.06,0.51,7.79,3.31,0.00,0.00,0.000,0.011,206,0.273,0.854,0.000,0.000,0.146,274876,274158,2,0.942,0.000,0.025,378259,0.083,0.402,0.003,96.10,69316,0,0.000,0.000,0.000,4622550,1.01,18.57,0.000,0.000,0.000,4,8,11,38,12133,0.046,67.34,0.0080,0.001,46,0.881,0.000,0.763,0.471,4.66,7.62,7.29,0.00,0.000,1.01,1.01,1.02,0.881,0.00027
750000,1529,1.470,0.071,7.55,146561,139662,1638,0,5272,18,960170.0,0.0,0.042,0.218,0.683,0.056,407,7.58,3.75,0.04,0.70,0.02,0.30,0.08,0.86,7.44,3.46,0.00,0.00,0.003,0.042,186,0.318,0.886,0.000,0.000,0.114,273364,272072,2,0.925,0.058,0.023,554991,0.068,0.407,0.003,95.67,65865,0,0.000,0.000,0.000,4484508,1.01,19.06,0.000,0.000,0.000,3,8,11,38,11592,0.044,67.77,0.0084,0.044,23,0.872,0.000,0.769,0.469,4.52,7.33,7.02,0.00,0.000,1.01,1.02,1.02,0.872,0.00028
760000,1501,1.478,0.072,7.08,136255,129390,1633,1,5259,5,944379.6,0.0,0.029,0.230,0.690,0.051,431,7.86,3.46,0.02,0.30,0.02,0.51,0.06,0.41,7.76,3.38,0.00,0.03,0.002,0.041,202,0.314,0.866,0.000,0.000,0.134,269091,268000,2,0.941,0.000,0.033,496217,0.075,0.405,0.003,94.16,61563,17,0.000,1.000,0.000,4611922,1.01,18.51,0.000,0.000,0.001,4,8,11,40,11795,0.045,69.28,0.0081,0.043,30,0.870,0.000,0.775,0.499,4.65,7.35,7.37,0.00,0.001,1.01,1.01,1.01,0.870,0.00029
770000,1582,1.444,0.074,7.59,144094,137445,1608,0,4960,12,956391.0,0.0,0.032,0.205,0.709,0.055,413,7.54,3.59,0.03,0.57,0.00,0.03,0.11,0.85,7.40,3.44,0.00,0.00,0.000,0.003,207,0.274,0.871,0.000,0.000,0.129,271257,269760,2,0.912,0.018,0.034,551313,0.064,0.407,0.003,95.22,64149,0,0.000,0.000,0.000,4202527,1.01,18.93,0.000,0.000,0.000,3,8,11,38,11924,0.045,68.22,0.0082,0.006,20,0.865,0.000,0.756,0.474,4.51,7.22,7.07,0.00,0.000,1.01,1.01,1.02,0.865,0.00027
780000,1564,1.454,0.076,7.55,140556,134263,1569,0,4742,2,955198.4,0.0,0.058,0.204,0.708,0.030,432,7.51,3.22,0.01,0.24,0.00,0.13,0.08,0.45,7.41,3.17,0.00,0.00,0.001,0.036,165,0.334,0.886,0.000,0.000,0.114,270588,269439,2,0.911,0.000,0.038,526654,0.079,0.416,0.003,95.40,62958,0,0.000,0.000,0.000,3976371,1.00,18.98,0.000,0.000,0.000,3,8,11,28,11739,0.045,68.03,0.0082,0.012,14,0.860,0.000,0.763,0.485,4.52,7.11,7.12,0.00,0.000,1.00,1.01,1.00,0.860,0.00026
790000,1451,1.458,0.074,7.49,141450,134969,1495,0,5099,7,960112.4,0.0,0.072,0.202,0.705,0.022,420,8.08,3.51,0.02,0.22,0.00,0.11,0.05,0.42,8.01,3.49,0.00,0.00,0.002,0.034,191,0.256,0.866,0.000,0.000,0.134,271794,270627,2,0.923,0.000,0.027,486940,0.084,0.412,0.003,95.59,65620,0,0.000,0.000,0.000,3890915,1.01,18.34,0.000,0.000,0.000,4,8,12,38,11725,0.045,67.84,0.0083,0.043,24,0.862,0.000,0.754,0.484,4.65,7.29,7.21,0.00,0.001,1.01,1.01,1.01,0.862,0.00028
800000,1529,1.467,0.068,7.88,137391,130940,1610,0,4763,2,950149.4,0.0,0.044,0.219,0.725,0.012,411,7.70,3.67,0.03,0.42,0.00,0.00,0.07,0.46,7.60,3.65,0.00,0.00,0.000,0.000,230,0.087,0.880,0.000,0.000,0.120,271052,269641,1,1.000,0.000,0.026,370159,0.060,0.399,0.003,95.10,69851,0,0.000,0.000,0.000,4499598,1.01,18.33,0.000,0.000,0.000,4,8,12,40,11766,0.045,68.34,0.0082,0.019,29,0.878,0.000,0.701,0.497,4.61,7.58,6.82,0.00,0.000,1.01,1.01,1.01,0.878,0.00026
810000,1558,1.472,0.067,7.92,133760,127601,1532,0,4598,7,960166.5,0.0,0.040,0.258,0.698,0.004,398,7.69,3.71,0.02,0.33,0.00,0.00,0.03,0.45,7.63,3.69,0.00,0.00,0.000,0.000,220,0.088,0.876,0.000,0.000,0.124,273528,272121,2,0.989,0.000,0.010,315742,0.072,0.397,0.003,95.84,79494,0,0.000,0.000,0.000,5411544,1.01,18.29,0.000,0.000,0.000,3,8,11,33,11978,0.046,67.60,0.0081,0.024,20,0.896,0.000,0.706,0.515,4.60,7.39,7.06,0.00,0.000,1.02,1.02,1.01,0.896,0.00025
820000,1407,1.476,0.074,7.67,139118,132927,1570,0,4772,12,954636.1,0.0,0.036,0.273,0.685,0.005,397,8.13,3.52,0.03,0.60,0.00,0.03,0.06,0.68,8.04,3.47,0.00,0.03,0.000,0.009,208,0.102,0.886,0.000,0.000,0.114,272361,271555,1,1.000,0.000,0.015,210501,0.085,0.405,0.003,95.57,78350,0,0.000,0.000,0.000,5649622,1.01,17.94,0.000,0.000,0.001,4,8,12,35,11439,0.044,67.87,0.0084,0.031,17,0.899,0.000,0.705,0.494,4.83,7.65,7.20,0.00,0.001,1.01,1.02,1.01,0.899,0.00029
830000,1489,1.500,0.077,7.48,132635,126121,1609,0,4823,12,953052.4,0.0,0.038,0.268,0.680,0.013,411,7.98,4.12,0.03,0.48,0.00,0.00,0.04,0.49,7.90,4.10,0.00,0.00,0.000,0.000,193,0.093,0.884,0.000,0.000,0.116,274453,273718,1,1.000,0.000,0.017,211284,0.079,0.402,0.003,95.37,77233,0,0.000,0.000,0.000,5507435,1.01,18.37,0.000,0.000,0.000,4,8,12,45,11877,0.045,68.07,0.0081,0.028,26,0.901,0.000,0.711,0.521,4.69,7.69,6.88,0.00,0.000,1.01,1.02,1.02,0.901,0.00026
840000,1541,1.457,0.070,7.49,135700,129621,1567,0,4460,0,966142.1,0.0,0.048,0.303,0.644,0.005,414,7.81,3.57,0.02,0.37,0.00,0.03,0.05,0.72,7.73,3.44,0.00,0.00,0.000,0.001,197,0.171,0.886,0.000,0.000,0.114,270846,270266,1,1.000,0.000,0.014,217232,0.081,0.398,0.003,96.38,72418,0,0.000,0.000,0.000,6263908,1.01,18.69,0.000,0.000,0.000,4,8,11,42,12032,0.046,67.06,0.0081,0.014,18,0.907,0.000,0.710,0.504,4.55,7.62,6.99,0.00,0.000,1.01,1.01,1.01,0.907,0.00028
850000,1535,1.467,0.069,7.32,131804,126116,1552,0,4142,3,962422.1,0.0,0.050,0.282,0.663,0.004,413,7.81,3.30,0.01,0.17,0.00,0.00,0.04,0.40,7.76,3.29,0.00,0.00,0.000,0.000,194,0.129,0.884,0.000,0.000,0.116,272612,272014,1,1.000,0.000,0.018,352179,0.082,0.398,0.003,96.17,73136,0,0.000,0.000,0.000,5796080,1.01,18.63,0.000,0.000,0.000,4,8,11,30,11983,0.046,67.27,0.0081,0.012,30,0.904,0.000,0.708,0.521,4.61,7.60,6.96,0.00,0.000,1.01,1.01,1.01,0.904,0.00026
860000,1505,1.480,0.068,7.15,134518,129034,1560,0,3954,2,962352.9,0.0,0.031,0.301,0.662,0.006,413,7.97,3.33,0.04,0.91,0.00,0.08,0.03,0.31,7.90,3.20,0.00,0.00,0.000,0.010,167,0.110,0.890,0.000,0.000,0.110,272170,271420,1,1.000,0.000,0.011,250218,0.074,0.398,0.003,96.25,71312,0,0.000,0.000,0.000,6390876,1.01,18.06,0.000,0.000,0.000,4,8,10,44,11995,0.046,67.19,0.0081,0.024,28,0.910,0.000,0.718,0.511,4.69,7.78,6.96,0.00,0.000,1.02,1.02,1.01,0.910,0.00026
