step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
10000,2317,1.624,0.433,6.51,88563,73048,1673,21,13009,1600,1559875.6,173.1,0.120,0.192,0.459,0.229,439,6.89,5.93,0.03,0.72,0.03,0.43,0.06,0.57,6.77,5.72,0.00,0.00,0.006,0.062,325,0.102,0.913,0.000,0.000,0.087,380073,367359,6,0.681,0.000,0.017,853145,0.126,1.522,0.051,151.14,95209,153,0.108,0.714,0.000,3449345,1.01,19.87,0.000,0.000,0.000,2,5,14,64,15974,0.061,12.06,0.0099,0.004,3,0.891,0.000,0.914,0.770,2.34,3.63,2.73,0.00,0.000,1.02,1.02,1.01,0.892,0.00032
20000,2327,1.624,0.384,6.83,156275,130679,3167,0,22419,5,1519176.4,0.3,0.105,0.149,0.593,0.153,351,7.48,4.93,0.06,0.92,0.04,0.47,0.02,0.34,7.35,4.78,0.00,0.00,0.004,0.048,293,0.078,0.908,0.000,0.000,0.092,458555,437398,3,0.560,0.161,0.006,196705,0.101,1.439,0.045,159.16,119689,0,0.061,0.000,0.000,4062833,1.03,18.71,0.000,0.000,0.000,2,6,13,52,17397,0.066,4.04,0.0089,0.010,3,0.888,0.000,0.965,0.662,2.63,4.26,3.00,0.00,0.000,1.03,1.03,1.03,0.888,0.00020
30000,2175,1.583,0.377,6.98,161391,138083,3302,0,20158,43,1526441.5,13.6,0.115,0.136,0.617,0.133,318,7.38,4.34,0.06,0.65,0.01,0.19,0.02,0.34,7.29,4.25,0.00,0.00,0.002,0.033,299,0.058,0.901,0.000,0.000,0.098,465572,445056,3,0.897,0.009,0.005,182501,0.081,1.425,0.044,159.46,128029,0,0.316,0.000,0.000,3703279,1.02,17.96,0.000,0.000,0.000,3,6,12,57,16045,0.061,3.74,0.0096,0.002,6,0.874,0.000,0.959,0.656,2.99,5.51,3.21,0.00,0.000,1.03,1.03,1.02,0.874,0.00021
40000,2408,1.537,0.313,7.32,170031,155280,2706,0,11812,1,1536265.5,0.0,0.029,0.174,0.750,0.047,288,7.09,4.70,0.02,0.36,0.01,0.15,0.08,0.85,6.98,4.56,0.00,0.00,0.001,0.028,292,0.055,0.906,0.000,0.000,0.094,468394,457651,1,1.000,0.000,0.014,293823,0.073,1.284,0.035,159.14,141786,0,0.000,0.000,0.000,5523283,1.01,18.02,0.000,0.000,0.000,2,6,12,52,17066,0.065,4.06,0.0091,0.002,5,0.878,0.000,0.946,0.640,3.20,6.66,3.07,0.00,0.000,1.01,1.01,1.01,0.878,0.00024
50000,2459,1.543,0.258,7.30,183122,168074,3309,0,11688,1,1537941.8,0.0,0.002,0.197,0.778,0.023,267,6.99,4.64,0.03,0.47,0.02,0.28,0.03,0.48,6.91,4.50,0.00,0.00,0.003,0.046,272,0.067,0.911,0.000,0.000,0.089,429367,422581,1,1.000,0.000,0.009,317821,0.073,1.160,0.028,159.60,139418,0,0.000,0.000,0.000,7215971,1.01,18.01,0.000,0.000,0.000,2,6,11,61,17182,0.066,3.60,0.0090,0.005,4,0.885,0.000,0.938,0.579,3.25,6.96,3.17,0.00,0.000,1.01,1.01,1.01,0.885,0.00027
60000,2445,1.529,0.234,7.09,182364,168627,3102,0,10649,1,1525895.6,0.4,0.004,0.163,0.816,0.017,267,7.03,5.14,0.03,0.54,0.00,0.04,0.05,0.84,6.94,4.94,0.00,0.00,0.000,0.006,283,0.067,0.897,0.000,0.000,0.103,448873,442170,1,1.000,0.000,0.012,312340,0.062,1.105,0.025,159.68,138724,0,0.429,0.000,0.000,5677116,1.01,18.25,0.000,0.000,0.000,2,6,12,55,17183,0.066,3.52,0.0090,0.003,0,0.848,0.000,0.940,0.598,3.29,6.86,2.94,0.00,0.000,1.01,1.01,1.01,0.848,0.00028
70000,2745,1.494,0.209,7.30,178826,167566,3128,0,7832,0,1486833.1,0.0,0.001,0.179,0.809,0.012,272,6.22,4.41,0.04,0.54,0.01,0.22,0.04,0.50,6.13,4.24,0.00,0.00,0.001,0.020,238,0.106,0.906,0.000,0.000,0.094,447389,440965,2,0.996,0.002,0.012,220924,0.068,1.041,0.022,159.63,133770,0,0.000,0.000,0.000,6043228,1.01,19.37,0.000,0.000,0.000,2,6,11,56,17061,0.065,3.57,0.0088,0.009,2,0.873,0.000,0.940,0.605,3.04,6.38,2.76,0.00,0.000,1.01,1.02,1.01,0.873,0.00025
80000,2264,1.542,0.213,7.25,178046,166859,2978,0,8690,0,1526958.1,0.0,0.001,0.163,0.821,0.015,273,7.68,4.94,0.04,0.50,0.01,0.29,0.05,0.69,7.57,4.73,0.00,0.00,0.000,0.012,279,0.072,0.899,0.000,0.000,0.101,447608,441819,1,0.999,0.001,0.019,341239,0.054,1.058,0.023,159.39,139281,0,0.000,0.000,0.000,5341691,1.01,17.43,0.000,0.000,0.000,2,6,12,58,17386,0.066,3.81,0.0089,0.007,1,0.839,0.000,0.933,0.607,3.48,6.74,3.57,0.00,0.000,1.01,1.02,1.01,0.839,0.00031
90000,2633,1.515,0.211,7.13,182421,168230,3127,0,10695,2,1503944.1,0.3,0.003,0.165,0.804,0.028,273,6.54,4.59,0.02,0.60,0.01,0.31,0.07,0.65,6.43,4.36,0.00,0.00,0.001,0.031,294,0.092,0.894,0.000,0.000,0.105,439758,431569,1,1.000,0.000,0.023,390887,0.061,1.032,0.022,159.54,136379,0,0.152,0.000,0.000,5418580,1.01,18.93,0.000,0.000,0.000,2,6,11,51,17212,0.066,3.66,0.0089,0.001,3,0.867,0.000,0.921,0.590,3.22,6.22,3.43,0.00,0.000,1.01,1.01,1.01,0.867,0.00023
100000,2650,1.475,0.159,7.19,179879,165733,3046,0,11083,0,1509758.2,0.0,0.016,0.169,0.755,0.059,269,6.56,4.83,0.03,0.76,0.01,0.19,0.05,1.02,6.47,4.55,0.00,0.00,0.001,0.022,276,0.097,0.889,0.000,0.000,0.111,439332,433200,1,0.962,0.038,0.008,408279,0.065,0.869,0.015,159.61,122812,0,0.000,0.000,0.000,5603502,1.01,19.22,0.000,0.000,0.000,2,6,11,59,17384,0.066,3.59,0.0088,0.000,7,0.875,0.000,0.894,0.595,3.42,6.49,4.27,0.00,0.000,1.02,1.02,1.01,0.875,0.00023
