step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1098,11.74,0.07,0.02,0.04,11.61,0.00,1.03,0.000,0.169,792940.2,67.4,3,15,3.55,1.02,1.03
10000,1,151,6.56,0.00,0.24,0.05,6.27,0.00,1.00,0.000,0.637,145899.8,0.0,1,13,2.60,1.00,1.00
10000,0,19,11.95,0.00,0.37,0.21,11.37,0.00,1.00,0.000,0.001,87302.2,57.6,2,6,2.89,1.00,1.00
20000,8,1284,9.21,0.04,0.05,0.01,9.11,0.00,1.01,0.000,0.156,766467.8,0.7,5,9,3.39,1.00,1.01
20000,1,165,6.14,0.01,0.02,0.00,6.12,0.00,1.01,0.000,0.621,146445.9,0.5,2,7,2.53,1.01,1.01
20000,0,25,9.36,0.12,0.16,0.00,9.08,0.00,1.03,0.000,0.001,1472.8,0.0,3,9,2.68,1.06,1.06
30000,8,1279,8.96,0.05,0.08,0.04,8.78,0.00,1.01,0.000,0.149,764618.0,0.5,5,0,3.43,1.00,1.02
30000,1,173,6.09,0.09,0.00,0.04,5.96,0.00,1.06,0.000,0.637,147445.5,0.8,2,0,2.08,1.11,1.03
30000,0,32,7.47,0.19,0.00,0.19,7.09,0.00,1.09,0.000,0.002,861.7,0.0,3,17,2.25,1.16,1.02
40000,8,1290,8.52,0.06,0.04,0.04,8.38,0.00,1.02,0.000,0.153,762064.2,0.7,2,0,3.40,1.01,1.02
40000,1,168,5.70,0.00,0.18,0.00,5.52,0.00,1.00,0.000,0.604,146038.0,0.0,2,0,2.05,1.00,1.00
40000,0,30,9.90,0.00,0.70,0.00,9.20,0.00,1.00,0.000,0.002,1040.3,0.0,3,15,2.37,1.00,1.00
50000,8,1336,8.07,0.02,0.03,0.04,7.98,0.00,1.01,0.000,0.145,755053.2,1.5,3,30,3.34,1.01,1.01
50000,1,192,5.18,0.00,0.01,0.01,5.16,0.00,1.00,0.000,0.721,145114.0,0.6,2,48,2.01,1.00,1.00
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,660.4,0.0,0,0,-0.00,-0.00,-0.00
60000,8,1274,8.43,0.05,0.04,0.03,8.31,0.00,1.01,0.000,0.142,750523.9,0.3,1,25,3.62,1.00,1.02
60000,1,187,5.14,0.04,0.04,0.01,5.06,0.00,1.03,0.000,0.707,148015.1,0.2,2,42,2.09,1.03,1.03
