step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1023,12.09,0.06,0.17,0.17,11.69,0.00,1.02,0.001,0.175,771741.9,51.1,9,63,4.22,1.02,1.02
10000,4,810,7.58,0.14,0.02,0.12,7.31,0.00,1.05,0.000,0.368,748411.7,10.0,6,6,2.58,1.05,1.04
10000,0,19,16.32,0.11,0.16,1.21,14.84,0.00,1.03,0.000,0.002,83404.6,63.5,2,14,4.63,1.03,1.03
20000,8,1275,8.66,0.01,0.13,0.07,8.46,0.00,1.00,0.000,0.163,714159.1,2.4,3,3,4.92,1.00,1.00
20000,4,1088,5.51,0.07,0.01,0.15,5.29,0.00,1.02,0.000,0.302,735574.2,2.1,3,3,2.83,1.03,1.02
20000,0,6,12.67,1.33,0.00,0.17,11.17,0.00,1.22,0.000,0.000,2764.4,0.1,2,4,4.00,1.35,1.10
30000,8,1128,9.22,0.00,0.10,0.06,9.07,0.00,1.00,0.000,0.178,705296.2,8.1,2,0,5.70,1.00,1.00
30000,4,1100,5.57,0.08,0.02,0.07,5.39,0.00,1.04,0.000,0.306,730303.3,1.0,2,0,3.02,1.03,1.03
30000,0,9,10.44,0.00,0.00,0.00,10.44,0.00,1.00,0.000,0.001,2252.0,0.0,2,8,4.00,1.00,1.00
40000,8,1141,9.60,0.00,0.07,0.12,9.41,0.00,1.00,0.000,0.179,721786.6,5.3,1,0,5.80,1.00,1.00
40000,4,1220,5.17,0.03,0.01,0.03,5.10,0.00,1.01,0.000,0.315,705294.6,1.4,3,0,3.00,1.01,1.02
40000,0,7,11.43,0.00,0.00,0.00,11.43,0.00,1.00,0.000,0.000,2212.9,0.0,3,5,4.00,1.00,1.00
50000,8,1159,9.60,0.00,0.06,0.09,9.45,0.00,1.00,0.000,0.172,710394.1,0.9,1,0,5.84,1.00,1.00
50000,4,1357,4.63,0.03,0.04,0.01,4.55,0.00,1.01,0.000,0.315,708694.6,5.5,1,0,2.82,1.01,1.02
50000,0,10,10.00,1.20,0.00,0.00,8.80,0.00,1.16,0.000,0.001,2028.0,0.4,2,10,4.80,1.32,1.13
60000,8,1161,9.84,0.00,0.07,0.11,9.66,0.00,1.00,0.000,0.182,701882.9,1.4,2,3,6.05,1.00,1.00
60000,4,1220,5.15,0.03,0.01,0.01,5.11,0.00,1.01,0.000,0.317,736954.4,2.0,2,0,2.95,1.01,1.01
60000,0,4,12.25,0.00,0.00,0.00,12.25,0.00,1.00,0.000,0.000,2224.6,0.1,3,4,5.50,1.00,1.00
70000,8,1181,9.52,0.01,0.09,0.11,9.31,0.00,1.00,0.000,0.174,712789.0,0.2,1,0,5.76,1.00,1.00
