step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1006,12.72,0.51,0.16,0.46,11.58,0.00,1.16,0.002,0.171,787506.9,59.0,10,26,3.61,1.18,1.19
10000,2,491,5.06,0.00,0.00,0.10,4.95,0.00,1.00,0.000,0.531,380458.2,1.1,2,16,2.24,1.00,1.00
10000,0,13,15.69,0.00,0.00,0.31,15.38,0.00,1.00,0.000,0.001,87238.3,42.7,2,10,4.15,1.00,1.00
20000,8,1269,9.26,0.22,0.04,0.09,8.90,0.00,1.09,0.001,0.171,754771.0,70.4,5,0,3.94,1.10,1.11
20000,2,583,4.77,0.04,0.01,0.01,4.71,0.00,1.01,0.000,0.511,406631.7,3.3,2,0,2.41,1.01,1.02
20000,0,20,9.05,0.00,0.00,0.00,9.05,0.00,1.00,0.000,0.001,2182.8,1.5,3,16,3.60,1.00,1.00
30000,8,1241,8.78,0.09,0.12,0.10,8.48,0.00,1.05,0.001,0.187,765096.7,15.3,6,0,3.39,1.06,1.06
30000,2,538,4.90,0.02,0.04,0.04,4.80,0.00,1.01,0.000,0.487,409590.6,0.0,3,0,2.38,1.00,1.01
30000,0,19,10.63,0.05,0.16,0.63,9.79,0.00,1.01,0.000,0.001,1211.3,0.1,4,17,3.00,1.02,1.00
40000,8,1330,8.62,0.09,0.38,0.05,8.10,0.01,1.05,0.002,0.188,780343.6,10.8,6,0,3.10,1.05,1.05
40000,2,638,4.15,0.00,0.00,0.07,4.08,0.00,1.00,0.000,0.491,409748.5,0.0,3,0,2.00,1.00,1.00
40000,0,23,6.83,0.00,0.00,0.04,6.78,0.00,1.00,0.000,0.001,979.6,0.0,3,19,2.78,1.00,1.00
50000,8,1260,9.30,0.12,0.28,0.07,8.83,0.00,1.07,0.002,0.181,759760.2,15.4,2,0,3.53,1.09,1.09
50000,2,711,3.83,0.01,0.01,0.03,3.78,0.00,1.01,0.000,0.499,410634.4,0.4,3,0,1.88,1.01,1.00
50000,0,13,6.54,0.00,0.00,0.00,6.54,0.00,1.00,0.000,0.001,1226.7,0.0,4,11,2.08,1.00,1.00
60000,8,1258,8.29,0.07,0.05,0.09,8.09,0.00,1.02,0.000,0.164,733727.1,6.0,3,0,4.41,1.01,1.03
60000,2,703,3.89,0.02,0.00,0.00,3.86,0.00,1.02,0.000,0.498,407563.0,0.0,2,0,1.89,1.01,1.01
60000,0,13,6.92,0.77,0.00,0.15,6.00,0.00,1.29,0.000,0.001,1128.9,0.0,3,13,2.46,1.25,1.38
70000,8,1262,8.68,0.06,0.11,0.10,8.41,0.00,1.03,0.000,0.168,722991.8,2.0,2,0,4.58,1.03,1.03
70000,2,738,3.65,0.00,0.00,0.08,3.57,0.00,1.00,0.000,0.493,401165.3,0.0,2,0,1.65,1.00,1.00
70000,0,8,4.38,0.00,0.00,0.00,4.38,0.00,1.00,0.000,0.000,752.7,0.0,2,7,1.62,1.00,1.00
80000,8,1248,8.51,0.10,0.08,0.08,8.24,0.00,1.05,0.000,0.157,728376.6,2.4,2,0,4.53,1.04,1.04
80000,2,609,4.34,0.00,0.00,0.03,4.31,0.00,1.00,0.000,0.488,402674.4,0.0,2,0,1.81,1.00,1.00
80000,0,16,8.81,0.00,0.00,0.00,8.81,0.00,1.00,0.000,0.001,915.1,0.0,3,12,2.69,1.00,1.00
90000,8,1274,8.49,0.06,0.05,0.09,8.29,0.00,1.02,0.000,0.161,703546.4,2.9,3,0,4.66,1.02,1.02
90000,2,589,4.60,0.00,0.00,0.01,4.59,0.00,1.00,0.000,0.501,406442.1,0.0,2,0,1.98,1.00,1.00
90000,0,13,9.23,0.00,0.00,0.00,9.23,0.00,1.00,0.000,0.001,892.7,0.0,4,11,3.08,1.00,1.00
100000,8,1245,8.64,0.13,0.05,0.03,8.43,0.00,1.05,0.000,0.142,708838.9,4.1,3,0,4.74,1.04,1.05
100000,2,656,4.07,0.01,0.01,0.01,4.04,0.00,1.01,0.005,0.493,408084.4,0.0,3,0,1.91,1.01,1.01
100000,0,19,9.00,0.00,0.05,0.42,8.53,0.00,1.00,0.000,0.001,731.7,0.0,3,16,2.47,1.00,1.00
110000,8,1296,8.18,0.06,0.04,0.05,8.04,0.00,1.02,0.000,0.144,710865.1,4.3,4,0,4.62,1.03,1.03
110000,2,597,4.47,0.05,0.01,0.01,4.40,0.00,1.02,0.002,0.494,401513.7,1.1,2,0,1.80,1.03,1.01
110000,0,12,10.42,0.00,0.00,0.42,10.00,0.00,1.00,0.000,0.001,1086.3,0.0,2,12,2.58,1.00,1.00
