step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,8,231,3.5,0.1,0.0,0.0,3.4,0.0,1.02,23.6,13,538,39.81,0.00,5,226,0,0.0,1.00,1.07,1.02,1.73,2.64,1.58
5000,2,217,5.9,0.1,0.0,0.0,5.8,0.0,1.03,21.8,39,967,80.20,0.00,217,0,0,0.0,1.02,1.03,1.03,2.12,2.63,2.53
5000,4,216,21.3,0.4,0.8,0.1,20.1,0.0,1.07,5.6,68,766,126.17,0.00,214,1,1,0.1,1.06,1.09,1.07,5.51,7.14,6.63
5000,9,134,12.4,0.1,0.1,0.1,12.1,0.0,1.05,14.5,41,555,100.46,0.00,84,50,0,0.0,1.06,1.05,1.05,3.08,5.85,2.95
5000,1,94,3.3,0.0,0.0,0.0,3.2,0.0,1.00,23.9,12,609,33.01,0.00,0,91,3,0.0,1.00,1.00,1.00,1.77,3.13,1.62
5000,5,83,9.4,0.0,1.7,0.0,7.6,0.0,1.01,16.2,26,1212,122.20,0.00,83,0,0,0.0,1.01,1.00,1.01,2.58,4.19,3.81
5000,6,29,63.2,0.0,0.0,0.0,63.2,0.0,1.00,0.0,6,1991,772.37,0.00,29,0,0,0.0,1.00,1.00,1.00,6.03,8.00,8.00
5000,3,20,19.9,1.6,0.0,0.5,17.8,0.0,1.11,15.3,8,1373,154.05,0.00,20,0,0,0.0,1.00,1.00,1.21,3.75,4.65,3.70
5000,17,6,37.7,9.5,0.0,8.3,19.8,0.0,2.95,4.3,5,1948,465.65,0.00,6,0,0,0.0,5.17,1.75,2.57,5.00,8.00,5.83
6000,2,302,5.4,0.0,0.0,0.0,5.4,0.0,1.01,22.2,35,1214,104.29,0.00,302,0,0,0.0,1.01,1.01,1.01,1.96,2.51,2.40
6000,8,225,4.0,0.0,0.1,0.1,3.8,0.0,1.01,22.9,26,697,56.23,0.00,1,224,0,0.0,1.00,1.02,1.01,1.76,2.92,1.84
6000,4,224,18.7,0.2,0.7,0.0,17.7,0.0,1.04,7.5,62,831,125.50,0.00,220,1,3,0.0,1.05,1.04,1.03,5.03,6.98,5.90
6000,1,169,5.6,0.0,0.0,0.0,5.6,0.0,1.00,20.7,24,359,32.28,0.00,0,166,3,0.0,1.00,1.00,1.00,2.45,5.67,1.73
6000,5,110,8.5,0.0,1.5,0.0,7.0,0.0,1.00,17.2,27,1350,135.63,0.00,110,0,0,0.0,1.00,1.00,1.00,2.50,4.10,3.43
6000,9,94,11.5,0.1,0.0,0.0,11.4,0.0,1.07,15.0,30,679,126.75,0.00,37,56,1,0.0,1.05,1.07,1.09,2.98,4.66,3.91
6000,6,24,61.8,0.3,0.0,0.2,61.4,0.0,1.07,0.0,7,2596,1065.53,0.00,24,0,0,0.0,1.09,1.00,1.09,6.29,8.00,8.00
6000,3,12,31.2,4.3,0.0,7.5,19.3,0.0,1.29,8.0,4,225,24.40,0.00,12,0,0,0.0,1.00,1.00,1.58,4.50,7.58,4.42
6000,17,6,37.7,9.5,0.0,8.3,19.8,0.0,2.95,4.3,5,2948,751.50,0.00,6,0,0,0.0,5.17,1.75,2.57,5.00,8.00,5.83
6000,30,5,63.6,0.0,41.4,0.0,22.2,0.0,1.00,0.0,3,2119,684.18,0.00,5,0,0,0.0,1.00,1.00,1.00,9.00,8.00,8.00
7000,2,519,5.3,0.0,0.0,0.0,5.2,0.0,1.03,22.4,62,792,65.85,0.00,519,0,0,0.0,1.03,1.03,1.03,1.85,2.45,2.38
7000,4,301,14.5,0.1,0.4,0.1,13.9,0.0,1.02,10.2,75,697,83.66,0.00,298,3,0,0.0,1.02,1.02,1.01,4.20,6.82,4.96
7000,8,279,3.9,0.0,0.0,0.1,3.8,0.0,1.01,22.8,38,488,34.34,0.00,0,278,1,0.0,1.01,1.01,1.01,1.81,2.87,1.99
7000,1,205,5.9,0.0,0.0,0.0,5.9,0.0,1.01,20.9,31,468,52.03,0.00,0,201,4,0.0,1.01,1.01,1.00,2.52,5.71,1.93
7000,5,95,6.6,0.0,0.8,0.0,5.7,0.0,1.02,19.2,27,1073,90.93,0.00,95,0,0,0.0,1.03,1.02,1.02,2.15,3.88,2.58
7000,9,37,12.5,1.0,0.1,0.0,11.3,0.1,1.47,13.6,9,430,76.89,0.00,9,28,0,0.1,1.48,1.45,1.50,3.54,4.19,5.03
7000,3,27,16.1,0.7,0.0,4.3,11.1,0.0,1.18,12.7,7,301,29.21,0.00,27,0,0,0.0,1.24,1.05,1.22,3.70,6.89,2.74
7000,6,13,55.6,0.0,1.0,0.0,54.6,0.0,1.00,0.0,6,861,290.69,0.00,13,0,0,0.0,1.00,1.00,1.00,7.31,8.00,8.00
7000,32,12,27.2,0.0,0.0,0.9,26.3,0.0,1.00,1.2,9,676,262.83,0.00,0,12,0,0.0,1.00,1.00,1.00,5.92,8.00,8.00
8000,2,502,5.2,0.0,0.0,0.0,5.1,0.0,1.05,22.5,63,1196,101.64,0.00,502,0,0,0.0,1.05,1.05,1.05,1.81,2.41,2.36
8000,4,350,13.5,0.2,0.5,0.1,12.7,0.0,1.04,11.1,91,693,82.09,0.00,348,2,0,0.0,1.02,1.06,1.04,4.03,6.60,4.67
8000,8,344,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.3,35,658,46.37,0.00,1,335,8,0.0,1.00,1.01,1.00,1.84,3.39,1.71
8000,1,224,4.9,0.0,0.0,0.0,4.9,0.0,1.00,21.8,25,805,76.07,0.00,0,224,0,0.0,1.00,1.00,1.00,2.49,6.00,1.70
8000,5,56,6.8,0.0,0.6,0.0,6.2,0.0,1.00,19.2,18,1326,112.73,0.00,56,0,0,0.0,1.00,1.00,1.00,2.20,3.98,2.57
8000,3,23,13.0,0.0,0.0,3.6,9.5,0.0,1.00,15.0,5,905,96.94,0.00,23,0,0,0.0,1.00,1.00,1.00,3.17,5.83,2.70
8000,32,22,16.9,0.0,0.0,0.4,16.5,0.0,1.00,8.8,11,783,283.08,0.00,0,19,3,0.0,1.00,1.00,1.00,4.36,5.64,7.50
8000,6,13,55.6,0.0,1.0,0.0,54.6,0.0,1.00,0.0,6,1861,765.15,0.00,13,0,0,0.0,1.00,1.00,1.00,7.15,8.00,8.00
8000,9,5,13.6,0.0,0.0,0.0,13.6,0.0,1.00,10.4,2,348,30.51,0.00,5,0,0,0.0,1.00,1.00,1.00,4.00,5.00,5.80
9000,2,440,5.2,0.0,0.0,0.0,5.2,0.0,1.03,22.4,59,1387,125.38,0.00,440,0,0,0.0,1.03,1.03,1.03,1.87,2.41,2.40
9000,4,405,13.3,0.1,0.6,0.1,12.5,0.0,1.02,11.1,98,776,87.15,0.00,400,5,0,0.0,1.01,1.03,1.02,4.00,6.64,4.75
9000,8,321,4.2,0.0,0.0,0.1,4.1,0.0,1.00,22.0,37,597,44.53,0.00,0,318,3,0.0,1.00,1.00,1.00,1.91,3.54,1.74
9000,1,240,5.6,0.0,0.1,0.0,5.5,0.0,1.01,21.3,39,727,79.85,0.00,0,235,5,0.0,1.02,1.02,1.01,2.45,4.78,2.22
9000,3,41,11.3,0.0,0.0,2.8,8.5,0.0,1.00,16.4,7,829,94.72,0.00,41,0,0,0.0,1.00,1.00,1.00,2.76,5.15,2.66
9000,5,31,6.4,0.0,0.3,0.0,6.1,0.0,1.00,19.5,14,1322,109.10,0.00,31,0,0,0.0,1.00,1.00,1.00,2.16,4.00,2.35
9000,6,12,54.9,0.0,1.1,0.0,53.8,0.0,1.00,0.0,6,2841,1336.19,0.00,12,0,0,0.0,1.00,1.00,1.00,7.75,8.00,8.00
9000,9,5,14.0,0.0,0.0,0.0,14.0,0.0,1.00,10.0,1,104,8.05,0.00,5,0,0,0.0,1.00,1.00,1.00,4.20,5.00,6.00
10000,2,535,5.0,0.0,0.0,0.0,4.9,0.0,1.01,22.6,62,811,61.89,0.00,535,0,0,0.0,1.01,1.01,1.01,1.92,2.35,2.36
10000,4,401,11.4,0.1,0.1,0.1,10.9,0.0,1.01,13.1,93,768,73.06,0.00,399,0,2,0.0,1.00,1.03,1.00,3.63,6.18,4.41
10000,8,336,4.1,0.0,0.0,0.0,4.1,0.0,1.01,22.3,34,635,46.21,0.00,6,325,5,0.0,1.01,1.01,1.01,1.85,3.03,1.93
10000,1,316,4.6,0.0,0.0,0.0,4.5,0.0,1.00,22.2,40,525,41.79,0.00,0,305,11,0.0,1.00,1.00,1.00,2.14,4.41,1.96
10000,3,71,7.5,0.2,0.0,0.7,6.6,0.0,1.05,18.6,12,646,50.90,0.00,71,0,0,0.0,1.08,1.08,1.03,2.34,3.80,2.96
10000,37,57,12.5,0.0,0.0,0.3,12.2,0.0,1.00,12.6,25,1112,155.01,0.00,57,0,0,0.0,1.00,1.00,1.00,3.18,7.65,2.04
10000,5,35,6.7,0.0,0.3,0.0,6.5,0.0,1.00,18.1,11,824,65.00,0.00,35,0,0,0.0,1.00,1.00,1.00,2.49,3.94,3.31
10000,9,30,12.1,0.2,0.0,0.0,11.9,0.0,1.08,12.0,8,266,22.06,0.00,30,0,0,0.0,1.07,1.07,1.10,3.53,4.47,5.63
11000,2,545,5.1,0.0,0.0,0.0,5.1,0.0,1.01,22.5,57,1209,95.70,0.00,545,0,0,0.0,1.01,1.01,1.02,1.98,2.38,2.39
11000,4,459,11.8,0.3,0.3,0.0,11.2,0.0,1.05,12.8,108,781,78.81,0.00,459,0,0,0.0,1.02,1.07,1.06,3.71,6.17,4.44
11000,8,364,3.8,0.0,0.0,0.0,3.8,0.0,1.02,22.9,32,655,45.07,0.00,2,359,3,0.0,1.02,1.02,1.04,1.70,2.51,2.05
11000,1,289,5.3,0.0,0.0,0.0,5.3,0.0,1.00,21.5,31,551,52.24,0.00,0,279,10,0.0,1.00,1.00,1.00,2.45,5.29,1.90
11000,3,64,7.0,0.0,0.0,0.9,6.1,0.0,1.00,19.3,12,989,77.32,0.00,64,0,0,0.0,1.00,1.00,1.00,2.25,3.69,2.70
11000,37,47,13.0,0.0,0.0,0.2,12.8,0.0,1.00,12.4,19,722,83.48,0.00,47,0,0,0.0,1.00,1.00,1.00,3.38,7.43,2.38
11000,5,36,6.7,0.0,0.5,0.0,6.2,0.0,1.00,18.4,13,1196,105.54,0.00,36,0,0,0.0,1.00,1.00,1.00,2.50,3.75,3.33
11000,9,13,10.8,0.3,0.0,0.0,10.5,0.0,1.05,15.1,6,650,55.54,0.00,13,0,0,0.0,1.00,1.10,1.06,3.31,4.00,4.46
12000,2,570,5.1,0.0,0.0,0.0,5.0,0.0,1.03,22.5,68,1268,100.51,0.00,570,0,0,0.0,1.03,1.03,1.04,1.98,2.38,2.41
12000,4,468,11.7,0.2,0.1,0.3,11.1,0.0,1.08,12.8,111,867,87.94,0.00,464,4,0,0.0,1.07,1.09,1.10,3.98,6.39,4.54
12000,8,368,3.8,0.0,0.0,0.1,3.6,0.0,1.03,23.0,33,588,39.62,0.00,5,353,10,0.0,1.04,1.04,1.02,1.73,2.54,1.99
12000,1,260,5.0,0.0,0.0,0.0,5.0,0.0,1.00,21.5,45,653,59.36,0.00,0,255,5,0.0,1.00,1.00,1.00,2.47,4.93,2.10
12000,3,56,11.6,0.0,0.0,2.3,9.3,0.0,1.00,15.7,13,655,46.10,0.00,56,0,0,0.0,1.00,1.00,1.00,3.29,5.18,2.96
12000,37,41,11.3,0.0,0.0,0.4,11.0,0.0,1.00,12.7,15,1101,129.47,0.00,41,0,0,0.0,1.00,1.00,1.00,3.10,7.66,1.98
12000,5,19,6.4,0.4,0.4,0.0,5.6,0.0,1.32,19.3,11,1023,108.80,0.00,19,0,0,0.0,1.22,1.22,1.50,2.37,3.53,3.00
12000,9,18,8.8,0.0,0.0,0.0,8.8,0.0,1.00,16.2,4,753,61.59,0.00,18,0,0,0.0,1.00,1.00,1.00,2.72,3.83,4.06
13000,2,590,5.0,0.0,0.0,0.0,5.0,0.0,1.03,22.5,65,783,58.56,0.00,590,0,0,0.0,1.03,1.03,1.04,1.96,2.38,2.39
13000,4,500,11.9,0.1,0.3,0.5,11.0,0.0,1.03,12.6,112,787,80.52,0.00,488,10,2,0.0,1.03,1.03,1.03,4.10,6.47,4.80
13000,8,356,4.2,0.1,0.1,0.0,4.0,0.0,1.02,22.5,31,567,42.26,0.00,0,344,12,0.0,1.03,1.02,1.02,1.83,2.58,2.17
13000,1,264,4.5,0.0,0.1,0.0,4.4,0.0,1.00,21.8,30,604,50.98,0.00,0,257,7,0.0,1.00,1.00,1.00,2.51,6.88,1.45
13000,3,75,9.0,0.0,0.0,0.4,8.6,0.0,1.00,16.9,18,487,43.29,0.00,75,0,0,0.0,1.00,1.00,1.00,2.93,4.52,3.05
13000,37,53,10.9,0.0,0.0,0.2,10.8,0.0,1.00,13.1,14,858,100.65,0.00,53,0,0,0.0,1.00,1.00,1.00,3.06,7.55,1.89
13000,5,13,6.6,0.0,0.0,0.0,6.6,0.0,1.00,19.8,4,999,82.28,0.00,13,0,0,0.0,1.00,1.00,1.00,2.23,4.00,2.08
13000,9,8,9.8,0.0,0.0,0.0,9.8,0.0,1.00,14.8,6,995,83.74,0.00,8,0,0,0.0,1.00,1.00,1.00,2.75,4.38,4.25
14000,2,583,5.0,0.0,0.0,0.0,5.0,0.0,1.01,22.5,66,1163,90.30,0.00,583,0,0,0.0,1.02,1.02,1.01,2.00,2.37,2.38
14000,4,579,10.3,0.1,0.2,0.5,9.7,0.0,1.01,14.4,113,670,70.88,0.00,466,112,1,0.0,1.01,1.01,1.01,3.67,6.24,4.04
14000,8,368,3.9,0.0,0.0,0.0,3.8,0.0,1.03,22.9,30,735,52.31,0.00,8,357,3,0.0,1.03,1.03,1.03,1.79,2.52,2.04
14000,1,126,4.9,0.0,0.0,0.0,4.8,0.0,1.00,21.0,15,500,39.97,0.00,4,119,3,0.0,1.00,1.00,1.00,2.62,7.00,1.55
14000,3,66,9.0,0.0,0.0,0.4,8.7,0.0,1.00,16.4,13,1112,113.38,0.00,66,0,0,0.0,1.00,1.00,1.00,2.97,4.61,3.18
14000,37,65,9.3,0.0,0.0,0.2,9.1,0.0,1.00,14.8,19,740,93.91,0.00,65,0,0,0.0,1.00,1.00,1.00,2.78,6.89,1.74
