step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1564,1.446,0.119,8.70,131090,118223,1619,0,11179,6,966532.0,1.3,0.032,0.128,0.689,0.151,386,7.44,3.74,0.00,0.13,0.02,0.38,0.01,0.19,7.40,3.66,0.00,0.00,0.001,0.016,212,0.123,0.883,0.000,0.000,0.117,261904,257601,2,0.517,0.395,0.004,66567,0.096,0.760,0.012,96.48,86871,0,0.217,0.000,0.000,2377219,1.00,17.87,0.000,0.000,0.000,3,7,12,33,11631,0.044,66.96,0.0084,0.017,19,0.746,0.000,0.756,0.508,3.95,4.38,6.96,0.00,0.000,1.00,1.00,1.00,0.746,0.00026
120000,1545,1.476,0.110,8.77,141300,127847,1691,0,11781,2,960137.8,0.3,0.048,0.090,0.691,0.171,355,7.52,3.95,0.01,0.10,0.04,0.61,0.02,0.40,7.45,3.94,0.00,0.00,0.005,0.059,245,0.104,0.887,0.000,0.000,0.113,266100,263475,3,0.776,0.088,0.004,40239,0.085,0.715,0.010,96.14,92631,0,0.152,0.000,0.000,1331050,1.00,18.12,0.000,0.000,0.000,3,7,12,44,11617,0.044,67.29,0.0083,0.000,33,0.662,0.000,0.709,0.478,4.10,4.95,6.75,0.00,0.000,1.01,1.01,1.00,0.662,0.00025
130000,1543,1.448,0.096,9.03,138174,125110,1634,0,11432,8,963931.9,0.9,0.037,0.112,0.710,0.140,354,7.89,4.01,0.01,0.13,0.01,0.24,0.01,0.28,7.86,4.00,0.00,0.00,0.002,0.031,253,0.121,0.867,0.000,0.000,0.133,270009,265229,4,0.544,0.000,0.002,31965,0.117,0.671,0.009,96.26,94421,0,0.115,0.000,0.000,1978745,1.00,17.73,0.000,0.001,0.000,4,7,12,41,12169,0.046,67.18,0.0079,0.000,41,0.737,0.000,0.670,0.496,4.29,5.00,7.12,0.00,0.000,1.00,1.00,1.00,0.737,0.00023
140000,1566,1.447,0.097,9.19,138541,125376,1682,0,11460,29,960790.1,2.2,0.023,0.131,0.723,0.122,363,7.60,4.35,0.02,0.47,0.08,1.03,0.00,0.07,7.49,4.00,0.00,0.00,0.005,0.053,238,0.177,0.880,0.001,0.000,0.119,269303,265400,3,0.674,0.047,0.001,30568,0.110,0.671,0.009,95.99,87755,0,0.077,0.000,0.000,2693259,1.01,17.93,0.000,0.000,0.000,3,7,12,56,11900,0.045,67.45,0.0082,0.014,16,0.800,0.000,0.738,0.493,3.97,4.44,6.98,0.00,0.001,1.01,1.01,1.01,0.800,0.00021
150000,1461,1.488,0.099,8.99,141598,128050,1721,1,11931,5,960332.3,1.2,0.072,0.110,0.689,0.129,343,7.99,3.99,0.04,0.56,0.03,0.39,0.02,0.43,7.90,3.85,0.00,0.00,0.004,0.047,219,0.100,0.869,0.000,0.000,0.131,272617,268240,4,0.468,0.021,0.003,39470,0.123,0.670,0.009,96.08,93313,26,0.238,1.000,0.000,2006375,1.01,18.22,0.000,0.000,0.000,4,7,12,46,11671,0.045,67.36,0.0083,0.006,17,0.753,0.000,0.693,0.487,4.58,5.93,6.78,0.00,0.001,1.01,1.01,1.01,0.753,0.00023
160000,1542,1.451,0.095,8.88,150411,135821,1641,0,12868,22,961355.8,2.5,0.066,0.112,0.674,0.148,318,7.75,3.96,0.03,0.33,0.03,0.50,0.04,0.81,7.65,3.77,0.00,0.00,0.001,0.020,201,0.097,0.871,0.000,0.000,0.129,280573,276087,4,0.556,0.037,0.005,62930,0.100,0.663,0.009,96.29,94662,0,0.114,0.000,0.000,2005973,1.01,18.82,0.000,0.000,0.000,3,8,12,32,11951,0.046,67.15,0.0081,0.000,52,0.729,0.000,0.534,0.471,4.64,6.19,6.56,0.00,0.000,1.01,1.01,1.01,0.729,0.00024
170000,1368,1.518,0.093,8.87,150339,136069,1738,1,12705,29,960742.4,0.5,0.119,0.066,0.627,0.188,326,8.65,4.23,0.03,0.59,0.03,0.37,0.02,0.31,8.57,4.14,0.00,0.00,0.003,0.044,275,0.095,0.868,0.000,0.000,0.132,281796,278568,4,0.499,0.072,0.004,68192,0.093,0.666,0.009,96.16,96775,599,0.018,0.000,0.000,730761,1.01,17.36,0.000,0.001,0.000,4,8,13,37,11830,0.045,67.28,0.0082,0.000,27,0.596,0.000,0.583,0.473,4.83,6.57,6.91,0.00,0.001,1.01,1.01,1.01,0.596,0.00024
180000,1459,1.491,0.091,8.86,138964,124107,1691,1,13074,31,966523.8,3.1,0.068,0.055,0.662,0.215,320,7.27,3.51,0.04,0.48,0.07,0.54,0.01,0.30,7.15,3.39,0.00,0.00,0.007,0.055,228,0.141,0.859,0.000,0.000,0.141,305713,302114,5,0.631,0.121,0.003,83954,0.097,0.659,0.009,96.31,104822,14,0.101,1.000,0.000,682129,1.02,18.97,0.000,0.000,0.000,4,7,11,35,10610,0.040,67.13,0.0093,0.000,59,0.672,0.000,0.634,0.549,4.41,6.33,6.46,0.00,0.001,1.02,1.02,1.02,0.672,0.00015
190000,1384,1.527,0.098,9.57,141704,126536,1770,0,13473,14,958495.9,2.3,0.057,0.070,0.643,0.229,319,8.37,3.66,0.05,0.49,0.02,0.43,0.00,0.05,8.30,3.58,0.00,0.00,0.001,0.022,250,0.219,0.908,0.000,0.000,0.092,295998,292224,8,0.611,0.002,0.001,50122,0.088,0.663,0.009,95.92,95997,0,0.164,0.000,0.000,1129823,1.02,17.12,0.000,0.000,0.000,4,8,12,36,11588,0.044,67.52,0.0083,0.047,1,0.742,0.000,0.631,0.525,4.93,7.24,7.05,0.00,0.000,1.02,1.02,1.02,0.742,0.00017
200000,1394,1.528,0.104,10.17,113106,99292,1717,0,12087,2,945563.8,0.2,0.006,0.190,0.539,0.265,322,8.33,4.27,0.07,0.78,0.02,0.29,0.01,0.16,8.23,4.15,0.00,0.00,0.004,0.055,258,0.079,0.892,0.000,0.000,0.108,265986,262120,4,0.577,0.021,0.001,50275,0.070,0.662,0.009,94.24,88930,0,0.112,0.000,0.000,4464310,1.03,17.18,0.000,0.000,0.000,4,8,12,44,11611,0.044,69.20,0.0082,0.073,1,0.884,0.000,0.727,0.580,4.62,7.09,6.64,0.00,0.000,1.02,1.03,1.03,0.884,0.00023
210000,1477,1.484,0.090,9.86,129382,114830,1862,0,12607,13,947908.2,1.4,0.008,0.169,0.533,0.290,303,7.79,4.01,0.04,0.55,0.03,0.54,0.01,0.18,7.71,3.92,0.00,0.00,0.002,0.033,249,0.129,0.877,0.000,0.000,0.123,266133,261056,3,0.531,0.025,0.003,61855,0.081,0.619,0.008,94.66,97867,0,0.110,0.000,0.000,4056125,1.03,18.07,0.000,0.000,0.000,4,8,12,41,11506,0.044,68.78,0.0083,0.063,2,0.862,0.000,0.754,0.520,4.44,6.36,7.03,0.00,0.000,1.03,1.03,1.03,0.862,0.00024
220000,1479,1.501,0.084,9.61,135686,120731,1820,0,13133,11,957742.2,2.5,0.008,0.180,0.580,0.232,303,7.93,4.10,0.04,0.58,0.02,0.29,0.01,0.22,7.86,4.00,0.00,0.00,0.002,0.038,236,0.132,0.878,0.000,0.000,0.122,267347,262486,5,0.506,0.000,0.005,81651,0.073,0.622,0.008,95.67,96397,0,0.226,0.000,0.000,4389644,1.01,17.74,0.000,0.001,0.000,4,8,12,35,11727,0.045,67.77,0.0082,0.016,21,0.851,0.000,0.732,0.499,4.48,5.86,7.18,0.00,0.000,1.01,1.01,1.02,0.851,0.00023
230000,1511,1.460,0.077,10.20,137562,122032,1684,0,13814,8,957109.1,0.8,0.009,0.122,0.588,0.281,302,7.68,3.96,0.05,0.50,0.04,0.56,0.00,0.05,7.59,3.75,0.00,0.00,0.003,0.035,262,0.068,0.875,0.000,0.000,0.125,273807,268649,5,0.336,0.142,0.001,68409,0.080,0.588,0.007,95.82,103301,0,0.102,0.000,0.000,2456897,1.02,17.93,0.000,0.000,0.000,4,7,12,44,11600,0.044,67.62,0.0083,0.000,15,0.816,0.000,0.753,0.503,4.35,5.41,7.27,0.00,0.001,1.01,1.02,1.02,0.816,0.00018
240000,1508,1.455,0.082,10.09,142026,127121,1811,0,13097,9,957315.0,0.1,0.004,0.097,0.614,0.286,287,7.40,3.56,0.02,0.44,0.04,0.86,0.03,0.48,7.32,3.38,0.00,0.00,0.002,0.032,244,0.086,0.871,0.000,0.000,0.129,273685,267782,7,0.348,0.001,0.009,106565,0.048,0.615,0.008,95.46,106694,0,0.012,0.000,0.000,2066151,1.01,18.45,0.000,0.000,0.000,4,7,11,44,11166,0.043,67.98,0.0087,0.000,39,0.805,0.000,0.721,0.486,4.39,5.69,7.42,0.00,0.001,1.01,1.01,1.01,0.805,0.00017
250000,1456,1.475,0.085,10.19,147348,132832,1781,0,12787,21,956557.1,1.7,0.004,0.128,0.596,0.272,282,7.96,4.33,0.09,1.02,0.04,0.47,0.01,0.17,7.83,4.16,0.00,0.00,0.003,0.043,268,0.067,0.889,0.000,0.000,0.111,276778,272479,5,0.573,0.087,0.007,94220,0.057,0.619,0.008,95.65,105782,0,0.082,0.000,0.000,2621492,1.03,17.79,0.000,0.000,0.000,3,8,12,48,11596,0.044,67.79,0.0084,0.000,29,0.840,0.000,0.695,0.473,4.48,6.01,6.92,0.00,0.001,1.02,1.04,1.02,0.840,0.00018
260000,1545,1.449,0.085,10.11,145399,131759,1684,0,11867,11,954389.6,1.0,0.008,0.128,0.728,0.136,284,7.40,3.84,0.02,0.44,0.02,0.30,0.03,0.38,7.33,3.75,0.00,0.00,0.002,0.041,259,0.084,0.878,0.000,0.000,0.122,279920,275279,6,0.542,0.060,0.008,110149,0.056,0.613,0.007,95.68,103665,0,0.088,0.000,0.000,2511718,1.01,18.62,0.000,0.000,0.000,3,7,12,39,11439,0.044,67.76,0.0084,0.000,39,0.837,0.000,0.673,0.485,4.63,6.45,7.02,0.00,0.001,1.00,1.01,1.01,0.837,0.00017
270000,1467,1.487,0.081,10.06,156599,141781,1887,0,13009,5,958730.7,2.3,0.012,0.105,0.761,0.122,272,7.59,4.15,0.03,0.55,0.05,1.01,0.05,0.51,7.46,3.69,0.00,0.00,0.004,0.047,261,0.070,0.861,0.000,0.000,0.139,290542,286617,6,0.605,0.026,0.018,152219,0.073,0.604,0.007,95.68,109360,0,0.462,0.000,0.000,2252899,1.01,18.38,0.001,0.000,0.000,4,7,11,64,11129,0.042,67.76,0.0088,0.000,29,0.844,0.000,0.689,0.465,4.65,6.64,7.27,0.00,0.001,1.01,1.02,1.01,0.844,0.00016
280000,1483,1.475,0.079,9.61,149229,134374,1856,0,12983,5,954224.4,0.2,0.026,0.101,0.796,0.078,284,7.76,3.81,0.02,0.27,0.01,0.14,0.05,0.83,7.69,3.63,0.00,0.00,0.002,0.030,236,0.136,0.881,0.000,0.000,0.119,288406,284395,8,0.374,0.140,0.007,191654,0.074,0.588,0.007,95.59,104836,0,0.038,0.000,0.000,1984752,1.01,18.17,0.000,0.000,0.000,3,8,12,52,11514,0.044,67.85,0.0084,0.000,43,0.802,0.000,0.684,0.487,4.69,6.44,6.96,0.00,0.000,1.01,1.01,1.02,0.802,0.00017
290000,1436,1.503,0.076,9.63,143784,129752,1760,0,12319,2,954183.8,0.2,0.056,0.104,0.756,0.084,294,8.22,4.28,0.05,0.79,0.02,0.62,0.07,0.63,8.08,4.01,0.00,0.00,0.001,0.023,250,0.131,0.873,0.000,0.000,0.127,279799,276040,13,0.360,0.066,0.024,203604,0.073,0.578,0.006,95.56,99753,0,0.081,0.000,0.000,1960792,1.02,17.76,0.000,0.001,0.000,4,8,13,41,11797,0.045,67.88,0.0082,0.008,31,0.790,0.000,0.668,0.491,4.66,6.04,6.94,0.00,0.000,1.01,1.02,1.02,0.790,0.00018
300000,1462,1.488,0.072,10.19,141892,127262,1728,0,12876,10,957275.5,0.7,0.069,0.140,0.689,0.102,285,7.80,4.05,0.00,0.03,0.01,0.14,0.06,0.64,7.73,3.94,0.00,0.00,0.003,0.052,224,0.168,0.889,0.000,0.000,0.111,272114,268079,8,0.724,0.031,0.015,333683,0.058,0.545,0.006,96.12,98788,0,0.069,0.000,0.000,2723512,1.00,18.10,0.000,0.000,0.000,4,7,12,35,11402,0.043,67.32,0.0085,0.032,12,0.815,0.000,0.643,0.485,4.58,6.09,6.99,0.00,0.000,1.00,1.00,1.00,0.815,0.00023
310000,1456,1.450,0.068,10.14,138589,124754,1775,0,12066,0,952757.2,0.0,0.076,0.152,0.650,0.122,292,8.14,3.67,0.00,0.08,0.01,0.33,0.07,0.69,8.05,3.53,0.00,0.00,0.002,0.040,243,0.141,0.886,0.000,0.000,0.114,269848,265010,7,0.522,0.194,0.021,191897,0.066,0.551,0.006,95.43,97692,0,0.000,0.000,0.000,3106671,1.00,17.54,0.000,0.000,0.000,4,8,12,30,11846,0.045,68.01,0.0081,0.004,27,0.821,0.000,0.657,0.493,4.82,6.21,7.43,0.00,0.000,1.00,1.00,1.00,0.821,0.00022
320000,1468,1.496,0.066,10.71,133238,119299,1808,0,12119,4,961456.2,0.4,0.032,0.130,0.759,0.079,285,6.55,3.91,0.02,0.46,0.00,0.09,0.07,0.75,6.46,3.74,0.00,0.00,0.000,0.005,239,0.138,0.888,0.000,0.000,0.112,287005,282862,4,0.907,0.003,0.016,256310,0.059,0.540,0.006,95.67,105452,0,0.090,0.000,0.000,2835629,1.01,18.99,0.000,0.000,0.000,3,6,10,53,9616,0.037,67.77,0.0101,0.000,47,0.843,0.000,0.742,0.540,3.73,5.07,6.92,0.00,0.001,1.00,1.01,1.01,0.843,0.00016
330000,1640,1.407,0.064,10.59,141612,125159,2233,0,14048,2,957518.8,0.3,0.024,0.096,0.818,0.062,287,6.19,3.21,0.02,0.39,0.01,0.19,0.03,0.53,6.13,3.13,0.00,0.00,0.002,0.036,243,0.148,0.880,0.000,0.000,0.120,296822,292520,4,0.823,0.016,0.009,210904,0.052,0.541,0.006,95.56,108275,0,0.145,0.000,0.000,2169276,1.01,19.44,0.000,0.000,0.000,4,6,10,30,10145,0.039,67.88,0.0095,0.000,39,0.831,0.000,0.834,0.526,3.70,4.81,6.81,0.00,0.000,1.01,1.01,1.01,0.831,0.00012
340000,1510,1.456,0.070,10.76,149929,135566,2053,0,12440,0,958724.4,0.0,0.018,0.107,0.802,0.074,278,7.72,4.03,0.01,0.18,0.02,0.29,0.07,0.68,7.62,3.89,0.00,0.00,0.002,0.026,291,0.098,0.876,0.000,0.000,0.124,277205,271926,5,0.764,0.068,0.023,210982,0.070,0.552,0.006,95.78,106504,0,0.000,0.000,0.000,2314746,1.00,17.43,0.000,0.000,0.000,4,7,12,45,11657,0.044,67.66,0.0083,0.000,37,0.811,0.000,0.808,0.464,4.25,5.76,6.93,0.00,0.000,1.00,1.00,1.00,0.811,0.00017
350000,1529,1.448,0.068,11.38,136422,122715,1762,0,11926,0,951148.4,0.0,0.020,0.123,0.791,0.066,270,7.29,3.82,0.00,0.08,0.02,0.38,0.09,0.85,7.19,3.67,0.00,0.00,0.002,0.030,261,0.173,0.909,0.000,0.000,0.091,265281,260728,4,0.850,0.000,0.026,363488,0.060,0.538,0.006,95.56,103775,0,0.000,0.000,0.000,2013023,1.00,17.82,0.000,0.000,0.000,3,6,11,33,11153,0.043,67.88,0.0087,0.033,9,0.756,0.000,0.786,0.493,4.14,5.80,7.03,0.00,0.000,1.00,1.00,1.00,0.756,0.00025
360000,1519,1.495,0.069,11.80,125784,112668,1717,0,11409,1,944955.0,0.1,0.016,0.158,0.749,0.077,273,7.36,4.25,0.00,0.04,0.01,0.27,0.09,1.16,7.25,3.99,0.00,0.05,0.001,0.019,259,0.122,0.887,0.001,0.000,0.112,257721,254310,2,0.759,0.159,0.021,432481,0.050,0.516,0.005,94.47,99117,0,0.070,0.000,0.000,3331038,1.00,17.58,0.000,0.001,0.001,4,6,12,46,11174,0.043,68.97,0.0086,0.034,15,0.833,0.000,0.821,0.518,4.08,5.86,7.06,0.00,0.001,1.00,1.00,1.00,0.833,0.00023
370000,1475,1.501,0.066,12.41,130880,117397,1810,0,11717,12,951262.4,2.4,0.022,0.137,0.768,0.073,254,7.80,4.34,0.00,0.13,0.03,0.72,0.04,0.37,7.72,4.21,0.00,0.00,0.003,0.038,269,0.151,0.902,0.000,0.000,0.098,259352,253133,3,0.879,0.059,0.019,287025,0.058,0.524,0.005,95.20,109973,0,0.197,0.000,0.000,2499034,1.00,17.31,0.000,0.000,0.000,4,7,13,42,11504,0.044,68.24,0.0084,0.016,20,0.794,0.000,0.825,0.502,4.06,5.13,7.34,0.00,0.000,1.00,1.00,1.00,0.794,0.00025
380000,1512,1.486,0.065,11.57,129119,114501,1742,0,12839,3,956413.4,0.3,0.061,0.123,0.758,0.058,262,7.61,3.83,0.00,0.00,0.01,0.33,0.06,0.61,7.55,3.73,0.00,0.00,0.001,0.025,243,0.109,0.882,0.000,0.000,0.118,262302,256566,2,0.784,0.140,0.016,333382,0.053,0.517,0.005,95.18,110532,0,0.098,0.000,0.000,2062873,1.00,17.60,0.000,0.000,0.000,4,7,11,43,11512,0.044,68.25,0.0084,0.025,22,0.769,0.000,0.816,0.514,4.32,5.93,7.34,0.00,0.000,1.00,1.00,1.00,0.769,0.00023
390000,1487,1.505,0.066,11.75,127645,113321,1669,0,12680,0,957743.1,0.0,0.056,0.125,0.765,0.054,258,7.76,4.31,0.03,0.72,0.01,0.32,0.04,0.47,7.66,4.21,0.00,0.00,0.002,0.037,305,0.098,0.892,0.000,0.000,0.108,265520,260332,4,0.627,0.032,0.014,269324,0.058,0.518,0.005,95.79,108748,0,0.000,0.000,0.000,1914960,1.01,17.62,0.000,0.000,0.000,3,7,13,34,11532,0.044,67.65,0.0084,0.000,30,0.749,0.000,0.801,0.525,4.04,5.24,6.71,0.00,0.000,1.01,1.00,1.01,0.749,0.00026
400000,1528,1.462,0.064,11.51,136582,121123,1614,0,13804,1,961274.2,0.2,0.045,0.113,0.763,0.080,265,7.51,3.93,0.00,0.10,0.01,0.13,0.06,0.65,7.44,3.89,0.00,0.00,0.001,0.014,284,0.119,0.873,0.000,0.000,0.127,268001,262447,4,0.613,0.099,0.017,204101,0.071,0.520,0.005,96.08,108881,0,0.165,0.000,0.000,1592194,1.01,17.88,0.000,0.000,0.000,3,7,12,42,11476,0.044,67.36,0.0085,0.000,45,0.713,0.000,0.800,0.497,4.16,5.30,6.87,0.00,0.000,1.01,1.01,1.00,0.713,0.00026
410000,1579,1.445,0.062,11.07,137276,123938,1618,0,11669,2,955279.0,0.3,0.079,0.112,0.762,0.048,275,7.43,3.91,0.01,0.30,0.01,0.25,0.04,0.54,7.37,3.83,0.00,0.00,0.001,0.018,282,0.167,0.883,0.000,0.000,0.117,265884,260608,7,0.416,0.031,0.008,266188,0.063,0.507,0.005,95.80,102512,0,0.154,0.000,0.000,1609781,1.01,18.06,0.000,0.000,0.000,3,7,12,35,11733,0.045,67.63,0.0082,0.000,33,0.707,0.000,0.775,0.491,4.15,6.05,6.58,0.00,0.000,1.01,1.01,1.00,0.707,0.00025
420000,1538,1.493,0.059,11.08,135950,122732,1628,0,11631,0,956422.5,0.0,0.070,0.091,0.799,0.040,269,7.54,3.72,0.00,0.13,0.02,0.41,0.04,0.66,7.47,3.59,0.00,0.00,0.002,0.027,273,0.146,0.880,0.000,0.000,0.120,266897,262804,7,0.692,0.006,0.008,200122,0.069,0.501,0.004,95.87,105466,0,0.000,0.000,0.000,1261318,1.00,17.88,0.000,0.000,0.000,3,7,12,46,11601,0.044,67.57,0.0083,0.000,42,0.674,0.000,0.786,0.497,4.15,5.60,6.70,0.00,0.000,1.00,1.00,1.00,0.674,0.00024
