step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,2540,1.478,0.118,6.51,188515,170449,2591,0,15242,23,1538641.9,1.3,0.171,0.220,0.036,0.572,250,6.78,3.84,0.00,0.12,0.04,0.49,0.06,0.47,6.68,3.84,0.00,0.00,0.005,0.063,173,0.141,0.894,0.000,0.000,0.106,493923,491962,1,0.894,0.106,0.030,508409,0.065,0.686,0.009,159.06,113941,0,0.057,0.000,0.000,8604669,1.00,20.04,0.000,0.000,0.000,2,7,12,32,17212,0.066,4.14,0.0091,0.002,1,0.914,0.000,0.540,0.621,4.51,7.89,5.77,0.00,0.000,1.00,1.00,1.00,0.914,0.00017
120000,2423,1.508,0.115,6.62,199288,180949,3166,0,15290,2,1571973.4,0.0,0.169,0.200,0.030,0.601,236,6.83,3.99,0.00,0.09,0.04,0.49,0.04,0.47,6.75,3.95,0.00,0.00,0.005,0.058,173,0.170,0.904,0.000,0.000,0.096,480055,478063,2,0.918,0.000,0.014,472561,0.080,0.642,0.008,159.35,121336,0,0.000,0.000,0.000,8160671,1.00,20.19,0.000,0.000,0.000,2,6,12,36,16559,0.063,3.85,0.0096,0.001,1,0.920,0.000,0.587,0.588,4.60,7.85,6.08,0.00,0.000,1.00,1.00,1.00,0.920,0.00017
130000,2547,1.493,0.127,6.73,184536,166801,3535,0,14076,8,1464617.1,0.6,0.152,0.200,0.013,0.635,243,6.41,4.26,0.00,0.08,0.06,0.58,0.04,0.38,6.31,4.23,0.00,0.00,0.008,0.073,159,0.235,0.899,0.000,0.000,0.101,435130,433722,2,0.989,0.000,0.016,311643,0.057,0.715,0.009,152.66,109497,0,0.081,0.000,0.000,8517638,1.00,20.78,0.000,0.000,0.000,2,7,12,64,16336,0.062,10.54,0.0091,0.000,5,0.929,0.000,0.597,0.579,4.44,7.84,5.69,0.00,0.000,1.00,1.00,1.00,0.929,0.00013
140000,2444,1.474,0.102,6.59,201282,182792,3468,0,15125,5,1528109.4,1.0,0.080,0.202,0.012,0.706,235,7.05,4.10,0.00,0.04,0.06,0.93,0.02,0.34,6.96,4.05,0.00,0.00,0.005,0.056,131,0.277,0.892,0.000,0.000,0.108,456002,455239,1,1.000,0.000,0.009,278510,0.047,0.632,0.008,158.02,104563,0,0.191,0.000,0.000,8831379,1.00,19.98,0.000,0.000,0.000,2,8,12,64,17236,0.066,5.18,0.0090,0.000,3,0.926,0.000,0.611,0.562,4.79,7.89,6.49,0.00,0.000,1.00,1.00,1.00,0.926,0.00014
150000,2530,1.489,0.104,6.79,210386,190550,3213,0,16537,6,1532775.6,0.2,0.079,0.220,0.011,0.690,221,6.68,3.49,0.00,0.00,0.06,0.59,0.04,0.43,6.58,3.48,0.00,0.00,0.007,0.066,126,0.264,0.891,0.000,0.000,0.109,470935,470158,1,1.000,0.000,0.013,260822,0.060,0.626,0.007,159.92,114002,0,0.031,0.000,0.000,9690185,1.00,20.35,0.000,0.000,0.000,2,8,12,32,16913,0.065,3.28,0.0092,0.001,3,0.927,0.000,0.586,0.556,4.68,7.92,6.40,0.00,0.000,1.00,1.00,1.00,0.927,0.00015
160000,2581,1.433,0.090,6.88,208973,189404,3184,0,16334,4,1533036.1,0.8,0.095,0.193,0.012,0.701,224,6.50,3.58,0.00,0.08,0.06,0.91,0.03,0.37,6.41,3.40,0.00,0.04,0.006,0.065,132,0.275,0.896,0.000,0.000,0.103,479202,478406,1,1.000,0.000,0.011,298601,0.054,0.599,0.007,159.63,116031,0,0.189,0.000,0.000,8098826,1.00,20.41,0.000,0.000,0.000,2,8,10,58,16785,0.064,3.57,0.0093,0.006,1,0.914,0.000,0.630,0.566,4.54,7.80,5.97,0.00,0.000,1.00,1.00,1.00,0.914,0.00015
170000,2627,1.451,0.097,6.76,213782,191775,3369,0,18592,4,1556799.1,0.2,0.095,0.200,0.014,0.691,220,6.35,3.50,0.00,0.00,0.05,0.63,0.02,0.29,6.28,3.44,0.00,0.00,0.007,0.068,137,0.204,0.905,0.000,0.000,0.095,478063,476934,1,0.987,0.013,0.008,268650,0.057,0.621,0.007,159.82,124762,0,0.059,0.000,0.000,8593900,1.00,20.68,0.000,0.000,0.000,2,6,10,62,16678,0.064,3.38,0.0094,0.004,3,0.923,0.000,0.644,0.555,4.51,7.81,6.19,0.00,0.000,1.00,1.00,1.00,0.923,0.00014
180000,2411,1.481,0.096,6.53,204249,186796,2982,0,14687,11,1536969.0,1.0,0.091,0.193,0.019,0.696,228,7.00,3.37,0.00,0.08,0.05,0.55,0.03,0.29,6.92,3.41,0.00,0.00,0.007,0.071,149,0.203,0.903,0.000,0.000,0.097,482005,480735,1,1.000,0.000,0.012,384239,0.054,0.623,0.007,159.64,116198,0,0.089,0.000,0.000,7934260,1.00,19.85,0.000,0.000,0.000,2,8,10,34,16881,0.064,3.56,0.0092,0.002,2,0.911,0.000,0.624,0.579,4.65,7.77,6.09,0.00,0.000,1.00,1.00,1.00,0.911,0.00017
190000,2370,1.489,0.099,6.37,200499,182749,2980,0,14811,20,1527252.2,4.2,0.088,0.166,0.007,0.739,235,7.19,3.54,0.00,0.08,0.11,1.03,0.04,0.67,7.04,3.30,0.00,0.04,0.012,0.080,135,0.253,0.908,0.000,0.000,0.092,490118,488873,1,1.000,0.000,0.012,340884,0.055,0.640,0.008,158.98,106676,0,0.211,0.000,0.000,6607434,1.00,19.67,0.000,0.000,0.001,2,8,10,64,17037,0.065,4.22,0.0092,0.007,1,0.892,0.000,0.652,0.593,4.76,7.86,6.28,0.00,0.001,1.00,1.00,1.00,0.892,0.00017
200000,2584,1.465,0.095,6.38,199406,181493,2961,0,14738,17,1531178.2,2.6,0.092,0.168,0.018,0.722,235,6.57,3.61,0.01,0.13,0.08,0.74,0.05,0.62,6.44,3.53,0.00,0.00,0.009,0.072,145,0.246,0.913,0.000,0.000,0.087,483358,482439,1,0.998,0.002,0.015,334533,0.048,0.625,0.007,159.19,94327,0,0.153,0.000,0.000,6748710,1.00,20.38,0.000,0.000,0.000,2,8,10,36,16984,0.065,4.01,0.0092,0.000,6,0.891,0.000,0.641,0.590,4.42,7.85,5.50,0.00,0.000,1.00,1.00,1.00,0.891,0.00016
210000,2266,1.501,0.090,6.46,204002,186489,3310,0,14521,15,1554850.8,1.2,0.109,0.201,0.017,0.673,226,7.46,3.45,0.00,0.12,0.06,0.64,0.06,0.59,7.34,3.40,0.00,0.00,0.006,0.058,139,0.291,0.903,0.000,0.000,0.097,479900,479454,2,0.533,0.463,0.024,330279,0.051,0.606,0.007,159.79,101257,0,0.083,0.000,0.000,8644034,1.00,19.38,0.000,0.000,0.000,2,8,10,42,16914,0.065,3.41,0.0094,0.004,3,0.912,0.000,0.622,0.577,4.98,7.89,6.54,0.00,0.000,1.00,1.00,1.00,0.912,0.00018
220000,2624,1.449,0.084,6.28,195071,177299,2972,0,14442,7,1523132.6,0.7,0.126,0.168,0.007,0.700,233,6.39,3.43,0.00,0.04,0.05,0.56,0.04,0.35,6.30,3.42,0.00,0.00,0.005,0.056,131,0.216,0.912,0.000,0.000,0.088,498745,498007,1,1.000,0.000,0.016,407162,0.063,0.588,0.006,158.50,111723,0,0.095,0.000,0.000,6846614,1.00,20.53,0.000,0.000,0.000,2,8,10,30,16773,0.064,4.70,0.0092,0.008,4,0.902,0.000,0.632,0.611,4.43,7.78,5.73,0.00,0.000,1.00,1.00,1.00,0.902,0.00014
230000,2534,1.461,0.081,6.36,209064,192103,3318,0,13733,5,1552706.9,0.6,0.190,0.169,0.006,0.635,227,6.79,3.77,0.00,0.04,0.10,0.94,0.03,0.36,6.67,3.62,0.00,0.00,0.010,0.072,161,0.231,0.912,0.000,0.000,0.088,476957,476256,1,1.000,0.000,0.011,361392,0.062,0.565,0.006,159.82,110214,0,0.128,0.000,0.000,6864930,1.00,20.22,0.000,0.000,0.000,2,8,10,62,17217,0.066,3.38,0.0092,0.001,3,0.902,0.000,0.617,0.564,4.73,7.88,6.52,0.00,0.000,1.00,1.00,1.00,0.902,0.00016
240000,2379,1.476,0.083,6.55,206903,189631,3295,0,14132,2,1555570.8,0.4,0.164,0.189,0.006,0.641,222,7.18,3.54,0.00,0.15,0.05,0.50,0.03,0.30,7.10,3.55,0.00,0.00,0.006,0.062,127,0.290,0.894,0.000,0.000,0.106,478305,477897,2,0.712,0.003,0.014,339946,0.057,0.562,0.006,160.08,101242,0,0.196,0.000,0.000,7775174,1.00,19.90,0.000,0.000,0.000,2,8,10,48,17091,0.065,3.12,0.0092,0.000,5,0.904,0.000,0.599,0.570,4.90,7.88,6.61,0.00,0.000,1.00,1.00,1.00,0.904,0.00018
250000,2211,1.484,0.092,6.62,200632,183391,3401,0,14008,0,1549964.8,0.0,0.100,0.204,0.006,0.690,226,6.94,3.50,0.00,0.12,0.06,0.67,0.05,0.50,6.82,3.51,0.00,0.00,0.007,0.067,118,0.243,0.896,0.000,0.000,0.104,483504,483015,2,0.625,0.307,0.014,420931,0.057,0.659,0.008,159.04,103363,0,0.000,0.000,0.000,8712994,1.00,20.10,0.000,0.000,0.000,2,8,12,48,15336,0.059,4.16,0.0103,0.000,3,0.914,0.000,0.558,0.587,4.77,7.88,6.18,0.00,0.000,1.00,1.00,1.00,0.914,0.00018
260000,2462,1.473,0.094,6.68,178849,163472,3615,0,11511,1,1385783.4,0.1,0.138,0.182,0.006,0.674,250,6.27,4.03,0.00,0.10,0.04,0.59,0.06,0.57,6.16,4.00,0.00,0.00,0.004,0.052,138,0.286,0.906,0.000,0.000,0.094,397502,396867,1,1.000,0.000,0.020,366844,0.063,0.661,0.008,144.41,92526,0,0.056,0.000,0.000,7288660,1.00,20.93,0.000,0.000,0.000,2,6,12,34,15431,0.059,18.79,0.0091,0.000,1,0.905,0.000,0.600,0.553,4.26,7.84,5.19,0.00,0.000,1.00,1.00,1.00,0.905,0.00016
270000,2413,1.490,0.085,6.78,196389,178523,3844,0,14071,5,1560216.5,0.4,0.145,0.212,0.009,0.634,229,6.75,3.72,0.00,0.04,0.02,0.46,0.05,0.73,6.67,3.62,0.00,0.00,0.002,0.030,114,0.239,0.896,0.000,0.000,0.104,450691,450176,2,0.720,0.000,0.016,391247,0.064,0.599,0.007,156.94,103128,0,0.083,0.000,0.000,9363091,1.00,20.40,0.000,0.000,0.000,2,8,12,64,16284,0.062,6.26,0.0097,0.000,4,0.919,0.000,0.577,0.567,4.67,7.80,6.33,0.00,0.000,1.00,1.00,1.00,0.919,0.00017
280000,2432,1.472,0.078,6.84,188288,170920,3660,0,13689,5,1473624.2,0.7,0.159,0.214,0.009,0.619,232,7.08,4.01,0.00,0.00,0.06,0.91,0.08,0.76,6.94,3.79,0.00,0.00,0.005,0.060,168,0.265,0.891,0.000,0.000,0.109,440025,439560,2,0.721,0.009,0.024,366580,0.058,0.550,0.006,152.88,103197,0,0.148,0.000,0.000,9104773,1.00,19.73,0.000,0.000,0.000,2,8,12,64,17222,0.066,10.32,0.0087,0.000,2,0.919,0.000,0.555,0.575,4.78,7.68,6.44,0.00,0.000,1.00,1.00,1.00,0.919,0.00017
290000,2474,1.482,0.075,6.84,202753,185439,3020,0,14252,2,1551907.2,0.2,0.113,0.207,0.011,0.670,218,6.61,3.73,0.00,0.00,0.03,0.72,0.04,0.35,6.54,3.63,0.00,0.00,0.003,0.042,131,0.273,0.893,0.000,0.000,0.107,484570,484200,2,0.721,0.000,0.015,385719,0.071,0.574,0.006,159.55,113426,0,0.109,0.000,0.000,8985379,1.00,20.48,0.000,0.000,0.000,2,8,12,54,16351,0.062,3.65,0.0096,0.000,2,0.915,0.000,0.541,0.584,4.70,7.84,6.20,0.00,0.000,1.00,1.00,1.00,0.915,0.00017
300000,2541,1.450,0.074,6.84,206421,186708,3571,0,16075,2,1535737.1,0.4,0.088,0.225,0.012,0.675,205,6.75,3.90,0.00,0.16,0.04,0.62,0.03,0.32,6.68,3.85,0.00,0.00,0.004,0.042,142,0.249,0.898,0.000,0.000,0.102,476311,475772,3,0.728,0.000,0.011,373798,0.068,0.529,0.005,159.65,116263,0,0.205,0.000,0.000,10244612,1.00,20.18,0.000,0.000,0.000,2,8,12,40,17157,0.065,3.55,0.0090,0.000,8,0.924,0.000,0.542,0.569,4.63,7.85,6.17,0.00,0.000,1.00,1.00,1.00,0.924,0.00017
310000,2529,1.461,0.069,6.75,206568,187821,3322,0,15437,7,1555929.1,0.0,0.084,0.225,0.011,0.680,209,6.75,3.76,0.00,0.04,0.07,0.70,0.06,0.72,6.62,3.62,0.00,0.00,0.007,0.056,142,0.268,0.894,0.000,0.000,0.106,474374,473936,2,0.705,0.000,0.018,369440,0.079,0.509,0.005,159.90,118640,0,0.000,0.000,0.000,9854756,1.00,20.16,0.000,0.000,0.000,2,8,12,54,17062,0.065,3.30,0.0093,0.005,4,0.920,0.000,0.568,0.567,4.73,7.81,6.70,0.00,0.000,1.00,1.00,1.00,0.920,0.00018
320000,2732,1.447,0.068,6.65,204414,184965,3156,0,16090,10,1526831.0,0.2,0.073,0.172,0.009,0.746,219,6.25,4.10,0.00,0.00,0.06,0.68,0.03,0.53,6.15,3.96,0.00,0.00,0.007,0.062,161,0.219,0.897,0.000,0.000,0.103,483653,482907,2,0.514,0.004,0.012,332752,0.071,0.513,0.005,159.51,113618,0,0.016,0.000,0.000,7182960,1.00,20.77,0.000,0.000,0.000,2,6,12,52,17068,0.065,3.69,0.0091,0.012,6,0.911,0.000,0.602,0.580,4.35,7.71,5.76,0.00,0.000,1.00,1.00,1.00,0.911,0.00014
330000,2758,1.440,0.074,6.84,201926,181217,3749,0,16934,20,1530788.9,3.0,0.115,0.180,0.014,0.692,220,6.02,4.15,0.01,0.25,0.04,0.44,0.02,0.25,5.95,4.13,0.00,0.00,0.006,0.055,155,0.216,0.894,0.000,0.000,0.106,470383,469274,1,0.999,0.001,0.011,363970,0.064,0.515,0.005,158.97,116607,0,0.148,0.000,0.000,7699556,1.00,21.13,0.001,0.000,0.000,2,4,12,64,16613,0.063,4.24,0.0093,0.022,3,0.918,0.000,0.588,0.573,4.24,7.75,5.74,0.00,0.000,1.00,1.00,1.00,0.918,0.00014
340000,2379,1.495,0.073,6.61,201373,182476,3193,0,16083,10,1546221.4,1.1,0.118,0.160,0.010,0.712,210,7.06,4.16,0.00,0.02,0.04,0.46,0.06,0.58,6.96,4.14,0.00,0.00,0.008,0.081,145,0.179,0.888,0.000,0.000,0.112,475857,474351,2,0.621,0.000,0.019,397809,0.074,0.535,0.005,159.28,114274,0,0.109,0.000,0.000,6662604,1.00,19.90,0.000,0.000,0.000,2,8,12,47,16801,0.064,3.92,0.0093,0.032,1,0.912,0.000,0.572,0.579,4.75,7.83,5.82,0.00,0.000,1.00,1.00,1.00,0.912,0.00015
350000,2440,1.513,0.081,6.69,201358,181870,2852,0,16575,1,1558967.2,0.3,0.147,0.165,0.008,0.680,223,6.67,4.13,0.00,0.07,0.08,0.87,0.06,0.61,6.52,3.97,0.00,0.04,0.008,0.070,124,0.190,0.885,0.000,0.000,0.115,482420,481330,2,0.644,0.000,0.016,360933,0.077,0.583,0.006,159.43,112280,0,0.343,0.000,0.000,7092324,1.00,20.41,0.000,0.000,0.001,2,6,12,54,16266,0.062,3.77,0.0098,0.019,0,0.919,0.000,0.571,0.585,4.64,7.81,6.17,0.00,0.001,1.00,1.00,1.00,0.919,0.00014
360000,2551,1.479,0.067,6.83,205923,184994,3324,0,17494,9,1561698.0,1.4,0.260,0.191,0.010,0.539,228,6.77,4.14,0.00,0.04,0.02,0.38,0.06,0.73,6.68,4.10,0.00,0.02,0.003,0.050,150,0.183,0.869,0.000,0.000,0.131,494066,492996,2,0.748,0.000,0.017,374781,0.075,0.492,0.004,159.44,120860,0,0.158,0.000,0.000,8264632,1.00,20.33,0.000,0.000,0.000,2,6,12,64,17274,0.066,3.76,0.0092,0.009,6,0.939,0.000,0.552,0.585,4.63,7.70,6.16,0.00,0.000,1.00,1.00,1.00,0.939,0.00011
370000,2543,1.484,0.068,6.73,210072,190106,3047,0,16927,11,1540362.0,2.0,0.284,0.194,0.011,0.511,227,6.78,4.29,0.00,0.12,0.05,0.52,0.06,0.52,6.67,4.18,0.00,0.00,0.006,0.060,185,0.173,0.883,0.000,0.000,0.117,493094,491676,1,1.000,0.000,0.021,527976,0.104,0.496,0.004,159.84,122762,0,0.178,0.000,0.000,8176370,1.00,20.20,0.000,0.000,0.000,2,6,12,48,17246,0.066,3.36,0.0091,0.002,3,0.935,0.000,0.544,0.576,4.50,6.92,6.19,0.00,0.000,1.00,1.00,1.00,0.935,0.00013
380000,2428,1.492,0.069,6.66,203441,183172,3334,0,17050,8,1556424.6,0.2,0.233,0.215,0.008,0.545,233,6.96,4.27,0.01,0.41,0.06,1.06,0.08,0.63,6.81,4.09,0.00,0.00,0.005,0.051,185,0.203,0.882,0.000,0.000,0.118,487014,485535,2,0.849,0.000,0.026,534123,0.074,0.543,0.005,159.58,121090,0,0.029,0.000,0.000,8975649,1.00,20.18,0.000,0.000,0.000,2,6,12,64,16889,0.064,3.62,0.0094,0.004,3,0.945,0.000,0.554,0.584,4.67,7.73,6.11,0.00,0.000,1.00,1.01,1.00,0.945,0.00013
390000,2424,1.495,0.067,6.78,203891,183370,3349,0,17176,13,1571857.0,1.8,0.237,0.193,0.007,0.564,233,7.22,4.00,0.00,0.04,0.07,0.78,0.08,1.17,7.07,3.90,0.00,0.00,0.006,0.057,151,0.240,0.879,0.000,0.000,0.121,488988,486377,1,0.798,0.202,0.024,553749,0.055,0.519,0.005,159.82,120945,0,0.136,0.000,0.000,8335109,1.00,19.92,0.000,0.000,0.000,2,8,12,52,17506,0.067,3.38,0.0092,0.004,0,0.935,0.000,0.553,0.585,4.87,7.66,6.67,0.00,0.000,1.00,1.00,1.00,0.935,0.00014
400000,2519,1.490,0.072,6.59,204022,184075,3203,0,16649,6,1561138.9,0.0,0.211,0.194,0.007,0.588,231,7.10,4.07,0.00,0.04,0.03,0.54,0.04,0.38,7.04,4.06,0.00,0.00,0.003,0.043,138,0.254,0.883,0.000,0.000,0.117,474488,472677,1,0.937,0.063,0.014,643392,0.051,0.525,0.005,159.84,107931,0,0.000,0.000,0.000,8593928,1.00,20.18,0.000,0.000,0.000,2,6,12,26,17893,0.068,3.36,0.0088,0.000,3,0.922,0.000,0.506,0.572,4.84,7.85,6.33,0.00,0.000,1.00,1.00,1.00,0.922,0.00017
410000,2412,1.504,0.068,6.48,198828,181829,3056,0,14050,3,1559945.8,0.6,0.204,0.167,0.006,0.624,245,7.19,4.18,0.00,0.04,0.03,0.42,0.07,0.66,7.09,4.11,0.00,0.00,0.003,0.040,133,0.245,0.871,0.000,0.000,0.129,496324,495422,1,0.974,0.026,0.022,511653,0.063,0.512,0.005,159.24,105018,0,0.201,0.000,0.000,6906401,1.00,19.88,0.000,0.000,0.000,2,8,12,61,17344,0.066,3.96,0.0091,0.007,3,0.914,0.000,0.425,0.601,4.77,7.71,5.70,0.00,0.000,1.00,1.00,1.00,0.914,0.00015
420000,2154,1.511,0.077,6.63,194948,179095,2881,0,13230,6,1565429.5,1.4,0.213,0.199,0.014,0.574,253,8.00,4.53,0.00,0.00,0.08,0.94,0.10,0.83,7.82,4.44,0.00,0.00,0.007,0.067,152,0.300,0.868,0.000,0.000,0.132,488292,487563,2,0.949,0.000,0.027,497180,0.063,0.539,0.005,158.99,118588,0,0.227,0.000,0.000,7959620,1.00,19.07,0.000,0.000,0.000,2,8,12,60,17230,0.066,4.21,0.0093,0.032,4,0.925,0.000,0.466,0.602,5.09,7.78,6.11,0.00,0.000,1.00,1.00,1.00,0.925,0.00018
