step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1156,10.01,0.11,0.01,0.03,9.86,0.00,1.05,0.000,0.160,788156.1,65.2,3,25,3.22,1.03,1.05
10000,4,1004,6.53,0.02,0.01,0.07,6.42,0.00,1.01,0.001,0.366,763002.7,14.1,4,10,2.31,1.01,1.01
10000,0,9,11.00,0.00,0.00,0.00,11.00,0.00,1.00,0.000,0.001,82897.9,43.8,1,7,3.56,1.00,1.00
20000,8,1249,9.62,0.05,0.02,0.01,9.54,0.00,1.02,0.000,0.163,769477.0,0.2,5,9,3.13,1.01,1.02
20000,4,1033,6.19,0.04,0.01,0.04,6.11,0.00,1.02,0.000,0.344,783992.2,0.7,2,0,2.41,1.01,1.02
20000,0,6,8.83,0.00,0.00,0.00,8.83,0.00,1.00,0.000,0.000,1808.3,0.0,2,6,3.33,1.00,1.00
30000,8,1273,9.68,0.03,0.10,0.03,9.52,0.00,1.01,0.000,0.161,770644.7,1.7,2,0,3.14,1.01,1.01
30000,4,1024,5.11,0.06,0.01,0.02,5.02,0.00,1.03,0.000,0.375,783955.8,0.1,1,2,2.07,1.01,1.03
30000,0,4,7.75,0.00,0.00,0.00,7.75,0.00,1.00,0.000,0.000,1090.1,0.0,1,4,2.00,1.00,1.00
40000,8,1131,11.27,0.05,0.10,0.02,11.10,0.00,1.01,0.001,0.182,772399.9,0.4,3,3,3.40,1.00,1.02
40000,4,1036,6.04,0.01,0.03,0.02,5.98,0.00,1.01,0.000,0.321,772683.1,0.2,1,1,2.38,1.00,1.01
40000,0,2,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1336.5,0.0,1,2,3.50,1.00,1.00
50000,8,1197,8.79,0.03,0.07,0.01,8.69,0.00,1.01,0.000,0.163,747862.9,3.1,2,44,3.02,1.01,1.02
50000,4,1181,5.21,0.01,0.01,0.02,5.18,0.00,1.00,0.000,0.427,811394.6,0.3,1,81,2.23,1.00,1.00
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,938.9,0.0,0,0,-0.00,-0.00,-0.00
60000,8,1158,9.44,0.04,0.08,0.01,9.31,0.00,1.01,0.000,0.161,733018.4,0.6,3,32,3.15,1.01,1.01
60000,4,1273,4.82,0.02,0.01,0.01,4.78,0.00,1.01,0.000,0.410,804906.7,0.0,1,172,2.21,1.00,1.01
60000,0,2,10.50,0.00,0.00,0.00,10.50,0.00,1.00,0.000,0.000,642.9,0.0,1,2,5.00,1.00,1.00
70000,8,1191,9.23,0.04,0.06,0.02,9.12,0.00,1.01,0.000,0.168,757699.0,1.2,3,17,3.28,1.01,1.02
70000,4,1216,4.86,0.02,0.01,0.01,4.82,0.00,1.01,0.000,0.395,789241.4,0.5,3,53,2.28,1.01,1.01
70000,0,3,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,679.4,0.0,2,3,3.33,1.00,1.00
80000,8,1275,8.12,0.05,0.04,0.00,8.03,0.00,1.02,0.000,0.150,758441.6,0.9,4,33,3.24,1.01,1.02
80000,4,1248,4.84,0.01,0.02,0.00,4.81,0.00,1.00,0.000,0.358,796265.3,0.5,2,12,2.31,1.00,1.00
80000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,908.0,0.0,1,1,3.00,1.00,1.00
90000,8,1299,8.05,0.05,0.06,0.06,7.89,0.00,1.02,0.000,0.148,767720.7,1.2,3,11,3.29,1.02,1.03
90000,4,1080,5.75,0.03,0.04,0.01,5.67,0.00,1.01,0.000,0.334,779263.8,0.2,3,18,2.59,1.01,1.02
90000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,730.2,0.0,1,1,5.00,1.00,1.00
100000,8,1326,8.19,0.01,0.08,0.02,8.09,0.00,1.01,0.000,0.146,762969.8,0.6,3,3,3.36,1.00,1.01
100000,4,1124,5.53,0.02,0.04,0.00,5.48,0.00,1.01,0.000,0.319,782606.7,0.4,2,6,2.60,1.00,1.01
100000,0,4,8.75,0.00,0.00,0.00,8.75,0.00,1.00,0.000,0.000,731.9,0.0,2,4,3.00,1.00,1.00
110000,8,1373,7.84,0.04,0.06,0.03,7.71,0.00,1.02,0.000,0.149,768293.9,2.1,2,6,3.39,1.01,1.02
110000,4,1250,4.89,0.01,0.03,0.00,4.84,0.00,1.00,0.000,0.319,769955.9,0.1,2,8,2.38,1.00,1.00
110000,0,3,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.000,894.0,0.0,1,3,2.67,1.00,1.00
120000,8,1362,7.62,0.03,0.03,0.05,7.51,0.00,1.01,0.000,0.139,771164.6,1.7,2,2,3.40,1.00,1.01
120000,4,1135,5.50,0.02,0.04,0.01,5.42,0.00,1.01,0.000,0.314,772652.4,0.5,1,2,2.48,1.00,1.01
120000,0,1,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,880.7,0.0,1,1,3.00,1.00,1.00
