step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,1143,8.16,0.07,0.06,0.12,7.91,0.00,1.01,0.000,0.218,790960.4,34.8,8,2,2.68,1.01,1.02
10000,2,630,4.26,0.01,0.02,0.02,4.21,0.00,1.01,0.000,0.502,380625.9,7.5,2,0,1.97,1.01,1.01
10000,0,18,8.83,0.00,0.22,0.00,8.61,0.00,1.00,0.000,0.001,95501.8,59.8,3,14,2.83,1.00,1.00
20000,8,1183,9.08,0.06,0.23,0.29,8.51,0.00,1.02,0.000,0.195,773895.8,1.2,6,5,3.40,1.02,1.02
20000,2,611,4.36,0.01,0.00,0.03,4.32,0.00,1.01,0.000,0.516,408222.5,0.0,2,2,2.10,1.01,1.01
20000,0,12,3.92,0.00,0.00,0.00,3.92,0.00,1.00,0.000,0.000,1122.4,0.0,2,12,2.17,1.00,1.00
30000,8,1203,7.97,0.00,0.09,0.24,7.64,0.00,1.00,0.001,0.179,763529.8,1.0,5,0,3.80,1.00,1.00
30000,2,406,6.54,0.02,0.02,0.26,6.24,0.00,1.02,0.000,0.487,404525.9,0.8,2,1,2.33,1.02,1.02
30000,0,18,8.17,0.00,0.00,0.22,7.94,0.00,1.00,0.000,0.001,979.1,0.0,2,17,2.50,1.00,1.00
40000,8,1036,10.41,0.01,0.09,0.49,9.82,0.00,1.00,0.000,0.141,731864.6,0.4,1,0,5.33,1.01,1.00
40000,2,503,5.56,0.01,0.00,0.04,5.51,0.00,1.00,0.000,0.514,398063.9,0.0,1,1,2.02,1.00,1.01
40000,0,11,9.45,0.00,0.00,0.00,9.45,0.00,1.00,0.000,0.001,1433.9,0.0,2,8,2.82,1.00,1.00
50000,8,1063,10.36,0.01,0.11,0.44,9.81,0.00,1.01,0.000,0.147,725434.4,0.2,1,1,5.45,1.01,1.01
50000,2,503,5.63,0.15,0.01,0.10,5.37,0.00,1.06,0.000,0.528,401445.6,0.3,3,6,2.44,1.02,1.09
50000,0,12,10.33,0.00,0.00,0.00,10.33,0.00,1.00,0.000,0.001,1030.8,0.0,3,7,2.92,1.00,1.00
60000,8,1157,9.51,0.00,0.06,0.24,9.20,0.00,1.00,0.000,0.143,717762.2,0.0,1,0,5.35,1.00,1.00
60000,2,448,6.30,0.26,0.10,0.02,5.92,0.00,1.11,0.000,0.519,396672.8,0.0,3,0,2.52,1.02,1.19
60000,0,15,9.40,0.53,0.00,0.00,8.87,0.00,1.19,0.000,0.001,977.6,0.0,3,12,3.67,1.00,1.44
70000,8,1200,9.14,0.00,0.10,0.03,9.00,0.00,1.01,0.000,0.147,712474.6,0.0,1,8,5.26,1.01,1.01
70000,2,701,3.88,0.01,0.00,0.06,3.82,0.00,1.00,0.000,0.529,404022.4,0.7,2,3,2.17,1.00,1.01
70000,0,6,8.33,0.00,0.00,0.33,8.00,0.00,1.00,0.000,0.000,957.6,0.0,2,5,3.50,1.00,1.00
80000,8,1160,9.25,0.00,0.10,0.04,9.10,0.00,1.00,0.000,0.140,707603.0,0.0,1,0,5.49,1.00,1.00
80000,2,454,6.15,0.01,0.02,0.02,6.11,0.00,1.00,0.000,0.513,403175.4,0.0,2,0,2.34,1.00,1.00
80000,0,14,12.14,0.00,0.50,0.00,11.64,0.00,1.00,0.000,0.001,985.4,0.0,2,9,4.36,1.00,1.00
90000,8,1114,9.83,0.00,0.13,0.06,9.64,0.00,1.00,0.000,0.142,715396.4,0.0,1,0,5.48,1.00,1.00
90000,2,551,5.04,0.00,0.02,0.04,4.98,0.00,1.00,0.000,0.514,411741.7,0.0,1,0,1.95,1.00,1.00
90000,0,18,7.06,0.00,0.00,0.44,6.61,0.00,1.00,0.000,0.001,919.6,0.0,2,16,3.11,1.00,1.00
100000,8,1147,9.52,0.00,0.16,0.13,9.24,0.00,1.00,0.000,0.142,718027.1,0.0,1,0,5.47,1.00,1.00
100000,2,523,5.45,0.10,0.04,0.03,5.27,0.00,1.04,0.000,0.525,409988.5,0.0,2,0,2.10,1.06,1.07
100000,0,16,7.50,0.50,0.38,0.00,6.62,0.00,1.37,0.000,0.001,1411.9,0.0,2,12,2.88,1.69,1.69
110000,8,1158,9.22,0.01,0.05,0.05,9.12,0.00,1.00,0.000,0.141,718350.4,0.0,2,2,5.45,1.00,1.00
110000,2,549,4.79,0.01,0.01,0.04,4.74,0.00,1.00,0.000,0.503,411691.4,0.0,3,1,2.05,1.00,1.01
110000,0,9,6.11,0.00,0.00,0.00,6.11,0.00,1.00,0.000,0.000,1134.2,0.0,1,8,2.11,1.00,1.00
120000,8,1189,8.82,0.00,0.12,0.05,8.65,0.00,1.00,0.000,0.142,719920.9,0.0,2,10,5.07,1.00,1.00
120000,2,660,4.13,0.01,0.01,0.01,4.10,0.00,1.01,0.000,0.533,409551.0,0.1,3,20,2.18,1.01,1.01
120000,0,6,10.33,0.00,0.50,0.00,9.83,0.00,1.00,0.000,0.001,668.9,0.0,1,3,3.00,1.00,1.00
