size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,flow,soil,spinup,grow_years,grow_steps,grass_rate,wood_rate,algae_rate,ignite,matter,life,steps,start,scale,water,steps_run,pop_end,pop_mean,pop_min,pop_max,kills_share,dead_share,ms_step,ms_world,ms_bodies,ms_lineage,us_per_body,matter_err,seconds,pop_land,pop_surface,pop_bottom
512,1225,11880,74.7,10,0.422,2002,158.7,0.5,-59.4,87,17.8,-30,219.6,6.5,0.2854,0.0005,0.2,0.1,0,35.8,0.05,0.2825,0.25,150,20000,10,200000,0.009983,0.0017,0.009112,0.000001613,10,9,10000,0.0977,0.0625,0,10000,3368,3972.2,3368,5096,0.1190,0.1293,6.800,1.153,5.598,0.049,1.41,3.37e-14,133,3972.2,0.0,0.0
