step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,768,1.424,0.139,7.49,32577,31460,116,0,1022,12,398516.5,12767.2,0.030,0.195,0.444,0.332,756,9.58,3.10,0.08,1.13,0.04,0.64,0.03,0.47,9.43,2.63,0.00,0.00,0.002,0.035,87,0.156,0.206,0.781,0.000,0.013,22811,19313,4,0.643,0.043,0.012,75935,0.150,1.157,0.008,39.82,11134,0,1063.933,0.000,0.004,304503,1.03,17.55,0.000,0.000,0.000,6,10,12,42,7357,0.028,0.38,0.0055,0.013,8,0.195,0.000,0.275,0.058,2.41,3.41,3.84,0.00,0.000,1.04,1.04,1.03,0.195,0.00134,123.12,1.2396,1038.68
120000,782,1.415,0.120,7.51,32290,31099,121,0,1056,4,397291.4,12519.4,0.011,0.209,0.432,0.348,759,9.64,3.06,0.11,1.33,0.01,0.14,0.03,0.65,9.50,2.59,0.00,0.00,0.000,0.005,73,0.171,0.211,0.771,0.000,0.018,23382,19503,3,0.519,0.000,0.005,35516,0.145,1.044,0.006,39.69,11305,0,3129.850,0.000,0.003,380039,1.03,17.45,0.000,0.001,0.000,6,10,12,39,7538,0.029,0.32,0.0053,0.008,3,0.226,0.000,0.277,0.063,2.24,3.58,3.71,0.00,0.000,1.03,1.04,1.03,0.226,0.00135,123.30,1.2342,858.05
130000,777,1.397,0.113,7.50,32491,31430,105,0,961,0,388861.6,12405.6,0.004,0.225,0.436,0.334,782,9.38,2.43,0.02,0.54,0.00,0.00,0.01,0.11,9.35,2.36,0.00,0.00,0.000,0.000,55,0.187,0.238,0.753,0.001,0.008,23617,20874,4,0.521,0.059,0.003,28875,0.153,1.001,0.006,38.82,11339,0,12405.644,0.000,0.004,446543,1.01,18.03,0.000,0.000,0.000,6,9,12,32,7287,0.028,0.27,0.0054,0.014,5,0.247,0.000,0.276,0.068,2.29,3.40,3.59,0.00,0.000,1.01,1.01,1.01,0.247,0.00136,124.23,1.2328,776.58
140000,762,1.436,0.112,7.51,33423,32324,110,0,1004,2,396776.7,12592.7,0.003,0.215,0.455,0.327,770,9.55,3.00,0.11,1.24,0.00,0.00,0.02,0.39,9.43,2.66,0.00,0.00,0.000,0.000,66,0.222,0.210,0.778,0.001,0.010,24367,21872,3,0.513,0.072,0.003,28884,0.160,0.992,0.006,39.66,11219,0,6296.358,0.000,0.004,419002,1.04,17.82,0.000,0.000,0.000,6,9,12,41,7279,0.028,0.26,0.0055,0.031,2,0.238,0.000,0.280,0.066,2.27,3.48,3.63,0.00,0.000,1.04,1.05,1.03,0.238,0.00137,123.40,1.2582,762.17
150000,738,1.459,0.113,7.53,33137,32077,110,0,974,2,401592.5,13088.7,0.003,0.216,0.438,0.343,759,9.59,2.72,0.04,0.64,0.00,0.00,0.01,0.20,9.54,2.57,0.00,0.00,0.000,0.000,63,0.280,0.190,0.804,0.000,0.007,24497,21592,4,0.497,0.000,0.004,30103,0.149,0.992,0.006,40.10,11005,0,6544.333,0.000,0.004,407779,1.02,17.80,0.000,0.000,0.000,6,9,11,37,7080,0.027,0.24,0.0057,0.030,3,0.230,0.000,0.272,0.072,2.28,3.42,3.70,0.00,0.000,1.01,1.02,1.01,0.230,0.00147,122.97,1.3098,767.41
160000,752,1.432,0.112,7.49,32840,31797,102,0,927,0,393171.2,12828.7,0.003,0.223,0.419,0.355,778,9.41,3.20,0.08,1.34,0.01,0.15,0.03,0.55,9.29,2.63,0.00,0.00,0.000,0.004,68,0.328,0.184,0.802,0.003,0.012,24019,22547,4,0.366,0.120,0.004,29026,0.150,0.989,0.006,39.26,11274,0,12828.677,0.000,0.004,445711,1.02,17.97,0.000,0.000,0.000,5,9,11,38,7075,0.027,0.36,0.0056,0.011,2,0.248,0.000,0.266,0.072,2.22,3.37,3.64,0.00,0.001,1.03,1.03,1.02,0.248,0.00141,123.69,1.2833,766.70
170000,794,1.435,0.111,7.48,33598,32421,127,0,1008,7,406295.6,13110.8,0.003,0.214,0.424,0.359,753,9.43,3.36,0.07,1.12,0.00,0.00,0.03,0.42,9.34,3.04,0.00,0.00,0.000,0.000,74,0.261,0.213,0.776,0.001,0.010,24458,22370,5,0.351,0.000,0.009,25400,0.162,0.991,0.006,40.56,11333,0,1872.978,0.000,0.003,413421,1.02,17.93,0.000,0.000,0.000,5,9,11,42,7489,0.029,0.24,0.0055,0.000,7,0.233,0.000,0.259,0.068,2.31,3.44,3.60,0.00,0.000,1.02,1.02,1.02,0.233,0.00134,122.52,1.3106,758.65
180000,773,1.411,0.110,7.69,33211,32151,119,0,962,5,403579.8,12673.3,0.003,0.214,0.425,0.357,760,9.56,3.53,0.09,1.16,0.00,0.00,0.01,0.26,9.46,3.17,0.00,0.00,0.000,0.000,64,0.248,0.210,0.779,0.001,0.010,23856,21415,4,0.457,0.049,0.003,22770,0.164,0.987,0.006,40.29,10912,0,2534.661,0.000,0.003,416802,1.03,18.09,0.000,0.001,0.000,6,9,12,62,7391,0.028,0.31,0.0055,0.016,2,0.236,0.000,0.261,0.065,2.33,3.42,3.54,0.00,0.000,1.02,1.03,1.02,0.236,0.00139,122.72,1.2682,764.25
190000,749,1.445,0.110,7.72,32658,31598,119,0,965,0,403522.6,11659.3,0.005,0.220,0.425,0.350,758,9.46,2.91,0.09,1.35,0.00,0.11,0.02,0.44,9.35,2.43,0.00,0.00,0.000,0.010,61,0.234,0.200,0.792,0.000,0.008,22704,20326,3,0.459,0.037,0.001,25491,0.176,0.990,0.006,40.26,10707,0,11659.311,0.000,0.003,409977,1.03,17.90,0.000,0.000,0.000,6,9,11,41,7085,0.027,0.28,0.0058,0.016,0,0.228,0.000,0.259,0.053,2.30,3.44,3.61,0.00,0.000,1.02,1.03,1.03,0.228,0.00149,122.77,1.1666,767.64
200000,735,1.413,0.107,7.63,31658,30637,113,0,922,19,391380.5,12932.9,0.004,0.223,0.407,0.366,774,9.95,3.34,0.10,1.39,0.00,0.00,0.01,0.18,9.83,2.69,0.00,0.00,0.000,0.000,59,0.351,0.226,0.761,0.000,0.014,23763,21164,3,0.479,0.000,0.005,31923,0.177,0.980,0.006,39.12,10744,0,680.677,0.000,0.000,470621,1.03,17.61,0.000,0.000,0.000,5,11,11,47,7314,0.028,0.34,0.0054,0.033,1,0.264,0.000,0.257,0.078,2.30,3.51,3.70,0.00,0.000,1.02,1.03,1.02,0.264,0.00141,123.86,1.2907,741.45
210000,728,1.409,0.080,7.53,30277,29295,126,0,863,0,384628.3,13106.2,0.004,0.219,0.410,0.366,799,9.78,2.97,0.01,0.26,0.00,0.00,0.01,0.33,9.76,2.99,0.00,0.00,0.000,0.000,62,0.367,0.191,0.797,0.003,0.010,22921,20988,3,0.462,0.012,0.001,35899,0.170,0.789,0.003,38.43,9816,0,13106.231,0.000,0.005,448994,1.01,17.52,0.000,0.000,0.000,5,11,11,36,7122,0.027,0.37,0.0054,0.022,2,0.261,0.000,0.247,0.084,2.31,3.49,3.76,0.00,0.000,1.01,1.01,1.01,0.261,0.00139,124.51,1.2880,510.95
220000,747,1.461,0.076,7.51,31497,30486,112,0,880,0,393012.1,13187.8,0.004,0.226,0.416,0.353,782,9.66,3.00,0.10,1.43,0.00,0.04,0.03,0.58,9.52,2.51,0.00,0.00,0.000,0.001,66,0.295,0.218,0.768,0.000,0.013,23764,22012,4,0.491,0.000,0.007,38743,0.168,0.765,0.003,39.25,10132,0,13187.793,0.000,0.004,479386,1.03,17.89,0.000,0.000,0.000,6,10,12,47,7213,0.028,0.37,0.0055,0.000,7,0.264,0.000,0.252,0.082,2.34,3.36,3.71,0.00,0.001,1.02,1.03,1.03,0.264,0.00140,123.69,1.3155,473.64
230000,723,1.438,0.063,7.75,32286,31272,136,0,902,0,389469.4,13369.5,0.004,0.210,0.411,0.375,784,9.88,2.72,0.07,0.98,0.00,0.00,0.03,0.58,9.79,2.40,0.00,0.00,0.000,0.000,69,0.315,0.205,0.783,0.001,0.011,23955,22619,3,0.461,0.006,0.003,34481,0.173,0.626,0.002,38.89,10692,0,13369.513,0.000,0.004,475134,1.02,17.86,0.000,0.000,0.000,7,10,12,35,7144,0.027,0.37,0.0055,0.024,2,0.287,0.000,0.256,0.077,2.35,3.40,3.68,0.00,0.000,1.02,1.03,1.02,0.287,0.00136,124.06,1.3276,374.65
240000,745,1.440,0.067,8.32,32282,31170,155,0,935,0,383179.0,12947.4,0.003,0.193,0.414,0.389,781,9.80,2.95,0.07,0.76,0.00,0.00,0.01,0.13,9.72,2.77,0.00,0.00,0.000,0.000,73,0.314,0.216,0.773,0.003,0.008,23646,21557,3,0.640,0.000,0.005,28420,0.177,0.637,0.003,38.27,11729,0,12947.442,0.000,0.005,417351,1.03,18.22,0.000,0.000,0.000,5,9,12,34,7304,0.028,0.30,0.0053,0.000,7,0.276,0.000,0.258,0.073,2.30,3.41,3.50,0.00,0.000,1.02,1.03,1.03,0.276,0.00124,124.75,1.2987,409.47
250000,759,1.390,0.051,8.47,32958,31759,157,0,1028,3,382782.5,12263.4,0.004,0.189,0.403,0.404,761,9.59,3.38,0.07,1.10,0.02,0.34,0.02,0.31,9.49,3.04,0.00,0.00,0.001,0.013,77,0.177,0.200,0.796,0.001,0.003,23127,20042,3,0.710,0.078,0.003,25045,0.167,0.348,0.001,38.18,12368,0,4087.800,0.000,0.007,379525,1.02,18.32,0.000,0.001,0.000,5,9,12,49,7281,0.028,0.35,0.0053,0.000,4,0.257,0.000,0.259,0.055,2.32,3.55,3.33,0.00,0.000,1.02,1.02,1.02,0.257,0.00118,124.79,1.2084,226.42
260000,751,1.429,0.041,8.34,32870,31639,150,0,1089,5,398047.8,12049.7,0.004,0.194,0.408,0.393,740,9.67,3.13,0.03,0.55,0.00,0.07,0.01,0.15,9.64,3.02,0.00,0.00,0.000,0.006,74,0.253,0.217,0.771,0.000,0.012,22985,19861,3,0.648,0.128,0.003,29091,0.155,0.153,0.000,39.73,12399,0,2409.946,0.000,0.004,347936,1.01,18.10,0.000,0.000,0.000,6,10,12,35,7264,0.028,0.29,0.0055,0.000,9,0.222,0.000,0.252,0.055,2.32,3.66,3.30,0.00,0.000,1.01,1.01,1.01,0.222,0.00130,123.30,1.1996,168.96
270000,690,1.390,0.042,8.40,30966,29938,137,0,952,10,373007.5,10978.5,0.006,0.204,0.405,0.386,796,9.52,2.85,0.05,0.97,0.00,0.00,0.00,0.11,9.47,2.76,0.00,0.00,0.000,0.000,68,0.184,0.225,0.762,0.003,0.010,22011,19223,3,0.678,0.094,0.001,27212,0.169,0.144,0.000,37.19,11449,0,1097.847,0.000,0.003,372002,1.02,18.31,0.000,0.000,0.000,5,9,12,34,6569,0.025,0.21,0.0057,0.000,2,0.244,0.000,0.272,0.050,2.37,3.52,3.35,0.00,0.000,1.02,1.03,1.02,0.244,0.00139,125.92,1.0975,165.13
280000,694,1.462,0.042,8.59,30706,29644,120,0,938,0,366002.5,11224.7,0.004,0.199,0.399,0.398,815,9.90,3.27,0.06,1.00,0.02,0.42,0.00,0.08,9.82,2.85,0.00,0.00,0.000,0.012,62,0.261,0.212,0.782,0.000,0.006,22951,18707,4,0.713,0.000,0.001,21344,0.171,0.176,0.001,36.50,11600,0,11224.729,0.000,0.003,339120,1.02,17.98,0.000,0.000,0.000,6,10,11,43,6871,0.026,0.24,0.0054,0.000,7,0.232,0.000,0.284,0.059,2.37,3.71,3.31,0.00,0.000,1.01,1.03,1.02,0.232,0.00137,126.57,1.1233,171.78
290000,744,1.404,0.045,8.38,32683,31339,171,0,1123,7,391260.9,12258.7,0.004,0.197,0.398,0.401,755,9.64,3.23,0.11,1.48,0.01,0.31,0.04,0.55,9.48,2.58,0.00,0.00,0.001,0.012,67,0.219,0.198,0.786,0.003,0.013,22955,18581,3,0.733,0.000,0.007,22897,0.162,0.165,0.001,39.07,12249,0,1751.249,0.000,0.003,356919,1.03,18.28,0.000,0.000,0.000,6,10,11,44,7175,0.027,0.29,0.0055,0.000,3,0.229,0.000,0.250,0.059,2.43,3.54,3.33,0.01,0.001,1.02,1.04,1.03,0.229,0.00135,123.96,1.2270,180.79
300000,700,1.465,0.042,7.78,30582,29573,141,0,912,0,371627.3,11912.3,0.004,0.206,0.399,0.391,805,10.67,2.80,0.02,0.34,0.00,0.00,0.03,0.45,10.62,2.75,0.00,0.00,0.000,0.000,52,0.289,0.206,0.784,0.000,0.010,23036,18893,4,0.721,0.000,0.006,41436,0.160,0.126,0.000,37.09,11308,0,11912.338,0.000,0.006,391486,1.01,17.43,0.000,0.000,0.000,6,11,13,27,7468,0.028,0.29,0.0050,0.009,3,0.257,0.000,0.264,0.064,2.26,3.70,3.60,0.00,0.000,1.01,1.01,1.01,0.257,0.00143,125.93,1.1918,183.22
310000,720,1.442,0.044,7.41,29972,28960,138,0,854,0,379132.9,11985.0,0.005,0.207,0.394,0.394,828,10.82,3.78,0.02,0.34,0.01,0.22,0.03,0.58,10.76,3.66,0.00,0.00,0.000,0.007,61,0.210,0.190,0.796,0.000,0.014,23596,20891,5,0.690,0.006,0.004,64498,0.171,0.132,0.000,37.88,9532,0,11985.025,0.000,0.003,383359,1.01,17.51,0.000,0.000,0.000,6,11,15,39,7789,0.030,0.33,0.0049,0.000,4,0.252,0.000,0.248,0.065,2.25,3.52,3.73,0.00,0.000,1.01,1.01,1.01,0.252,0.00145,125.11,1.1995,190.39
320000,764,1.514,0.046,7.43,32835,31732,130,0,929,13,411064.6,12679.3,0.005,0.196,0.408,0.391,745,10.53,4.09,0.10,1.46,0.01,0.18,0.05,0.75,10.38,3.56,0.00,0.00,0.000,0.005,71,0.208,0.203,0.787,0.000,0.010,23782,21717,4,0.694,0.000,0.008,54870,0.179,0.141,0.000,41.09,10345,0,975.334,0.000,0.001,340591,1.03,17.53,0.000,0.000,0.000,6,11,15,47,8048,0.031,0.27,0.0052,0.000,6,0.215,0.000,0.224,0.059,2.28,3.55,3.70,0.00,0.001,1.02,1.03,1.03,0.215,0.00140,121.95,1.2649,156.95
330000,761,1.457,0.044,7.60,33182,32016,118,0,1051,11,412358.5,13144.7,0.003,0.193,0.444,0.360,739,10.47,3.79,0.04,0.88,0.00,0.04,0.04,0.48,10.38,3.68,0.00,0.00,0.000,0.003,72,0.208,0.194,0.794,0.001,0.011,23845,21750,4,0.742,0.000,0.012,52159,0.175,0.108,0.000,41.21,11104,0,1194.977,0.000,0.001,355397,1.01,17.75,0.000,0.001,0.000,6,10,15,37,7966,0.030,0.26,0.0052,0.000,4,0.225,0.000,0.219,0.064,2.33,3.55,3.57,0.00,0.000,1.01,1.02,1.01,0.225,0.00137,121.85,1.3140,149.52
340000,771,1.437,0.046,7.78,33265,32101,138,0,1016,3,413239.7,13037.0,0.003,0.191,0.448,0.358,736,9.78,3.63,0.07,1.28,0.00,0.00,0.03,0.72,9.67,3.32,0.00,0.00,0.000,0.000,62,0.215,0.210,0.777,0.003,0.010,23918,21909,4,0.720,0.000,0.004,52387,0.175,0.132,0.000,41.30,11226,0,4345.658,0.000,0.005,362338,1.02,18.18,0.000,0.001,0.000,5,9,15,44,7538,0.029,0.30,0.0055,0.000,9,0.231,0.000,0.216,0.062,2.26,3.42,3.50,0.00,0.000,1.01,1.03,1.02,0.231,0.00131,121.72,1.3051,159.96
350000,776,1.443,0.044,7.55,33543,32344,129,0,1065,26,412321.3,13158.3,0.004,0.190,0.450,0.357,729,10.59,4.24,0.07,1.04,0.01,0.36,0.07,0.80,10.44,3.85,0.00,0.00,0.000,0.007,75,0.204,0.236,0.758,0.001,0.005,24211,21818,2,0.716,0.179,0.008,34736,0.185,0.114,0.000,41.18,11254,0,506.088,0.000,0.004,344921,1.03,17.58,0.000,0.000,0.000,6,9,15,52,8219,0.031,0.29,0.0051,0.000,8,0.220,0.000,0.223,0.065,2.30,3.61,3.61,0.00,0.000,1.03,1.03,1.03,0.220,0.00128,121.85,1.3174,172.97
360000,758,1.458,0.044,7.59,32683,31501,136,0,1064,25,409311.6,12951.4,0.005,0.198,0.431,0.366,744,10.60,4.24,0.03,0.70,0.01,0.21,0.03,0.73,10.53,3.87,0.00,0.00,0.001,0.010,80,0.226,0.219,0.766,0.003,0.012,23607,20891,3,0.757,0.018,0.008,41943,0.190,0.114,0.000,40.89,10872,0,518.056,0.000,0.003,377126,1.01,17.56,0.000,0.001,0.000,5,10,15,47,8037,0.031,0.35,0.0051,0.021,3,0.234,0.000,0.214,0.062,2.25,3.59,3.64,0.00,0.000,1.00,1.01,1.01,0.234,0.00135,122.07,1.2961,181.22
370000,788,1.447,0.046,7.68,32256,31004,132,0,1090,16,410442.3,12748.6,0.005,0.201,0.426,0.367,735,10.08,3.76,0.05,0.87,0.00,0.11,0.04,0.51,9.98,3.66,0.00,0.00,0.001,0.015,73,0.187,0.212,0.775,0.000,0.013,23285,20336,3,0.802,0.000,0.006,42256,0.189,0.134,0.000,41.04,11055,0,796.788,0.000,0.000,385205,1.02,17.81,0.000,0.000,0.000,5,9,15,39,7942,0.030,0.35,0.0052,0.010,1,0.235,0.000,0.206,0.060,2.26,3.50,3.60,0.00,0.000,1.01,1.02,1.02,0.235,0.00131,121.93,1.2758,188.99
380000,774,1.369,0.044,7.73,33072,31844,107,0,1135,10,410835.6,12181.9,0.005,0.186,0.430,0.379,734,9.97,3.61,0.03,0.53,0.00,0.00,0.01,0.15,9.93,3.43,0.00,0.00,0.000,0.000,57,0.224,0.203,0.793,0.000,0.004,22927,20163,3,0.792,0.001,0.004,48606,0.187,0.123,0.000,41.06,11235,0,1218.188,0.000,0.000,355348,1.01,18.07,0.000,0.000,0.000,5,9,15,44,7716,0.029,0.32,0.0053,0.000,6,0.235,0.000,0.210,0.050,2.36,3.42,3.56,0.00,0.000,1.00,1.01,1.01,0.235,0.00129,121.94,1.2182,186.13
390000,763,1.472,0.045,7.61,32615,31416,149,0,1061,2,408552.9,12369.3,0.004,0.190,0.436,0.369,741,10.26,3.82,0.12,1.59,0.00,0.00,0.06,1.06,10.08,3.38,0.00,0.00,0.000,0.000,63,0.161,0.215,0.776,0.000,0.009,23505,20634,4,0.709,0.025,0.004,40423,0.193,0.108,0.000,40.83,11033,0,6184.669,0.000,0.000,375049,1.04,17.94,0.000,0.000,0.000,6,9,15,44,7827,0.030,0.27,0.0053,0.000,8,0.244,0.000,0.210,0.056,2.31,3.53,3.52,0.00,0.000,1.04,1.05,1.04,0.244,0.00129,122.21,1.2398,211.87
400000,767,1.396,0.047,7.67,33310,31993,131,0,1182,9,407681.2,12169.7,0.005,0.178,0.452,0.365,735,9.85,3.84,0.11,1.39,0.00,0.11,0.03,0.60,9.70,3.47,0.00,0.00,0.000,0.003,59,0.266,0.199,0.789,0.000,0.012,22840,20345,3,0.814,0.000,0.005,44172,0.175,0.098,0.000,40.74,10949,0,1352.189,0.000,0.003,306514,1.03,18.13,0.000,0.000,0.000,5,9,14,38,7553,0.029,0.22,0.0055,0.000,8,0.211,0.000,0.229,0.050,2.37,3.41,3.54,0.00,0.001,1.03,1.04,1.04,0.211,0.00124,122.36,1.2170,209.05
410000,743,1.440,0.048,7.50,33584,32281,136,0,1191,1,409908.6,12717.0,0.003,0.183,0.457,0.356,739,10.45,4.30,0.11,1.34,0.02,0.62,0.06,0.95,10.27,3.77,0.00,0.00,0.001,0.022,64,0.151,0.180,0.801,0.000,0.019,23404,21414,3,0.627,0.167,0.005,44248,0.188,0.126,0.000,40.95,10916,0,12717.021,0.000,0.001,333115,1.03,17.66,0.000,0.000,0.000,5,10,15,54,7768,0.030,0.26,0.0054,0.000,8,0.221,0.000,0.225,0.057,2.30,3.51,3.66,0.00,0.000,1.01,1.04,1.03,0.221,0.00128,122.10,1.2722,209.90
