step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,605,11.6,0.1,0.2,0.1,11.2,0.0,1.03,13.9,105,201,13.29,0.40,440,161,4,0.0,1.01,1.05,1.04,3.33,2.92,6.27
5000,2,51,14.6,0.0,0.0,0.0,14.6,0.0,1.01,15.6,24,200,15.62,0.63,37,14,0,0.0,1.00,1.02,1.01,2.94,4.51,3.69
6000,1,508,10.0,0.0,0.0,0.0,10.0,0.0,1.00,15.5,78,233,14.25,0.39,354,150,4,0.0,1.00,1.00,1.01,3.03,2.79,5.60
6000,2,147,14.3,0.1,0.0,0.0,14.2,0.0,1.04,15.5,56,196,14.83,0.63,102,45,0,0.0,1.02,1.08,1.03,3.03,4.36,3.89
7000,1,367,10.6,0.0,0.0,0.0,10.6,0.0,1.01,15.9,60,231,14.44,0.38,249,115,3,0.0,1.01,1.01,1.01,2.96,3.20,4.86
7000,2,257,12.8,0.1,0.0,0.1,12.6,0.0,1.04,16.2,76,254,17.87,0.63,165,92,0,0.0,1.03,1.06,1.04,3.01,4.08,3.83
8000,1,416,10.5,0.0,0.0,0.0,10.5,0.0,1.00,15.8,55,285,17.56,0.45,287,127,2,0.0,1.00,1.00,1.00,3.05,3.08,5.09
8000,2,291,12.6,0.2,0.0,0.0,12.4,0.0,1.04,16.3,85,301,20.49,0.63,184,106,1,0.0,1.02,1.07,1.04,3.01,4.01,3.86
9000,1,376,11.0,0.0,0.0,0.0,11.0,0.0,1.01,15.7,59,264,16.74,0.47,234,128,14,0.0,1.01,1.01,1.01,3.06,3.39,4.78
9000,2,301,12.3,0.2,0.0,0.0,12.1,0.0,1.09,16.5,90,305,20.61,0.66,186,113,2,0.0,1.10,1.13,1.09,3.06,3.78,3.99
10000,1,378,11.3,0.1,0.0,0.0,11.2,0.0,1.02,15.3,63,283,18.17,0.47,247,127,4,0.0,1.00,1.03,1.03,3.12,3.50,4.89
10000,2,290,11.0,0.3,0.0,0.0,10.7,0.0,1.11,17.7,64,298,19.53,0.53,187,98,5,0.0,1.09,1.15,1.11,2.71,3.52,3.65
10000,21,45,8.0,0.0,0.2,0.0,7.9,0.0,1.00,14.7,14,331,18.63,0.64,43,1,1,0.0,1.00,1.00,1.00,2.87,1.29,7.42
11000,1,402,10.8,0.0,0.0,0.0,10.8,0.0,1.00,16.0,49,304,18.91,0.41,269,132,1,0.0,1.00,1.00,1.00,3.03,3.40,4.60
11000,2,280,10.2,0.1,0.0,0.0,10.1,0.0,1.06,18.2,62,396,24.17,0.53,227,53,0,0.0,1.05,1.06,1.06,2.60,3.36,3.53
11000,21,20,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.6,4,313,18.33,0.20,20,0,0,0.0,1.00,1.00,1.00,2.80,1.10,7.60
12000,1,410,10.8,0.0,0.0,0.0,10.8,0.0,1.02,16.0,59,293,18.28,0.36,272,137,1,0.0,1.01,1.02,1.02,2.97,3.54,4.48
12000,2,324,9.8,0.1,0.0,0.0,9.7,0.0,1.02,18.7,60,444,26.99,0.56,257,67,0,0.0,1.03,1.02,1.02,2.62,3.23,3.45
12000,21,22,8.8,0.0,1.0,0.0,7.8,0.0,1.01,13.5,6,226,13.86,0.18,11,11,0,0.2,1.00,1.01,1.02,3.05,1.64,7.68
13000,1,402,11.2,0.0,0.0,0.0,11.1,0.0,1.01,15.7,52,281,17.82,0.41,256,140,6,0.0,1.00,1.02,1.01,2.97,3.59,4.61
13000,2,249,10.0,0.0,0.0,0.0,10.0,0.0,1.01,18.7,42,456,27.56,0.54,193,55,1,0.0,1.01,1.01,1.01,2.65,3.27,3.40
14000,1,413,11.4,0.0,0.0,0.0,11.4,0.0,1.00,15.3,58,296,19.13,0.42,264,145,4,0.0,1.00,1.00,1.00,3.07,3.84,4.53
14000,2,211,9.8,0.0,0.0,0.0,9.8,0.0,1.02,19.1,32,457,27.46,0.55,189,20,2,0.0,1.02,1.02,1.03,2.59,3.26,3.21
14000,27,10,10.1,0.0,0.0,0.0,10.1,0.0,1.00,17.6,5,653,37.47,0.52,10,0,0,0.0,1.00,1.00,1.00,2.70,3.20,4.00
15000,1,414,11.7,0.0,0.0,0.0,11.6,0.0,1.00,15.3,54,254,16.50,0.38,263,148,3,0.0,1.00,1.00,1.00,3.00,3.89,4.47
