step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,809,1.503,0.289,6.76,49754,48154,1,1,2226,1849,572429.0,130643.9,0.060,0.556,0.217,0.168,1119,10.41,6.40,0.02,0.37,0.30,3.11,0.06,0.62,10.03,5.13,0.00,0.00,0.007,0.069,109,0.172,0.197,0.795,0.000,0.009,71267,65257,1,0.934,0.066,0.017,505801,0.155,1.798,0.019,44.22,26833,0,70.656,1.000,0.006,2282074,1.00,15.12,0.004,0.000,0.000,6,9,17,64,8425,0.032,1.65,0.0071,0.030,8,0.492,0.000,0.454,0.409,3.05,3.92,4.66,0.00,0.000,1.00,1.01,1.00,0.492,0.00498,117.32,13.3334,2591.58
20000,845,1.484,0.199,6.83,34032,32713,26,0,1257,11,449501.4,12994.6,0.005,0.345,0.307,0.343,1466,9.80,3.47,0.01,0.28,0.04,1.05,0.04,0.83,9.71,3.18,0.00,0.00,0.001,0.026,67,0.262,0.195,0.798,0.000,0.007,23636,19985,1,1.000,0.000,0.007,79221,0.172,1.525,0.012,44.71,11019,0,1181.323,0.000,0.000,894204,1.01,15.72,0.000,0.001,0.000,7,10,14,43,8281,0.032,0.14,0.0055,0.001,5,0.294,0.000,0.341,0.048,2.85,3.64,4.54,0.00,0.000,1.01,1.01,1.01,0.294,0.00238,118.35,1.2287,1876.68
30000,794,1.449,0.176,7.52,33254,32066,67,0,1172,7,457427.6,11117.6,0.010,0.283,0.343,0.364,1435,10.36,3.07,0.00,0.00,0.00,0.00,0.09,1.09,10.27,2.89,0.00,0.00,0.000,0.000,75,0.204,0.200,0.788,0.000,0.011,22249,19005,1,0.835,0.165,0.015,83978,0.173,1.425,0.010,45.54,10472,0,1588.228,0.000,0.001,578462,1.00,15.34,0.000,0.000,0.000,7,10,14,49,8223,0.031,0.04,0.0056,0.000,3,0.232,0.000,0.316,0.032,2.94,3.89,4.46,0.00,0.000,1.00,1.00,1.00,0.232,0.00231,117.62,1.0885,1638.77
40000,852,1.428,0.150,7.07,31672,30352,85,0,1177,3,421954.3,10994.5,0.016,0.262,0.350,0.371,1540,9.57,2.74,0.06,1.06,0.02,0.37,0.05,0.63,9.43,2.04,0.00,0.14,0.002,0.032,49,0.513,0.196,0.795,0.000,0.009,22378,18776,3,0.766,0.137,0.011,85475,0.180,1.288,0.008,42.00,10523,0,3664.845,0.000,0.000,552521,1.02,16.14,0.001,0.000,0.001,8,10,10,64,8155,0.031,0.02,0.0053,0.000,5,0.258,0.000,0.328,0.037,2.62,3.75,4.22,0.00,0.001,1.02,1.03,1.02,0.259,0.00180,121.17,1.0720,1359.56
50000,863,1.422,0.122,7.19,34069,32644,139,0,1275,10,450369.7,11325.3,0.016,0.256,0.319,0.409,1459,9.61,2.41,0.00,0.14,0.04,0.84,0.03,0.37,9.54,2.18,0.00,0.00,0.002,0.030,46,0.378,0.187,0.809,0.000,0.005,23317,20787,3,0.524,0.000,0.012,95467,0.178,1.082,0.006,44.85,11207,0,1132.528,0.000,0.002,520929,1.00,16.29,0.000,0.000,0.000,8,10,10,36,8292,0.032,0.03,0.0055,0.000,5,0.232,0.000,0.302,0.031,2.68,3.65,4.24,0.00,0.001,1.00,1.00,1.00,0.232,0.00189,118.31,1.0994,1023.68
60000,883,1.431,0.097,7.58,34268,32865,116,0,1267,8,460386.8,11087.5,0.017,0.248,0.312,0.423,1397,9.50,2.86,0.01,0.31,0.08,1.61,0.06,0.67,9.35,2.40,0.00,0.00,0.004,0.061,77,0.352,0.197,0.790,0.000,0.012,22500,20175,2,0.523,0.292,0.016,100562,0.171,0.859,0.004,45.84,11677,0,1385.940,0.000,0.000,479098,1.00,16.20,0.000,0.001,0.000,7,10,10,46,8387,0.032,0.03,0.0056,0.000,3,0.217,0.000,0.290,0.025,2.66,3.69,4.28,0.00,0.000,1.00,1.00,1.00,0.217,0.00190,117.33,1.0783,714.61
70000,870,1.417,0.095,7.81,34413,33097,125,0,1204,7,445968.1,10426.6,0.017,0.220,0.331,0.431,1440,9.55,2.38,0.02,0.40,0.05,1.10,0.03,0.28,9.45,1.88,0.00,0.00,0.004,0.054,68,0.436,0.201,0.784,0.000,0.015,23732,21419,3,0.507,0.000,0.013,64787,0.145,0.853,0.004,44.40,11933,0,1489.509,0.000,0.002,439585,1.01,16.11,0.000,0.000,0.000,8,10,10,48,8312,0.032,0.04,0.0054,0.000,2,0.227,0.000,0.300,0.025,2.67,3.65,4.39,0.00,0.000,1.01,1.01,1.01,0.227,0.00158,118.77,1.0415,699.83
80000,891,1.355,0.090,7.82,35585,34201,123,0,1240,12,462533.8,11066.5,0.017,0.221,0.325,0.437,1361,9.43,2.69,0.01,0.24,0.02,0.45,0.04,0.66,9.36,2.40,0.00,0.00,0.001,0.013,58,0.354,0.203,0.788,0.000,0.009,23844,21152,3,0.507,0.116,0.007,62588,0.161,0.772,0.003,45.98,12163,0,922.208,0.000,0.001,455071,1.00,16.53,0.000,0.000,0.000,7,9,10,48,8400,0.032,0.03,0.0055,0.001,1,0.228,0.000,0.279,0.025,2.62,3.61,4.23,0.00,0.000,1.00,1.00,1.00,0.228,0.00159,117.18,1.0966,595.21
90000,856,1.447,0.085,7.87,35829,34424,124,0,1316,4,467040.4,11021.3,0.017,0.238,0.316,0.430,1370,9.70,3.08,0.00,0.14,0.03,0.76,0.05,0.66,9.61,2.39,0.00,0.00,0.002,0.032,70,0.382,0.192,0.798,0.000,0.011,23683,20864,4,0.464,0.000,0.009,60366,0.152,0.769,0.003,46.46,12599,0,2755.313,0.000,0.000,473989,1.00,16.09,0.001,0.001,0.000,8,10,10,64,8302,0.032,0.04,0.0057,0.007,2,0.217,0.000,0.280,0.024,2.68,3.54,4.47,0.00,0.000,1.00,1.00,1.00,0.218,0.00181,116.70,1.0983,551.62
100000,907,1.414,0.089,7.87,35496,34095,133,0,1217,15,463004.7,10871.2,0.010,0.210,0.350,0.430,1349,9.71,3.63,0.00,0.00,0.10,1.95,0.06,0.90,9.55,2.60,0.00,0.00,0.003,0.039,64,0.331,0.214,0.778,0.000,0.008,23707,20197,4,0.556,0.000,0.010,62140,0.158,0.758,0.003,46.05,12593,0,724.750,0.000,0.001,402663,1.00,16.68,0.000,0.000,0.000,8,9,10,55,8807,0.034,0.03,0.0053,0.001,2,0.211,0.000,0.276,0.026,2.52,3.83,3.86,0.00,0.000,1.00,1.00,1.00,0.211,0.00153,117.12,1.0874,550.07
