step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion
10000,8,421,9.62,0.09,0.05,0.00,9.49,0.00,1.03,0.000,0.100,254860.7,42139.9,1,6,2.77,1.02,1.04,4.1901,10.75
10000,4,271,9.06,0.00,0.01,0.01,9.04,0.00,1.00,0.000,0.154,144021.1,29813.5,1,4,2.45,1.00,1.00,2.9751,6.75
10000,0,21,8.05,0.05,0.00,0.00,8.00,0.00,1.10,0.000,0.001,97499.6,67449.5,1,6,2.19,1.10,1.10,7.0509,2502.26
20000,8,586,8.29,0.09,0.00,0.00,8.20,0.00,1.04,0.000,0.093,256442.0,6488.6,1,7,2.16,1.05,1.05,0.6440,21.19
20000,4,290,7.80,0.04,0.00,0.00,7.76,0.00,1.01,0.000,0.160,148751.6,4480.3,1,4,2.27,1.00,1.01,0.4457,5.36
20000,0,2,6.50,0.00,0.00,0.00,6.50,0.00,1.00,0.000,0.000,773.5,783.0,1,2,2.50,1.00,1.00,0.0237,1877.09
30000,8,615,8.17,0.10,0.00,0.00,8.07,0.00,1.04,0.000,0.098,290849.2,8324.6,1,2,1.96,1.03,1.04,0.8270,17.33
30000,4,324,8.68,0.12,0.00,0.00,8.55,0.00,1.05,0.000,0.150,150648.0,5623.6,1,1,2.28,1.02,1.06,0.5588,10.96
30000,0,4,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,743.6,319.7,1,4,3.25,1.00,1.00,0.0263,1729.92
40000,8,687,7.99,0.02,0.00,0.00,7.97,0.00,1.01,0.000,0.073,327843.8,9491.5,1,1,2.14,1.00,1.01,0.9349,22.63
40000,4,317,9.13,0.13,0.00,0.00,9.00,0.00,1.06,0.000,0.147,157632.8,6293.1,1,4,2.24,1.10,1.11,0.6248,14.49
40000,0,6,10.67,4.50,0.00,0.00,6.17,0.00,2.89,0.000,0.001,955.0,476.9,1,6,2.83,3.43,3.50,0.0247,1304.36
50000,8,671,8.12,0.03,0.00,0.00,8.09,0.00,1.01,0.000,0.075,337498.2,8446.2,1,1,2.05,1.01,1.01,0.8291,17.80
50000,4,318,9.25,0.19,0.00,0.00,9.07,0.00,1.06,0.000,0.153,159333.2,6427.4,1,3,2.28,1.03,1.07,0.6348,10.96
50000,0,3,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1209.5,341.9,1,3,2.00,1.00,1.00,0.0309,1047.25
60000,8,688,9.04,0.16,0.00,0.01,8.87,0.00,1.06,0.000,0.083,335901.3,8733.8,1,0,2.17,1.07,1.08,0.8682,20.15
60000,4,316,8.47,0.06,0.00,0.00,8.41,0.00,1.03,0.000,0.135,159589.7,6399.1,1,6,2.08,1.04,1.04,0.6353,12.93
60000,0,4,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,1131.6,250.9,1,4,2.50,1.00,1.00,0.0272,967.53
70000,8,652,9.41,0.24,0.00,0.00,9.17,0.00,1.08,0.000,0.086,338767.3,9144.6,1,10,2.18,1.08,1.10,0.9072,19.92
70000,4,329,9.09,0.16,0.00,0.00,8.94,0.00,1.05,0.000,0.163,164246.2,7441.8,1,1,2.02,1.04,1.06,0.7412,9.09
70000,0,2,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1171.7,242.3,1,2,2.00,1.00,1.00,0.0294,922.93
80000,8,650,9.85,0.14,0.04,0.00,9.66,0.00,1.03,0.000,0.086,340015.1,9340.6,1,4,2.28,1.02,1.06,0.9295,23.77
80000,4,316,8.99,0.11,0.00,0.00,8.88,0.00,1.05,0.000,0.145,165027.6,7573.0,1,1,2.13,1.04,1.05,0.7515,8.10
80000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1175.3,253.1,0,0,-0.00,-0.00,-0.00,0.0282,845.70
90000,8,652,9.30,0.17,0.04,0.00,9.09,0.00,1.05,0.000,0.079,338290.1,9328.4,1,0,2.36,1.02,1.06,0.9275,54.28
90000,4,326,9.27,0.29,0.00,0.00,8.98,0.00,1.10,0.000,0.150,164695.6,7598.5,1,1,2.08,1.11,1.10,0.7580,11.68
90000,0,5,7.60,0.00,0.00,0.00,7.60,0.00,1.00,0.000,0.000,1171.1,238.2,1,5,2.20,1.00,1.00,0.0295,797.49
100000,8,669,9.02,0.18,0.00,0.00,8.84,0.00,1.06,0.000,0.078,338126.5,9339.3,1,0,2.26,1.04,1.07,0.9193,31.50
100000,4,319,8.96,0.11,0.00,0.00,8.86,0.00,1.04,0.000,0.142,165247.5,7433.1,1,0,2.06,1.04,1.05,0.7392,17.95
100000,0,3,6.67,0.00,0.00,0.00,6.67,0.00,1.00,0.000,0.000,1265.6,286.2,0,3,2.00,1.00,1.00,0.0283,622.45
110000,8,643,9.26,0.23,0.05,0.00,8.98,0.00,1.06,0.000,0.081,336222.5,9304.1,2,11,2.33,1.05,1.07,0.9242,15.50
110000,4,333,8.42,0.06,0.00,0.00,8.36,0.00,1.03,0.000,0.162,164519.5,7603.4,2,8,2.03,1.02,1.03,0.7580,8.81
110000,0,5,14.40,3.20,0.00,0.00,11.20,0.00,1.65,0.000,0.000,1046.6,260.8,2,5,3.20,1.00,2.10,0.0236,537.34
120000,8,630,8.83,0.11,0.02,0.00,8.70,0.00,1.04,0.000,0.079,323331.4,8788.7,2,1,2.23,1.03,1.04,0.8750,17.99
120000,4,330,8.35,0.03,0.00,0.00,8.32,0.00,1.01,0.000,0.181,150090.4,6954.8,1,12,1.86,1.00,1.01,0.6944,6.72
120000,0,2,9.50,0.00,0.00,0.00,9.50,0.00,1.00,0.000,0.000,680.5,142.5,1,2,3.00,1.00,1.00,0.0169,515.43
