step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,575,8.7,0.4,0.0,0.1,8.2,0.0,1.12,19.0,49,175,9.69,1.20,545,25,5,0.0,1.07,1.13,1.16,2.35,3.05,3.50
6000,1,597,7.4,0.3,0.0,0.1,6.9,0.0,1.09,19.3,46,175,8.99,1.13,549,37,11,0.0,1.06,1.09,1.11,2.32,2.73,3.63
7000,1,559,6.6,0.1,0.0,0.0,6.4,0.0,1.04,19.5,39,226,11.12,1.05,529,20,10,0.0,1.03,1.05,1.05,2.20,2.75,3.55
8000,1,569,7.1,0.2,0.1,0.0,6.9,0.0,1.05,19.1,52,231,11.42,0.99,542,23,4,0.0,1.02,1.05,1.06,2.27,2.86,3.61
9000,1,591,6.4,0.1,0.0,0.0,6.4,0.0,1.02,19.5,45,286,13.84,1.14,556,25,10,0.0,1.02,1.02,1.02,2.21,2.79,3.45
10000,1,534,6.9,0.1,0.0,0.0,6.8,0.0,1.02,19.4,34,306,14.88,1.19,533,0,1,0.0,1.01,1.02,1.03,2.12,2.97,3.31
11000,1,539,7.4,0.1,0.0,0.0,7.3,0.0,1.03,19.4,46,325,16.21,1.31,520,15,4,0.0,1.02,1.02,1.03,2.17,3.04,3.25
11000,9,19,11.7,0.0,0.7,0.0,10.9,0.0,1.00,16.1,10,65,3.62,2.01,0,11,8,0.0,1.00,1.00,1.00,3.11,3.16,4.79
12000,1,578,7.7,0.1,0.0,0.0,7.6,0.0,1.02,19.4,35,317,15.92,1.26,550,20,8,0.0,1.02,1.02,1.02,2.22,3.10,3.20
12000,9,15,16.0,1.1,0.0,0.0,14.9,0.0,1.32,10.4,6,50,5.32,1.97,2,11,2,0.0,1.50,1.04,1.35,3.40,6.47,4.33
13000,1,556,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.7,29,322,16.04,1.19,540,6,10,0.0,1.00,1.00,1.00,2.17,3.05,3.12
14000,1,600,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.7,28,296,14.82,1.23,566,34,0,0.0,1.00,1.01,1.01,2.14,3.03,3.11
15000,1,662,7.6,0.1,0.0,0.0,7.6,0.0,1.02,19.5,32,300,15.18,1.26,629,30,3,0.0,1.01,1.02,1.02,2.15,3.12,3.14
16000,1,668,7.7,0.0,0.0,0.0,7.6,0.0,1.02,19.5,35,306,15.29,1.24,643,22,3,0.0,1.02,1.02,1.01,2.24,3.14,3.13
17000,1,661,7.4,0.1,0.0,0.0,7.4,0.0,1.02,19.6,36,327,16.44,1.26,632,27,2,0.0,1.03,1.03,1.02,2.17,3.05,3.19
17000,11,23,9.8,0.0,0.0,0.0,9.8,0.0,1.00,18.2,3,98,6.24,0.94,0,21,2,0.0,1.00,1.00,1.00,2.17,3.00,3.91
18000,1,721,7.8,0.1,0.0,0.0,7.7,0.0,1.02,19.4,48,310,15.59,1.50,631,56,34,0.0,1.02,1.02,1.02,2.24,3.11,3.22
19000,1,578,7.4,0.0,0.0,0.0,7.4,0.0,1.01,19.6,30,316,15.81,1.30,557,16,5,0.0,1.00,1.01,1.01,2.21,3.05,3.13
20000,1,695,7.5,0.0,0.0,0.1,7.3,0.0,1.01,19.6,37,316,16.02,1.23,623,59,13,0.0,1.01,1.01,1.01,2.22,3.07,3.17
21000,1,622,7.7,0.0,0.0,0.0,7.6,0.0,1.01,19.4,37,319,16.17,1.26,579,35,8,0.0,1.00,1.01,1.01,2.30,3.08,3.21
22000,1,635,7.9,0.1,0.0,0.1,7.8,0.0,1.02,19.1,49,311,15.76,1.27,590,30,15,0.0,1.01,1.02,1.02,2.30,3.05,3.45
23000,1,652,7.7,0.1,0.0,0.0,7.6,0.0,1.02,19.0,36,312,15.88,1.31,604,29,19,0.0,1.02,1.02,1.02,2.31,2.96,3.57
24000,1,643,8.0,0.0,0.0,0.0,8.0,0.0,1.02,18.7,61,288,14.87,1.22,569,57,17,0.0,1.01,1.02,1.02,2.41,3.02,3.68
25000,1,667,7.5,0.1,0.0,0.0,7.4,0.0,1.02,19.6,43,292,14.82,1.32,588,58,21,0.0,1.01,1.02,1.03,2.22,3.04,3.21
26000,1,651,7.6,0.0,0.0,0.1,7.5,0.0,1.02,19.1,49,316,16.10,1.32,625,23,3,0.0,1.03,1.03,1.01,2.25,3.04,3.41
27000,1,646,7.8,0.1,0.0,0.0,7.6,0.0,1.04,19.1,47,314,15.90,1.19,600,34,12,0.0,1.03,1.03,1.05,2.27,3.02,3.46
28000,1,611,8.0,0.0,0.0,0.0,8.0,0.0,1.01,18.9,51,303,15.37,1.40,552,45,14,0.0,1.00,1.01,1.02,2.28,3.07,3.55
29000,1,601,8.2,0.0,0.0,0.0,8.1,0.0,1.01,18.6,47,286,14.54,1.41,551,35,15,0.0,1.00,1.02,1.02,2.34,3.05,3.63
30000,1,622,8.5,0.1,0.0,0.1,8.3,0.0,1.02,18.1,79,292,14.76,1.29,570,40,12,0.0,1.01,1.03,1.03,2.44,3.03,3.98
31000,1,595,8.0,0.0,0.0,0.0,7.9,0.0,1.01,18.5,58,301,15.24,1.28,568,21,6,0.0,1.01,1.01,1.02,2.39,2.98,3.80
32000,1,653,8.3,0.1,0.0,0.0,8.2,0.0,1.03,18.1,52,329,16.77,1.51,626,21,6,0.0,1.02,1.03,1.03,2.37,2.89,4.09
33000,1,666,8.3,0.1,0.0,0.0,8.2,0.0,1.04,18.0,64,334,17.08,1.43,639,20,7,0.0,1.02,1.05,1.06,2.46,2.82,4.23
34000,1,699,8.3,0.1,0.0,0.0,8.2,0.0,1.04,18.2,76,317,15.79,1.66,612,39,48,0.0,1.04,1.05,1.04,2.45,2.96,3.99
35000,1,641,7.8,0.0,0.0,0.0,7.8,0.0,1.02,18.6,55,333,16.81,1.44,619,13,9,0.0,1.01,1.01,1.03,2.37,2.80,3.96
36000,1,667,7.9,0.1,0.0,0.1,7.8,0.0,1.03,18.6,67,330,16.74,1.34,638,19,10,0.0,1.02,1.03,1.03,2.37,2.89,3.86
37000,1,692,7.9,0.0,0.0,0.0,7.9,0.0,1.01,18.4,60,318,16.16,1.39,664,20,8,0.0,1.00,1.01,1.01,2.32,2.83,3.99
38000,1,715,7.7,0.1,0.0,0.0,7.7,0.0,1.03,18.5,71,314,15.95,1.43,695,12,8,0.0,1.03,1.03,1.03,2.31,2.77,4.01
39000,1,688,8.0,0.0,0.0,0.1,7.9,0.0,1.02,18.3,79,300,15.04,1.36,659,19,10,0.0,1.01,1.02,1.02,2.41,2.76,4.12
39000,17,19,21.5,1.6,0.7,0.0,19.2,0.2,1.43,12.4,11,77,7.14,4.06,0,15,4,0.2,1.44,1.32,1.48,3.47,5.05,4.74
40000,1,679,8.2,0.0,0.0,0.0,8.2,0.0,1.01,18.2,71,306,15.58,1.37,661,11,7,0.0,1.00,1.01,1.02,2.47,2.78,4.14
40000,17,9,20.0,0.4,0.0,0.0,19.6,0.0,1.15,12.7,5,104,10.29,4.93,0,9,0,0.0,1.00,1.25,1.17,3.67,4.78,4.89
41000,1,731,7.8,0.1,0.0,0.0,7.8,0.0,1.01,18.5,74,300,15.09,1.36,700,26,5,0.0,1.00,1.02,1.02,2.39,2.78,4.03
41000,17,20,24.9,0.3,3.6,0.0,21.0,0.0,1.05,11.6,9,41,5.68,1.70,0,17,3,0.0,1.00,1.10,1.05,3.45,5.00,5.20
42000,1,676,7.5,0.1,0.0,0.0,7.4,0.0,1.02,18.6,51,312,15.56,1.30,676,0,0,0.0,1.01,1.02,1.03,2.30,2.75,3.98
42000,17,14,16.4,0.0,0.2,0.0,16.1,0.0,1.00,10.0,2,97,6.09,4.20,0,10,4,0.0,1.00,1.00,1.00,3.86,4.07,6.93
43000,1,687,7.3,0.1,0.0,0.0,7.2,0.0,1.02,18.9,62,320,15.92,1.26,684,0,3,0.0,1.01,1.03,1.03,2.33,2.70,3.91
43000,17,15,24.9,1.4,2.0,0.0,21.5,0.1,1.58,8.5,7,51,4.37,1.58,0,10,5,0.1,1.53,1.46,1.69,3.80,4.47,7.27
44000,1,679,7.3,0.0,0.1,0.0,7.2,0.0,1.01,18.8,52,318,15.85,1.30,674,0,5,0.0,1.00,1.01,1.03,2.26,2.70,3.92
44000,17,22,24.4,0.2,0.9,0.0,23.3,0.0,1.00,8.3,11,64,4.95,3.61,0,14,8,0.0,1.00,1.00,1.00,4.36,3.95,7.91
45000,1,688,7.4,0.1,0.0,0.0,7.3,0.0,1.03,18.7,60,314,15.80,1.20,684,0,4,0.0,1.00,1.04,1.06,2.33,2.68,4.06
45000,17,14,14.3,0.0,0.0,0.0,14.3,0.0,1.00,11.7,4,91,5.43,3.01,0,9,5,0.0,1.00,1.00,1.00,3.43,2.64,7.50
46000,1,696,7.7,0.1,0.0,0.0,7.6,0.0,1.02,18.6,58,317,15.81,1.24,686,8,2,0.0,1.00,1.02,1.03,2.37,2.81,3.94
46000,17,17,17.0,0.0,0.6,0.0,16.4,0.0,1.00,10.5,3,88,7.99,2.87,0,15,2,0.0,1.00,1.00,1.00,3.88,3.18,7.59
46000,18,13,12.5,0.0,0.0,0.0,12.5,0.0,1.00,15.5,5,97,6.39,1.95,2,10,1,0.0,1.00,1.00,1.00,3.00,3.23,5.00
47000,1,705,7.9,0.1,0.0,0.0,7.9,0.0,1.01,18.3,77,305,15.41,1.30,681,20,4,0.0,1.00,1.02,1.02,2.41,2.77,4.12
47000,17,23,20.8,0.0,0.0,0.0,20.8,0.0,1.00,9.3,5,64,6.63,2.50,0,18,5,0.0,1.00,1.00,1.00,4.26,3.35,8.00
48000,1,725,7.6,0.0,0.0,0.0,7.6,0.0,1.01,18.6,68,302,15.28,1.23,691,28,6,0.0,1.01,1.01,1.02,2.37,2.74,3.97
48000,17,31,9.5,0.1,0.4,0.0,9.1,0.0,1.02,17.1,8,103,6.56,1.54,0,23,8,0.0,1.00,1.04,1.03,2.23,3.03,4.42
49000,1,698,7.8,0.0,0.0,0.0,7.8,0.0,1.00,18.7,85,309,15.47,1.22,677,15,6,0.0,1.00,1.00,1.00,2.31,2.74,3.91
49000,17,16,14.0,1.6,0.0,0.0,12.4,0.0,1.88,15.0,7,70,5.24,1.46,0,15,1,0.0,1.73,1.97,1.92,3.06,4.19,4.38
50000,1,741,7.1,0.1,0.0,0.0,7.0,0.0,1.03,19.0,58,322,16.04,1.28,705,30,6,0.0,1.02,1.03,1.04,2.28,2.68,3.85
50000,17,29,14.1,0.8,0.0,0.0,13.3,0.0,1.69,16.1,16,58,4.55,2.32,0,20,9,0.0,1.49,1.49,2.09,3.00,3.93,4.00
51000,1,700,7.5,0.2,0.0,0.0,7.3,0.0,1.05,18.9,81,323,16.14,1.31,684,10,6,0.0,1.02,1.06,1.06,2.32,2.75,3.83
51000,17,17,11.6,0.0,1.6,0.0,10.0,0.0,1.00,17.4,7,115,5.36,2.98,0,15,2,0.0,1.00,1.00,1.00,2.82,3.65,3.94
52000,1,716,7.2,0.0,0.0,0.0,7.1,0.0,1.01,19.1,58,302,15.00,1.25,698,18,0,0.0,1.00,1.01,1.01,2.30,2.66,3.81
52000,17,25,16.6,0.0,1.2,0.6,14.8,0.0,1.00,16.6,10,89,5.46,2.17,0,18,7,0.0,1.00,1.00,1.00,3.08,3.92,3.80
53000,1,723,7.4,0.1,0.0,0.0,7.3,0.0,1.04,18.9,72,294,14.71,1.18,701,21,1,0.0,1.02,1.03,1.05,2.31,2.67,3.92
53000,17,12,20.7,0.1,4.0,0.1,16.5,0.0,1.02,15.0,8,205,9.46,4.83,0,9,3,0.0,1.00,1.03,1.02,3.50,4.08,4.50
54000,1,742,7.0,0.0,0.0,0.0,7.0,0.0,1.01,19.3,59,325,16.12,1.25,708,33,1,0.0,1.01,1.01,1.01,2.26,2.58,3.82
54000,17,14,14.6,0.0,0.0,0.0,14.6,0.0,1.00,14.6,5,59,3.77,1.31,0,10,4,0.0,1.00,1.00,1.00,3.07,4.57,4.14
55000,1,713,7.5,0.0,0.0,0.0,7.5,0.0,1.01,18.8,61,330,16.44,1.29,695,13,5,0.0,1.01,1.02,1.02,2.33,2.66,4.00
