step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,708,1.319,0.130,10.82,31261,28653,24,0,2626,9,343070.8,30833.1,0.005,0.177,0.497,0.321,1646,7.09,3.84,0.08,1.60,0.00,0.08,0.04,0.57,6.97,3.18,0.00,0.00,0.000,0.004,69,0.371,0.145,0.849,0.000,0.006,18949,16205,3,0.948,0.006,0.007,46311,0.132,0.846,0.005,34.22,12608,0,3425.898,0.000,0.011,227822,1.02,20.10,0.000,0.000,0.000,5,6,10,57,5022,0.019,4.99,0.0070,0.004,3,0.162,0.000,0.309,0.028,2.44,2.43,3.53,0.00,0.001,1.00,1.03,1.02,0.162,0.00103,124.23,3.0780,1254.76
120000,752,1.292,0.115,10.96,31455,28589,27,0,2795,1,341035.6,30781.3,0.005,0.167,0.533,0.295,1643,7.31,3.08,0.06,0.73,0.02,0.29,0.01,0.24,7.22,2.79,0.00,0.00,0.001,0.012,76,0.440,0.161,0.823,0.003,0.013,18508,15311,2,0.972,0.000,0.004,39950,0.155,0.780,0.004,33.96,12843,0,30781.275,0.000,0.015,184337,1.02,20.12,0.000,0.000,0.000,6,6,10,32,5496,0.021,18.41,0.0063,0.003,15,0.141,0.000,0.306,0.022,2.42,2.47,3.50,0.00,0.003,1.02,1.02,1.02,0.141,0.00094,111.07,3.0736,1186.11
130000,719,1.276,0.106,11.02,32761,29779,14,0,3001,1,346040.0,32850.1,0.004,0.171,0.540,0.285,1626,7.25,3.80,0.06,0.66,0.06,1.38,0.07,0.65,7.07,2.82,0.00,0.00,0.001,0.024,78,0.442,0.145,0.848,0.000,0.007,19331,16214,1,0.964,0.036,0.015,34259,0.141,0.654,0.004,34.46,13444,0,32850.125,0.000,0.014,219399,1.02,20.31,0.000,0.000,0.000,5,6,9,59,5212,0.020,3.43,0.0068,0.000,3,0.163,0.000,0.310,0.021,2.44,2.49,3.41,0.00,0.000,1.01,1.02,1.02,0.163,0.00102,125.54,3.2793,1105.85
140000,689,1.311,0.106,10.97,31665,29083,16,0,2596,49,333874.2,32087.7,0.006,0.162,0.529,0.302,1665,7.63,4.29,0.07,0.99,0.04,0.74,0.07,0.64,7.46,3.52,0.00,0.00,0.001,0.022,77,0.338,0.119,0.868,0.001,0.012,19107,14744,2,0.897,0.068,0.013,85761,0.135,0.629,0.003,33.32,12793,0,654.852,0.000,0.013,211576,1.02,19.99,0.000,0.000,0.000,5,7,9,51,5257,0.020,3.47,0.0065,0.010,10,0.173,0.000,0.316,0.021,2.50,2.56,3.48,0.01,0.004,1.02,1.03,1.01,0.173,0.00097,126.65,3.2115,1119.22
150000,709,1.244,0.226,10.95,30114,27678,19,0,2397,4,329102.8,29481.0,0.003,0.163,0.534,0.299,1698,7.16,2.53,0.02,0.35,0.01,0.24,0.02,0.28,7.11,2.39,0.00,0.00,0.001,0.011,64,0.381,0.172,0.822,0.000,0.006,17218,11294,2,0.949,0.013,0.004,49546,0.131,1.175,0.018,33.03,11810,0,7370.253,0.000,0.007,213778,1.01,19.95,0.000,0.000,0.000,5,7,9,27,5075,0.019,26.31,0.0065,0.006,2,0.174,0.000,0.310,0.014,2.44,2.33,3.73,0.00,0.001,1.00,1.01,1.01,0.174,0.00094,104.10,2.9672,1293.09
160000,701,1.236,0.143,10.82,29978,27719,24,0,2243,15,336172.5,29117.5,0.004,0.164,0.539,0.293,1687,7.22,3.08,0.01,0.12,0.00,0.11,0.01,0.17,7.20,3.04,0.00,0.00,0.000,0.006,70,0.261,0.153,0.843,0.000,0.004,17340,12362,3,0.354,0.471,0.006,26161,0.142,0.792,0.007,33.41,11882,0,1941.166,0.000,0.009,166046,1.00,19.95,0.000,0.000,0.000,5,7,9,29,5063,0.019,32.83,0.0067,0.000,6,0.130,0.000,0.306,0.025,2.45,2.44,3.62,0.00,0.000,1.00,1.00,1.00,0.130,0.00103,97.19,2.9023,1182.89
170000,682,1.329,0.109,10.83,30868,28518,25,0,2344,0,335991.8,30912.5,0.002,0.162,0.538,0.298,1675,7.43,3.17,0.04,0.49,0.01,0.23,0.02,0.34,7.36,2.98,0.00,0.00,0.000,0.012,75,0.443,0.157,0.836,0.001,0.006,18528,12865,4,0.419,0.342,0.006,41772,0.141,0.603,0.004,33.43,12497,0,30912.482,0.000,0.013,202074,1.02,19.84,0.000,0.000,0.000,6,6,11,27,5069,0.019,18.85,0.0067,0.000,12,0.161,0.000,0.309,0.029,2.43,2.59,3.53,0.00,0.000,1.02,1.02,1.02,0.161,0.00100,111.16,3.0874,1123.87
180000,604,1.301,0.117,10.83,28542,26372,15,0,2233,1,300625.4,28149.4,0.007,0.143,0.541,0.309,1890,7.57,4.06,0.18,1.77,0.01,0.33,0.16,0.90,7.23,3.00,0.00,0.00,0.001,0.017,75,0.459,0.156,0.836,0.000,0.008,18485,13259,4,0.454,0.035,0.035,78305,0.153,0.617,0.004,29.95,11296,0,28149.391,0.000,0.015,178134,1.05,19.97,0.000,0.000,0.000,6,6,11,48,4573,0.017,6.86,0.0069,0.000,14,0.180,0.000,0.344,0.028,2.48,2.64,3.48,0.00,0.000,1.05,1.06,1.05,0.180,0.00086,126.63,2.8308,1260.81
190000,697,1.294,0.108,10.93,29876,27383,13,0,2387,4,314596.4,29093.8,0.003,0.151,0.527,0.320,1789,7.11,2.92,0.03,0.38,0.02,0.32,0.04,0.56,7.02,2.71,0.00,0.00,0.001,0.021,81,0.448,0.152,0.839,0.000,0.009,18765,13317,2,0.770,0.162,0.007,42150,0.129,0.560,0.003,31.33,11771,0,7273.445,0.000,0.006,220398,1.01,20.38,0.000,0.000,0.000,6,6,9,30,4957,0.019,7.22,0.0064,0.034,2,0.201,0.000,0.337,0.024,2.41,2.53,3.32,0.00,0.001,1.01,1.01,1.01,0.201,0.00081,124.88,2.9051,1197.91
200000,696,1.313,0.098,10.94,31044,28216,11,0,2818,3,335727.5,27605.4,0.001,0.179,0.526,0.294,1725,6.95,2.66,0.03,0.38,0.02,0.29,0.03,0.52,6.86,2.47,0.00,0.00,0.002,0.032,58,0.503,0.147,0.846,0.000,0.007,16975,13926,1,1.000,0.000,0.004,36082,0.131,0.524,0.002,33.42,11613,0,9201.786,0.000,0.004,249137,1.02,20.69,0.000,0.000,0.000,5,6,9,30,4835,0.018,0.73,0.0070,0.040,3,0.181,0.000,0.319,0.007,2.39,2.52,3.17,0.00,0.001,1.02,1.02,1.02,0.181,0.00102,129.28,2.7446,1020.17
210000,738,1.284,0.093,10.93,30575,27852,11,0,2670,3,336033.5,26713.0,0.002,0.185,0.530,0.283,1711,6.88,2.91,0.08,0.67,0.02,0.31,0.04,0.70,6.74,2.64,0.00,0.00,0.001,0.016,70,0.528,0.165,0.824,0.000,0.011,16766,13623,1,1.000,0.000,0.004,29250,0.142,0.513,0.002,33.48,12257,0,8904.334,0.000,0.003,262586,1.04,20.72,0.000,0.000,0.000,5,6,8,28,5076,0.019,0.88,0.0068,0.046,3,0.183,0.000,0.321,0.007,2.36,2.44,3.26,0.00,0.001,1.04,1.04,1.04,0.183,0.00099,129.08,2.6688,976.80
220000,697,1.330,0.101,10.96,31518,28711,18,0,2830,10,340303.3,28623.2,0.002,0.173,0.537,0.288,1690,7.30,3.30,0.04,0.49,0.02,0.31,0.01,0.12,7.24,3.11,0.00,0.00,0.002,0.041,72,0.471,0.139,0.849,0.000,0.011,17908,14676,1,0.991,0.009,0.003,35315,0.136,0.571,0.003,33.91,12509,0,2862.322,0.000,0.006,246850,1.01,20.38,0.000,0.000,0.000,6,6,10,31,5086,0.019,1.45,0.0067,0.027,3,0.181,0.000,0.317,0.012,2.40,2.60,3.22,0.00,0.001,1.01,1.01,1.01,0.181,0.00101,128.08,2.8637,972.80
230000,692,1.265,0.093,10.88,31404,28627,10,0,2772,11,329413.5,30529.4,0.006,0.154,0.542,0.298,1725,7.21,3.18,0.08,0.82,0.00,0.08,0.03,0.41,7.09,2.85,0.00,0.00,0.000,0.009,76,0.448,0.121,0.867,0.001,0.010,19169,16342,2,0.942,0.022,0.009,45113,0.130,0.515,0.002,32.79,12508,0,2775.399,0.000,0.014,223373,1.03,20.45,0.000,0.000,0.000,5,6,9,39,4986,0.019,3.29,0.0067,0.000,9,0.193,0.000,0.326,0.022,2.42,2.52,3.32,0.00,0.000,1.03,1.03,1.03,0.193,0.00088,127.37,3.0598,1023.15
240000,684,1.295,0.091,10.79,31844,29068,26,0,2758,4,332854.8,32534.7,0.005,0.152,0.550,0.293,1691,7.09,3.13,0.07,0.77,0.00,0.04,0.01,0.19,7.01,2.85,0.00,0.00,0.000,0.002,75,0.507,0.118,0.874,0.000,0.007,19671,16713,2,0.925,0.038,0.004,51164,0.142,0.529,0.002,33.15,12884,0,8133.683,0.000,0.006,200005,1.02,20.53,0.000,0.000,0.000,6,6,9,31,4851,0.019,2.68,0.0069,0.000,7,0.174,0.000,0.323,0.033,2.43,2.53,3.24,0.00,0.000,1.02,1.02,1.02,0.174,0.00092,127.61,3.2527,992.51
250000,682,1.287,0.204,10.91,31016,28246,18,0,2754,61,330021.4,29304.1,0.005,0.155,0.540,0.299,1709,7.00,2.68,0.09,0.97,0.01,0.31,0.01,0.12,6.89,2.46,0.00,0.00,0.001,0.016,76,0.477,0.117,0.867,0.003,0.013,18169,15261,2,0.953,0.000,0.006,50260,0.135,1.071,0.016,33.04,12640,0,480.395,0.000,0.012,203018,1.04,20.55,0.000,0.000,0.000,6,6,9,30,4774,0.018,22.35,0.0070,0.000,6,0.170,0.000,0.314,0.018,2.41,2.44,3.42,0.00,0.001,1.03,1.04,1.05,0.170,0.00093,108.05,2.9560,1240.43
260000,666,1.331,0.271,10.97,29610,26924,23,0,2679,4,321329.6,27618.6,0.001,0.140,0.554,0.304,1741,7.26,2.98,0.02,0.36,0.03,0.40,0.05,0.56,7.17,2.79,0.00,0.00,0.002,0.041,68,0.383,0.140,0.851,0.000,0.009,16814,13615,2,0.955,0.014,0.011,33740,0.152,1.276,0.023,32.15,12134,0,6904.650,0.000,0.005,124357,1.00,20.20,0.000,0.000,0.000,6,6,9,26,4837,0.018,42.64,0.0067,0.000,5,0.120,0.000,0.313,0.013,2.52,2.60,3.33,0.00,0.002,1.00,1.00,1.00,0.121,0.00088,88.65,2.7646,1252.92
270000,650,1.304,0.098,10.93,30245,27631,18,0,2612,63,316506.7,31091.1,0.003,0.141,0.538,0.318,1782,7.37,3.55,0.04,0.69,0.04,0.51,0.04,0.41,7.25,3.15,0.00,0.00,0.002,0.028,76,0.375,0.131,0.860,0.002,0.008,18835,15172,1,0.951,0.049,0.011,38512,0.148,0.538,0.002,31.28,12506,0,493.510,0.000,0.017,157354,1.01,20.22,0.000,0.000,0.000,6,6,9,42,4792,0.018,29.44,0.0067,0.000,11,0.154,0.000,0.331,0.032,2.43,2.73,3.22,0.01,0.003,1.02,1.02,1.01,0.154,0.00088,102.71,3.0894,1044.67
280000,674,1.277,0.171,10.99,30289,27827,17,0,2421,24,318046.6,29273.2,0.004,0.141,0.552,0.304,1740,7.31,2.76,0.02,0.17,0.04,0.37,0.01,0.23,7.25,2.66,0.00,0.00,0.003,0.026,76,0.350,0.153,0.841,0.000,0.006,18263,13344,2,0.966,0.001,0.001,69446,0.116,0.895,0.011,31.81,12694,0,1219.717,0.000,0.001,158509,1.01,20.19,0.000,0.000,0.000,5,6,9,26,4926,0.019,18.11,0.0065,0.000,8,0.154,0.000,0.333,0.019,2.35,2.64,3.31,0.02,0.009,1.00,1.01,1.01,0.154,0.00084,113.51,2.9388,1144.64
290000,703,1.300,0.093,10.90,31886,29419,21,0,2417,8,333039.2,30593.7,0.005,0.156,0.525,0.314,1668,7.43,3.27,0.06,0.96,0.03,0.54,0.05,0.54,7.29,2.87,0.00,0.00,0.002,0.026,90,0.334,0.124,0.865,0.001,0.010,18941,13966,3,0.939,0.021,0.009,49939,0.138,0.454,0.001,33.10,13112,0,3824.212,0.000,0.017,225324,1.02,20.06,0.000,0.000,0.000,5,6,9,34,5226,0.020,5.11,0.0065,0.010,9,0.191,0.000,0.326,0.017,2.43,2.65,3.34,0.00,0.001,1.02,1.02,1.02,0.191,0.00090,125.23,3.0429,959.66
300000,699,1.293,0.093,10.87,31656,29272,10,0,2378,10,334646.5,31818.9,0.005,0.161,0.518,0.316,1669,7.74,4.79,0.12,1.01,0.02,0.33,0.22,2.07,7.37,3.53,0.00,0.00,0.002,0.028,98,0.361,0.136,0.856,0.003,0.006,17986,12842,1,1.000,0.000,0.024,47722,0.127,0.506,0.002,33.38,12894,0,3181.891,0.000,0.016,176342,1.04,19.99,0.000,0.000,0.000,6,7,10,52,5408,0.021,21.75,0.0065,0.026,6,0.145,0.000,0.312,0.024,2.50,2.71,3.34,0.00,0.000,1.05,1.05,1.04,0.145,0.00099,108.32,3.1798,919.72
310000,711,1.254,0.092,10.87,32265,29644,12,0,2597,10,340530.9,30608.8,0.004,0.160,0.544,0.293,1660,7.50,3.34,0.02,0.42,0.01,0.23,0.01,0.27,7.46,3.19,0.00,0.00,0.001,0.016,73,0.333,0.163,0.834,0.003,0.000,19038,15185,1,0.920,0.080,0.003,30634,0.153,0.476,0.002,33.96,12826,0,3060.881,0.000,0.015,209452,1.00,20.03,0.000,0.000,0.000,6,7,10,35,5336,0.020,3.55,0.0064,0.003,14,0.169,0.000,0.319,0.018,2.43,2.75,3.24,0.00,0.000,1.00,1.01,1.00,0.169,0.00093,125.93,3.0606,897.91
320000,558,1.311,0.089,11.05,29601,27473,17,0,2264,10,306716.5,28607.4,0.004,0.141,0.545,0.310,1809,7.35,3.51,0.03,0.32,0.03,0.45,0.04,0.52,7.25,3.40,0.00,0.00,0.003,0.046,62,0.448,0.118,0.862,0.004,0.016,18880,14792,2,0.806,0.168,0.007,26755,0.149,0.461,0.002,30.55,12031,0,2860.740,0.000,0.016,161695,1.01,20.15,0.000,0.000,0.000,6,6,10,47,4101,0.016,2.77,0.0076,0.000,8,0.164,0.000,0.351,0.021,2.42,2.68,3.29,0.00,0.002,1.01,1.01,1.01,0.164,0.00096,130.12,2.8618,887.89
330000,594,1.302,0.103,10.88,27033,24795,17,0,2185,9,272159.8,26473.0,0.007,0.138,0.526,0.329,2047,7.26,3.15,0.11,0.86,0.00,0.04,0.06,0.45,7.08,3.00,0.00,0.00,0.000,0.007,62,0.465,0.133,0.862,0.000,0.005,18409,15333,4,0.929,0.000,0.020,31934,0.139,0.555,0.004,27.13,10785,0,2941.447,0.000,0.008,162449,1.04,20.31,0.000,0.000,0.000,6,6,10,36,4312,0.016,4.30,0.0065,0.000,3,0.189,0.000,0.376,0.028,2.40,2.51,3.36,0.00,0.000,1.03,1.03,1.07,0.189,0.00075,132.01,2.6524,921.44
340000,689,1.303,0.087,10.70,29963,27516,11,0,2341,33,313826.9,29839.1,0.004,0.143,0.540,0.313,1783,7.52,3.64,0.06,0.66,0.02,0.28,0.03,0.47,7.40,3.38,0.00,0.00,0.001,0.016,77,0.372,0.173,0.816,0.001,0.010,18340,14477,1,0.974,0.026,0.007,65212,0.130,0.420,0.002,31.27,11714,0,904.216,0.000,0.017,165169,1.03,20.11,0.000,0.000,0.000,6,6,11,46,5179,0.020,17.77,0.0062,0.000,7,0.161,0.000,0.334,0.027,2.43,2.61,3.37,0.00,0.001,1.02,1.03,1.03,0.161,0.00081,114.40,2.9800,867.94
350000,714,1.312,0.083,10.81,31873,29278,11,0,2559,81,341339.1,30855.4,0.007,0.167,0.536,0.291,1604,7.51,3.61,0.05,0.67,0.04,0.56,0.05,0.51,7.37,3.29,0.00,0.00,0.002,0.024,83,0.427,0.151,0.836,0.000,0.013,18266,14876,1,0.978,0.022,0.015,41604,0.140,0.409,0.001,34.04,12363,0,380.930,0.000,0.003,210206,1.02,20.15,0.000,0.000,0.000,5,6,10,43,5365,0.020,10.85,0.0065,0.032,4,0.161,0.000,0.313,0.018,2.44,2.56,3.40,0.00,0.001,1.02,1.02,1.02,0.161,0.00099,118.54,3.0738,744.16
360000,707,1.270,0.121,10.95,31458,28925,11,0,2529,4,336095.7,30168.0,0.008,0.169,0.527,0.295,1645,6.98,2.84,0.04,0.39,0.02,0.25,0.00,0.00,6.92,2.72,0.00,0.00,0.001,0.017,63,0.540,0.139,0.850,0.000,0.011,17607,14578,1,1.000,0.000,0.000,31471,0.135,0.682,0.006,33.55,12294,0,7541.989,0.000,0.007,187651,1.02,20.74,0.000,0.000,0.000,6,6,8,28,4934,0.019,11.46,0.0069,0.017,3,0.146,0.000,0.309,0.018,2.36,2.46,3.20,0.01,0.003,1.01,1.02,1.02,0.146,0.00101,118.43,3.0244,800.37
370000,707,1.303,0.086,10.96,31922,29068,15,0,2839,13,342017.8,30910.9,0.006,0.172,0.534,0.288,1635,7.33,3.55,0.07,0.90,0.01,0.27,0.02,0.34,7.23,3.35,0.00,0.00,0.001,0.025,92,0.491,0.154,0.837,0.000,0.008,18345,15843,2,0.969,0.007,0.004,32182,0.136,0.417,0.002,33.99,13059,0,2377.765,0.000,0.020,213417,1.03,20.32,0.000,0.000,0.000,6,6,9,36,5180,0.020,5.90,0.0067,0.018,10,0.159,0.000,0.311,0.021,2.51,2.49,3.37,0.00,0.001,1.03,1.04,1.03,0.159,0.00102,123.54,3.0884,753.75
380000,733,1.309,0.077,10.91,31971,28944,16,0,2985,19,341974.2,29210.8,0.003,0.177,0.532,0.288,1626,7.25,2.93,0.04,0.61,0.04,0.51,0.00,0.07,7.17,2.61,0.00,0.11,0.002,0.024,81,0.457,0.171,0.824,0.000,0.005,18265,15669,1,1.000,0.000,0.001,30241,0.145,0.359,0.001,34.05,12884,0,1537.410,0.000,0.007,237535,1.01,20.41,0.000,0.000,0.001,6,6,11,34,5311,0.020,1.56,0.0065,0.026,6,0.170,0.000,0.315,0.013,2.40,2.51,3.31,0.01,0.003,1.01,1.01,1.02,0.170,0.00099,127.82,2.9179,706.79
390000,725,1.312,0.081,10.75,32225,29567,7,0,2659,6,342421.0,31591.4,0.003,0.168,0.537,0.292,1635,7.49,3.38,0.04,0.70,0.00,0.04,0.04,0.54,7.41,3.12,0.00,0.00,0.000,0.004,88,0.400,0.134,0.858,0.001,0.007,18566,15171,2,0.926,0.036,0.011,39882,0.136,0.376,0.001,34.15,13416,0,5265.229,0.000,0.014,201099,1.01,20.07,0.000,0.000,0.000,6,7,11,31,5429,0.021,6.24,0.0064,0.000,13,0.154,0.000,0.317,0.022,2.47,2.67,3.33,0.00,0.000,1.01,1.01,1.01,0.154,0.00101,123.05,3.1636,730.77
400000,712,1.322,0.090,10.82,32427,29813,12,0,2615,18,341641.3,33804.7,0.004,0.166,0.543,0.287,1571,7.64,4.00,0.13,0.98,0.01,0.17,0.00,0.05,7.50,3.61,0.00,0.00,0.001,0.017,80,0.452,0.153,0.837,0.000,0.010,18746,14740,3,0.951,0.000,0.003,33838,0.137,0.417,0.002,34.07,13111,0,1878.040,0.000,0.010,162913,1.04,20.06,0.000,0.000,0.000,6,6,11,54,5437,0.021,5.85,0.0064,0.000,11,0.130,0.000,0.315,0.024,2.51,2.61,3.39,0.00,0.000,1.02,1.05,1.05,0.130,0.00106,123.52,3.3948,856.28
