step,event,lineage,other,size
5000,birth,1,0,575
11000,split,9,1,19
14000,extinct,9,0,15
17000,split,11,1,23
18000,merge,11,1,23
39000,split,17,1,19
46000,split,18,1,13
47000,extinct,18,0,13
59000,extinct,17,0,12
86000,split,29,1,38
89000,extinct,29,0,21
111000,split,39,1,20
115000,extinct,39,0,17
122000,split,44,1,25
123000,merge,44,1,25
138000,split,48,1,16
144000,merge,48,1,19
147000,split,51,1,22
148000,split,52,1,22
149000,split,55,1,32
150000,extinct,51,0,19
155000,extinct,52,0,5
156000,extinct,55,0,9
158000,split,58,1,138
159000,split,60,55,49
159000,merge,58,1,138
163000,extinct,60,0,7
179000,split,70,1,124
182000,merge,70,1,118
183000,split,72,70,36
194000,split,79,1,111
196000,merge,79,1,103
203000,split,80,1,133
211000,extinct,72,0,10
212000,merge,80,1,157
228000,split,83,1,109
237000,split,84,1,28
253000,split,87,84,24
264000,split,90,83,24
266000,merge,90,83,23
271000,split,91,83,25
277000,extinct,84,0,18
282000,split,98,91,11
283000,merge,91,83,50
283000,extinct,98,0,11
289000,split,104,83,27
291000,merge,104,1,25
301000,merge,83,1,107
301000,extinct,87,0,17
302000,split,115,83,24
302000,split,116,87,32
312000,extinct,116,0,9
325000,extinct,115,0,246
329000,split,125,1,233
341000,merge,125,1,238
346000,split,129,1,264
360000,split,133,131,21
371000,extinct,129,0,277
383000,split,138,1,232
383000,split,139,1,16
386000,extinct,133,0,22
388000,extinct,138,0,235
392000,split,141,1,189
401000,extinct,139,0,16
406000,merge,141,1,281
409000,split,143,141,18
415000,split,146,1,251
424000,split,150,1,20
425000,extinct,143,0,22
433000,extinct,150,0,28
440000,merge,146,1,211
442000,split,156,146,206
468000,split,171,156,16
471000,extinct,171,0,5
482000,split,179,1,219
483000,split,180,179,25
484000,merge,179,1,218
489000,extinct,180,0,14
501000,split,185,1,238
503000,merge,185,1,255
512000,split,192,156,34
519000,split,198,196,23
520000,extinct,192,0,11
523000,extinct,198,0,15
526000,split,203,198,14
533000,extinct,203,0,19
535000,split,205,203,19
539000,extinct,205,0,11
542000,split,209,205,16
544000,extinct,209,0,16
552000,split,213,1,382
555000,split,216,156,12
557000,split,217,156,15
558000,extinct,217,0,15
560000,extinct,1,0,8
566000,split,219,156,20
573000,extinct,219,0,20
585000,extinct,216,0,13
612000,split,227,156,15
615000,extinct,227,0,14
661000,split,229,213,19
663000,extinct,229,0,20
710000,split,236,156,14
711000,extinct,236,0,14
723000,split,237,156,29
728000,extinct,237,0,26
764000,split,240,213,21
770000,split,242,241,20
772000,extinct,242,0,20
785000,extinct,240,0,11
803000,split,245,156,17
805000,extinct,245,0,23
858000,split,252,156,15
862000,split,256,156,10
864000,extinct,252,0,11
866000,extinct,256,0,13
905000,split,261,156,8
906000,extinct,261,0,8
916000,split,265,156,15
928000,split,270,265,31
941000,extinct,270,0,10
944000,split,275,270,14
946000,extinct,265,0,9
965000,split,280,156,15
977000,extinct,280,0,23
980000,extinct,275,0,7
982000,split,284,275,22
985000,split,285,284,14
988000,extinct,284,0,11
993000,extinct,285,0,6
