step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,591,8.6,0.0,0.0,0.0,8.5,0.0,1.02,17.7,91,192,10.44,1.13,531,41,19,0.0,1.01,1.02,1.02,2.72,2.82,4.36
6000,1,395,9.0,0.0,0.0,0.1,8.9,0.0,1.00,17.4,73,196,10.73,1.09,359,28,8,0.0,1.00,1.00,1.00,2.77,2.80,4.54
7000,1,437,9.3,0.0,0.0,0.1,9.1,0.0,1.01,17.2,83,217,12.03,1.29,395,33,9,0.0,1.01,1.01,1.02,2.77,3.06,4.46
8000,1,262,9.8,0.2,0.0,0.0,9.6,0.0,1.05,16.5,55,198,11.16,1.22,246,16,0,0.0,1.01,1.07,1.06,3.00,3.28,4.82
9000,1,309,10.0,0.1,0.0,0.0,9.8,0.0,1.02,16.6,55,183,10.36,1.24,285,18,6,0.0,1.00,1.03,1.03,2.97,3.23,4.61
10000,1,335,9.3,0.1,0.0,0.0,9.1,0.0,1.03,17.2,54,180,9.83,1.19,306,23,6,0.0,1.03,1.03,1.04,2.84,3.16,4.54
10000,20,45,8.5,0.0,0.0,0.0,8.4,0.0,1.00,18.7,15,226,12.20,0.90,45,0,0,0.0,1.00,1.00,1.00,2.62,2.82,3.82
11000,1,329,9.1,0.1,0.0,0.1,8.9,0.0,1.03,17.1,55,202,11.22,1.15,301,21,7,0.0,1.00,1.07,1.04,2.87,3.21,4.57
11000,20,27,7.8,0.0,0.0,0.0,7.8,0.0,1.00,19.2,8,333,17.16,0.97,27,0,0,0.0,1.00,1.00,1.00,2.74,2.52,3.89
12000,1,313,9.1,0.1,0.0,0.0,9.0,0.0,1.02,17.1,44,209,11.51,1.26,291,17,5,0.0,1.01,1.03,1.02,2.82,3.26,4.38
12000,24,279,8.5,0.0,0.0,0.0,8.4,0.0,1.00,17.6,41,302,16.15,1.26,278,0,1,0.0,1.00,1.00,1.00,2.80,3.03,4.14
12000,25,24,9.9,0.0,0.0,0.0,9.9,0.0,1.00,15.5,12,88,5.82,1.10,0,20,4,0.0,1.00,1.00,1.00,2.96,3.46,4.79
12000,20,13,7.2,0.0,0.0,0.0,7.2,0.0,1.00,20.0,4,465,20.88,1.37,13,0,0,0.0,1.00,1.00,1.00,2.46,2.62,3.38
13000,1,314,8.6,0.1,0.0,0.1,8.5,0.0,1.03,17.4,50,211,11.48,1.14,293,15,6,0.0,1.01,1.04,1.05,2.73,3.14,4.39
13000,24,295,8.8,0.0,0.0,0.0,8.7,0.0,1.01,17.5,52,309,16.40,1.23,294,0,1,0.0,1.01,1.02,1.02,2.72,3.11,4.17
13000,25,13,7.5,0.0,0.2,0.0,7.3,0.0,1.00,17.7,7,71,4.27,0.72,0,11,2,0.0,1.00,1.00,1.00,2.77,4.85,2.31
14000,1,322,8.9,0.3,0.0,0.0,8.6,0.0,1.10,17.3,47,199,10.78,1.21,308,10,4,0.0,1.06,1.10,1.13,2.79,3.27,4.25
14000,24,292,9.3,0.1,0.0,0.0,9.2,0.0,1.02,17.2,56,261,14.10,1.15,292,0,0,0.0,1.02,1.03,1.02,2.73,3.16,4.30
15000,1,311,8.8,0.2,0.0,0.0,8.6,0.0,1.07,17.6,43,228,12.24,1.15,293,15,3,0.0,1.05,1.08,1.08,2.74,2.99,4.28
15000,24,298,8.7,0.0,0.0,0.0,8.7,0.0,1.00,17.7,49,281,15.06,1.18,298,0,0,0.0,1.00,1.00,1.00,2.71,2.96,4.18
16000,1,324,8.7,0.1,0.0,0.0,8.6,0.0,1.02,17.7,54,248,13.15,1.32,309,10,5,0.0,1.04,1.04,1.02,2.70,2.94,4.28
16000,24,256,8.5,0.0,0.0,0.0,8.4,0.0,1.01,18.1,43,304,15.80,1.22,253,0,3,0.0,1.01,1.01,1.01,2.66,2.84,4.11
17000,1,338,8.0,0.1,0.0,0.0,7.9,0.0,1.03,18.4,48,225,11.74,1.15,313,25,0,0.0,1.01,1.03,1.04,2.63,2.82,4.13
17000,24,235,8.1,0.0,0.0,0.0,8.1,0.0,1.01,18.2,39,336,17.61,1.29,235,0,0,0.0,1.01,1.01,1.01,2.62,2.85,4.06
17000,27,21,11.2,0.0,0.0,0.0,11.2,0.0,1.00,16.1,5,104,6.43,1.75,0,17,4,0.0,1.00,1.00,1.00,2.81,3.81,4.14
18000,1,318,8.4,0.1,0.0,0.0,8.3,0.0,1.04,17.9,50,253,13.47,1.22,299,19,0,0.0,1.01,1.06,1.05,2.59,3.14,4.00
18000,24,273,7.7,0.0,0.0,0.0,7.7,0.0,1.00,18.6,36,349,18.40,1.30,271,0,2,0.0,1.00,1.00,1.00,2.63,2.71,4.02
18000,27,20,11.4,0.1,0.0,0.0,11.4,0.0,1.01,15.9,10,102,4.89,1.72,0,16,4,0.0,1.00,1.02,1.01,3.15,3.80,4.25
19000,1,310,8.6,0.1,0.0,0.0,8.5,0.0,1.03,18.0,51,264,13.91,1.33,306,3,1,0.0,1.02,1.03,1.03,2.73,3.04,4.05
19000,24,291,8.2,0.0,0.0,0.0,8.2,0.0,1.00,18.2,46,311,16.37,1.33,290,0,1,0.0,1.00,1.00,1.00,2.64,2.87,4.05
19000,27,13,9.5,0.0,0.6,0.2,8.7,0.0,1.00,17.8,7,92,6.79,2.23,0,12,1,0.0,1.00,1.00,1.00,2.85,3.15,3.92
20000,24,315,7.8,0.0,0.0,0.0,7.8,0.0,1.00,18.6,39,312,16.35,1.34,308,0,7,0.0,1.00,1.00,1.00,2.58,2.76,3.95
20000,1,289,8.3,0.1,0.0,0.1,8.2,0.0,1.02,18.2,48,269,13.77,1.19,266,21,2,0.0,1.01,1.02,1.02,2.59,3.28,3.72
20000,27,11,13.5,0.0,2.5,0.0,11.0,0.0,1.00,13.3,9,118,10.21,2.29,0,10,1,0.0,1.00,1.00,1.00,3.82,3.82,5.55
