step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,713,1.454,0.256,7.49,47465,46297,0,3,1957,1486,497065.0,139274.9,0.124,0.421,0.256,0.200,570,9.36,3.90,0.05,0.80,0.03,0.68,0.00,0.07,9.27,3.55,0.00,0.00,0.001,0.019,83,0.173,0.171,0.813,0.003,0.013,75158,67688,1,1.000,0.000,0.001,641671,0.145,1.649,0.014,36.62,26855,10,93.725,1.000,0.018,1726653,1.02,15.81,0.000,0.000,0.000,6,9,12,46,6672,0.025,2.03,0.0075,0.014,21,0.586,0.000,0.585,0.438,2.63,4.34,3.79,0.00,0.001,1.02,1.03,1.02,0.586,0.00278,124.55,14.2161,2519.76
20000,878,1.411,0.197,8.59,34551,33132,96,0,1158,7,406037.4,11745.9,0.008,0.217,0.338,0.437,763,8.12,2.73,0.07,0.97,0.00,0.00,0.00,0.00,8.05,2.51,0.00,0.00,0.000,0.000,51,0.530,0.185,0.797,0.000,0.018,29225,26674,1,1.000,0.000,0.000,3103,0.105,1.393,0.010,40.55,10265,0,1677.983,0.000,0.000,474685,1.03,16.60,0.000,0.000,0.000,7,8,10,37,7133,0.027,0.04,0.0057,0.013,2,0.254,0.000,0.402,0.055,2.20,4.01,3.70,0.00,0.000,1.03,1.04,1.03,0.254,0.00125,122.61,1.1134,1903.64
30000,943,1.352,0.184,9.05,39161,37366,226,0,1504,2,442462.5,14259.3,0.012,0.173,0.332,0.482,702,8.35,2.38,0.10,1.20,0.00,0.00,0.00,0.00,8.24,2.14,0.00,0.00,0.000,0.000,59,0.546,0.191,0.789,0.001,0.019,35830,33205,1,1.000,0.000,0.000,2268,0.094,1.344,0.010,44.20,11767,0,7129.659,0.000,0.004,418922,1.04,16.29,0.000,0.000,0.000,7,8,10,28,7871,0.030,0.05,0.0057,0.003,4,0.254,0.000,0.321,0.071,2.07,3.97,3.89,0.00,0.000,1.03,1.05,1.05,0.254,0.00104,118.95,1.4121,1758.22
40000,1010,1.355,0.157,9.00,43225,41364,221,0,1573,10,485880.3,16252.8,0.025,0.155,0.341,0.479,625,8.36,2.22,0.08,1.09,0.00,0.00,0.00,0.00,8.28,2.15,0.00,0.00,0.000,0.000,67,0.384,0.214,0.767,0.001,0.018,38478,36011,1,1.000,0.000,0.000,2207,0.088,1.167,0.007,48.53,14880,0,1625.275,0.000,0.004,369203,1.04,16.46,0.000,0.000,0.000,7,8,10,28,8447,0.032,0.05,0.0058,0.005,6,0.230,0.000,0.291,0.072,2.18,3.83,3.95,0.00,0.000,1.05,1.06,1.03,0.230,0.00100,114.62,1.5843,1341.48
50000,992,1.426,0.132,9.02,41047,39496,210,0,1359,4,497703.2,15206.2,0.019,0.154,0.323,0.504,606,8.48,2.69,0.08,1.71,0.00,0.00,0.00,0.00,8.40,2.18,0.00,0.00,0.000,0.000,62,0.472,0.195,0.799,0.000,0.006,34903,33729,1,1.000,0.000,0.000,3240,0.064,0.993,0.006,49.67,13470,0,3801.538,0.000,0.003,305103,1.03,16.22,0.000,0.000,0.000,7,8,10,58,8415,0.032,0.04,0.0060,0.004,3,0.190,0.000,0.300,0.070,2.12,3.88,4.03,0.00,0.000,1.02,1.03,1.04,0.190,0.00110,113.50,1.4949,1076.00
60000,1008,1.423,0.126,9.00,41383,39776,210,0,1381,8,496533.6,15374.8,0.021,0.152,0.320,0.507,608,8.86,3.11,0.13,1.48,0.00,0.00,0.01,0.16,8.72,2.61,0.00,0.00,0.000,0.000,69,0.317,0.221,0.767,0.000,0.012,35519,33930,1,1.000,0.000,0.002,2590,0.106,0.951,0.005,49.57,14398,0,1921.852,0.000,0.000,302226,1.05,16.15,0.000,0.000,0.000,7,8,10,44,8927,0.034,0.02,0.0056,0.006,4,0.193,0.000,0.296,0.071,2.14,3.85,4.11,0.00,0.000,1.06,1.07,1.04,0.193,0.00109,113.61,1.5307,1000.62
70000,983,1.414,0.121,9.08,43757,41974,215,0,1593,14,504002.5,16818.7,0.030,0.154,0.329,0.487,601,9.30,2.86,0.21,2.21,0.00,0.00,0.00,0.00,9.08,1.85,0.00,0.00,0.000,0.000,66,0.352,0.177,0.808,0.000,0.015,38148,37336,1,1.000,0.000,0.000,3078,0.161,0.920,0.004,50.30,14837,0,1201.337,0.000,0.001,318264,1.07,15.93,0.000,0.000,0.000,7,9,10,53,9137,0.035,0.03,0.0056,0.011,2,0.199,0.000,0.276,0.074,2.13,3.96,4.09,0.00,0.000,1.07,1.09,1.07,0.199,0.00117,112.87,1.6778,951.94
80000,966,1.425,0.114,9.11,43505,41710,213,0,1599,12,506282.7,17155.7,0.029,0.154,0.337,0.480,594,9.57,3.21,0.13,1.48,0.03,0.84,0.00,0.00,9.41,2.25,0.00,0.00,0.001,0.015,62,0.369,0.218,0.770,0.000,0.011,37360,36576,1,1.000,0.000,0.000,1718,0.143,0.889,0.004,50.45,14681,0,1429.641,0.000,0.001,276044,1.04,15.52,0.000,0.000,0.000,8,9,12,56,9245,0.035,0.03,0.0056,0.005,0,0.176,0.000,0.282,0.075,2.23,3.91,4.34,0.01,0.002,1.03,1.06,1.04,0.176,0.00126,112.72,1.7092,877.57
90000,983,1.397,0.108,9.30,43520,41663,218,0,1622,6,504469.6,17154.2,0.025,0.156,0.362,0.458,589,9.28,3.76,0.21,2.61,0.02,0.73,0.00,0.00,9.04,2.68,0.00,0.00,0.001,0.021,80,0.304,0.194,0.792,0.000,0.013,37194,36388,1,1.000,0.000,0.000,2269,0.178,0.881,0.004,50.24,14710,0,2859.038,0.000,0.002,254224,1.06,15.79,0.000,0.000,0.000,7,9,11,62,9120,0.035,0.02,0.0057,0.001,5,0.161,0.000,0.287,0.075,2.27,3.87,4.29,0.00,0.000,1.05,1.07,1.07,0.161,0.00127,112.94,1.7150,863.45
100000,991,1.443,0.095,9.36,44376,42632,197,0,1539,3,504703.9,17048.0,0.024,0.159,0.385,0.432,575,8.99,2.97,0.16,2.11,0.00,0.00,0.00,0.00,8.84,2.19,0.00,0.00,0.000,0.000,63,0.225,0.195,0.790,0.000,0.015,37454,36214,1,0.557,0.443,0.000,2244,0.163,0.810,0.003,50.30,15627,0,5682.677,0.000,0.002,260859,1.05,16.10,0.000,0.001,0.000,7,9,11,60,8913,0.034,0.03,0.0058,0.000,3,0.160,0.000,0.289,0.073,2.20,3.83,4.14,0.00,0.000,1.04,1.06,1.06,0.160,0.00123,112.86,1.6867,671.90
110000,981,1.375,0.081,9.42,43971,42136,220,0,1625,2,501435.3,17156.9,0.022,0.158,0.383,0.437,583,9.00,3.13,0.19,2.20,0.03,0.96,0.00,0.00,8.78,2.23,0.00,0.00,0.001,0.032,76,0.229,0.198,0.782,0.000,0.020,37329,35974,2,0.515,0.072,0.000,2367,0.141,0.736,0.002,50.03,15274,0,8578.473,0.000,0.000,270774,1.05,15.85,0.000,0.000,0.000,7,9,11,46,8829,0.034,0.03,0.0058,0.019,5,0.167,0.000,0.292,0.076,2.23,3.84,4.28,0.00,0.000,1.04,1.06,1.05,0.167,0.00124,113.14,1.7058,561.65
120000,962,1.364,0.078,9.32,41492,39801,225,0,1485,4,473026.0,15876.1,0.020,0.157,0.393,0.430,617,8.67,2.86,0.08,1.38,0.01,0.32,0.00,0.10,8.57,2.49,0.00,0.00,0.000,0.010,70,0.293,0.206,0.784,0.000,0.010,35796,33165,2,0.939,0.010,0.001,1134,0.159,0.714,0.002,47.29,14996,0,3969.028,0.000,0.002,267902,1.03,16.48,0.000,0.000,0.000,7,9,10,43,8337,0.032,0.04,0.0057,0.014,2,0.174,0.000,0.305,0.076,2.11,3.79,3.99,0.00,0.000,1.02,1.03,1.03,0.174,0.00117,115.87,1.5864,540.14
130000,984,1.422,0.073,9.58,42671,40887,200,0,1562,12,466571.7,16762.1,0.031,0.159,0.399,0.411,632,8.47,2.39,0.04,0.55,0.00,0.00,0.00,0.00,8.42,2.34,0.00,0.00,0.000,0.000,73,0.218,0.203,0.782,0.001,0.014,37582,34814,3,0.652,0.014,0.000,2931,0.126,0.681,0.002,46.56,15096,0,1396.846,0.000,0.002,290253,1.02,16.47,0.000,0.000,0.000,6,8,10,40,8331,0.032,0.02,0.0056,0.024,2,0.187,0.000,0.307,0.085,2.07,3.67,4.13,0.00,0.000,1.01,1.02,1.03,0.187,0.00108,116.61,1.6729,498.91
140000,954,1.343,0.070,9.59,44291,42439,221,0,1661,4,486408.8,17314.7,0.033,0.164,0.398,0.405,613,8.64,2.49,0.08,1.13,0.00,0.00,0.00,0.00,8.56,2.40,0.00,0.00,0.000,0.000,73,0.285,0.203,0.776,0.002,0.019,38855,36363,3,0.710,0.009,0.000,2835,0.115,0.658,0.002,48.57,15942,0,4328.683,0.000,0.003,303839,1.03,16.39,0.000,0.000,0.000,6,8,10,37,8240,0.031,0.02,0.0060,0.047,0,0.182,0.000,0.295,0.082,2.02,3.65,4.17,0.00,0.000,1.03,1.04,1.04,0.182,0.00112,114.61,1.7275,450.23
150000,1014,1.365,0.071,9.88,44528,42667,200,0,1601,3,494803.3,16911.9,0.034,0.166,0.402,0.397,599,8.16,2.76,0.07,0.97,0.00,0.06,0.00,0.00,8.09,2.60,0.00,0.00,0.000,0.004,72,0.295,0.192,0.790,0.000,0.018,38844,35454,3,0.604,0.087,0.000,1766,0.135,0.657,0.002,49.46,15791,0,5637.300,0.000,0.001,319055,1.03,16.83,0.000,0.000,0.000,5,8,10,40,8272,0.032,0.02,0.0060,0.021,3,0.184,0.000,0.286,0.079,1.99,3.51,4.10,0.00,0.000,1.02,1.03,1.04,0.184,0.00107,113.72,1.6928,455.82
160000,1053,1.375,0.069,9.88,45928,43931,247,0,1711,11,490363.0,17630.3,0.037,0.165,0.414,0.384,613,8.05,2.80,0.06,0.94,0.01,0.31,0.00,0.03,7.97,2.56,0.00,0.00,0.000,0.011,64,0.292,0.179,0.807,0.000,0.013,41160,37396,3,0.581,0.173,0.001,2634,0.136,0.658,0.002,48.98,16805,0,1602.753,0.000,0.001,315377,1.02,16.81,0.000,0.001,0.000,5,8,10,57,8472,0.032,0.02,0.0058,0.025,0,0.182,0.000,0.298,0.084,1.94,3.56,4.06,0.00,0.000,1.02,1.02,1.04,0.182,0.00097,114.20,1.7641,457.01
170000,1078,1.375,0.070,9.76,46448,44447,276,0,1700,6,514179.2,17945.9,0.037,0.164,0.413,0.386,585,8.25,2.74,0.07,0.81,0.00,0.03,0.00,0.00,8.18,2.55,0.00,0.00,0.000,0.002,81,0.365,0.203,0.777,0.001,0.019,40436,37383,4,0.488,0.250,0.000,2293,0.169,0.656,0.002,51.31,16333,0,2990.984,0.000,0.006,299528,1.02,16.54,0.000,0.000,0.000,6,8,10,40,8895,0.034,0.02,0.0058,0.007,7,0.169,0.000,0.280,0.082,1.97,3.66,4.10,0.00,0.000,1.02,1.03,1.02,0.169,0.00104,111.87,1.7951,452.19
180000,1022,1.368,0.067,10.02,47249,45267,244,0,1794,15,509331.4,18593.1,0.032,0.164,0.428,0.376,594,8.23,2.68,0.12,1.28,0.00,0.00,0.00,0.00,8.12,2.24,0.00,0.00,0.000,0.000,68,0.412,0.185,0.801,0.002,0.012,41805,39242,2,0.399,0.309,0.000,2682,0.135,0.655,0.002,50.92,16161,0,1239.541,0.000,0.009,303227,1.04,16.70,0.000,0.002,0.000,6,8,10,43,8415,0.032,0.01,0.0061,0.024,3,0.170,0.000,0.293,0.086,2.03,3.66,4.01,0.00,0.000,1.03,1.05,1.05,0.170,0.00108,112.27,1.8606,454.54
190000,1015,1.350,0.066,10.02,47263,45290,227,0,1753,5,511773.0,18464.1,0.028,0.166,0.423,0.384,582,8.37,3.79,0.12,2.28,0.02,0.60,0.01,0.16,8.22,2.99,0.00,0.00,0.001,0.026,71,0.357,0.183,0.790,0.001,0.026,41178,37890,2,0.731,0.002,0.002,3453,0.134,0.657,0.002,51.17,17028,0,3692.827,0.000,0.002,312575,1.04,16.70,0.001,0.000,0.000,6,8,10,64,8493,0.032,0.02,0.0061,0.030,4,0.172,0.000,0.291,0.084,2.01,3.67,4.00,0.00,0.000,1.04,1.05,1.04,0.172,0.00111,112.01,1.8469,449.01
200000,948,1.343,0.067,9.92,45575,43715,272,0,1655,15,482573.1,18341.7,0.027,0.164,0.426,0.383,611,8.49,2.50,0.13,1.44,0.01,0.16,0.00,0.13,8.34,2.31,0.00,0.00,0.000,0.007,74,0.284,0.189,0.791,0.002,0.018,41458,38506,3,0.494,0.265,0.001,3161,0.122,0.660,0.002,48.28,17213,0,1222.783,0.000,0.005,349443,1.06,16.71,0.000,0.000,0.000,6,8,10,36,8047,0.031,0.02,0.0061,0.053,3,0.205,0.000,0.308,0.090,2.03,3.70,3.97,0.00,0.001,1.05,1.06,1.08,0.205,0.00106,114.90,1.8357,453.15
210000,894,1.382,0.072,10.69,41097,39364,247,0,1540,25,449288.0,16929.8,0.024,0.159,0.446,0.370,647,8.62,2.36,0.03,0.56,0.00,0.00,0.00,0.00,8.58,2.39,0.00,0.00,0.000,0.000,63,0.347,0.190,0.790,0.001,0.019,36467,32977,4,0.378,0.000,0.000,3290,0.125,0.664,0.002,44.97,16821,0,677.190,0.000,0.007,336036,1.02,16.74,0.000,0.000,0.000,6,8,10,28,7703,0.029,0.06,0.0059,0.021,3,0.218,0.000,0.301,0.090,2.05,3.76,3.88,0.00,0.000,1.02,1.02,1.02,0.218,0.00103,118.18,1.6927,442.22
220000,963,1.349,0.066,11.29,43369,41126,282,0,1892,8,474484.1,16474.2,0.010,0.151,0.449,0.389,608,8.30,2.84,0.07,1.05,0.00,0.00,0.00,0.06,8.23,2.66,0.00,0.00,0.000,0.000,62,0.301,0.161,0.815,0.001,0.023,38087,34108,4,0.485,0.000,0.001,4236,0.122,0.649,0.002,47.44,17318,0,2059.270,0.000,0.006,315668,1.03,16.80,0.000,0.000,0.000,6,8,10,50,7996,0.031,0.01,0.0060,0.006,3,0.203,0.000,0.298,0.073,2.05,3.80,3.81,0.00,0.000,1.03,1.03,1.03,0.203,0.00096,115.75,1.6451,411.52
230000,1001,1.344,0.060,11.43,44812,42562,364,0,1848,1,491680.7,17391.1,0.008,0.141,0.447,0.404,586,8.41,2.40,0.02,0.31,0.00,0.00,0.00,0.00,8.39,2.40,0.00,0.00,0.000,0.000,63,0.271,0.212,0.770,0.000,0.018,39559,35618,4,0.519,0.106,0.000,5098,0.101,0.630,0.001,49.13,17379,0,17391.094,0.000,0.002,311309,1.01,16.66,0.000,0.000,0.000,6,8,10,40,8419,0.032,0.01,0.0059,0.021,2,0.207,0.000,0.297,0.076,1.95,3.78,3.93,0.00,0.000,1.01,1.01,1.01,0.207,0.00090,114.07,1.7382,393.14
