step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
150000,608,1.506,0.059,9.42,22411,21483,103,0,819,37,347731.1,9985.8,0.013,0.252,0.525,0.211,1877,12.07,4.24,0.05,0.36,0.02,0.22,0.00,0.00,12.00,4.20,0.00,0.00,0.001,0.012,77,0.332,0.224,0.771,0.002,0.003,14245,11685,3,0.822,0.028,0.000,19178,0.134,0.606,0.002,34.72,9029,0,269.887,0.000,0.007,263654,1.02,16.96,0.000,0.000,0.000,6,14,16,35,7341,0.028,5.10,0.0048,0.010,8,0.162,0.000,0.224,0.062,2.69,3.44,4.10,0.00,0.000,1.01,1.02,1.02,0.162,0.00222,123.62,0.9991,394.37
160000,587,1.535,0.064,9.27,22664,21853,108,0,724,19,354837.8,11147.7,0.010,0.257,0.505,0.228,1857,12.69,5.74,0.11,0.82,0.10,1.35,0.02,0.23,12.47,5.32,0.00,0.00,0.003,0.036,83,0.283,0.193,0.797,0.000,0.010,15149,13072,5,0.666,0.037,0.010,23349,0.113,0.617,0.002,35.43,8982,0,586.720,0.000,0.003,273890,1.04,16.57,0.000,0.000,0.000,6,13,16,60,7448,0.028,4.10,0.0048,0.000,8,0.155,0.000,0.219,0.080,2.75,3.64,4.11,0.00,0.000,1.03,1.05,1.03,0.155,0.00226,123.91,1.1169,415.51
170000,578,1.556,0.058,9.48,22292,21423,98,0,780,35,349539.3,10987.2,0.012,0.233,0.504,0.250,1873,12.30,4.78,0.04,0.72,0.01,0.21,0.00,0.08,12.25,4.73,0.00,0.00,0.000,0.009,72,0.208,0.197,0.791,0.002,0.010,14803,13521,4,0.320,0.291,0.002,30244,0.135,0.601,0.002,34.88,8799,0,313.919,0.000,0.007,210834,1.01,16.64,0.000,0.000,0.000,7,13,16,52,7112,0.027,2.99,0.0049,0.000,10,0.140,0.000,0.229,0.072,2.68,3.73,3.96,0.00,0.000,1.01,1.02,1.01,0.140,0.00218,125.57,1.1000,427.24
180000,483,1.613,0.056,9.55,21165,20317,93,0,850,17,311897.4,11010.9,0.013,0.244,0.499,0.243,2093,13.94,5.35,0.09,1.09,0.01,0.19,0.11,1.11,13.72,5.12,0.00,0.00,0.001,0.012,60,0.340,0.211,0.774,0.006,0.008,15718,13793,4,0.460,0.325,0.010,15283,0.141,0.592,0.002,31.15,8374,0,647.702,0.000,0.012,265402,1.03,16.10,0.000,0.000,0.000,8,15,16,45,6732,0.026,3.34,0.0047,0.000,7,0.195,0.000,0.259,0.085,2.85,3.95,4.04,0.00,0.000,1.04,1.02,1.03,0.195,0.00241,128.95,1.1030,444.45
190000,591,1.521,0.060,9.54,21190,20261,94,0,727,17,325956.9,10010.7,0.014,0.230,0.518,0.238,2058,12.27,4.65,0.05,0.67,0.03,0.52,0.00,0.00,12.19,4.63,0.00,0.00,0.001,0.026,65,0.328,0.201,0.794,0.000,0.005,14586,11164,2,0.594,0.305,0.000,18033,0.158,0.597,0.002,32.57,8284,0,588.864,0.000,0.000,231989,1.02,16.74,0.002,0.002,0.000,7,13,16,64,7253,0.028,2.17,0.0045,0.030,1,0.172,0.000,0.245,0.066,2.66,3.68,3.99,0.00,0.000,1.01,1.03,1.02,0.172,0.00198,128.70,1.0002,434.56
200000,600,1.516,0.056,9.43,22618,21755,75,0,779,16,344222.7,10271.0,0.011,0.231,0.509,0.248,1877,11.98,4.12,0.06,0.51,0.01,0.14,0.00,0.04,11.90,4.12,0.00,0.00,0.002,0.042,60,0.380,0.220,0.775,0.000,0.005,14331,11483,2,0.660,0.338,0.002,7850,0.097,0.585,0.001,34.37,8289,0,641.935,0.000,0.002,222513,1.03,17.05,0.000,0.000,0.000,6,15,16,27,7187,0.027,0.69,0.0048,0.042,1,0.152,0.000,0.224,0.067,2.63,3.67,3.82,0.00,0.002,1.02,1.04,1.03,0.152,0.00205,128.38,1.0223,385.99
210000,577,1.500,0.059,9.34,22189,21397,75,0,740,16,344189.1,9801.5,0.010,0.230,0.519,0.240,1943,11.83,4.00,0.03,0.34,0.00,0.00,0.00,0.00,11.80,3.97,0.00,0.00,0.000,0.000,58,0.392,0.180,0.816,0.002,0.002,14042,12784,2,0.750,0.000,0.000,6182,0.098,0.596,0.002,34.36,8262,0,612.595,0.000,0.003,217788,1.01,16.97,0.000,0.000,0.000,6,13,15,33,6827,0.026,0.67,0.0051,0.047,3,0.149,0.000,0.227,0.064,2.59,3.63,3.92,0.00,0.000,1.00,1.01,1.01,0.149,0.00206,128.40,0.9795,380.33
220000,606,1.496,0.053,9.59,22576,21728,91,0,728,27,347923.2,9179.0,0.011,0.237,0.511,0.241,1888,11.51,4.50,0.08,0.70,0.01,0.16,0.00,0.00,11.42,4.47,0.00,0.00,0.004,0.058,75,0.325,0.182,0.804,0.000,0.015,14118,12849,2,0.606,0.000,0.000,5881,0.087,0.584,0.001,34.71,8615,0,339.965,0.000,0.000,236479,1.03,16.89,0.000,0.000,0.000,6,12,15,44,6973,0.027,0.98,0.0050,0.025,3,0.154,0.000,0.233,0.050,2.70,3.62,3.95,0.00,0.000,1.02,1.04,1.03,0.154,0.00203,127.75,0.9171,374.22
230000,589,1.486,0.056,9.72,22439,21645,151,0,660,19,337082.5,9766.2,0.015,0.220,0.529,0.236,1930,12.01,4.48,0.06,0.53,0.05,0.77,0.00,0.04,11.90,4.37,0.00,0.00,0.002,0.032,63,0.348,0.202,0.789,0.002,0.007,15251,13258,3,0.684,0.085,0.002,9527,0.107,0.595,0.002,33.66,8847,0,514.013,0.000,0.002,222950,1.02,16.62,0.000,0.000,0.000,6,13,15,46,7076,0.027,4.26,0.0048,0.000,3,0.157,0.000,0.254,0.062,2.66,3.67,4.02,0.00,0.000,1.02,1.02,1.03,0.157,0.00193,125.52,0.9785,393.74
240000,565,1.549,0.060,9.50,22498,21710,122,0,690,25,339080.9,9798.3,0.009,0.222,0.512,0.257,1858,12.40,4.51,0.16,2.09,0.00,0.00,0.00,0.00,12.24,4.23,0.00,0.00,0.000,0.000,67,0.290,0.209,0.779,0.000,0.012,15065,12541,4,0.761,0.046,0.000,11038,0.110,0.613,0.002,33.87,8789,0,391.931,0.000,0.005,234082,1.06,16.42,0.000,0.000,0.000,7,13,15,51,7005,0.027,3.31,0.0049,0.000,3,0.162,0.000,0.253,0.062,2.62,3.78,4.02,0.00,0.000,1.05,1.06,1.06,0.162,0.00205,126.25,0.9821,415.14
250000,568,1.512,0.101,9.43,21948,21170,104,0,671,7,342677.3,11447.7,0.010,0.230,0.508,0.252,1883,11.83,4.37,0.10,1.23,0.00,0.00,0.00,0.00,11.73,4.36,0.00,0.00,0.000,0.000,60,0.257,0.180,0.819,0.000,0.002,14975,12560,3,0.690,0.012,0.000,7068,0.075,0.829,0.007,34.28,9124,0,1635.379,0.000,0.000,194701,1.04,16.61,0.000,0.000,0.000,7,13,15,43,6718,0.026,10.73,0.0051,0.000,0,0.134,0.000,0.237,0.079,2.63,3.69,4.02,0.00,0.000,1.03,1.05,1.05,0.134,0.00213,118.43,1.1466,430.82
260000,567,1.568,0.224,9.33,20756,20069,118,0,570,1,330995.2,8472.9,0.011,0.208,0.517,0.264,1955,12.37,4.14,0.11,1.17,0.00,0.00,0.00,0.00,12.26,3.92,0.00,0.00,0.000,0.000,76,0.249,0.210,0.783,0.000,0.007,12787,10136,3,0.750,0.062,0.000,5360,0.132,1.266,0.022,33.26,8105,0,8472.911,0.000,0.000,108652,1.04,16.28,0.000,0.000,0.000,7,13,16,43,7013,0.027,42.02,0.0048,0.000,4,0.088,0.000,0.228,0.045,2.66,3.83,4.06,0.00,0.000,1.02,1.05,1.04,0.088,0.00196,88.16,0.8471,429.37
270000,548,1.566,0.061,9.46,20747,20059,128,0,579,9,327104.0,12037.8,0.020,0.211,0.506,0.263,2006,12.33,4.79,0.09,1.63,0.01,0.12,0.00,0.00,12.23,4.67,0.00,0.00,0.001,0.010,64,0.345,0.195,0.788,0.007,0.009,14670,12486,3,0.703,0.089,0.000,13288,0.139,0.637,0.002,32.39,8352,0,1337.537,0.000,0.013,150999,1.04,16.43,0.000,0.000,0.000,7,13,15,42,6756,0.026,24.50,0.0049,0.000,9,0.120,0.000,0.238,0.094,2.74,3.75,4.05,0.00,0.000,1.03,1.03,1.04,0.120,0.00201,106.55,1.2089,478.24
280000,578,1.590,0.062,9.27,21605,20725,140,0,710,22,335389.7,12010.6,0.017,0.223,0.519,0.240,1949,12.51,4.60,0.09,0.97,0.00,0.08,0.01,0.33,12.41,4.54,0.00,0.00,0.000,0.007,67,0.388,0.239,0.756,0.002,0.003,15375,13780,5,0.690,0.000,0.002,22167,0.094,0.631,0.002,33.49,8168,0,545.936,0.000,0.003,211589,1.03,16.18,0.000,0.000,0.000,7,13,15,40,7231,0.028,3.54,0.0047,0.000,6,0.155,0.000,0.236,0.082,2.63,3.84,4.09,0.00,0.000,1.03,1.04,1.03,0.155,0.00203,126.41,1.2009,476.21
290000,601,1.603,0.062,9.23,22457,21579,109,0,746,11,344782.2,10856.9,0.009,0.229,0.524,0.238,1912,11.86,4.01,0.09,0.76,0.04,0.72,0.00,0.00,11.73,4.03,0.00,0.00,0.003,0.048,71,0.311,0.191,0.799,0.002,0.008,15565,14498,3,0.614,0.270,0.000,11692,0.119,0.617,0.002,34.42,8551,0,986.987,0.000,0.008,202640,1.05,16.66,0.000,0.000,0.000,6,12,16,32,7129,0.027,2.21,0.0049,0.003,11,0.139,0.000,0.243,0.073,2.67,3.71,4.00,0.00,0.000,1.04,1.06,1.05,0.139,0.00202,126.82,1.0838,456.24
300000,616,1.510,0.053,9.35,22994,22205,90,0,684,5,350341.6,9791.3,0.014,0.246,0.491,0.249,1804,11.52,3.91,0.08,0.67,0.04,0.68,0.00,0.00,11.40,3.81,0.00,0.00,0.002,0.029,73,0.274,0.226,0.773,0.000,0.002,14871,12912,3,0.703,0.019,0.000,8032,0.154,0.394,0.002,34.97,8749,0,1958.268,0.000,0.000,224651,1.03,16.77,0.000,0.000,0.000,7,12,15,32,7097,0.027,2.35,0.0050,0.039,2,0.136,0.000,0.227,0.057,2.56,3.55,4.08,0.00,0.000,1.02,1.04,1.03,0.136,0.00206,126.12,0.9677,340.09
310000,586,1.512,0.053,9.56,23520,22749,113,0,688,16,349087.6,9703.9,0.013,0.241,0.494,0.252,1860,11.67,5.17,0.12,1.15,0.02,0.28,0.01,0.12,11.53,5.08,0.00,0.00,0.001,0.012,74,0.152,0.218,0.780,0.000,0.002,15236,13286,2,0.584,0.015,0.002,10374,0.127,0.407,0.002,34.84,9199,0,606.491,0.000,0.000,244177,1.05,16.87,0.002,0.000,0.000,6,12,16,64,6837,0.026,2.09,0.0052,0.007,3,0.151,0.000,0.235,0.054,2.72,3.58,4.00,0.00,0.000,1.04,1.06,1.05,0.151,0.00212,126.50,0.9719,355.51
320000,459,1.615,0.049,9.88,22062,21333,157,0,699,33,314615.5,9331.7,0.011,0.199,0.504,0.287,2036,12.94,4.89,0.14,1.30,0.03,0.44,0.00,0.00,12.77,4.76,0.00,0.00,0.001,0.020,57,0.285,0.198,0.786,0.000,0.015,15526,12150,4,0.680,0.031,0.000,15217,0.138,0.358,0.001,31.41,8630,0,282.779,0.000,0.002,205291,1.05,16.88,0.000,0.000,0.000,6,14,16,50,5941,0.023,1.22,0.0054,0.002,3,0.171,0.000,0.264,0.059,2.58,3.72,3.85,0.00,0.000,1.04,1.06,1.05,0.171,0.00208,130.81,0.9301,328.13
330000,540,1.526,0.056,10.22,21139,20290,107,0,661,13,288407.0,9796.8,0.005,0.199,0.495,0.301,2215,11.10,4.19,0.16,1.45,0.00,0.09,0.02,0.47,10.92,3.95,0.00,0.00,0.000,0.007,56,0.333,0.211,0.774,0.004,0.011,17148,15274,4,0.483,0.000,0.002,22795,0.142,0.394,0.002,28.83,8672,0,753.601,0.000,0.007,310005,1.05,17.54,0.000,0.000,0.000,8,9,15,49,5994,0.023,1.91,0.0049,0.000,4,0.278,0.000,0.291,0.083,2.45,3.54,3.71,0.00,0.000,1.04,1.06,1.05,0.278,0.00145,132.69,0.9777,306.73
340000,654,1.379,0.057,10.08,24958,23924,172,0,748,22,331345.3,10128.0,0.016,0.163,0.536,0.285,1842,9.34,3.09,0.07,0.55,0.00,0.00,0.04,0.56,9.22,2.90,0.00,0.00,0.000,0.000,68,0.497,0.199,0.789,0.000,0.012,18006,15452,4,0.735,0.000,0.005,37365,0.144,0.419,0.002,33.12,10224,0,460.364,0.000,0.000,246440,1.03,18.71,0.000,0.000,0.000,6,8,14,29,6107,0.023,2.86,0.0055,0.000,5,0.223,0.000,0.256,0.065,2.40,3.31,3.34,0.00,0.000,1.02,1.04,1.03,0.223,0.00116,127.46,1.0110,286.63
350000,655,1.405,0.053,10.03,26315,25335,219,0,760,53,346287.8,8912.8,0.018,0.169,0.542,0.272,1741,9.48,4.66,0.22,1.67,0.01,0.27,0.06,0.61,9.18,3.82,0.00,0.00,0.002,0.039,62,0.490,0.208,0.783,0.000,0.009,16378,13988,3,0.864,0.000,0.015,57221,0.134,0.353,0.001,34.60,10207,0,168.166,0.000,0.003,190834,1.06,18.57,0.000,0.000,0.000,7,8,15,40,6207,0.024,2.27,0.0058,0.029,2,0.157,0.000,0.251,0.037,2.58,3.37,3.37,0.00,0.000,1.02,1.09,1.06,0.157,0.00127,126.57,0.8885,263.80
360000,681,1.351,0.054,9.98,24673,23726,200,0,721,57,339298.9,9221.1,0.003,0.190,0.553,0.255,1771,8.57,2.89,0.09,0.91,0.03,0.63,0.01,0.16,8.44,2.55,0.00,0.00,0.002,0.028,62,0.586,0.228,0.761,0.001,0.010,15438,13731,3,0.884,0.000,0.003,62875,0.145,0.346,0.002,33.92,9365,0,161.774,0.000,0.003,247463,1.03,19.22,0.000,0.006,0.000,7,8,12,30,5836,0.022,2.07,0.0059,0.028,5,0.181,0.000,0.260,0.052,2.48,3.17,3.23,0.00,0.000,1.02,1.04,1.03,0.181,0.00129,127.45,0.9213,258.71
370000,678,1.408,0.055,9.99,26408,25293,204,1,913,58,341164.2,9893.9,0.003,0.168,0.546,0.283,1739,8.82,4.35,0.22,1.56,0.02,0.38,0.15,1.57,8.42,3.18,0.00,0.00,0.001,0.014,66,0.723,0.196,0.792,0.000,0.012,16061,14460,3,0.968,0.009,0.022,55101,0.148,0.331,0.001,34.12,10462,85,170.584,0.000,0.003,204434,1.07,19.18,0.000,0.001,0.000,7,8,10,50,5978,0.023,2.16,0.0060,0.021,4,0.168,0.000,0.262,0.046,2.64,3.21,3.24,0.00,0.000,1.07,1.07,1.08,0.168,0.00117,127.16,0.9890,260.01
380000,677,1.363,0.050,9.87,27698,26601,229,0,869,22,338006.1,8243.2,0.003,0.155,0.541,0.301,1744,8.03,2.51,0.15,1.71,0.02,0.29,0.05,0.70,7.81,1.58,0.00,0.00,0.003,0.047,54,0.674,0.186,0.796,0.000,0.018,15601,14666,2,0.987,0.000,0.007,59026,0.143,0.298,0.001,33.79,9909,0,374.690,0.000,0.001,207341,1.06,19.61,0.000,0.004,0.000,6,8,9,49,5437,0.021,0.68,0.0064,0.019,4,0.183,0.000,0.261,0.023,2.44,3.06,3.15,0.00,0.000,1.05,1.07,1.06,0.183,0.00105,128.97,0.8202,220.10
390000,672,1.363,0.052,9.76,28092,26949,235,0,913,42,341451.6,7963.4,0.008,0.149,0.534,0.309,1699,8.47,3.18,0.22,1.82,0.00,0.12,0.06,0.68,8.19,2.14,0.00,0.00,0.000,0.004,50,0.711,0.189,0.801,0.001,0.009,15790,15355,1,1.000,0.000,0.009,51245,0.146,0.297,0.001,34.15,10170,0,189.605,0.000,0.004,174285,1.07,19.37,0.000,0.001,0.000,7,8,9,41,5694,0.022,0.75,0.0062,0.000,4,0.159,0.000,0.263,0.018,2.48,3.08,3.25,0.00,0.000,1.05,1.07,1.09,0.159,0.00105,128.54,0.7960,220.84
400000,707,1.363,0.049,9.74,28485,27294,245,0,911,50,343397.6,8697.9,0.013,0.149,0.537,0.301,1700,8.26,2.37,0.22,1.69,0.01,0.09,0.05,0.65,7.98,1.63,0.00,0.00,0.001,0.011,67,0.631,0.194,0.802,0.001,0.003,16775,15821,1,0.976,0.024,0.007,52788,0.145,0.300,0.001,34.33,10382,0,173.957,0.000,0.006,199718,1.08,19.35,0.000,0.001,0.000,7,8,10,32,5839,0.022,1.27,0.0061,0.000,7,0.177,0.000,0.258,0.028,2.40,3.05,3.30,0.00,0.000,1.05,1.09,1.09,0.177,0.00098,127.83,0.8709,235.29
410000,690,1.404,0.050,9.62,28099,26939,266,0,911,46,343724.9,9311.2,0.008,0.158,0.528,0.305,1653,8.40,3.11,0.18,1.34,0.01,0.19,0.05,0.66,8.16,2.59,0.00,0.00,0.000,0.004,55,0.722,0.180,0.800,0.004,0.016,16891,15927,1,0.971,0.029,0.009,52056,0.142,0.314,0.001,34.38,10308,0,202.417,0.000,0.004,209761,1.07,19.20,0.000,0.001,0.000,6,8,10,47,5796,0.022,2.56,0.0061,0.000,10,0.171,0.000,0.262,0.039,2.50,2.98,3.52,0.00,0.001,1.04,1.07,1.12,0.171,0.00104,126.50,0.9298,225.84
