step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion
10000,8,561,10.81,0.08,0.01,0.04,10.68,0.00,1.02,0.000,0.080,348844.2,42797.0,2,3,2.88,1.01,1.03,4.2136,81.93
10000,1,37,15.78,1.14,0.16,0.68,13.81,0.00,1.12,0.000,0.426,24357.4,4516.0,2,2,3.32,1.11,1.05,0.4634,33.65
10000,0,9,33.56,6.67,1.11,1.89,23.89,0.00,1.95,0.000,0.001,91110.0,61676.2,2,5,4.89,2.00,2.03,6.5765,3339.44
20000,8,592,10.10,0.03,0.03,0.01,10.04,0.00,1.01,0.000,0.079,314171.0,6789.8,2,2,2.76,1.01,1.02,0.6683,16.02
20000,1,20,8.75,0.00,0.10,0.00,8.65,0.00,1.00,0.000,0.111,13877.3,1395.5,1,1,2.20,1.00,1.00,0.1317,32.83
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1342.9,711.4,0,0,-0.00,-0.00,-0.00,0.0358,2869.11
30000,8,558,10.64,0.04,0.00,0.02,10.59,0.00,1.01,0.000,0.077,313806.4,6941.1,3,0,2.87,1.00,1.02,0.6846,22.70
30000,1,38,16.42,0.00,0.18,0.03,16.21,0.00,1.00,0.000,0.380,20228.9,2798.5,2,0,3.53,1.00,1.00,0.2820,16.58
30000,0,9,28.44,0.00,0.33,0.00,28.11,0.00,1.00,0.000,0.002,3920.6,2666.1,2,3,5.11,1.00,1.00,0.2068,2209.86
40000,8,570,10.50,0.06,0.00,0.01,10.42,0.00,1.02,0.000,0.083,313574.1,6238.8,4,0,2.67,1.02,1.03,0.6064,12.76
40000,1,51,10.63,0.33,0.06,0.02,10.22,0.00,1.17,0.000,0.338,23343.2,3112.5,3,0,2.69,1.29,1.29,0.3095,6.35
40000,0,18,13.39,0.44,0.00,0.06,12.89,0.00,1.07,0.000,0.001,1997.6,852.7,3,7,3.11,1.00,1.14,0.0654,1840.00
50000,8,576,10.32,0.00,0.02,0.00,10.30,0.00,1.00,0.000,0.080,313213.8,5914.3,4,12,2.65,1.00,1.00,0.5781,13.51
50000,1,46,9.09,0.00,0.00,0.00,9.09,0.00,1.00,0.000,0.320,25418.9,2668.2,1,12,2.54,1.00,1.00,0.2683,1.27
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1205.9,993.7,0,0,-0.00,-0.00,-0.00,0.0508,1241.47
60000,8,558,10.40,0.09,0.00,0.01,10.30,0.00,1.03,0.000,0.077,313903.5,6127.3,5,5,2.64,1.02,1.05,0.6070,26.28
60000,1,44,8.77,0.00,0.00,0.00,8.77,0.00,1.00,0.000,0.286,23264.3,1510.8,1,11,2.41,1.00,1.00,0.1522,1.93
60000,0,5,7.20,0.00,0.00,0.00,7.20,0.00,1.00,0.000,0.000,734.0,270.6,1,3,2.80,1.00,1.00,0.0137,1049.15
70000,8,588,10.66,0.06,0.00,0.01,10.59,0.00,1.02,0.000,0.083,316201.2,5977.7,3,11,2.72,1.02,1.02,0.5935,32.53
70000,1,44,9.61,0.00,0.00,0.00,9.61,0.00,1.00,0.000,0.296,24366.5,1745.8,1,15,2.50,1.00,1.00,0.1755,0.29
70000,0,2,5.50,0.00,0.00,0.00,5.50,0.00,1.00,0.000,0.000,740.3,269.1,1,2,2.00,1.00,1.00,0.0199,941.65
80000,8,586,10.71,0.03,0.00,0.03,10.65,0.00,1.01,0.000,0.083,318972.9,6085.8,3,9,2.74,1.00,1.01,0.5985,23.59
80000,1,39,10.41,0.00,0.00,0.00,10.41,0.00,1.00,0.000,0.283,25270.3,1741.6,1,7,2.51,1.00,1.00,0.1751,4.07
80000,0,2,8.50,0.00,0.00,0.00,8.50,0.00,1.00,0.000,0.000,902.7,373.4,1,2,2.50,1.00,1.00,0.0245,728.53
90000,8,554,10.71,0.06,0.00,0.00,10.65,0.00,1.03,0.000,0.078,320687.4,6070.1,3,4,2.69,1.02,1.03,0.5939,19.84
90000,1,40,9.20,0.00,0.00,0.00,9.20,0.00,1.00,0.000,0.235,25413.4,2097.8,1,3,2.75,1.00,1.00,0.2104,0.75
90000,0,5,9.60,0.00,0.00,0.00,9.60,0.00,1.00,0.000,0.000,888.3,323.8,1,5,3.00,1.00,1.00,0.0291,578.94
100000,8,546,11.33,0.03,0.00,0.01,11.29,0.00,1.01,0.000,0.080,320178.9,5827.4,3,0,2.84,1.01,1.01,0.5810,16.59
100000,1,44,8.84,0.11,0.00,0.00,8.73,0.00,1.04,0.000,0.240,25202.1,1983.4,1,0,2.75,1.04,1.04,0.1978,3.82
100000,0,6,6.67,0.00,0.00,0.00,6.67,0.00,1.00,0.000,0.000,900.2,269.2,2,5,2.00,1.00,1.00,0.0295,583.98
110000,8,570,11.35,0.04,0.01,0.01,11.28,0.00,1.02,0.000,0.085,321485.1,5773.6,6,2,2.74,1.01,1.02,0.5751,14.21
110000,1,40,7.28,0.00,0.00,0.00,7.28,0.00,1.00,0.000,0.182,24096.5,1943.2,2,0,2.55,1.00,1.00,0.1950,0.79
110000,0,6,6.83,0.00,0.00,0.00,6.83,0.00,1.00,0.000,0.000,1345.1,389.0,3,6,2.67,1.00,1.00,0.0360,545.23
120000,8,558,11.75,0.04,0.03,0.00,11.68,0.00,1.01,0.000,0.087,321961.5,5982.7,6,0,2.78,1.01,1.02,0.5974,14.99
120000,1,34,11.24,0.00,0.00,0.21,11.03,0.00,1.00,0.000,0.253,24402.8,1843.1,1,0,3.26,1.00,1.00,0.1837,2.92
120000,0,11,11.00,0.00,0.09,0.00,10.91,0.00,1.00,0.000,0.001,1288.9,401.6,3,9,3.00,1.00,1.00,0.0358,487.50
130000,8,548,11.17,0.04,0.00,0.00,11.12,0.00,1.02,0.000,0.089,320900.7,6132.6,5,0,2.74,1.01,1.02,0.6103,10.60
