step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion
10000,8,639,9.01,0.03,0.13,0.07,8.78,0.00,1.02,0.000,0.075,363451.1,49055.3,4,1,2.56,1.01,1.01,4.8900,89.97
10000,1,11,12.91,0.00,3.18,0.00,9.73,0.00,1.00,0.000,0.094,15482.0,2668.9,1,1,2.91,1.00,1.00,0.2687,19.98
10000,0,19,7.95,0.00,0.00,0.00,7.95,0.00,1.00,0.000,0.001,90149.5,62066.1,0,11,2.74,1.00,1.00,6.7095,4589.41
20000,8,627,8.71,0.00,0.13,0.07,8.50,0.00,1.00,0.000,0.071,333935.0,9551.5,3,0,2.45,1.00,1.00,0.9260,24.06
20000,1,16,24.88,0.00,0.00,5.81,19.06,0.00,1.00,0.000,0.232,12763.1,1537.2,0,0,4.69,1.00,1.00,0.1550,25.07
20000,0,6,13.33,0.00,0.00,1.17,12.17,0.00,1.00,0.000,0.001,1231.0,649.5,2,4,3.33,1.00,1.00,0.0363,4089.58
30000,8,626,9.00,0.02,0.16,0.02,8.80,0.00,1.00,0.000,0.073,330102.4,7995.9,2,0,2.45,1.00,1.00,0.7753,23.86
30000,1,33,12.97,0.00,0.06,0.00,12.91,0.00,1.00,0.000,0.286,16325.1,2213.0,1,0,3.09,1.00,1.00,0.2190,6.20
30000,0,14,11.79,0.00,0.00,0.14,11.64,0.00,1.00,0.000,0.001,5343.1,3433.8,2,11,3.57,1.00,1.00,0.2708,3127.21
40000,8,648,8.51,0.01,0.06,0.05,8.39,0.00,1.00,0.000,0.072,331851.9,7761.5,2,0,2.41,1.00,1.00,0.7449,39.91
40000,1,39,11.54,0.36,0.05,0.87,10.26,0.00,1.15,0.000,0.293,26883.7,3017.4,2,0,2.64,1.15,1.12,0.3022,7.25
40000,0,8,11.25,0.00,0.00,0.12,11.12,0.00,1.00,0.000,0.000,2077.4,1320.3,4,7,2.88,1.00,1.00,0.0687,2172.68
50000,8,639,8.58,0.00,0.11,0.04,8.43,0.00,1.00,0.000,0.071,330409.6,7511.1,3,0,2.27,1.00,1.00,0.7346,47.81
50000,1,32,11.22,0.00,0.09,0.66,10.47,0.00,1.00,0.000,0.226,26611.7,3056.6,2,0,3.09,1.00,1.00,0.3065,5.20
50000,0,11,10.73,0.00,0.00,0.55,10.18,0.00,1.00,0.000,0.001,1637.6,938.2,3,8,3.18,1.00,1.00,0.0810,1883.22
60000,8,662,9.47,0.02,0.06,0.08,9.30,0.00,1.01,0.000,0.082,333414.2,8353.1,3,0,2.34,1.01,1.00,0.8292,40.95
60000,1,34,11.38,0.00,0.00,0.68,10.71,0.00,1.00,0.000,0.256,25800.0,2634.1,2,0,2.74,1.00,1.00,0.2634,2.71
60000,0,18,9.11,0.00,0.00,0.22,8.89,0.00,1.00,0.000,0.001,1964.4,872.5,4,17,2.56,1.00,1.00,0.0701,1661.93
70000,8,635,9.32,0.00,0.13,0.06,9.12,0.00,1.00,0.000,0.077,338469.6,8246.2,3,0,2.31,1.00,1.00,0.8158,33.73
70000,1,21,17.52,0.00,0.00,0.10,17.43,0.00,1.00,0.000,0.229,25242.1,3440.8,2,0,3.43,1.00,1.00,0.3404,7.12
70000,0,8,22.12,0.00,0.00,0.12,22.00,0.00,1.00,0.000,0.001,1786.1,1010.1,3,5,4.88,1.00,1.00,0.0746,1288.68
80000,8,664,9.12,0.00,0.08,0.09,8.94,0.00,1.00,0.000,0.079,337071.3,8072.3,3,0,2.33,1.00,1.00,0.8021,21.71
80000,1,23,19.09,0.04,0.00,0.00,19.04,0.00,1.01,0.000,0.279,25934.3,4480.4,2,0,3.87,1.02,1.00,0.4508,5.85
80000,0,5,6.40,0.20,0.00,0.00,6.20,0.00,1.07,0.000,0.000,2025.2,1400.5,2,5,2.80,1.10,1.00,0.0960,844.56
90000,8,668,9.01,0.01,0.17,0.09,8.74,0.00,1.00,0.001,0.078,340216.5,8383.6,3,0,2.23,1.00,1.00,0.8376,21.68
90000,1,18,49.56,0.00,2.44,4.50,42.61,0.00,1.00,0.000,0.555,26104.7,5095.6,2,0,5.72,1.00,1.00,0.5137,7.35
90000,0,12,31.17,2.67,3.92,2.92,21.67,0.25,1.51,0.083,0.002,1719.2,1246.9,4,6,5.17,1.65,1.00,0.1199,830.42
100000,8,655,8.82,0.02,0.09,0.10,8.61,0.00,1.00,0.002,0.075,340956.8,8567.9,3,0,2.21,1.00,1.00,0.8541,15.80
100000,1,16,14.88,0.00,0.56,0.00,14.31,0.00,1.00,0.000,0.137,20988.7,3862.9,1,0,3.88,1.00,1.00,0.3830,8.70
100000,0,3,8.33,0.00,0.00,0.00,8.33,0.00,1.00,0.000,0.000,1482.2,932.2,1,2,2.33,1.00,1.00,0.0930,844.42
110000,8,663,8.43,0.00,0.02,0.04,8.37,0.00,1.00,0.000,0.073,339348.8,8188.2,3,0,2.21,1.00,1.00,0.8099,23.61
110000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,6516.6,1202.6,0,0,-0.00,-0.00,-0.00,0.1210,12.62
110000,0,2,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,868.6,353.8,1,2,3.00,1.00,1.00,0.0320,721.31
120000,8,647,9.10,0.00,0.07,0.00,9.02,0.00,1.00,0.000,0.077,338214.3,7889.2,3,0,2.32,1.00,1.00,0.7859,15.70
120000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,5.78
120000,0,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,504.8,55.8,1,2,3.00,1.00,1.00,0.0061,711.65
130000,8,662,8.80,0.00,0.14,0.07,8.59,0.00,1.00,0.000,0.077,336636.0,8052.3,4,2,2.25,1.00,1.00,0.7999,14.85
130000,1,22,10.23,0.00,0.00,0.00,10.23,0.00,1.00,0.000,0.140,13481.1,1570.5,2,2,2.27,1.00,1.00,0.1569,5.67
130000,0,1,14.00,0.00,0.00,0.00,14.00,0.00,1.00,0.000,0.000,5895.9,3243.6,1,1,2.00,1.00,1.00,0.3157,574.21
