step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,739,1.318,0.076,11.28,27813,26372,31,0,1398,3,355357.2,29062.0,0.003,0.208,0.372,0.417,1616,7.64,2.87,0.00,0.04,0.07,0.65,0.00,0.00,7.57,2.60,0.00,0.00,0.005,0.036,64,0.537,0.172,0.821,0.003,0.004,19482,16630,3,0.924,0.007,0.000,33720,0.136,0.291,0.001,35.55,12588,0,9687.326,0.000,0.016,219316,1.00,17.95,0.000,0.000,0.000,6,7,10,44,5647,0.022,2.81,0.0064,0.000,15,0.134,0.000,0.228,0.034,2.26,3.91,3.14,0.00,0.000,1.00,1.00,1.00,0.134,0.00141,125.07,2.9015,728.18
120000,698,1.300,0.080,11.25,26166,24954,44,0,1209,3,349222.3,28312.8,0.004,0.199,0.374,0.423,1647,7.85,3.52,0.01,0.14,0.05,0.54,0.03,0.49,7.77,3.46,0.00,0.00,0.004,0.046,73,0.420,0.156,0.838,0.000,0.006,17863,15276,2,0.911,0.056,0.004,21911,0.116,0.323,0.001,34.95,12021,0,9437.607,0.000,0.010,180384,1.00,17.77,0.000,0.000,0.000,6,7,10,63,5482,0.021,17.99,0.0064,0.000,6,0.115,0.000,0.219,0.037,2.36,3.86,3.27,0.00,0.000,1.00,1.00,1.00,0.115,0.00144,110.50,2.8320,725.56
130000,713,1.310,0.078,11.13,27446,26056,44,0,1331,6,352907.2,28616.4,0.004,0.210,0.354,0.432,1634,7.96,3.07,0.00,0.04,0.04,0.37,0.05,0.80,7.88,2.84,0.00,0.00,0.003,0.029,71,0.456,0.185,0.811,0.000,0.004,18826,15930,1,0.920,0.080,0.006,22613,0.112,0.271,0.001,35.31,12711,0,4769.395,0.000,0.010,234804,1.00,17.78,0.000,0.000,0.000,6,7,10,41,5678,0.022,2.91,0.0063,0.000,12,0.142,0.000,0.234,0.031,2.23,3.95,3.17,0.00,0.000,1.00,1.00,1.00,0.142,0.00146,125.22,2.8585,682.94
140000,732,1.274,0.073,10.95,27910,26427,36,0,1428,21,354487.1,29423.5,0.003,0.215,0.350,0.432,1622,8.15,3.36,0.02,0.42,0.13,1.73,0.01,0.30,7.99,2.56,0.00,0.00,0.006,0.046,65,0.380,0.197,0.794,0.000,0.010,19433,16889,3,0.939,0.000,0.003,20581,0.135,0.236,0.001,35.46,12814,0,1401.119,0.000,0.012,241824,1.01,17.69,0.000,0.000,0.000,6,7,10,60,5963,0.023,2.92,0.0061,0.000,10,0.146,0.000,0.236,0.031,2.30,4.00,3.17,0.00,0.000,1.01,1.01,1.01,0.146,0.00146,125.07,2.9447,693.70
150000,745,1.297,0.070,11.13,27406,26008,33,0,1352,10,354551.8,28407.3,0.004,0.218,0.346,0.431,1600,7.68,2.29,0.02,0.62,0.02,0.26,0.00,0.00,7.64,2.24,0.00,0.07,0.002,0.020,62,0.403,0.181,0.808,0.003,0.008,18870,16044,2,0.917,0.046,0.000,19361,0.121,0.208,0.000,35.47,12624,0,2840.733,0.000,0.008,244407,1.01,18.06,0.000,0.000,0.001,6,7,10,23,5723,0.022,1.50,0.0062,0.000,13,0.145,0.000,0.230,0.028,2.32,3.94,3.04,0.00,0.001,1.01,1.01,1.01,0.145,0.00145,126.47,2.8348,623.88
160000,705,1.351,0.073,11.08,27077,25801,31,0,1285,10,354494.8,28810.9,0.002,0.219,0.332,0.446,1631,8.20,2.87,0.05,0.68,0.13,1.28,0.02,0.42,8.01,2.37,0.00,0.00,0.008,0.066,58,0.323,0.160,0.833,0.001,0.006,18605,14403,2,0.960,0.003,0.003,25707,0.183,0.246,0.001,35.46,12530,0,2881.089,0.000,0.016,210535,1.02,17.60,0.000,0.000,0.000,6,8,10,31,5780,0.022,1.79,0.0063,0.007,7,0.126,0.000,0.233,0.028,2.39,3.98,3.22,0.00,0.000,1.02,1.02,1.02,0.126,0.00161,126.19,2.8845,647.92
170000,693,1.391,0.075,11.30,26713,25379,27,0,1319,8,352171.9,28067.1,0.002,0.218,0.322,0.459,1644,8.36,3.94,0.02,0.43,0.21,2.19,0.00,0.11,8.13,2.84,0.00,0.00,0.010,0.077,73,0.338,0.182,0.808,0.000,0.010,18284,15554,1,0.961,0.039,0.001,39400,0.180,0.255,0.001,35.23,12467,0,3508.385,0.000,0.014,205616,1.01,17.66,0.000,0.000,0.000,6,8,10,49,5795,0.022,1.98,0.0063,0.006,4,0.124,0.000,0.242,0.029,2.43,4.00,3.19,0.00,0.000,1.01,1.01,1.01,0.124,0.00162,126.24,2.8046,619.06
180000,694,1.360,0.074,11.34,27789,26421,26,0,1341,24,354373.0,30330.0,0.001,0.221,0.340,0.438,1608,8.62,3.90,0.05,0.74,0.14,1.01,0.03,0.45,8.40,3.43,0.01,0.27,0.010,0.077,77,0.392,0.176,0.816,0.001,0.007,19074,16539,2,0.951,0.020,0.004,21449,0.093,0.262,0.001,35.43,13218,0,1263.751,0.000,0.013,193023,1.02,17.41,0.001,0.001,0.001,6,8,11,64,5982,0.023,2.73,0.0061,0.000,11,0.116,0.000,0.236,0.032,2.43,4.07,3.23,0.01,0.001,1.02,1.03,1.02,0.116,0.00169,125.27,3.0374,651.05
190000,681,1.427,0.070,11.04,27859,26443,21,0,1408,21,352902.6,30058.5,0.002,0.209,0.363,0.426,1609,9.31,5.44,0.01,0.35,0.25,2.38,0.01,0.08,9.04,4.45,0.00,0.00,0.009,0.063,96,0.323,0.140,0.853,0.001,0.006,18707,15136,2,0.930,0.025,0.006,9774,0.083,0.182,0.000,35.28,13263,0,1431.357,0.000,0.026,182691,1.01,17.10,0.003,0.000,0.000,6,8,13,64,6339,0.024,1.54,0.0057,0.000,16,0.116,0.000,0.234,0.028,2.45,4.07,3.39,0.00,0.000,1.00,1.01,1.01,0.116,0.00163,126.62,3.0038,618.55
200000,710,1.352,0.067,11.33,28172,26657,30,0,1456,14,353888.2,31571.7,0.002,0.218,0.346,0.434,1614,8.20,3.40,0.00,0.00,0.05,0.51,0.00,0.05,8.15,3.21,0.00,0.00,0.002,0.027,63,0.344,0.162,0.825,0.004,0.008,19189,14244,3,0.939,0.000,0.003,18810,0.127,0.190,0.000,35.36,12952,0,2255.123,0.000,0.018,223460,1.00,17.84,0.000,0.000,0.000,6,7,10,32,5819,0.022,2.42,0.0061,0.000,17,0.133,0.000,0.232,0.034,2.37,3.96,3.14,0.00,0.000,1.00,1.00,1.00,0.133,0.00161,125.66,3.1561,598.51
210000,691,1.362,0.105,11.16,27668,26008,27,0,1652,2,350970.2,30297.1,0.002,0.206,0.347,0.445,1635,8.03,2.51,0.00,0.11,0.08,0.85,0.00,0.00,7.96,2.33,0.00,0.00,0.004,0.043,61,0.288,0.168,0.828,0.000,0.004,18568,13670,1,0.954,0.046,0.000,13651,0.134,0.552,0.005,35.13,12422,0,15148.541,0.000,0.010,199965,1.00,17.72,0.000,0.000,0.000,6,8,10,28,5552,0.021,4.90,0.0064,0.009,4,0.127,0.000,0.231,0.031,2.35,4.03,3.11,0.00,0.000,1.00,1.00,1.00,0.127,0.00154,123.40,3.0394,682.10
220000,715,1.326,0.071,11.41,25991,24399,32,0,1536,8,341982.7,26600.7,0.001,0.211,0.341,0.448,1685,8.29,2.88,0.03,0.51,0.05,0.53,0.00,0.00,8.20,2.70,0.00,0.00,0.003,0.026,73,0.355,0.175,0.817,0.000,0.008,17072,12442,2,0.937,0.027,0.000,4069,0.130,0.227,0.001,34.15,12126,0,3325.083,0.000,0.008,184243,1.02,17.55,0.000,0.000,0.000,6,8,10,32,5927,0.023,27.79,0.0058,0.006,9,0.119,0.000,0.231,0.028,2.43,4.13,3.11,0.00,0.000,1.02,1.03,1.02,0.119,0.00150,101.50,2.6546,618.18
230000,722,1.363,0.075,11.24,28052,26378,40,0,1627,9,351934.1,30671.4,0.001,0.199,0.360,0.441,1580,8.32,3.79,0.03,0.67,0.09,0.98,0.00,0.04,8.20,3.32,0.00,0.00,0.005,0.053,85,0.307,0.176,0.813,0.001,0.010,19036,14497,2,0.953,0.003,0.001,7330,0.118,0.249,0.001,35.20,13404,0,3407.934,0.000,0.015,185045,1.00,17.45,0.001,0.000,0.000,6,8,11,64,6006,0.023,2.01,0.0059,0.000,25,0.123,0.000,0.240,0.033,2.35,4.12,3.16,0.00,0.000,1.00,1.00,1.00,0.123,0.00145,126.22,3.0690,625.21
240000,707,1.348,0.069,11.07,28351,26733,24,0,1609,12,351884.3,31232.0,0.001,0.201,0.378,0.420,1609,8.09,3.26,0.01,0.38,0.07,0.93,0.03,0.75,7.99,2.85,0.00,0.00,0.003,0.047,64,0.331,0.199,0.793,0.000,0.007,19235,14422,3,0.488,0.050,0.001,4117,0.120,0.213,0.001,35.19,13131,0,2602.667,0.000,0.014,202666,1.01,17.78,0.000,0.000,0.000,6,8,10,46,5723,0.022,2.75,0.0062,0.000,1,0.131,0.000,0.235,0.035,2.32,3.96,3.15,0.00,0.000,1.01,1.01,1.00,0.131,0.00147,125.50,3.1200,580.91
250000,705,1.354,0.068,10.89,27405,25925,27,0,1455,59,351185.5,29787.7,0.005,0.201,0.371,0.424,1646,8.41,2.70,0.02,0.25,0.03,0.39,0.00,0.00,8.36,2.59,0.00,0.00,0.002,0.026,65,0.292,0.162,0.824,0.000,0.014,18642,15254,3,0.478,0.037,0.000,14517,0.122,0.225,0.001,35.11,12446,0,504.877,0.000,0.016,177366,1.00,17.36,0.000,0.000,0.000,7,8,10,33,5929,0.023,1.72,0.0060,0.000,9,0.116,0.000,0.239,0.031,2.41,4.03,3.29,0.00,0.000,1.00,1.01,1.00,0.116,0.00149,126.62,2.9776,570.91
260000,723,1.364,0.063,10.88,25790,24299,36,0,1437,2,346573.1,26204.6,0.007,0.202,0.362,0.429,1719,8.01,2.44,0.00,0.00,0.08,0.99,0.00,0.00,7.93,2.20,0.00,0.00,0.004,0.049,56,0.347,0.196,0.793,0.000,0.011,17017,14040,2,0.487,0.444,0.000,8586,0.132,0.157,0.000,34.66,11053,0,13102.322,0.000,0.006,162914,1.00,17.71,0.000,0.000,0.000,7,8,9,30,5794,0.022,0.86,0.0060,0.000,12,0.107,0.000,0.225,0.025,2.33,3.98,3.17,0.00,0.000,1.00,1.00,1.00,0.107,0.00144,127.92,2.6231,585.20
270000,735,1.245,0.063,10.75,26096,24664,49,0,1371,1,350094.2,25371.4,0.018,0.199,0.364,0.419,1697,7.81,2.48,0.01,0.18,0.04,0.51,0.02,0.45,7.74,2.44,0.00,0.00,0.004,0.050,63,0.333,0.156,0.831,0.000,0.012,17094,14443,3,0.472,0.453,0.003,22111,0.140,0.149,0.000,35.01,11013,0,25371.389,0.000,0.005,173586,1.01,17.89,0.000,0.000,0.000,6,7,10,32,5742,0.022,0.71,0.0062,0.000,6,0.114,0.000,0.219,0.015,2.30,3.95,3.11,0.00,0.000,1.01,1.01,1.00,0.114,0.00138,127.72,2.5406,607.71
280000,727,1.264,0.062,10.64,26136,24758,41,0,1345,3,350214.5,25637.1,0.011,0.199,0.358,0.432,1715,8.11,2.72,0.00,0.05,0.06,0.57,0.00,0.00,8.05,2.62,0.00,0.00,0.004,0.037,61,0.369,0.188,0.803,0.001,0.007,17211,14809,2,0.926,0.006,0.000,22178,0.127,0.170,0.000,35.03,10822,0,8545.710,0.000,0.012,164378,1.00,17.74,0.000,0.000,0.000,6,8,10,34,5898,0.022,0.52,0.0060,0.000,14,0.109,0.000,0.230,0.015,2.33,3.98,3.16,0.00,0.000,1.00,1.00,1.00,0.109,0.00142,127.89,2.5580,539.06
290000,713,1.338,0.062,10.66,26327,24971,31,0,1339,3,351112.5,26249.3,0.010,0.199,0.355,0.436,1705,8.20,2.35,0.00,0.00,0.02,0.56,0.01,0.26,8.16,2.31,0.00,0.00,0.001,0.026,56,0.269,0.168,0.827,0.000,0.004,17326,14941,3,0.930,0.000,0.003,10169,0.161,0.156,0.000,35.09,10923,0,8749.766,0.000,0.020,172133,1.00,17.58,0.000,0.000,0.000,6,8,10,28,5845,0.022,0.66,0.0060,0.000,7,0.114,0.000,0.232,0.016,2.34,3.92,3.29,0.00,0.000,1.00,1.00,1.00,0.114,0.00144,127.68,2.6261,538.54
300000,676,1.379,0.070,10.74,26364,24962,42,0,1397,9,350832.8,26528.2,0.016,0.206,0.343,0.435,1703,8.62,3.12,0.04,0.63,0.03,0.33,0.00,0.00,8.56,2.99,0.00,0.04,0.002,0.021,68,0.206,0.183,0.811,0.000,0.006,17230,15035,3,0.936,0.000,0.000,7670,0.128,0.218,0.001,35.05,11123,0,2947.581,0.000,0.007,161750,1.01,17.21,0.000,0.000,0.001,6,8,11,34,5827,0.022,1.12,0.0061,0.000,7,0.106,0.000,0.233,0.016,2.41,3.97,3.43,0.00,0.001,1.01,1.01,1.01,0.106,0.00163,127.27,2.6590,589.13
310000,711,1.283,0.065,10.69,26829,25387,27,0,1380,4,351280.6,27255.4,0.006,0.202,0.355,0.438,1668,8.24,3.18,0.00,0.00,0.03,0.37,0.00,0.00,8.21,3.14,0.00,0.00,0.003,0.031,53,0.269,0.195,0.797,0.000,0.007,17837,14643,3,0.927,0.000,0.000,7912,0.136,0.176,0.000,35.10,11787,0,6813.838,0.000,0.007,201469,1.00,17.64,0.001,0.000,0.000,6,8,10,64,5857,0.022,1.04,0.0060,0.001,8,0.132,0.000,0.231,0.018,2.42,3.95,3.24,0.00,0.000,1.00,1.00,1.00,0.132,0.00149,127.30,2.7243,564.78
320000,701,1.353,0.066,10.92,27177,25662,28,0,1497,7,351060.0,27528.8,0.001,0.196,0.361,0.442,1634,8.38,2.86,0.02,0.32,0.04,0.49,0.00,0.00,8.32,2.69,0.00,0.00,0.004,0.046,67,0.325,0.168,0.822,0.001,0.009,17969,14486,3,0.900,0.003,0.000,5473,0.079,0.180,0.000,35.10,12118,0,3932.691,0.000,0.009,177609,1.01,17.53,0.000,0.000,0.000,6,8,11,38,5871,0.022,0.79,0.0060,0.014,3,0.121,0.000,0.236,0.020,2.39,4.01,3.24,0.00,0.000,1.01,1.01,1.00,0.121,0.00148,127.55,2.7551,576.02
330000,692,1.341,0.062,10.94,26495,25127,27,0,1350,1,347115.5,27923.6,0.002,0.196,0.364,0.438,1665,8.14,3.17,0.00,0.11,0.08,1.15,0.00,0.00,8.06,3.03,0.00,0.00,0.006,0.063,62,0.308,0.143,0.850,0.001,0.006,17923,14372,2,0.480,0.475,0.000,10091,0.126,0.160,0.000,34.71,11668,0,27923.584,0.000,0.016,171549,1.00,17.57,0.001,0.000,0.000,6,8,10,64,5636,0.021,1.01,0.0062,0.025,12,0.117,0.000,0.236,0.027,2.39,4.02,3.21,0.00,0.001,1.00,1.00,1.00,0.117,0.00150,127.72,2.7905,547.29
340000,693,1.321,0.062,11.00,27042,25562,41,0,1438,3,349385.2,27049.0,0.002,0.195,0.354,0.448,1599,8.26,2.72,0.04,0.67,0.08,0.82,0.00,0.00,8.14,2.57,0.00,0.00,0.007,0.063,66,0.362,0.170,0.817,0.001,0.012,18162,15644,2,0.991,0.000,0.000,5869,0.108,0.155,0.000,34.95,11747,0,9016.325,0.000,0.017,197876,1.02,17.59,0.000,0.000,0.000,6,8,10,27,5723,0.022,0.96,0.0062,0.020,6,0.133,0.000,0.239,0.023,2.38,4.06,3.15,0.00,0.000,1.02,1.03,1.01,0.133,0.00144,127.52,2.7055,541.76
350000,705,1.287,0.067,11.23,28000,26298,35,0,1655,11,350207.3,30189.9,0.005,0.192,0.347,0.455,1548,7.74,2.95,0.00,0.00,0.04,0.38,0.01,0.30,7.69,2.76,0.00,0.00,0.005,0.049,67,0.376,0.173,0.818,0.000,0.009,19293,15624,2,0.960,0.020,0.003,16867,0.128,0.209,0.001,35.04,13276,0,2744.532,0.000,0.010,199888,1.00,17.97,0.000,0.000,0.000,6,7,10,51,5458,0.021,2.29,0.0065,0.028,6,0.136,0.000,0.235,0.030,2.27,3.99,3.04,0.00,0.000,1.00,1.00,1.00,0.136,0.00141,126.11,3.0239,578.22
360000,721,1.318,0.070,10.76,26164,24628,56,0,1464,3,335565.9,25856.4,0.004,0.178,0.365,0.452,1691,7.77,2.50,0.00,0.00,0.02,0.35,0.02,0.33,7.72,2.43,0.00,0.00,0.002,0.039,49,0.491,0.171,0.821,0.000,0.008,18685,15289,2,0.645,0.309,0.004,40389,0.118,0.261,0.001,33.57,11615,0,8618.795,0.000,0.010,178359,1.00,17.69,0.000,0.000,0.000,6,7,10,34,5599,0.021,8.37,0.0060,0.014,15,0.137,0.000,0.244,0.027,2.31,4.05,3.11,0.00,0.000,1.00,1.00,1.00,0.137,0.00119,121.50,2.5924,633.44
370000,705,1.330,0.069,11.02,25958,24516,74,0,1384,20,341517.4,25807.9,0.004,0.180,0.368,0.449,1681,7.53,2.14,0.01,0.19,0.06,0.44,0.00,0.00,7.47,2.02,0.00,0.00,0.004,0.033,58,0.563,0.159,0.833,0.000,0.009,18418,14659,1,0.939,0.061,0.000,11373,0.134,0.263,0.001,34.17,11631,0,1290.394,0.000,0.007,171805,1.01,17.86,0.000,0.000,0.000,6,7,9,26,5312,0.020,14.47,0.0065,0.000,12,0.127,0.000,0.230,0.028,2.29,4.10,2.98,0.00,0.000,1.00,1.01,1.01,0.128,0.00125,114.80,2.5752,567.87
380000,684,1.316,0.061,11.02,26179,24634,60,0,1506,13,339473.2,24831.1,0.001,0.190,0.366,0.442,1717,7.82,3.01,0.00,0.00,0.02,0.28,0.00,0.00,7.80,2.97,0.00,0.00,0.002,0.019,57,0.610,0.186,0.801,0.000,0.013,18802,14324,2,0.860,0.032,0.000,6640,0.094,0.178,0.000,33.95,11824,0,1910.085,0.000,0.015,208323,1.00,17.59,0.000,0.000,0.000,6,7,10,39,5347,0.020,1.03,0.0064,0.006,12,0.146,0.000,0.247,0.021,2.29,4.13,3.09,0.00,0.000,1.00,1.00,1.00,0.146,0.00131,128.46,2.4861,587.08
390000,733,1.325,0.069,10.88,26643,24979,73,0,1542,6,342180.4,26468.5,0.002,0.184,0.376,0.438,1638,7.55,2.40,0.00,0.00,0.02,0.27,0.00,0.07,7.52,2.37,0.00,0.00,0.003,0.043,52,0.649,0.172,0.817,0.001,0.010,19318,15468,3,0.936,0.000,0.001,9151,0.131,0.254,0.001,34.24,11710,0,4411.417,0.000,0.008,195930,1.00,17.80,0.000,0.001,0.000,6,7,10,27,5531,0.021,1.11,0.0062,0.005,6,0.140,0.000,0.233,0.030,2.22,4.08,3.03,0.00,0.000,1.00,1.00,1.00,0.140,0.00119,128.09,2.6497,604.58
400000,753,1.306,0.065,10.90,28237,26564,59,0,1594,11,354985.7,27767.3,0.002,0.188,0.390,0.419,1568,7.55,2.74,0.08,1.09,0.03,0.42,0.01,0.13,7.43,2.61,0.00,0.07,0.003,0.043,61,0.592,0.179,0.801,0.001,0.019,19890,17980,2,0.904,0.056,0.003,18854,0.118,0.193,0.000,35.52,12618,0,2524.299,0.000,0.005,246094,1.03,17.84,0.000,0.001,0.001,6,7,10,50,5683,0.022,1.93,0.0063,0.000,15,0.163,0.000,0.221,0.027,2.28,4.04,3.04,0.01,0.003,1.03,1.04,1.02,0.163,0.00121,125.99,2.7769,592.78
