step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion
10000,8,518,11.59,0.04,0.09,0.20,11.26,0.00,1.01,0.000,0.079,355325.0,50147.0,1,2,3.19,1.00,1.04,5.0144,225.86
10000,2,118,11.43,0.14,0.00,0.00,11.30,0.00,1.04,0.000,0.253,68373.9,14029.2,2,4,2.97,1.05,1.09,1.3946,5.17
10000,0,7,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,89087.3,61746.1,2,4,3.00,1.00,1.00,6.5954,3648.71
20000,8,648,8.33,0.00,0.01,0.09,8.22,0.00,1.00,0.000,0.070,334094.4,11361.6,2,1,2.59,1.00,1.00,1.0966,37.90
20000,2,118,12.91,0.79,0.09,0.18,11.85,0.00,1.20,0.000,0.279,67385.6,7503.6,2,0,2.93,1.17,1.22,0.7495,11.86
20000,0,10,13.10,0.00,0.90,0.00,12.20,0.00,1.00,0.000,0.001,1311.5,777.1,2,9,2.70,1.00,1.00,0.0541,3188.79
30000,8,635,8.09,0.07,0.02,0.02,7.98,0.00,1.03,0.000,0.067,343719.9,10210.6,1,0,2.54,1.03,1.03,0.9998,47.37
30000,2,107,11.45,0.17,0.14,0.00,11.14,0.00,1.05,0.000,0.227,67179.0,8291.8,2,0,2.64,1.01,1.07,0.8241,4.55
30000,0,14,15.79,0.14,0.00,1.43,14.21,0.00,1.05,0.000,0.001,1311.5,626.8,2,7,2.93,1.00,1.07,0.0385,2694.82
40000,8,639,8.88,0.08,0.01,0.10,8.69,0.00,1.03,0.000,0.074,343625.0,11180.6,1,0,2.61,1.02,1.03,1.0740,94.20
40000,2,115,9.17,0.61,0.00,0.00,8.56,0.00,1.19,0.000,0.195,68987.9,5330.3,2,0,2.21,1.21,1.27,0.5269,7.94
40000,0,3,9.33,0.00,0.00,0.00,9.33,0.00,1.00,0.000,0.000,1340.1,629.5,2,3,1.67,1.00,1.00,0.0386,1898.36
50000,8,605,10.04,0.00,0.02,0.18,9.84,0.00,1.00,0.000,0.079,342590.0,12752.6,1,0,2.81,1.00,1.00,1.2580,82.51
50000,2,111,11.47,0.24,0.87,0.04,10.32,0.00,1.09,0.000,0.234,68080.8,5837.5,2,0,2.65,1.09,1.11,0.5815,11.13
50000,0,5,9.80,0.00,0.00,0.00,9.80,0.00,1.00,0.000,0.000,1061.9,309.0,1,5,2.80,1.00,1.00,0.0304,1705.01
60000,8,600,10.99,0.04,0.08,0.02,10.85,0.00,1.01,0.000,0.086,331267.8,13134.2,1,0,3.07,1.01,1.00,1.2965,71.63
60000,2,122,10.36,0.02,0.00,0.14,10.20,0.00,1.00,0.000,0.234,66341.0,6837.2,2,0,2.52,1.00,1.01,0.6791,10.39
60000,0,9,12.67,0.00,0.00,0.44,12.22,0.00,1.00,0.000,0.001,1284.8,599.6,2,8,3.11,1.00,1.00,0.0396,1302.18
70000,8,595,10.12,0.00,0.07,0.00,10.05,0.00,1.00,0.000,0.078,323983.3,13129.1,1,0,3.02,1.00,1.00,1.3027,57.95
70000,2,131,11.73,0.02,0.04,0.05,11.63,0.00,1.02,0.000,0.286,66675.3,6608.2,2,0,2.07,1.02,1.03,0.6511,2.97
70000,0,8,11.62,0.12,1.50,0.00,10.00,0.38,1.01,0.125,0.000,1217.4,475.0,2,7,2.50,1.03,1.00,0.0357,1005.37
80000,8,588,10.80,0.00,0.12,0.10,10.59,0.00,1.00,0.000,0.083,323105.3,13668.4,1,0,3.02,1.00,1.00,1.3526,25.16
80000,2,116,11.06,0.59,0.28,0.05,10.14,0.02,1.24,0.009,0.235,69970.4,6776.0,2,0,2.25,1.31,1.33,0.6728,6.69
80000,0,7,12.71,0.43,0.00,0.00,12.29,0.00,1.13,0.000,0.001,1157.3,442.9,2,7,3.00,1.00,1.24,0.0380,830.21
90000,8,593,9.58,0.02,0.05,0.04,9.46,0.01,1.01,0.002,0.074,324456.8,13008.8,1,0,2.87,1.01,1.00,1.2995,31.14
90000,2,151,9.60,0.08,0.07,0.28,9.17,0.00,1.04,0.000,0.268,71710.7,6489.9,2,0,1.81,1.06,1.06,0.6441,6.27
90000,0,7,9.86,0.14,0.00,0.00,9.71,0.00,1.06,0.000,0.000,1132.0,349.7,3,6,2.43,1.00,1.10,0.0369,785.58
100000,8,583,9.17,0.00,0.11,0.00,9.06,0.01,1.00,0.002,0.070,326609.8,12477.8,1,0,2.80,1.00,1.00,1.2448,36.41
100000,2,158,8.04,0.06,0.00,0.01,7.97,0.00,1.03,0.000,0.233,74217.6,4948.3,2,0,1.65,1.00,1.05,0.4890,5.73
100000,0,5,7.80,0.00,0.00,0.00,7.80,0.00,1.00,0.000,0.000,1056.3,268.2,2,5,2.40,1.00,1.00,0.0309,741.15
110000,8,584,10.10,0.02,0.03,0.00,10.06,0.00,1.00,0.000,0.077,323184.9,10638.2,1,0,2.75,1.00,1.01,1.0521,15.84
110000,2,158,8.20,0.12,0.08,0.00,7.99,0.00,1.05,0.000,0.239,75346.1,5367.5,2,0,1.86,1.03,1.10,0.5322,5.30
110000,0,7,10.29,0.00,0.00,0.00,10.29,0.00,1.00,0.000,0.000,1026.1,278.0,3,7,2.71,1.00,1.00,0.0324,652.87
120000,8,594,9.49,0.00,0.06,0.07,9.36,0.00,1.00,0.000,0.073,325299.7,8217.1,1,0,2.77,1.00,1.00,0.8189,11.53
120000,2,134,9.69,0.00,0.00,0.08,9.60,0.00,1.00,0.000,0.240,73999.6,5457.8,2,0,1.66,1.00,1.00,0.5420,3.52
120000,0,9,9.78,0.00,0.00,0.00,9.78,0.00,1.00,0.000,0.000,1109.2,310.9,3,7,2.22,1.00,1.00,0.0340,625.84
130000,8,663,7.83,0.02,0.01,0.02,7.79,0.00,1.00,0.000,0.069,324933.0,7939.0,3,3,2.36,1.00,1.00,0.7913,10.42
130000,2,141,9.55,0.03,0.00,0.06,9.46,0.00,1.01,0.000,0.252,75315.1,5738.3,3,1,1.77,1.00,1.02,0.5705,2.61
130000,0,4,9.75,0.00,0.00,0.00,9.75,0.00,1.00,0.000,0.000,812.2,225.5,2,4,1.50,1.00,1.00,0.0248,598.25
140000,8,687,7.98,0.00,0.01,0.03,7.94,0.00,1.00,0.000,0.071,333615.6,7851.6,3,2,2.30,1.00,1.00,0.7803,9.40
140000,2,133,8.93,0.01,0.03,0.00,8.89,0.00,1.00,0.000,0.219,75270.3,5510.3,3,1,1.80,1.00,1.01,0.5477,3.75
140000,0,6,7.33,0.00,0.00,0.00,7.33,0.00,1.00,0.000,0.000,865.3,225.7,3,6,2.33,1.00,1.00,0.0259,552.95
150000,8,661,8.80,0.03,0.05,0.12,8.60,0.00,1.01,0.000,0.076,336413.2,7784.1,3,0,2.37,1.00,1.01,0.7758,11.27
150000,2,153,9.09,0.24,0.02,0.59,8.24,0.00,1.09,0.000,0.256,74911.9,5057.4,2,0,1.92,1.06,1.15,0.5002,3.56
150000,0,12,8.33,0.00,0.00,0.00,8.33,0.00,1.00,0.000,0.001,1016.2,340.0,3,12,1.67,1.00,1.00,0.0334,468.81
160000,8,671,8.49,0.00,0.03,0.00,8.45,0.00,1.00,0.000,0.075,336728.3,7986.5,4,1,2.31,1.00,1.00,0.7952,14.94
160000,2,149,8.19,0.02,0.02,0.03,8.13,0.00,1.01,0.000,0.229,75252.4,5188.9,3,7,1.93,1.00,1.01,0.5159,3.71
160000,0,5,9.00,0.20,0.00,0.00,8.80,0.00,1.06,0.000,0.000,1103.4,277.7,3,5,2.40,1.10,1.00,0.0320,449.41
170000,8,679,7.81,0.05,0.01,0.01,7.73,0.00,1.01,0.000,0.070,336372.8,8015.2,5,2,2.28,1.01,1.02,0.7984,14.76
170000,2,136,8.85,0.09,0.01,0.00,8.75,0.00,1.07,0.000,0.220,75115.7,5053.1,3,1,1.95,1.12,1.15,0.4994,5.01
170000,0,8,8.62,0.00,0.00,0.00,8.62,0.00,1.00,0.000,0.001,986.0,271.2,4,8,2.38,1.00,1.00,0.0288,378.84
180000,8,698,8.08,0.00,0.05,0.05,7.98,0.00,1.00,0.000,0.075,335862.7,8125.2,6,4,2.25,1.00,1.00,0.8106,12.17
180000,2,136,8.21,0.02,0.00,0.00,8.18,0.00,1.03,0.000,0.213,73927.5,4802.7,4,3,1.94,1.04,1.04,0.4778,2.17
180000,0,3,13.67,0.00,0.00,1.00,12.67,0.00,1.00,0.000,0.000,919.2,199.2,2,3,2.67,1.00,1.00,0.0220,365.03
190000,8,650,8.93,0.07,0.04,0.01,8.81,0.00,1.03,0.000,0.078,327951.2,7720.5,5,4,2.34,1.02,1.03,0.7698,11.99
190000,2,148,8.33,0.08,0.00,0.02,8.23,0.00,1.07,0.000,0.255,70294.2,3881.9,2,9,1.85,1.08,1.10,0.3870,7.72
190000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,775.1,146.4,0,0,-0.00,-0.00,-0.00,0.0170,350.76
200000,8,646,8.63,0.00,0.02,0.02,8.59,0.00,1.00,0.000,0.075,325375.9,7345.3,3,8,2.36,1.00,1.00,0.7294,9.80
200000,2,141,8.50,0.00,0.03,0.00,8.48,0.00,1.00,0.000,0.230,68832.2,3866.6,2,1,2.01,1.00,1.00,0.3832,5.60
200000,0,6,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,877.3,166.8,2,6,2.33,1.00,1.00,0.0193,298.36
210000,8,636,8.95,0.08,0.01,0.03,8.84,0.00,1.03,0.000,0.076,329429.7,7421.0,3,11,2.36,1.04,1.03,0.7413,11.17
210000,2,128,9.48,0.00,0.00,0.17,9.31,0.00,1.00,0.000,0.232,68234.5,3990.2,2,0,2.40,1.00,1.00,0.3973,3.21
210000,0,4,7.75,0.00,0.00,0.00,7.75,0.00,1.00,0.000,0.000,861.9,153.4,3,4,2.50,1.00,1.00,0.0190,312.45
220000,8,642,8.91,0.00,0.03,0.01,8.87,0.00,1.00,0.000,0.074,330255.1,7385.6,3,0,2.45,1.00,1.00,0.7374,12.61
220000,2,134,12.19,0.07,0.00,0.19,11.93,0.00,1.04,0.000,0.295,67264.0,5137.4,2,0,2.23,1.07,1.05,0.5108,5.97
220000,0,4,10.50,0.00,0.00,0.00,10.50,0.00,1.00,0.000,0.000,971.5,241.4,3,4,2.75,1.00,1.00,0.0283,311.38
230000,8,635,9.54,0.00,0.03,0.01,9.50,0.00,1.00,0.000,0.080,329920.2,7585.3,3,0,2.50,1.00,1.00,0.7540,22.22
230000,2,116,11.15,0.00,0.00,0.00,11.15,0.00,1.00,0.000,0.237,67148.9,5777.6,2,0,2.38,1.00,1.00,0.5740,2.89
230000,0,5,8.60,0.00,0.00,0.00,8.60,0.00,1.00,0.000,0.000,935.8,248.6,4,5,2.60,1.00,1.00,0.0236,210.98
240000,8,614,9.44,0.03,0.02,0.00,9.38,0.00,1.02,0.000,0.075,329009.8,7416.5,3,0,2.48,1.02,1.02,0.7401,12.81
240000,2,122,10.10,0.15,0.07,0.03,9.84,0.00,1.07,0.000,0.225,66599.4,4672.5,2,0,2.22,1.07,1.12,0.4642,3.54
240000,0,2,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,973.1,257.3,1,2,2.00,1.00,1.00,0.0257,175.17
250000,8,642,8.88,0.00,0.02,0.00,8.86,0.00,1.00,0.000,0.074,329979.3,7541.8,3,0,2.45,1.00,1.00,0.7514,10.15
250000,2,145,9.43,0.16,0.04,0.00,9.23,0.00,1.10,0.000,0.250,70381.1,3980.5,3,0,1.97,1.12,1.12,0.3950,3.59
250000,0,3,8.33,0.00,0.00,0.00,8.33,0.00,1.00,0.000,0.000,911.9,204.1,2,3,3.00,1.00,1.00,0.0256,172.87
260000,8,629,9.39,0.05,0.02,0.02,9.30,0.00,1.02,0.000,0.080,329380.9,7357.5,3,0,2.48,1.02,1.02,0.7345,9.99
260000,2,127,11.16,0.09,0.00,0.00,11.07,0.00,1.04,0.000,0.266,70240.7,4716.0,2,0,1.97,1.01,1.06,0.4688,3.92
260000,0,8,11.75,0.25,0.12,0.00,11.38,0.00,1.08,0.000,0.000,900.3,224.7,3,8,2.88,1.08,1.08,0.0276,185.92
270000,8,614,9.31,0.00,0.02,0.00,9.29,0.00,1.00,0.000,0.087,327902.9,7489.8,3,1,2.38,1.00,1.00,0.7476,8.60
270000,2,141,9.54,0.14,0.00,0.00,9.40,0.00,1.07,0.000,0.257,69430.4,4388.7,4,2,1.91,1.06,1.12,0.4374,9.00
270000,0,5,11.60,0.00,0.20,0.00,11.40,0.00,1.00,0.000,0.000,662.2,149.8,3,3,2.20,1.00,1.00,0.0180,187.66
280000,8,648,9.14,0.02,0.01,0.00,9.11,0.00,1.01,0.000,0.083,322713.4,7386.7,3,0,2.44,1.01,1.01,0.7375,9.72
280000,2,139,9.83,0.05,0.00,0.14,9.64,0.00,1.01,0.000,0.254,69054.1,4257.2,2,0,2.11,1.01,1.02,0.4224,2.86
280000,0,3,12.67,0.00,0.00,0.00,12.67,0.00,1.00,0.000,0.000,661.5,162.7,2,3,2.33,1.00,1.00,0.0201,187.04
290000,8,579,8.92,0.04,0.00,0.00,8.88,0.00,1.03,0.000,0.101,303626.1,7304.5,3,5,2.21,1.03,1.03,0.7301,8.28
290000,2,139,10.11,0.24,0.17,0.00,9.71,0.00,1.15,0.000,0.260,69026.3,4131.0,2,0,2.17,1.15,1.18,0.4110,1.81
290000,0,6,9.33,0.00,0.00,0.00,9.33,0.00,1.00,0.000,0.000,586.8,136.3,2,5,2.33,1.00,1.00,0.0167,197.00
300000,8,579,8.91,0.03,0.00,0.00,8.88,0.00,1.01,0.000,0.093,262259.0,6710.8,2,1,2.20,1.02,1.01,0.6706,11.30
300000,2,139,9.40,0.28,0.00,0.00,9.12,0.00,1.11,0.000,0.248,69139.1,3981.5,2,3,1.99,1.00,1.17,0.3945,2.83
300000,0,3,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,613.9,164.3,2,3,3.00,1.00,1.00,0.0205,193.70
310000,8,647,8.66,0.02,0.00,0.00,8.63,0.00,1.02,0.000,0.081,317357.9,7423.3,2,11,2.37,1.02,1.02,0.7418,17.77
310000,2,133,9.02,0.02,0.00,0.00,9.00,0.00,1.01,0.000,0.241,69179.1,3602.7,3,6,1.94,1.00,1.01,0.3567,5.89
